Reported Trait,Mapped Trait,Tissues,Gene Symbol,Ensembl ID,Gene Type,Method/Software,Effect Size,P-value,Publication
Major Depression Disorder,Depressive Disorder,Dorsal Lateral Prefrontal Cortex,AREL1,ENSG00000119682.16,protein-coding,FUSION,-5.02E+00,5.30E-07,TWASP000135
Major Depression Disorder,Depressive Disorder,Brain Cerebellar Hemisphere,TAL1,ENSG00000162367.11,protein-coding,Summary-PrediXcan(S-PrediXcan),3.68E+00,5.30E-07,TWASP000156
Major Depression Disorder,Depressive Disorder,Brain,PCDHA8,ENSG00000204962.5,protein-coding,FUSION,-4.55E+00,5.35E-06,TWASP000083
Depression,Depressive Disorder,Dorsal Lateral Prefrontal Cortex,FANCL,ENSG00000115392.11,protein-coding,FUSION,-5.83E+00,5.39E-09,TWASP000158
Major Depression Disorder,Depressive Disorder,Whole Blood,ANKK1,ENSG00000170209.4,protein-coding,Summary-PrediXcan(S-PrediXcan),-3.42E+00,5.41E-13,TWASP000156
Major Depression Disorder,Depressive Disorder,Brain Cerebellar Hemisphere,RP11-814H16.2,ENSG00000272862.1,lincRNA,FUSION,5.01E+00,5.45E-07,TWASP000135
Major Depression Disorder,Depressive Disorder,Brain Cerebellar Hemisphere,UBA7,ENSG00000182179.12,protein-coding,Summary-PrediXcan(S-PrediXcan),-6.20E+00,5.49E-10,TWASP000156
Major Depression Disorder,Depressive Disorder,Anterior Cingulate Cortex,MSH5,ENSG00000204410.14,protein-coding,Summary-PrediXcan(S-PrediXcan),3.34E+00,5.52E-08,TWASP000156
Major Depression Disorder,Depressive Disorder,Anterior Cingulate Cortex,CKB,ENSG00000166165.12,protein-coding,Summary-PrediXcan(S-PrediXcan),-3.78E+00,5.57E-11,TWASP000156
Major Depression Disorder,Depressive Disorder,Brain Substantia Nigra,BTN3A1,ENSG00000026950.16,protein-coding,Summary-PrediXcan(S-PrediXcan),-2.43E+00,5.60E-09,TWASP000156
Major Depression Disorder,Depressive Disorder,Brain,TRPC4AP,ENSG00000100991.11,protein-coding,FUSION,-4.03E+00,5.61E-05,TWASP000083
Major Depression Disorder,Depressive Disorder,Dorsal Lateral Prefrontal Cortex,NKAPL,ENSG00000189134.3,protein-coding,FUSION,5.00E+00,5.65E-07,TWASP000135
Major Depression Disorder,Depressive Disorder,Anterior Cingulate Cortex,SLC30A9,ENSG00000014824.13,protein-coding,FUSION,-5.00E+00,5.68E-07,TWASP000135
Depression,Depressive Disorder,Dorsal Lateral Prefrontal Cortex,COP1,ENSG00000143207,protein-coding,FUSION,-6.55E+00,5.82E-11,TWASP000158
Major Depression Disorder,Depressive Disorder,Brain Cerebellar Hemisphere,LRFN5,ENSG00000165379.13,protein-coding,FUSION,5.42E+00,5.85E-08,TWASP000135
Major Depression Disorder,Depressive Disorder,Brain Frontal Cortex,TRMT61A,ENSG00000166166.12,protein-coding,Summary-PrediXcan(S-PrediXcan),2.72E+00,5.90E-10,TWASP000156
Major Depression Disorder,Depressive Disorder,Brain,TSFM,ENSG00000123297.17,protein-coding,FUSION,4.01E+00,5.97E-05,TWASP000083
Depression,Depressive Disorder,Dorsal Lateral Prefrontal Cortex,RSRC1,ENSG00000174891.12,protein-coding,FUSION,4.99E+00,6.01E-07,TWASP000158
Major Depression Disorder,Depressive Disorder,Dorsal Lateral Prefrontal Cortex,CACNA1E,ENSG00000198216.10,protein-coding,FUSION,-4.99E+00,6.06E-07,TWASP000135
Major Depression Disorder,Depressive Disorder,Blood,H4C4,ENSG00000277157,protein-coding,FUSION,-4.99E+00,6.11E-07,TWASP000135
Major Depression Disorder,Depressive Disorder,Anterior Cingulate Cortex,CTC-467M3.3,ENSG00000250377.1,lincRNA,FUSION,-5.81E+00,6.11E-09,TWASP000135
Major Depression Disorder,Depressive Disorder,Anterior Cingulate Cortex,ACVRL1,ENSG00000139567.12,protein-coding,Summary-PrediXcan(S-PrediXcan),-3.00E+00,6.13E-07,TWASP000156
Major Depression Disorder,Depressive Disorder,Brain,SRA1,ENSG00000213523.10,protein-coding,FUSION,4.52E+00,6.27E-06,TWASP000083
Major Depression Disorder,Depressive Disorder,Brain Frontal Cortex,DDAH2,ENSG00000213722.8,protein-coding,FUSION,5.41E+00,6.32E-08,TWASP000135
Major Depression Disorder,Depressive Disorder,Thyroid,AP000662.4,ENSG00000254602.1,sense_overlapping,FUSION,-4.98E+00,6.35E-07,TWASP000135
Major Depression Disorder,Depressive Disorder,Brain Hippocampus,RHOA,ENSG00000067560.10,protein-coding,Summary-PrediXcan(S-PrediXcan),1.70E+00,6.35E-11,TWASP000156
Major Depression Disorder,Depressive Disorder,Brain Cerebellar Hemisphere,PCDHA8,ENSG00000204962.5,protein-coding,FUSION,-4.98E+00,6.36E-07,TWASP000135
Major Depression Disorder,Depressive Disorder,Brain Caudate Basal Ganglia,LINC01415,ENSG00000267325.1,lincRNA,Summary-PrediXcan(S-PrediXcan),-4.57E+00,6.38E-10,TWASP000156
Depression,Depressive Disorder,Dorsal Lateral Prefrontal Cortex,SMIM2-AS1,ENSG00000227258.5,antisense,FUSION,4.98E+00,6.42E-07,TWASP000158
Major Depression Disorder,Depressive Disorder,Whole Blood,TRMT61A,ENSG00000166166.12,protein-coding,FUSION,4.98E+00,6.44E-07,TWASP000135
Major Depression Disorder,Depressive Disorder,Anterior Cingulate Cortex,RP1-86C11.7,ENSG00000272468.1,lincRNA,Summary-PrediXcan(S-PrediXcan),1.71E+00,6.46E-11,TWASP000156
Depression,Depressive Disorder,Dorsal Lateral Prefrontal Cortex,SDK1,ENSG00000146555.18,protein-coding,FUSION,-4.98E+00,6.47E-07,TWASP000158
Depression,Depressive Disorder,Dorsal Lateral Prefrontal Cortex,ZNF502,ENSG00000196653.11,protein-coding,FUSION,-4.98E+00,6.50E-07,TWASP000158
Major Depression Disorder,Depressive Disorder,Substantia Nigra,CTC-498M16.4,ENSG00000271904.1,lincRNA,FUSION,5.40E+00,6.53E-08,TWASP000135
Major Depression Disorder,Depressive Disorder,Thyroid,PCDHA5,ENSG00000204965.8,protein-coding,FUSION,-5.40E+00,6.55E-08,TWASP000135
Major Depression Disorder,Depressive Disorder,Brain,ZKSCAN7,ENSG00000196345.12,protein-coding,FUSION,-3.99E+00,6.56E-05,TWASP000083
Depression,Depressive Disorder,Dorsal Lateral Prefrontal Cortex,PIGFP2,ENSG00000234881.1,processed_pseudogene,FUSION,-7.49E+00,6.65E-14,TWASP000158
Depression,Depressive Disorder,Dorsal Lateral Prefrontal Cortex,SLC25A17,ENSG00000100372.14,protein-coding,FUSION,-4.97E+00,6.74E-07,TWASP000158
Major Depression Disorder,Depressive Disorder,Brain,ASCC3,ENSG00000112249.13,protein-coding,FUSION,3.98E+00,6.76E-05,TWASP000083
Major Depression Disorder,Depressive Disorder,Amygdala,DDX27,ENSG00000124228.14,protein-coding,Summary-PrediXcan(S-PrediXcan),1.68E+00,6.76E-07,TWASP000156
Major Depression Disorder,Depressive Disorder,Anterior Cingulate Cortex,RP11-3B7.1,ENSG00000225399.4,lincRNA,Summary-PrediXcan(S-PrediXcan),-2.87E+00,6.77E-12,TWASP000156
Major Depression Disorder,Depressive Disorder,Brain Cerebellum,HMGN4,ENSG00000182952.4,protein-coding,FUSION,5.40E+00,6.84E-08,TWASP000135
Major Depression Disorder,Depressive Disorder,Brain Substantia Nigra,INSYN1-AS1,-,ncRNA,Summary-PrediXcan(S-PrediXcan),5.11E+00,6.90E-09,TWASP000156
Major Depression Disorder,Depressive Disorder,Brain Cerebellar Hemisphere,RPL31P12,ENSG00000227207.2,processed_pseudogene,FUSION,-7.79E+00,6.94E-15,TWASP000135
Major Depression Disorder,Depressive Disorder,Brain Hippocampus,BTN3A2,ENSG00000186470.13,protein-coding,FUSION,4.96E+00,6.96E-07,TWASP000135
Major Depression Disorder,Depressive Disorder,Anterior Cingulate Cortex,L3MBTL2,ENSG00000100395.14,protein-coding,Summary-PrediXcan(S-PrediXcan),3.47E+00,7.00E-14,TWASP000156
Depression,Depressive Disorder,Dorsal Lateral Prefrontal Cortex,CTD-2298J14.2,ENSG00000258636.1,lincRNA,FUSION,4.96E+00,7.01E-07,TWASP000158
Major Depression Disorder,Depressive Disorder,Dorsal Lateral Prefrontal Cortex,TMEM106B,ENSG00000106460.18,protein-coding,FUSION,-5.79E+00,7.01E-09,TWASP000135
Major Depression Disorder,Depressive Disorder,Anterior Cingulate Cortex,WDR55,ENSG00000120314.18,protein-coding,Summary-PrediXcan(S-PrediXcan),-3.95E+00,7.08E-06,TWASP000156
Major Depression Disorder,Depressive Disorder,Brain Prefrontal Cortex,MGP,ENSG00000111341.9,protein-coding,MOSTWAS,4.96E+00,7.15E-07,TWASP000131
Major Depression Disorder,Depressive Disorder,Amygdala,SORBS3,ENSG00000120896.13,protein-coding,Summary-PrediXcan(S-PrediXcan),-3.88E+00,7.15E-07,TWASP000156
Major Depression Disorder,Depressive Disorder,Brain Prefrontal Cortex,IL22RA1,ENSG00000142677.3,protein-coding,MOSTWAS,5.39E+00,7.20E-08,TWASP000131
Major Depression Disorder,Depressive Disorder,Brain Prefrontal Cortex,KCTD10,ENSG00000110906.12,protein-coding,MOSTWAS,7.17E+00,7.24E-13,TWASP000131
Major Depression Disorder,Depressive Disorder,Pituitary,ZSCAN23,ENSG00000187987.9,protein-coding,FUSION,-4.95E+00,7.30E-07,TWASP000135
Major Depression Disorder,Depressive Disorder,Pituitary,ZSCAN9,ENSG00000137185.11,protein-coding,FUSION,-6.16E+00,7.32E-10,TWASP000135
Depression,Depressive Disorder,Dorsal Lateral Prefrontal Cortex,ATP5F1AP3,ENSG00000263232,pseudogene,FUSION,-4.95E+00,7.33E-07,TWASP000158
Major Depression Disorder,Depressive Disorder,Brain Hypothalamus,ZNF184,ENSG00000096654.15,protein-coding,FUSION,-4.95E+00,7.34E-07,TWASP000135
Major Depression Disorder,Depressive Disorder,Brain,GNL2P1,ENSG00000223893.1,processed_pseudogene,FUSION,3.96E+00,7.37E-05,TWASP000083
Major Depression Disorder,Depressive Disorder,Brain Hippocampus,ZKSCAN3,ENSG00000189298.13,protein-coding,FUSION,4.95E+00,7.37E-07,TWASP000135
Major Depression Disorder,Depressive Disorder,Brain Frontal Cortex,XPNPEP3,ENSG00000196236.12,protein-coding,FUSION,4.95E+00,7.38E-07,TWASP000135
Major Depression Disorder,Depressive Disorder,Amygdala,ZKSCAN3,ENSG00000189298.13,protein-coding,FUSION,4.95E+00,7.43E-07,TWASP000135
Major Depression Disorder,Depressive Disorder,Amygdala,H2BC15,ENSG00000233822,protein-coding,Summary-PrediXcan(S-PrediXcan),4.42E+00,7.45E-16,TWASP000156
Major Depression Disorder,Depressive Disorder,Brain Nucleus Accumbens,BTN3A3,ENSG00000111801.15,protein-coding,Summary-PrediXcan(S-PrediXcan),-3.51E+00,7.47E-09,TWASP000156
Major Depression Disorder,Depressive Disorder,Brain Caudate,NEGR1,ENSG00000172260.14,protein-coding,FUSION,5.78E+00,7.47E-09,TWASP000135
Major Depression Disorder,Depressive Disorder,Brain Cortex,CTC-467M3.3,ENSG00000250377.1,lincRNA,FUSION,-6.51E+00,7.47E-11,TWASP000135
Major Depression Disorder,Depressive Disorder,Brain Cerebellum,PRSS16,ENSG00000112812.15,protein-coding,FUSION,-4.95E+00,7.50E-07,TWASP000135
Depression,Depressive Disorder,Dorsal Lateral Prefrontal Cortex,CSNK1G1,ENSG00000169118.17,protein-coding,FUSION,-4.95E+00,7.53E-07,TWASP000158
Major Depression Disorder,Depressive Disorder,Brain Hypothalamus,ZSCAN23,ENSG00000187987.9,protein-coding,FUSION,-5.78E+00,7.58E-09,TWASP000135
Major Depression Disorder,Depressive Disorder,Brain,PCDHA2,ENSG00000204969.6,protein-coding,FUSION,-3.96E+00,7.63E-05,TWASP000083
Major Depression Disorder,Depressive Disorder,Brain Cerebellar Hemisphere,HCG11,ENSG00000228223.2,lincRNA,Summary-PrediXcan(S-PrediXcan),3.98E+00,7.66E-11,TWASP000156
Major Depression Disorder,Depressive Disorder,Anterior Cingulate Cortex,RCN1,ENSG00000049449.8,protein-coding,Summary-PrediXcan(S-PrediXcan),5.60E+00,7.67E-09,TWASP000156
Major Depression Disorder,Depressive Disorder,Anterior Cingulate Cortex,CTTNBP2,ENSG00000077063.10,protein-coding,Summary-PrediXcan(S-PrediXcan),-9.61E-01,7.71E-10,TWASP000156
Major Depression Disorder,Depressive Disorder,Blood,TMEM106B,ENSG00000106460.18,protein-coding,FUSION,5.37E+00,7.72E-08,TWASP000135
Major Depression Disorder,Depressive Disorder,Brain Cortex,SLC30A9,ENSG00000014824.13,protein-coding,FUSION,-5.77E+00,7.72E-09,TWASP000135
Major Depression Disorder,Depressive Disorder,Brain Prefrontal Cortex,RHOF,ENSG00000139725.7,protein-coding,MOSTWAS,1.19E+01,7.73E-33,TWASP000131
Major Depression Disorder,Depressive Disorder,Brain Nucleus Accumbens,DRD2,ENSG00000149295.13,protein-coding,Summary-PrediXcan(S-PrediXcan),-7.09E-01,7.80E-19,TWASP000156
Major Depression Disorder,Depressive Disorder,Whole Blood,PTCH1,ENSG00000185920.15,protein-coding,Summary-PrediXcan(S-PrediXcan),7.51E-01,7.82E-07,TWASP000156
Major Depression Disorder,Depressive Disorder,Whole Blood,ZSCAN12P1,ENSG00000219891.2,transcribed_unprocessed_pseudogene,FUSION,-4.94E+00,7.94E-07,TWASP000135
Major Depression Disorder,Depressive Disorder,Brain,AC005609.17,ENSG00000278901.1,antisense,FUSION,3.94E+00,8.05E-05,TWASP000083
Major Depression Disorder,Depressive Disorder,Brain Nucleus Accumbens,USP15,ENSG00000135655.15,protein-coding,Summary-PrediXcan(S-PrediXcan),7.90E-01,8.14E-06,TWASP000156
Major Depression Disorder,Depressive Disorder,Brain Cortex,STAU1,ENSG00000124214.19,protein-coding,Summary-PrediXcan(S-PrediXcan),-3.02E+00,8.25E-08,TWASP000156
Major Depression Disorder,Depressive Disorder,Adrenal Gland,TIAF1,ENSG00000221995.5,protein-coding,FUSION,-5.36E+00,8.27E-08,TWASP000135
Major Depression Disorder,Depressive Disorder,Adrenal Gland,TMEM161B-DT,ENSG00000247828,ncRNA,FUSION,5.36E+00,8.32E-08,TWASP000135
Depression,Depressive Disorder,Dorsal Lateral Prefrontal Cortex,FBXO10,ENSG00000147912.12,protein-coding,FUSION,-5.36E+00,8.36E-08,TWASP000158
Depression,Depressive Disorder,Dorsal Lateral Prefrontal Cortex,H4C11,ENSG00000197238,protein-coding,FUSION,6.49E+00,8.36E-11,TWASP000158
Major Depression Disorder,Depressive Disorder,Whole Blood,LAMB2,ENSG00000172037.13,protein-coding,Summary-PrediXcan(S-PrediXcan),4.29E+00,8.39E-11,TWASP000156
Major Depression Disorder,Depressive Disorder,Thyroid,PROX2,ENSG00000119608.12,protein-coding,FUSION,-5.76E+00,8.51E-09,TWASP000135
Major Depression Disorder,Depressive Disorder,Adrenal Gland,TNKS1BP1,ENSG00000149115.13,protein-coding,FUSION,4.92E+00,8.54E-07,TWASP000135
Major Depression Disorder,Depressive Disorder,Brain Hippocampus,RP1-153G14.4,ENSG00000271755.1,lincRNA,FUSION,5.35E+00,8.60E-08,TWASP000135
Major Depression Disorder,Depressive Disorder,Brain Nucleus Accumbens,LIN28B-AS1,ENSG00000203809.6,lincRNA,Summary-PrediXcan(S-PrediXcan),6.49E+00,8.64E-11,TWASP000156
Major Depression Disorder,Depressive Disorder,Amygdala,ZKSCAN4,ENSG00000187626.8,protein-coding,Summary-PrediXcan(S-PrediXcan),-5.21E+00,8.66E-25,TWASP000156
Major Depression Disorder,Depressive Disorder,Amygdala,ZNF502,ENSG00000196653.11,protein-coding,Summary-PrediXcan(S-PrediXcan),-4.92E+00,8.67E-09,TWASP000156
Major Depression Disorder,Depressive Disorder,Thyroid,RTN1,ENSG00000139970.16,protein-coding,FUSION,-5.35E+00,8.87E-08,TWASP000135
Major Depression Disorder,Depressive Disorder,Blood,CKB,ENSG00000166165.12,protein-coding,FUSION,5.35E+00,8.99E-08,TWASP000135
Major Depression Disorder,Depressive Disorder,Brain,LETM2,ENSG00000165046.12,protein-coding,FUSION,-3.91E+00,9.06E-05,TWASP000083
Major Depression Disorder,Depressive Disorder,Dorsal Lateral Prefrontal Cortex,DDAH2,ENSG00000213722.8,protein-coding,FUSION,5.34E+00,9.07E-08,TWASP000135
Major Depression Disorder,Depressive Disorder,Adrenal Gland,PPP1R18,ENSG00000146112.11,protein-coding,FUSION,4.91E+00,9.10E-07,TWASP000135
Major Depression Disorder,Depressive Disorder,Brain Cortex,RP1-265C24.8,ENSG00000261839.1,lincRNA,Summary-PrediXcan(S-PrediXcan),2.07E+00,9.11E-12,TWASP000156
Depression,Depressive Disorder,Dorsal Lateral Prefrontal Cortex,PRSS51,ENSG00000253649.3,protein-coding,FUSION,-4.91E+00,9.14E-07,TWASP000158
Major Depression Disorder,Depressive Disorder,Brain Caudate Basal Ganglia,FCF1,ENSG00000119616.11,protein-coding,Summary-PrediXcan(S-PrediXcan),3.56E+00,9.15E-14,TWASP000156
Depression,Depressive Disorder,Dorsal Lateral Prefrontal Cortex,AC068490.1,ENSG00000228999.2,lincRNA,FUSION,5.74E+00,9.30E-09,TWASP000158
Major Depression Disorder,Depressive Disorder,Brain,DENND1B,ENSG00000213047.12,protein-coding,FUSION,-5.34E+00,9.36E-08,TWASP000083
Major Depression Disorder,Depressive Disorder,Brain Caudate Basal Ganglia,PAX6,ENSG00000007372.21,protein-coding,Summary-PrediXcan(S-PrediXcan),6.82E+00,9.36E-12,TWASP000156
Major Depression Disorder,Depressive Disorder,Brain Cerebellar Hemisphere,PCDHA1,ENSG00000204970.9,protein-coding,Summary-PrediXcan(S-PrediXcan),4.16E+00,9.37E-08,TWASP000156
Major Depression Disorder,Depressive Disorder,Brain Prefrontal Cortex,YJEFN3,ENSG00000250067.11,protein-coding,MOSTWAS,7.45E+00,9.37E-14,TWASP000131
Major Depression Disorder,Depressive Disorder,Amygdala,TMEM161B-DT,ENSG00000247828,ncRNA,FUSION,6.12E+00,9.45E-10,TWASP000135
Major Depression Disorder,Depressive Disorder,Brain Nucleus Accumbens,AMT,ENSG00000145020.15,protein-coding,Summary-PrediXcan(S-PrediXcan),-6.38E+00,9.47E-11,TWASP000156
Major Depression Disorder,Depressive Disorder,Whole Blood,PRSS16,ENSG00000112812.15,protein-coding,FUSION,-5.34E+00,9.51E-08,TWASP000135
Major Depression Disorder,Depressive Disorder,Brain Frontal Cortex,CENPL,ENSG00000120334.15,protein-coding,Summary-PrediXcan(S-PrediXcan),6.12E+00,9.51E-10,TWASP000156
Major Depression Disorder,Depressive Disorder,Whole Blood,BTN2A2,ENSG00000124508.16,protein-coding,Summary-PrediXcan(S-PrediXcan),-1.83E+00,9.54E-06,TWASP000156
Depression,Depressive Disorder,Dorsal Lateral Prefrontal Cortex,CTC-467M3.3,ENSG00000250377.1,lincRNA,FUSION,-6.47E+00,9.58E-11,TWASP000158
Major Depression Disorder,Depressive Disorder,Brain Cerebellar Hemisphere,CTC-467M3.3,ENSG00000250377.1,lincRNA,Summary-PrediXcan(S-PrediXcan),-6.06E+00,9.59E-11,TWASP000156
Major Depression Disorder,Depressive Disorder,Dorsal Lateral Prefrontal Cortex,RPL31P12,ENSG00000227207.2,processed_pseudogene,FUSION,-7.74E+00,9.73E-15,TWASP000135
Major Depression Disorder,Depressive Disorder,Thyroid,SLC25A17,ENSG00000100372.14,protein-coding,FUSION,4.90E+00,9.78E-07,TWASP000135
Major Depression Disorder,Depressive Disorder,Brain Prefrontal Cortex,ASL,ENSG00000126522.16,protein-coding,MOSTWAS,-6.47E+00,9.80E-11,TWASP000131
Depression,Depressive Disorder,Dorsal Lateral Prefrontal Cortex,CPPED1,ENSG00000103381.11,protein-coding,FUSION,4.90E+00,9.81E-07,TWASP000158
Major Depression Disorder,Depressive Disorder,Putamen,ZSCAN23,ENSG00000187987.9,protein-coding,FUSION,-4.89E+00,9.90E-07,TWASP000135
Major Depression Disorder,Depressive Disorder,Brain Cerebellar Hemisphere,ZNF852,ENSG00000178917.15,protein-coding,Summary-PrediXcan(S-PrediXcan),1.28E+00,9.97E-11,TWASP000156
Depression,Depressive Disorder,Brain,B3GLCT,ENSG00000187676.7,protein-coding,Summary data-based Mendelian Randomization(SMR),-,1.01E-06,TWASP000101
Major Depression Disorder,Depressive Disorder,Liver,PERM1,ENSG00000187642.9,protein-coding,-,-,1.02E-71,TWASP000194
Major Depression Disorder,Depressive Disorder,Brain Cerebellum,ZDHHC5,ENSG00000156599.10,protein-coding,-,-,1.03E-06,TWASP000194
Major Depression Disorder,Depressive Disorder,Brain Cerebellar Hemisphere,ZSCAN12,ENSG00000158691.14,protein-coding,-,-,1.03E-07,TWASP000194
Major Depression Disorder,Depressive Disorder,Brain Cortex,MINDY1,ENSG00000143409.15,protein-coding,-,-,1.03E-69,TWASP000194
Major Depression Disorder,Depressive Disorder,Esophagus Muscularis,BCKDK,ENSG00000103507.13,protein-coding,-,-,1.04E-33,TWASP000194
Major Depression Disorder,Depressive Disorder,Whole Blood,NEGR1,ENSG00000172260.14,protein-coding,-,-,1.05E-09,TWASP000194
Major Depression Disorder,Depressive Disorder,Esophagus Mucosa,H2AC13,ENSG00000196747,protein-coding,-,-,1.05E-11,TWASP000194
Major Depression Disorder,Depressive Disorder,Brain Frontal Cortex,SEMA6C,ENSG00000143434.15,protein-coding,-,-,1.06E-54,TWASP000194
Major Depression Disorder,Depressive Disorder,Brain Frontal Cortex,ZNF276,ENSG00000158805.11,protein-coding,-,-,1.07E-06,TWASP000194
Major Depression Disorder,Depressive Disorder,Brain Frontal Cortex,C1orf56,ENSG00000143443.9,protein-coding,-,-,1.07E-12,TWASP000194
Depression,Depressive Disorder,Brain,AREL1,ENSG00000119682.16,protein-coding,Summary data-based Mendelian Randomization(SMR),-,1.10E-05,TWASP000101
Major Depression Disorder,Depressive Disorder,Colon Transverse,SYVN1,ENSG00000162298.18,protein-coding,-,-,1.10E-06,TWASP000194
Major Depression Disorder,Depressive Disorder,Brain Putamen Basal Ganglia,ZNF646,ENSG00000167395.10,protein-coding,-,-,1.10E-09,TWASP000194
Major Depression Disorder,Depressive Disorder,Anterior Cingulate Cortex,SLC22A9,ENSG00000149742.9,protein-coding,-,-,1.10E-62,TWASP000194
Major Depression Disorder,Depressive Disorder,Anterior Cingulate Cortex,H2AC18,ENSG00000288825,protein-coding,-,-,1.11E-07,TWASP000194
Major Depression Disorder,Depressive Disorder,Colon Transverse,CIART,ENSG00000159208.15,protein-coding,-,-,1.11E-07,TWASP000194
Major Depression Disorder,Depressive Disorder,Anterior Cingulate Cortex,DNAJC4,ENSG00000110011.13,protein-coding,-,-,1.12E-10,TWASP000194
Major Depression Disorder,Depressive Disorder,Small Intestine,ZAP70,ENSG00000115085.13,protein-coding,-,-,1.13E-06,TWASP000194
Major Depression Disorder,Depressive Disorder,Brain Frontal Cortex,HSD17B6,ENSG00000025423.11,protein-coding,-,-,1.13E-25,TWASP000194
Major Depression Disorder,Depressive Disorder,Brain Cerebellum,TBC1D10B,ENSG00000169221.13,protein-coding,-,-,1.15E-06,TWASP000194
Major Depression Disorder,Depressive Disorder,Brain Frontal Cortex,PIP5K1A,ENSG00000143398.19,protein-coding,-,-,1.15E-11,TWASP000194
Major Depression Disorder,Depressive Disorder,Brain Cerebellum,TCF4,ENSG00000196628.15,protein-coding,-,-,1.16E-06,TWASP000194
Depression,Depressive Disorder,Brain,NEK4,ENSG00000114904.12,protein-coding,Summary data-based Mendelian Randomization(SMR),-,1.17E-05,TWASP000101
Major Depression Disorder,Depressive Disorder,Brain Cerebellum,CDK2,ENSG00000123374.10,protein-coding,-,-,1.18E-08,TWASP000194
Major Depression Disorder,Depressive Disorder,Brain Cerebellum,NDUFS3,ENSG00000213619.9,protein-coding,-,-,1.19E-10,TWASP000194
Major Depression Disorder,Depressive Disorder,Anterior Cingulate Cortex,NPEPPS,ENSG00000141279.15,protein-coding,-,-,1.20E-06,TWASP000194
Major Depression Disorder,Depressive Disorder,Brain Cortex,DCTPP1,ENSG00000179958.8,protein-coding,-,-,1.20E-56,TWASP000194
Major Depression Disorder,Depressive Disorder,Whole Blood,RAPSN,ENSG00000165917.9,protein-coding,-,-,1.22E-08,TWASP000194
Depressive Symptoms,Depressive Disorder,Testis,MCFD2P1,ENSG00000237154.2,processed_pseudogene,Probabilistic Transcriptome-Wide Association(PTWAS),-,1.24E-06,TWASP000141
Major Depression Disorder,Depressive Disorder,Brain Frontal Cortex,NUP160,ENSG00000030066.13,protein-coding,-,-,1.24E-09,TWASP000194
Depression,Depressive Disorder,Brain,DCC,ENSG00000187323.11,protein-coding,Summary data-based Mendelian Randomization(SMR),-,1.27E-04,TWASP000101
Major Depression Disorder,Depressive Disorder,Liver,BTN3A2,ENSG00000186470.13,protein-coding,-,-,1.27E-06,TWASP000194
Major Depression Disorder,Depressive Disorder,Small Intestine,ZSCAN23,ENSG00000187987.9,protein-coding,-,-,1.28E-08,TWASP000194
Major Depression Disorder,Depressive Disorder,Esophagus Mucosa,H2BC15,ENSG00000233822,protein-coding,-,-,1.29E-12,TWASP000194
Major Depression Disorder,Depressive Disorder,Colon Transverse,ZNF668,ENSG00000167394.12,protein-coding,-,-,1.33E-06,TWASP000194
Major Depression Disorder,Depressive Disorder,Anterior Cingulate Cortex,PLAAT5,ENSG00000168004,protein-coding,-,-,1.33E-14,TWASP000194
Major Depression Disorder,Depressive Disorder,Brain Cortex,CTF1,ENSG00000150281.6,protein-coding,-,-,1.34E-06,TWASP000194
Major Depression Disorder,Depressive Disorder,Brain Cortex,CDCP1,ENSG00000163814.7,protein-coding,-,-,1.35E-06,TWASP000194
Major Depression Disorder,Depressive Disorder,Brain Hippocampus,NDUFS3,ENSG00000213619.9,protein-coding,-,-,1.35E-07,TWASP000194
Major Depression Disorder,Depressive Disorder,Brain Putamen Basal Ganglia,BCKDK,ENSG00000103507.13,protein-coding,-,-,1.36E-11,TWASP000194
Major Depression Disorder,Depressive Disorder,Brain Frontal Cortex,PSMD4,ENSG00000159352.15,protein-coding,-,-,1.38E-19,TWASP000194
Major Depression Disorder,Depressive Disorder,Brain Cortex,U2AF1L4,ENSG00000161265.14,protein-coding,-,-,1.39E-06,TWASP000194
Major Depression Disorder,Depressive Disorder,Brain Nucleus Accumbens,P4HTM,ENSG00000178467.17,protein-coding,-,-,1.39E-06,TWASP000194
Major Depression Disorder,Depressive Disorder,Esophagus Mucosa,QRICH1,ENSG00000198218.10,protein-coding,-,-,1.40E-06,TWASP000194
Major Depression Disorder,Depressive Disorder,Brain Cortex,LIN37,ENSG00000267796.7,protein-coding,-,-,1.40E-10,TWASP000194
Major Depression Disorder,Depressive Disorder,Colon Sigmoid,DGKQ,ENSG00000145214.13,protein-coding,-,-,1.41E-06,TWASP000194
Major Depression Disorder,Depressive Disorder,Brain Cerebellum,ZAP70,ENSG00000115085.13,protein-coding,-,-,1.42E-08,TWASP000194
Major Depression Disorder,Depressive Disorder,Brain Nucleus Accumbens,DCTPP1,ENSG00000179958.8,protein-coding,-,-,1.44E-29,TWASP000194
Major Depression Disorder,Depressive Disorder,Esophagus Gastroesophageal,NUP160,ENSG00000030066.13,protein-coding,-,-,1.47E-09,TWASP000194
Major Depression Disorder,Depressive Disorder,Brain Cerebellar Hemisphere,DNAJC9,ENSG00000213551.4,protein-coding,-,-,1.47E-25,TWASP000194
Major Depression Disorder,Depressive Disorder,Liver,SYVN1,ENSG00000162298.18,protein-coding,-,-,1.48E-06,TWASP000194
Major Depression Disorder,Depressive Disorder,Brain Hippocampus,FKBP10,ENSG00000141756.18,protein-coding,-,-,1.49E-10,TWASP000194
