geneid	gene_symbol	uniprotid	dx	query
348	APOE	P02649	AUD	DisOntol_1574
3569	IL6	P05231	AUD	DisOntol_1574
4987	OPRL1	P41146	AUD	DisOntol_1574
8777	MPDZ	O75970	AUD	DisOntol_1574
885	CCK	P06307	AUD	DisOntol_1574
10327	AKR1A1	P14550	AUD	DisOntol_1574
1137	CHRNA4	P43681	AUD	DisOntol_1574
1143	CHRNB4	P30926	AUD	DisOntol_1574
124	ADH1A	P07327	AUD	DisOntol_1574
128	ADH5	P11766	AUD	DisOntol_1574
1812	DRD1	P21728	AUD	DisOntol_1574
2565	GABRG1	Q8N1C3	AUD	DisOntol_1574
2688	GH1	P01241	AUD	DisOntol_1574
2752	GLUL	P15104	AUD	DisOntol_1574
2902	GRIN1	Q05586	AUD	DisOntol_1574
2918	GRM8	O00222	AUD	DisOntol_1574
3176	HNMT	P50135	AUD	DisOntol_1574
3363	HTR7	P34969	AUD	DisOntol_1574
3553	IL1B	P01584	AUD	DisOntol_1574
3557	IL1RN	P18510	AUD	DisOntol_1574
3586	IL10	P22301	AUD	DisOntol_1574
3952	LEP	P41159	AUD	DisOntol_1574
410	ARSA	P15289	AUD	DisOntol_1574
4318	MMP9	P14780	AUD	DisOntol_1574
4915	NTRK2	Q16620	AUD	DisOntol_1574
4929	NR4A2	P43354	AUD	DisOntol_1574
4985	OPRD1	P41143	AUD	DisOntol_1574
51083	GAL	P22466	AUD	DisOntol_1574
6530	SLC6A2	P23975	AUD	DisOntol_1574
84251	SGIP1	Q9BQI5	AUD	DisOntol_1574
9177	HTR3B	O95264	AUD	DisOntol_1574
9575	CLOCK	O15516	AUD	DisOntol_1574
1815	DRD4	P21917	AUD	DisOntol_1574
2147	F2	P00734	AUD	DisOntol_1574
51083	GAL	P22466	AUD	DisOntol_1574
1009	CDH11	P55287	AUD	DisOntol_1574
1012	CDH13	P55290	AUD	DisOntol_1574
1142	CHRNB3	Q05901	AUD	DisOntol_1574
1385	CREB1	P16220	AUD	DisOntol_1574
1393	CRHBP	P24387	AUD	DisOntol_1574
150	ADRA2A	P08913	AUD	DisOntol_1574
1636	ACE	P12821	AUD	DisOntol_1574
23469	PHF3	Q92576	AUD	DisOntol_1574
2534	FYN	P06241	AUD	DisOntol_1574
2561	GABRB2	P47870	AUD	DisOntol_1574
2567	GABRG3	Q99928	AUD	DisOntol_1574
26047	CNTNAP2	Q9UHC6	AUD	DisOntol_1574
27123	DKK2	Q9UBU2	AUD	DisOntol_1574
28	ABO	P16442	AUD	DisOntol_1574
2897	GRIK1	P39086	AUD	DisOntol_1574
2899	GRIK3	Q13003	AUD	DisOntol_1574
2911	GRM1	Q13255	AUD	DisOntol_1574
3146	HMGB1	P09429	AUD	DisOntol_1574
374879	ZNF699	Q32M78	AUD	DisOntol_1574
4923	NTSR1	P30989	AUD	DisOntol_1574
5020	OXT	P01178	AUD	DisOntol_1574
54970	TTC12	Q9H892	AUD	DisOntol_1574
57001	SDHAF3	Q9NRP4	AUD	DisOntol_1574
6506	SLC1A2	P43004	AUD	DisOntol_1574
6571	SLC18A2	Q05940	AUD	DisOntol_1574
6625	SNRNP70	P08621	AUD	DisOntol_1574
6715	SRD5A1	P18405	AUD	DisOntol_1574
6863	TAC1	P20366	AUD	DisOntol_1574
7086	TKT	P29401	AUD	DisOntol_1574
7157	TP53	P04637	AUD	DisOntol_1574
7803	PTP4A1	Q93096	AUD	DisOntol_1574
847	CAT	P04040	AUD	DisOntol_1574
8644	AKR1C3	P42330	AUD	DisOntol_1574
8910	SGCE	O43556	AUD	DisOntol_1574
1312	COMT	P21964	AUD	DisOntol_1574
1956	EGFR	P00533	AUD	DisOntol_1574
2555	GABRA2	P47869	AUD	DisOntol_1574
3077	HFE	Q30201	AUD	DisOntol_1574
348	APOE	P02649	AUD	DisOntol_1574
4128	MAOA	P21397	AUD	DisOntol_1574
56938	ARNTL2	Q8WYA1	AUD	DisOntol_1574
6622	SNCA	P37840	AUD	DisOntol_1574
7099	TLR4	O00206	AUD	DisOntol_1574
1010	CDH12	P55289	AUD	DisOntol_1574
1013	CDH15	P55291	AUD	DisOntol_1574
10280	SIGMAR1	Q99720	AUD	DisOntol_1574
10420	TESK2	Q96S53	AUD	DisOntol_1574
10438	C1D	Q13901	AUD	DisOntol_1574
10846	PDE10A	Q9Y233	AUD	DisOntol_1574
11024	LILRA1	O75019	AUD	DisOntol_1574
1109	AKR1C4	P17516	AUD	DisOntol_1574
113	ADCY7	P51828	AUD	DisOntol_1574
113201	CASC4	Q6P4E1	AUD	DisOntol_1574
114879	OSBPL5	Q9H0X9	AUD	DisOntol_1574
1269	CNR2	P34972	AUD	DisOntol_1574
130	ADH6	P28332	AUD	DisOntol_1574
152330	CNTN4	Q8IWV2	AUD	DisOntol_1574
154215	NKAIN2	Q5VXU1	AUD	DisOntol_1574
1553	CYP2A13	Q16696	AUD	DisOntol_1574
1808	DPYSL2	Q16555	AUD	DisOntol_1574
2052	EPHX1	P07099	AUD	DisOntol_1574
2169	FABP2	P12104	AUD	DisOntol_1574
2185	PTK2B	Q14289	AUD	DisOntol_1574
222	ALDH3B2	P48448	AUD	DisOntol_1574
23174	ZCCHC14	Q8WYQ9	AUD	DisOntol_1574
23189	KANK1	Q14678	AUD	DisOntol_1574
23237	ARC	Q7LC44	AUD	DisOntol_1574
238	ALK	Q9UM73	AUD	DisOntol_1574
2558	GABRA5	P31644	AUD	DisOntol_1574
2569	GABRR1	P24046	AUD	DisOntol_1574
2570	GABRR2	P28476	AUD	DisOntol_1574
2596	GAP43	P17677	AUD	DisOntol_1574
2597	GAPDH	P04406	AUD	DisOntol_1574
25976	TIPARP	Q7Z3E1	AUD	DisOntol_1574
26503	SLC17A5	Q9NRA2	AUD	DisOntol_1574
26523	AGO1	Q9UL18	AUD	DisOntol_1574
2693	GHSR	Q92847	AUD	DisOntol_1574
27161	AGO2	Q9UKV8	AUD	DisOntol_1574
27255	CNTN6	Q9UQ52	AUD	DisOntol_1574
2736	GLI2	P10070	AUD	DisOntol_1574
28232	SLCO3A1	Q9UIG8	AUD	DisOntol_1574
2912	GRM2	Q14416	AUD	DisOntol_1574
2913	GRM3	Q14832	AUD	DisOntol_1574
2917	GRM7	Q14831	AUD	DisOntol_1574
3122	HLA-DRA	P01903	AUD	DisOntol_1574
367	AR	P10275	AUD	DisOntol_1574
3839	KPNA3	O00505	AUD	DisOntol_1574
387357	THEMIS	Q8N1K5	AUD	DisOntol_1574
4336	MOBP	Q13875	AUD	DisOntol_1574
4340	MOG	Q16653	AUD	DisOntol_1574
460	ASTN1	O14525	AUD	DisOntol_1574
4684	NCAM1	P13591	AUD	DisOntol_1574
4835	NQO2	P16083	AUD	DisOntol_1574
4889	NPY5R	Q15761	AUD	DisOntol_1574
4898	NRDC	O43847	AUD	DisOntol_1574
4922	NTS	P30990	AUD	DisOntol_1574
50628	GEMIN4	P57678	AUD	DisOntol_1574
50833	TAS2R16	Q9NYV7	AUD	DisOntol_1574
51194	IPO11	Q9UI26	AUD	DisOntol_1574
51294	PCDH12	Q9NPG4	AUD	DisOntol_1574
51324	SPG21	Q9NZD8	AUD	DisOntol_1574
5295	PIK3R1	P27986	AUD	DisOntol_1574
54360	CYTL1	Q9NRR1	AUD	DisOntol_1574
55833	UBAP2	Q5T6F2	AUD	DisOntol_1574
56311	ANKRD7	Q92527	AUD	DisOntol_1574
57453	DSCAML1	Q8TD84	AUD	DisOntol_1574
57502	NLGN4X	Q8N0W4	AUD	DisOntol_1574
57817	HAMP	P81172	AUD	DisOntol_1574
5992	RFX4	Q33E94	AUD	DisOntol_1574
5999	RGS4	P49798	AUD	DisOntol_1574
6303	SAT1	P21673	AUD	DisOntol_1574
6529	SLC6A1	P30531	AUD	DisOntol_1574
6716	SRD5A2	P31213	AUD	DisOntol_1574
7021	TFAP2B	Q92481	AUD	DisOntol_1574
7520	XRCC5	P13010	AUD	DisOntol_1574
7804	LRP8	Q14114	AUD	DisOntol_1574
79570	NKAIN1	Q4KMZ8	AUD	DisOntol_1574
7971	GHS		AUD	DisOntol_1574
815	CAMK2A	Q9UQM7	AUD	DisOntol_1574
8462	KLF11	O14901	AUD	DisOntol_1574
8484	GALR3	O60755	AUD	DisOntol_1574
85439	STON2	Q8WXE9	AUD	DisOntol_1574
8863	PER3	P56645	AUD	DisOntol_1574
9	NAT1	P18440	AUD	DisOntol_1574
9037	SEMA5A	Q13591	AUD	DisOntol_1574
9369	NRXN3	Q9HDB5;Q9Y4C0	AUD	DisOntol_1574
9607	CARTPT	Q16568	AUD	DisOntol_1574
9709	HERPUD1	Q15011	AUD	DisOntol_1574
121278	TPH2	Q8IWU9	AUD	DisOntol_1574
1269	CNR2	P34972	AUD	DisOntol_1574
127	ADH4	P08319	AUD	DisOntol_1574
1814	DRD3	P35462	AUD	DisOntol_1574
216	ALDH1A1	P00352	AUD	DisOntol_1574
2335	FN1	P02751	AUD	DisOntol_1574
2534	FYN	P06241	AUD	DisOntol_1574
28	ABO	P16442	AUD	DisOntol_1574
3949	LDLR	P01130	AUD	DisOntol_1574
5443	POMC	P01189	AUD	DisOntol_1574
627	BDNF	P23560	AUD	DisOntol_1574
6462	SHBG	P04278	AUD	DisOntol_1574
7018	TF	P02787	AUD	DisOntol_1574
1003	CDH5	P33151	AUD	DisOntol_1574
1006	CDH8	P55286	AUD	DisOntol_1574
1007	CDH9	Q9ULB4	AUD	DisOntol_1574
1008	CDH10	Q9Y6N8	AUD	DisOntol_1574
1016	CDH18	Q13634	AUD	DisOntol_1574
10243	GPHN	Q9NQX3	AUD	DisOntol_1574
10399	RACK1	P63244	AUD	DisOntol_1574
1080	CFTR	P13569	AUD	DisOntol_1574
111	ADCY5	O95622	AUD	DisOntol_1574
113235	SLC46A1	Q96NT5	AUD	DisOntol_1574
1555	CYP2B6	P20813	AUD	DisOntol_1574
1892	ECHS1	P30084	AUD	DisOntol_1574
1950	EGF	P01133	AUD	DisOntol_1574
1956	EGFR	P00533	AUD	DisOntol_1574
2033	EP300	Q09472	AUD	DisOntol_1574
2046	EPHA8	P29322	AUD	DisOntol_1574
2289	FKBP5	Q13451	AUD	DisOntol_1574
2348	FOLR1	P15328	AUD	DisOntol_1574
23552	CDK20	Q8IZL9	AUD	DisOntol_1574
2488	FSHB	P01225	AUD	DisOntol_1574
2670	GFAP	P14136	AUD	DisOntol_1574
29114	TAGLN3	Q9UI15	AUD	DisOntol_1574
3066	HDAC2	Q92769	AUD	DisOntol_1574
3605	IL17A	Q16552	AUD	DisOntol_1574
387129	NPSR1	Q6W5P4	AUD	DisOntol_1574
3972	LHB	P01229	AUD	DisOntol_1574
4155	MBP	P02686	AUD	DisOntol_1574
4313	MMP2	P08253	AUD	DisOntol_1574
4676	NAP1L4	Q99733	AUD	DisOntol_1574
494331	MIR382		AUD	DisOntol_1574
5002	SLC22A18	Q96BI1	AUD	DisOntol_1574
5142	PDE4B	Q07343	AUD	DisOntol_1574
56923	NMUR2	Q9GZQ4	AUD	DisOntol_1574
57575	PCDH10	Q9P2E7	AUD	DisOntol_1574
5924	RASGRF2	O14827	AUD	DisOntol_1574
594857	NPS	P0C0P6	AUD	DisOntol_1574
5972	REN	P00797	AUD	DisOntol_1574
5981	RFC1	P35251	AUD	DisOntol_1574
635	BHMT	Q93088	AUD	DisOntol_1574
64682	ANAPC1	Q9H1A4	AUD	DisOntol_1574
677833	SNORA54		AUD	DisOntol_1574
7018	TF	P02787	AUD	DisOntol_1574
7262	PHLDA2	Q53GA4	AUD	DisOntol_1574
7450	VWF	P04275	AUD	DisOntol_1574
833	CARS1	P49589	AUD	DisOntol_1574
84152	PPP1R1B	Q9UD71	AUD	DisOntol_1574
8836	GGH	Q92820	AUD	DisOntol_1574
9095	TBX19	O60806	AUD	DisOntol_1574
9531	BAG3	O95817	AUD	DisOntol_1574
9705	ST18	O60284	AUD	DisOntol_1574
10243	GPHN	Q9NQX3	AUD	DisOntol_1574
1136	CHRNA3	P32297	AUD	DisOntol_1574
1138	CHRNA5	P30532	AUD	DisOntol_1574
23411	SIRT1	Q96EB6	AUD	DisOntol_1574
23552	CDK20	Q8IZL9	AUD	DisOntol_1574
2488	FSHB	P01225	AUD	DisOntol_1574
2550	GABBR1	Q9UBS5	AUD	DisOntol_1574
2554	GABRA1	P14867	AUD	DisOntol_1574
2566	GABRG2	P18507	AUD	DisOntol_1574
2626	GATA4	P43694	AUD	DisOntol_1574
2678	GGT1	P19440	AUD	DisOntol_1574
2693	GHSR	Q92847	AUD	DisOntol_1574
3350	HTR1A	P08908	AUD	DisOntol_1574
3479	IGF1	P05019	AUD	DisOntol_1574
3605	IL17A	Q16552	AUD	DisOntol_1574
3972	LHB	P01229	AUD	DisOntol_1574
4887	NPY2R	P49146	AUD	DisOntol_1574
4889	NPY5R	Q15761	AUD	DisOntol_1574
50833	TAS2R16	Q9NYV7	AUD	DisOntol_1574
5142	PDE4B	Q07343	AUD	DisOntol_1574
5173	PDYN	P01213	AUD	DisOntol_1574
5726	TAS2R38	P59533	AUD	DisOntol_1574
6531	SLC6A3	Q01959	AUD	DisOntol_1574
6869	TACR1	P25103	AUD	DisOntol_1574
6870	TACR3	P29371	AUD	DisOntol_1574
7097	TLR2	O60603	AUD	DisOntol_1574
8484	GALR3	O60755	AUD	DisOntol_1574
8777	MPDZ	O75970	AUD	DisOntol_1574
886	CCKAR	P32238	AUD	DisOntol_1574
9095	TBX19	O60806	AUD	DisOntol_1574
1268	CNR1	P21554	Cannabis	DisOntol_9505
1312	COMT	P21964	Cannabis	DisOntol_9505
2166	FAAH	O00519	Cannabis	DisOntol_9505
1813	DRD2	P14416	Cannabis	DisOntol_9505
207	AKT1	P31749	Cannabis	DisOntol_9505
1269	CNR2	P34972	Cannabis	DisOntol_9505
1815	DRD4	P21917	Cannabis	DisOntol_9505
5179	PENK	P01210	Cannabis	DisOntol_9505
6532	SLC6A4	P31645	Cannabis	DisOntol_9505
3553	IL1B	P01584	Cannabis	DisOntol_9505
5243	ABCB1	P08183	Cannabis	DisOntol_9505
1268	CNR1	P21554	Cannabis	DisOntol_9505
1133	CHRM5	P08912	Cannabis	DisOntol_9505
1432	MAPK14	Q16539	Cannabis	DisOntol_9505
1956	EGFR	P00533	Cannabis	DisOntol_9505
26575	RGS17	Q9UGC6	Cannabis	DisOntol_9505
3060	HCRT	O43612	Cannabis	DisOntol_9505
3084	NRG1	Q02297	Cannabis	DisOntol_9505
51083	GAL	P22466	Cannabis	DisOntol_9505
5173	PDYN	P01213	Cannabis	DisOntol_9505
5743	PTGS2	P35354	Cannabis	DisOntol_9505
7157	TP53	P04637	Cannabis	DisOntol_9505
801	CALM1	P0DP23;P0DP24;P0DP25	Cannabis	DisOntol_9505
805	CALM2	P0DP23;P0DP24;P0DP25	Cannabis	DisOntol_9505
207	AKT1	P31749	Cannabis	DisOntol_9505
2222	FDFT1	P37268	Cannabis	DisOntol_9505
23780	APOL2	Q9BQE5	Cannabis	DisOntol_9505
5243	ABCB1	P08183	Cannabis	DisOntol_9505
79571	GCC1	Q96CN9	Cannabis	DisOntol_9505
801	CALM1	P0DP23;P0DP24;P0DP25	Cannabis	DisOntol_9505
805	CALM2	P0DP23;P0DP24;P0DP25	Cannabis	DisOntol_9505
816	CAMK2B	Q13554	Cannabis	DisOntol_9505
949	SCARB1	Q8WTV0	Cannabis	DisOntol_9505
2099	ESR1	P03372	Cannabis	DisOntol_9505
2222	FDFT1	P37268	Cannabis	DisOntol_9505
23780	APOL2	Q9BQE5	Cannabis	DisOntol_9505
4684	NCAM1	P13591	Cannabis	DisOntol_9505
79571	GCC1	Q96CN9	Cannabis	DisOntol_9505
816	CAMK2B	Q13554	Cannabis	DisOntol_9505
949	SCARB1	Q8WTV0	Cannabis	DisOntol_9505
1636	ACE	P12821	AD	DisOntol_10652
351	APP	P05067	AD	DisOntol_10652
102	ADAM10	O14672	AD	DisOntol_10652
2932	GSK3B	P49841	AD	DisOntol_10652
3077	HFE	Q30201	AD	DisOntol_10652
348	APOE	P02649	AD	DisOntol_10652
4137	MAPT	P10636	AD	DisOntol_10652
54209	TREM2	Q9NZC2	AD	DisOntol_10652
5663	PSEN1	P49768	AD	DisOntol_10652
5328	PLAU	P00749	AD	DisOntol_10652
23621	BACE1	P56817	AD	DisOntol_10652
3416	IDE	P14735	AD	DisOntol_10652
3553	IL1B	P01584	AD	DisOntol_10652
3643	INSR	P06213	AD	DisOntol_10652
3952	LEP	P41159	AD	DisOntol_10652
4852	NPY	P01303	AD	DisOntol_10652
596	BCL2	P10415	AD	DisOntol_10652
627	BDNF	P23560	AD	DisOntol_10652
836	CASP3	P42574	AD	DisOntol_10652
3481	IGF2	P01344	AD	DisOntol_10652
3480	IGF1R	P08069	AD	DisOntol_10652
498	ATP5F1A	P25705	AD	DisOntol_10652
3630	INS	P01308	AD	DisOntol_10652
581	BAX	Q07812	AD	DisOntol_10652
10347	ABCA7	Q8IZY2	AD	DisOntol_10652
10452	TOMM40	O96008	AD	DisOntol_10652
1191	CLU	P10909	AD	DisOntol_10652
1378	CR1	P17927	AD	DisOntol_10652
2	A2M	P01023	AD	DisOntol_10652
2041	EPHA1	P21709	AD	DisOntol_10652
23607	CD2AP	Q9Y5K6	AD	DisOntol_10652
274	BIN1	O00499	AD	DisOntol_10652
341	APOC1	P02654	AD	DisOntol_10652
4353	MPO	P05164	AD	DisOntol_10652
4846	NOS3	P29474	AD	DisOntol_10652
5664	PSEN2	P49810	AD	DisOntol_10652
6653	SORL1	Q92673	AD	DisOntol_10652
8301	PICALM	Q13492	AD	DisOntol_10652
7447	VSNL1	P62760	AD	DisOntol_10652
3635	INPP5D	Q92835	AD	DisOntol_10652
5819	NECTIN2	Q92692	AD	DisOntol_10652
51338	MS4A4A	Q96JQ5	AD	DisOntol_10652
27328	PCDH11X	Q9BZA7	AD	DisOntol_10652
57091	CASS4	Q9NQ75	AD	DisOntol_10652
10858	CYP46A1	Q9Y6A2	AD	DisOntol_10652
1139	CHRNA7	P36544;Q494W8	AD	DisOntol_10652
1471	CST3	P01034	AD	DisOntol_10652
1565	CYP2D6	P10635	AD	DisOntol_10652
1718	DHCR24	Q15392	AD	DisOntol_10652
1808	DPYSL2	Q16555	AD	DisOntol_10652
2099	ESR1	P03372	AD	DisOntol_10652
23385	NCSTN	Q92542	AD	DisOntol_10652
3162	HMOX1	P09601	AD	DisOntol_10652
3479	IGF1	P05019	AD	DisOntol_10652
406938	MIR146A		AD	DisOntol_10652
4129	MAOB	P27338	AD	DisOntol_10652
43	ACHE	P22303	AD	DisOntol_10652
4524	MTHFR	P42898	AD	DisOntol_10652
5468	PPARG	P37231	AD	DisOntol_10652
5621	PRNP	F7VJQ1;P04156	AD	DisOntol_10652
5649	RELN	P78509	AD	DisOntol_10652
590	BCHE	P06276	AD	DisOntol_10652
7019	TFAM	Q00059	AD	DisOntol_10652
7124	TNF	P01375	AD	DisOntol_10652
7422	VEGFA	P15692	AD	DisOntol_10652
945	CD33	P20138	AD	DisOntol_10652
1392	CRH	P06850	AD	DisOntol_10652
6648	SOD2	P04179	AD	DisOntol_10652
5336	PLCG2	P16885	AD	DisOntol_10652
8633	UNC5C	O95185	AD	DisOntol_10652
51225	ABI3	Q9P2A4	AD	DisOntol_10652
51741	WWOX	Q9NZC7	AD	DisOntol_10652
7018	TF	P02787	AD	DisOntol_10652
1141	CHRNB2	P17787	AD	DisOntol_10652
55676	SLC30A6	Q6NXT4	AD	DisOntol_10652
10857	PGRMC1	O00264	AD	DisOntol_10652
1965	EIF2S1	P05198	AD	DisOntol_10652
2147	F2	P00734	AD	DisOntol_10652
23237	ARC	Q7LC44	AD	DisOntol_10652
801	CALM1	P0DP23;P0DP24;P0DP25	AD	DisOntol_10652
2023	ENO1	P06733	AD	DisOntol_10652
3127	HLA-DRB5	Q30154	AD	DisOntol_10652
3482	IGF2R	P11717	AD	DisOntol_10652
7167	TPI1	P60174	AD	DisOntol_10652
100170222	SNAR-I		AD	DisOntol_10652
124152	IQCK	Q8N0W5	AD	DisOntol_10652
267	AMFR	Q9UKV5	AD	DisOntol_10652
406892	MIR100		AD	DisOntol_10652
407022	MIR296		AD	DisOntol_10652
494324	MIR375		AD	DisOntol_10652
6517	SLC2A4	P14672	AD	DisOntol_10652
7782	SLC30A4	O14863	AD	DisOntol_10652
100126333	MIR708		AD	DisOntol_10652
100500871	MIR3622B		AD	DisOntol_10652
100616367	MIR4467		AD	DisOntol_10652
1200	TPP1	O14773	AD	DisOntol_10652
26330	GAPDHS	O14556	AD	DisOntol_10652
5697	PYY	P10082	AD	DisOntol_10652
574508	MIR505		AD	DisOntol_10652
768218	MIR766		AD	DisOntol_10652
9510	ADAMTS1	Q9UHI8	AD	DisOntol_10652
3356	HTR2A	P28223	Anorexia	DisOntol_8689
207	AKT1	P31749	SCZ	DisOntol_5419
9863	MAGI2	Q86UL8	SCZ	DisOntol_5419
1139	CHRNA7	P36544;Q494W8	SCZ	DisOntol_5419
2904	GRIN2B	Q13224	SCZ	DisOntol_5419
3356	HTR2A	P28223	SCZ	DisOntol_5419
4842	NOS1	P29475	SCZ	DisOntol_5419
5649	RELN	P78509	SCZ	DisOntol_5419
63826	SRR	Q9GZT4	SCZ	DisOntol_5419
64478	CSMD1	Q96PZ7	SCZ	DisOntol_5419
6925	TCF4	P15884	SCZ	DisOntol_5419
85358	SHANK3	Q9BYB0	SCZ	DisOntol_5419
9378	NRXN1	P58400;Q9ULB1	SCZ	DisOntol_5419
65078	RTN4R	Q9BZR6	SCZ	DisOntol_5419
6671	SP4	Q02446	SCZ	DisOntol_5419
9739	SETD1A	O15047	SCZ	DisOntol_5419
5534	PPP3R1	P63098	SCZ	DisOntol_5419
8831	SYNGAP1	Q96PV0	SCZ	DisOntol_5419
4192	MDK	P21741	SCZ	DisOntol_5419
10718	NRG3	P56975	SCZ	DisOntol_5419
1268	CNR1	P21554	SCZ	DisOntol_5419
27185	DISC1	Q9NRI5	SCZ	DisOntol_5419
2915	GRM5	P41594	SCZ	DisOntol_5419
2932	GSK3B	P49841	SCZ	DisOntol_5419
29801	ZDHHC8	Q9ULC8	SCZ	DisOntol_5419
348	APOE	P02649	SCZ	DisOntol_5419
4929	NR4A2	P43354	SCZ	DisOntol_5419
6531	SLC6A3	Q01959	SCZ	DisOntol_5419
84062	DTNBP1	Q96EV8	SCZ	DisOntol_5419
84152	PPP1R1B	Q9UD71	SCZ	DisOntol_5419
8564	KMO	O15229	SCZ	DisOntol_5419
10814	CPLX2	Q6PUV4	SCZ	DisOntol_5419
23621	BACE1	P56817	SCZ	DisOntol_5419
4155	MBP	P02686	SCZ	DisOntol_5419
134864	TAAR1	Q96RJ0	SCZ	DisOntol_5419
4135	MAP6	Q96JE9	SCZ	DisOntol_5419
5743	PTGS2	P35354	SCZ	DisOntol_5419
23236	PLCB1	Q9NQ66	SCZ	DisOntol_5419
347730	LRRTM1	Q86UE6	SCZ	DisOntol_5419
5609	MAP2K7	O14733	SCZ	DisOntol_5419
57555	NLGN2	Q8NFZ4	SCZ	DisOntol_5419
6529	SLC6A1	P30531	SCZ	DisOntol_5419
2475	MTOR	P42345	SCZ	DisOntol_5419
552	AVPR1A	P37288	SCZ	DisOntol_5419
7546	ZIC2	O95409	SCZ	DisOntol_5419
2778	GNAS	O95467;P63092;P84996;Q5JWF2	SCZ	DisOntol_5419
8678	BECN1	Q14457	SCZ	DisOntol_5419
1116	CHI3L1	P36222	SCZ	DisOntol_5419
1312	COMT	P21964	SCZ	DisOntol_5419
1814	DRD3	P35462	SCZ	DisOntol_5419
23774	BRD1	O95696	SCZ	DisOntol_5419
267012	DAOA	P59103	SCZ	DisOntol_5419
27184	DISC2		SCZ	DisOntol_5419
288	ANK3	Q12955	SCZ	DisOntol_5419
2890	GRIA1	P42261	SCZ	DisOntol_5419
2913	GRM3	Q14832	SCZ	DisOntol_5419
3084	NRG1	Q02297	SCZ	DisOntol_5419
3123	HLA-DRB1	P01911	SCZ	DisOntol_5419
4524	MTHFR	P42898	SCZ	DisOntol_5419
4684	NCAM1	P13591	SCZ	DisOntol_5419
4855	NOTCH4	Q99466	SCZ	DisOntol_5419
4900	NRGN	Q92686	SCZ	DisOntol_5419
5142	PDE4B	Q07343	SCZ	DisOntol_5419
5243	ABCB1	P08183	SCZ	DisOntol_5419
5625	PRODH	O43272	SCZ	DisOntol_5419
6505	SLC1A1	P43005	SCZ	DisOntol_5419
6899	TBX1	O43435	SCZ	DisOntol_5419
775	CACNA1C	Q13936	SCZ	DisOntol_5419
91752	ZNF804A	Q7Z570	SCZ	DisOntol_5419
93986	FOXP2	O15409	SCZ	DisOntol_5419
9638	FEZ1	Q99689	SCZ	DisOntol_5419
9722	NOS1AP	O75052	SCZ	DisOntol_5419
9901	SRGAP3	O43295	SCZ	DisOntol_5419
6854	SYN2	Q92777	SCZ	DisOntol_5419
9968	MED12	Q93074	SCZ	DisOntol_5419
1138	CHRNA5	P30532	SCZ	DisOntol_5419
3119	HLA-DQB1	P01920	SCZ	DisOntol_5419
7444	VRK2	Q86Y07	SCZ	DisOntol_5419
3105	HLA-A	P04439	SCZ	DisOntol_5419
54820	NDE1	Q9NXR1	SCZ	DisOntol_5419
1740	DLG2	Q15700	SCZ	DisOntol_5419
2550	GABBR1	Q9UBS5	SCZ	DisOntol_5419
400765	MIR137HG		SCZ	DisOntol_5419
421	ARVCF	O00192	SCZ	DisOntol_5419
6934	TCF7L2	Q9NQB0	SCZ	DisOntol_5419
2534	FYN	P06241	SCZ	DisOntol_5419
54805	CNNM2	Q9H8M5	SCZ	DisOntol_5419
7531	YWHAE	P62258	SCZ	DisOntol_5419
90139	TSPAN18	Q96SJ8	SCZ	DisOntol_5419
203062	TSNARE1	Q96NA8	SCZ	DisOntol_5419
3699	ITIH3	Q06033	SCZ	DisOntol_5419
4916	NTRK3	Q16288	SCZ	DisOntol_5419
55193	PBRM1	Q86U86	SCZ	DisOntol_5419
8379	MAD1L1	Q9Y6D9	SCZ	DisOntol_5419
1630	DCC	P43146	SCZ	DisOntol_5419
2100	ESR2	Q92731	SCZ	DisOntol_5419
222698	NKAPL	Q5M9Q1	SCZ	DisOntol_5419
3106	HLA-B	P01889	SCZ	DisOntol_5419
4482	MSRA	Q9UJ68	SCZ	DisOntol_5419
488	ATP2A2	P16615	SCZ	DisOntol_5419
4978	OPCML	Q14982	SCZ	DisOntol_5419
607	BCL9	O00512	SCZ	DisOntol_5419
7148	TNXB	P22105	SCZ	DisOntol_5419
7353	UFD1	Q92890	SCZ	DisOntol_5419
780	DDR1	Q08345	SCZ	DisOntol_5419
783	CACNB2	Q08289	SCZ	DisOntol_5419
84547	PGBD1	Q96JS3	SCZ	DisOntol_5419
10743	RAI1	Q7Z5J4	SCZ	DisOntol_5419
1136	CHRNA3	P32297	SCZ	DisOntol_5419
154664	ABCA13	Q86UQ4	SCZ	DisOntol_5419
2260	FGFR1	P11362	SCZ	DisOntol_5419
22871	NLGN1	Q8N2Q7	SCZ	DisOntol_5419
23043	TNIK	Q9UKE5	SCZ	DisOntol_5419
26011	TENM4	Q6N022	SCZ	DisOntol_5419
2823	GPM6A	P51674	SCZ	DisOntol_5419
3697	ITIH1	P19827	SCZ	DisOntol_5419
387032	ZKSCAN4	Q969J2	SCZ	DisOntol_5419
5144	PDE4D	Q08499	SCZ	DisOntol_5419
53335	BCL11A	Q9H165	SCZ	DisOntol_5419
55626	AMBRA1	Q9C0C7	SCZ	DisOntol_5419
774	CACNA1B	Q00975	SCZ	DisOntol_5419
8854	ALDH1A2	O94788	SCZ	DisOntol_5419
9732	DOCK4	Q8N1I0	SCZ	DisOntol_5419
10806	SDCCAG8	Q86SQ7	SCZ	DisOntol_5419
1496	CTNNA2	P26232	SCZ	DisOntol_5419
