gene_id	chr
ENSG00000204946	chr7
ENSG00000204947	chr7
ENSG00000204949	chr8
ENSG00000204950	chr11
ENSG00000204952	chr17
ENSG00000204954	chr12
ENSG00000204956	chr5
ENSG00000204961	chr5
ENSG00000204962	chr5
ENSG00000204963	chr5
ENSG00000204965	chr5
ENSG00000204967	chr5
ENSG00000204969	chr5
ENSG00000204970	chr5
ENSG00000204977	chr13
ENSG00000204978	chr19
ENSG00000204983	chr7
ENSG00000204990	chr7
ENSG00000204991	chr16
ENSG00000205002	chr8
ENSG00000205015	chr16
ENSG00000205018	chr16
ENSG00000205022	chr16
ENSG00000205037	chr16
ENSG00000205038	chr8
ENSG00000205041	chr19
ENSG00000205045	chr17
ENSG00000205054	chr2
ENSG00000205056	chr12
ENSG00000205057	chr12
ENSG00000205060	chr7
ENSG00000205076	chr19
ENSG00000205078	chr16
ENSG00000205084	chr16
ENSG00000205085	chr7
ENSG00000205086	chr2
ENSG00000205089	chr5
ENSG00000205090	chr1
ENSG00000205106	chr11
ENSG00000205111	chr2
ENSG00000205116	chr1
ENSG00000205129	chr4
ENSG00000205133	chr8
ENSG00000205138	chr19
ENSG00000205143	chr9
ENSG00000205155	chr19
ENSG00000205174	chr7
ENSG00000205177	chr11
ENSG00000205181	chr20
ENSG00000205186	chr8
ENSG00000205189	chr8
ENSG00000205208	chr4
ENSG00000205209	chr19
ENSG00000205212	chr17
ENSG00000205213	chr11
ENSG00000205220	chr16
ENSG00000205221	chr2
ENSG00000205231	chr1
ENSG00000205250	chr16
ENSG00000205268	chr8
ENSG00000205269	chr6
ENSG00000205274	chr9
ENSG00000205277	chr7
ENSG00000205279	chr5
ENSG00000205293	chr8
ENSG00000205300	chr20
ENSG00000205301	chr4
ENSG00000205302	chr5
ENSG00000205307	chr7
ENSG00000205309	chr17
ENSG00000205323	chr12
ENSG00000205325	chr17
ENSG00000205334	chr2
ENSG00000205336	chr16
ENSG00000205339	chr11
ENSG00000205352	chr12
ENSG00000205356	chr7
ENSG00000205358	chr16
ENSG00000205359	chr5
ENSG00000205362	chr16
ENSG00000205363	chr15
ENSG00000205364	chr16
ENSG00000205403	chr4
ENSG00000205413	chr7
ENSG00000205414	chr16
ENSG00000205420	chr12
ENSG00000205423	chr16
ENSG00000205424	chr21
ENSG00000205426	chr12
ENSG00000205436	chr14
ENSG00000205444	chr6
ENSG00000205456	chr16
ENSG00000205457	chr16
ENSG00000205464	chr5
ENSG00000205476	chr14
ENSG00000205488	chr10
ENSG00000205500	chr2
ENSG00000205502	chr15
ENSG00000205517	chr19
ENSG00000205531	chr11
ENSG00000205542	chrX
ENSG00000205544	chr17
ENSG00000205549	chr9
ENSG00000205559	chr22
ENSG00000205560	chr22
ENSG00000205562	chr14
ENSG00000205571	chr5
ENSG00000205572	chr5
ENSG00000205581	chr21
ENSG00000205592	chr12
ENSG00000205593	chr22
ENSG00000205609	chr16
ENSG00000205611	chr20
ENSG00000205622	chr21
ENSG00000205628	chr7
ENSG00000205629	chr16
ENSG00000205632	chr22
ENSG00000205639	chr2
ENSG00000205642	chrX
ENSG00000205643	chr22
ENSG00000205649	chr4
ENSG00000205659	chr14
ENSG00000205669	chr14
ENSG00000205670	chr21
ENSG00000205678	chr4
ENSG00000205682	chr4
ENSG00000205683	chr14
ENSG00000205693	chr12
ENSG00000205696	chr10
ENSG00000205704	chr22
ENSG00000205707	chr12
ENSG00000205710	chr17
ENSG00000205726	chr21
ENSG00000205730	chr16
ENSG00000205740	chr10
ENSG00000205744	chr19
ENSG00000205745	chr7
ENSG00000205755	chrX
ENSG00000205758	chr21
ENSG00000205765	chr5
ENSG00000205784	chr19
ENSG00000205786	chr19
ENSG00000205790	chr19
ENSG00000205791	chr12
ENSG00000205795	chr2
ENSG00000205808	chr9
ENSG00000205809	chr12
ENSG00000205810	chr12
ENSG00000205832	chr16
ENSG00000205835	chr3
ENSG00000205837	chr2
ENSG00000205838	chr5
ENSG00000205853	chr22
ENSG00000205856	chr22
ENSG00000205858	chr7
ENSG00000205861	chr13
ENSG00000205863	chr13
ENSG00000205867	chr11
ENSG00000205882	chr8
ENSG00000205883	chr8
ENSG00000205884	chr8
ENSG00000205885	chr12
ENSG00000205899	chr17
ENSG00000205903	chr7
ENSG00000205913	chr16
ENSG00000205922	chr19
ENSG00000205923	chr16
ENSG00000205927	chr21
ENSG00000205929	chr21
ENSG00000205930	chr21
ENSG00000205937	chr16
ENSG00000205959	chr4
ENSG00000205971	chr7
ENSG00000205978	chr14
ENSG00000205981	chr3
ENSG00000206026	chr18
ENSG00000206028	chr22
ENSG00000206043	chr18
ENSG00000206052	chr18
ENSG00000206053	chr16
ENSG00000206072	chr18
ENSG00000206073	chr18
ENSG00000206075	chr18
ENSG00000206077	chr5
ENSG00000206113	chr4
ENSG00000206127	chr15
ENSG00000206129	chr18
ENSG00000206140	chr22
ENSG00000206150	chr14
ENSG00000206172	chr16
ENSG00000206177	chr16
ENSG00000206181	chr18
ENSG00000206187	chr15
ENSG00000206190	chr15
ENSG00000206195	chr22
ENSG00000206199	chr3
ENSG00000206203	chr22
ENSG00000206249	chr20
ENSG00000206260	chr3
ENSG00000206262	chr3
ENSG00000206337	chr6
ENSG00000206344	chr6
ENSG00000206384	chr3
ENSG00000206417	chr3
ENSG00000206418	chr18
ENSG00000206432	chr18
ENSG00000206503	chr6
ENSG00000206527	chr3
ENSG00000206530	chr3
ENSG00000206531	chr3
ENSG00000206535	chr3
ENSG00000206538	chr3
ENSG00000206557	chr3
ENSG00000206559	chr3
ENSG00000206560	chr3
ENSG00000206561	chr3
ENSG00000206562	chr3
ENSG00000206567	chr3
ENSG00000206573	chr3
ENSG00000206579	chr8
ENSG00000207955	chr9
ENSG00000211445	chr5
ENSG00000211448	chr14
ENSG00000211450	chr11
ENSG00000211452	chr1
ENSG00000211455	chr12
ENSG00000211456	chr3
ENSG00000211460	chr2
ENSG00000211584	chr12
ENSG00000211592	chr2
ENSG00000211632	chr2
ENSG00000211643	chr22
ENSG00000211644	chr22
ENSG00000211666	chr22
ENSG00000211675	chr22
ENSG00000211677	chr22
ENSG00000211679	chr22
ENSG00000211689	chr7
ENSG00000211694	chr7
ENSG00000211695	chr7
ENSG00000211698	chr7
ENSG00000211707	chr7
ENSG00000211725	chr7
ENSG00000211750	chr7
ENSG00000211751	chr7
ENSG00000211772	chr7
ENSG00000211778	chr14
ENSG00000211779	chr14
ENSG00000211780	chr14
ENSG00000211786	chr14
ENSG00000211787	chr14
ENSG00000211788	chr14
ENSG00000211790	chr14
ENSG00000211791	chr14
ENSG00000211792	chr14
ENSG00000211796	chr14
ENSG00000211799	chr14
ENSG00000211801	chr14
ENSG00000211810	chr14
ENSG00000211817	chr14
ENSG00000211818	chr14
ENSG00000211820	chr14
ENSG00000211829	chr14
ENSG00000211890	chr14
ENSG00000211892	chr14
ENSG00000211893	chr14
ENSG00000211895	chr14
ENSG00000211896	chr14
ENSG00000211897	chr14
ENSG00000211898	chr14
ENSG00000211899	chr14
ENSG00000211943	chr14
ENSG00000212123	chr19
ENSG00000212124	chr12
ENSG00000212126	chr12
ENSG00000212127	chr12
ENSG00000212128	chr12
ENSG00000212658	chr17
ENSG00000212663	chrX
ENSG00000212694	chr12
ENSG00000212710	chr18
ENSG00000212719	chr17
ENSG00000212743	chr10
ENSG00000212747	chrX
ENSG00000212766	chr15
ENSG00000212807	chr7
ENSG00000212856	chrY
ENSG00000212864	chr9
ENSG00000212907	chrMT
ENSG00000212916	chr1
ENSG00000212938	chr21
ENSG00000212978	chr2
ENSG00000212993	chr8
ENSG00000213015	chr19
ENSG00000213020	chr19
ENSG00000213023	chr19
ENSG00000213024	chr19
ENSG00000213047	chr1
ENSG00000213057	chr1
ENSG00000213062	chr1
ENSG00000213064	chr1
ENSG00000213066	chr6
ENSG00000213079	chr6
ENSG00000213085	chr1
ENSG00000213088	chr1
ENSG00000213096	chr19
ENSG00000213121	chr6
ENSG00000213123	chr3
ENSG00000213139	chr3
ENSG00000213145	chr14
ENSG00000213160	chr2
ENSG00000213171	chr1
ENSG00000213185	chr10
ENSG00000213186	chr3
ENSG00000213190	chr1
ENSG00000213199	chr7
ENSG00000213203	chr7
ENSG00000213213	chr9
ENSG00000213214	chr7
ENSG00000213215	chr7
ENSG00000213218	chr17
ENSG00000213221	chr9
ENSG00000213246	chr17
ENSG00000213265	chr7
ENSG00000213279	chr22
ENSG00000213281	chr1
ENSG00000213316	chr5
ENSG00000213337	chr2
ENSG00000213339	chr19
ENSG00000213341	chr10
ENSG00000213347	chr5
ENSG00000213366	chr1
ENSG00000213373	chr17
ENSG00000213380	chr16
ENSG00000213390	chr10
ENSG00000213397	chrX
ENSG00000213398	chr16
ENSG00000213401	chrX
ENSG00000213413	chr7
ENSG00000213416	chr17
ENSG00000213417	chr17
ENSG00000213420	chr7
ENSG00000213424	chr17
ENSG00000213445	chr11
ENSG00000213462	chr7
ENSG00000213463	chr14
ENSG00000213465	chr11
ENSG00000213468	chrX
ENSG00000213471	chr15
ENSG00000213512	chr1
ENSG00000213516	chr1
ENSG00000213523	chr5
ENSG00000213533	chr3
ENSG00000213551	chr10
ENSG00000213563	chr8
ENSG00000213578	chr15
ENSG00000213585	chr5
ENSG00000213588	chr6
ENSG00000213593	chr11
ENSG00000213600	chr3
ENSG00000213614	chr15
ENSG00000213619	chr11
ENSG00000213625	chr1
ENSG00000213626	chr2
ENSG00000213638	chr19
ENSG00000213639	chr2
ENSG00000213648	chr16
ENSG00000213654	chr6
ENSG00000213658	chr16
ENSG00000213672	chr3
ENSG00000213676	chr6
ENSG00000213689	chr3
ENSG00000213694	chr9
ENSG00000213699	chr2
ENSG00000213714	chr20
ENSG00000213719	chr6
ENSG00000213722	chr6
ENSG00000213741	chr14
ENSG00000213742	chr20
ENSG00000213759	chr4
ENSG00000213760	chr6
ENSG00000213762	chr19
ENSG00000213780	chr6
ENSG00000213782	chr12
ENSG00000213793	chr19
ENSG00000213799	chr19
ENSG00000213809	chr12
ENSG00000213853	chr16
ENSG00000213859	chr17
ENSG00000213886	chr6
ENSG00000213888	chr22
ENSG00000213889	chr19
ENSG00000213892	chr19
ENSG00000213901	chr2
ENSG00000213903	chr14
ENSG00000213904	chr19
ENSG00000213906	chr14
ENSG00000213918	chr16
ENSG00000213920	chr14
ENSG00000213923	chr22
ENSG00000213927	chr9
ENSG00000213928	chr14
ENSG00000213930	chr9
ENSG00000213931	chr11
ENSG00000213934	chr11
ENSG00000213937	chr16
ENSG00000213949	chr5
ENSG00000213963	chr2
ENSG00000213965	chr19
ENSG00000213967	chr19
ENSG00000213973	chr19
ENSG00000213977	chr17
ENSG00000213981	chr2
ENSG00000213983	chr14
ENSG00000213988	chr19
ENSG00000213994	chr10
ENSG00000213995	chr13
ENSG00000213996	chr19
ENSG00000213999	chr19
ENSG00000214013	chr15
ENSG00000214021	chr3
ENSG00000214022	chr7
ENSG00000214026	chr11
ENSG00000214029	chr12
ENSG00000214039	chr12
ENSG00000214043	chr12
ENSG00000214046	chr19
ENSG00000214049	chr19
ENSG00000214050	chr8
ENSG00000214063	chr11
ENSG00000214078	chr20
ENSG00000214087	chr17
ENSG00000214097	chr3
ENSG00000214102	chr7
ENSG00000214106	chr7
ENSG00000214113	chr6
ENSG00000214114	chr1
ENSG00000214128	chr7
ENSG00000214140	chr17
ENSG00000214145	chr3
ENSG00000214146	chr3
ENSG00000214160	chr3
ENSG00000214184	chr2
ENSG00000214188	chr7
ENSG00000214193	chr1
ENSG00000214194	chr7
ENSG00000214212	chr19
ENSG00000214216	chr3
ENSG00000214226	chr17
ENSG00000214237	chr3
ENSG00000214248	chr19
ENSG00000214253	chr7
ENSG00000214274	chr14
ENSG00000214279	chr10
ENSG00000214285	chr10
ENSG00000214290	chr11
ENSG00000214293	chr7
ENSG00000214300	chr7
ENSG00000214309	chr7
ENSG00000214336	chr2
ENSG00000214338	chr6
ENSG00000214353	chr16
ENSG00000214357	chr5
ENSG00000214360	chr5
ENSG00000214367	chr4
ENSG00000214376	chr11
ENSG00000214381	chr3
ENSG00000214401	chr17
ENSG00000214402	chr9
ENSG00000214413	chr10
ENSG00000214414	chr11
ENSG00000214415	chr7
ENSG00000214432	chr15
ENSG00000214435	chr10
ENSG00000214456	chr19
ENSG00000214491	chr22
ENSG00000214510	chr5
ENSG00000214511	chr12
ENSG00000214513	chr2
ENSG00000214517	chr11
ENSG00000214518	chr17
ENSG00000214530	chr11
ENSG00000214534	chr11
ENSG00000214546	chr17
ENSG00000214548	chr14
ENSG00000214559	chr4
ENSG00000214562	chr10
ENSG00000214575	chr15
ENSG00000214595	chr2
ENSG00000214650	chr12
ENSG00000214652	chr7
ENSG00000214654	chr9
ENSG00000214655	chr10
ENSG00000214688	chr10
ENSG00000214691	chr2
ENSG00000214694	chr2
ENSG00000214700	chr12
ENSG00000214706	chr3
ENSG00000214708	chr17
ENSG00000214711	chr2
ENSG00000214717	chrX
ENSG00000214719	chr17
ENSG00000214736	chr6
ENSG00000214753	chr11
ENSG00000214756	chr11
ENSG00000214770	chr14
ENSG00000214772	chr12
ENSG00000214773	chr3
ENSG00000214787	chr11
ENSG00000214803	chr8
ENSG00000214814	chr8
ENSG00000214819	chr17
ENSG00000214827	chrX
ENSG00000214842	chr2
ENSG00000214851	chr12
ENSG00000214860	chr17
ENSG00000214866	chr2
ENSG00000214870	chr7
ENSG00000214872	chr11
ENSG00000214894	chr6
ENSG00000214897	chrX
ENSG00000214900	chr14
ENSG00000214915	chrX
ENSG00000214919	chr3
ENSG00000214922	chr6
ENSG00000214940	chr16
ENSG00000214941	chr17
ENSG00000214942	chr5
ENSG00000214944	chr5
ENSG00000214946	chr17
ENSG00000214954	chr8
ENSG00000214955	chr21
ENSG00000214960	chr7
ENSG00000214967	chr16
ENSG00000214970	chr17
ENSG00000214999	chr17
ENSG00000215009	chr12
ENSG00000215012	chr22
ENSG00000215014	chr1
ENSG00000215018	chr7
ENSG00000215021	chr12
ENSG00000215022	chr6
ENSG00000215023	chr2
ENSG00000215039	chr12
ENSG00000215041	chr17
ENSG00000215045	chr7
ENSG00000215067	chr17
ENSG00000215068	chr5
ENSG00000215112	chr9
ENSG00000215113	chrX
ENSG00000215114	chr8
ENSG00000215117	chr8
ENSG00000215126	chr9
ENSG00000215131	chr16
ENSG00000215162	chrX
ENSG00000215174	chrX
ENSG00000215182	chr11
ENSG00000215183	chr9
ENSG00000215186	chr15
ENSG00000215187	chr9
ENSG00000215193	chr22
ENSG00000215196	chr5
ENSG00000215203	chr4
ENSG00000215217	chr5
ENSG00000215218	chr5
ENSG00000215231	chr5
ENSG00000215241	chr12
ENSG00000215244	chr10
ENSG00000215246	chr5
ENSG00000215251	chr20
ENSG00000215252	chr15
ENSG00000215256	chr14
ENSG00000215262	chr8
ENSG00000215274	chrX
ENSG00000215277	chr14
ENSG00000215301	chrX
ENSG00000215305	chr20
ENSG00000215374	chr8
ENSG00000215375	chr4
ENSG00000215386	chr21
ENSG00000215397	chr20
ENSG00000215403	chr22
ENSG00000215417	chr13
ENSG00000215421	chr18
ENSG00000215424	chr21
ENSG00000215440	chr20
ENSG00000215458	chr21
ENSG00000215474	chr18
ENSG00000215475	chr13
ENSG00000215483	chr13
ENSG00000215498	chr22
ENSG00000215529	chr20
ENSG00000215533	chr21
ENSG00000215595	chr20
ENSG00000215612	chr4
ENSG00000215644	chr17
ENSG00000215692	chr2
ENSG00000215712	chr6
ENSG00000215717	chr1
ENSG00000215784	chr1
ENSG00000215788	chr1
ENSG00000215790	chr1
ENSG00000215808	chr1
ENSG00000215817	chr1
ENSG00000215841	chr11
ENSG00000215845	chr1
ENSG00000215853	chr1
ENSG00000215866	chr1
ENSG00000215881	chr13
ENSG00000215883	chr1
ENSG00000215910	chr1
ENSG00000215912	chr1
ENSG00000215915	chr1
ENSG00000216490	chr19
ENSG00000216560	chr4
ENSG00000216588	chr19
ENSG00000216863	chr6
ENSG00000216895	chr7
ENSG00000216921	chr2
ENSG00000216937	chr10
ENSG00000217128	chr5
ENSG00000217236	chr2
ENSG00000217442	chr22
ENSG00000217455	chr7
ENSG00000217555	chr16
ENSG00000217702	chr2
ENSG00000217930	chr16
ENSG00000218018	chr20
ENSG00000218109	chr11
ENSG00000218305	chr7
ENSG00000218336	chr4
ENSG00000218357	chr22
ENSG00000218416	chr2
ENSG00000218510	chr1
ENSG00000218537	chr22
ENSG00000218672	chr7
ENSG00000218739	chr2
ENSG00000218819	chr2
ENSG00000218823	chr7
ENSG00000218839	chr9
ENSG00000218891	chr19
ENSG00000219159	chr2
ENSG00000219200	chr17
ENSG00000219410	chr12
ENSG00000219435	chr11
ENSG00000219438	chr22
ENSG00000219481	chr1
ENSG00000219545	chr7
ENSG00000219607	chr6
ENSG00000219626	chr2
ENSG00000219665	chr19
ENSG00000220008	chr19
ENSG00000220161	chr17
ENSG00000220201	chr19
ENSG00000220205	chr17
ENSG00000220256	chr2
ENSG00000220575	chr7
ENSG00000220702	chr22
ENSG00000220891	chr22
ENSG00000220925	chrX
ENSG00000221571	chr1
ENSG00000221813	chr7
ENSG00000221817	chr10
ENSG00000221818	chr8
ENSG00000221819	chr16
ENSG00000221821	chr6
ENSG00000221823	chr2
ENSG00000221826	chr19
ENSG00000221829	chr9
ENSG00000221836	chr7
ENSG00000221838	chr7
ENSG00000221843	chr2
ENSG00000221845	chr7
ENSG00000221866	chr7
ENSG00000221869	chr8
ENSG00000221882	chr17
ENSG00000221883	chr3
ENSG00000221886	chr5
ENSG00000221887	chr18
ENSG00000221890	chr22
ENSG00000221909	chr7
ENSG00000221914	chr8
ENSG00000221916	chr19
ENSG00000221923	chr19
ENSG00000221926	chr17
ENSG00000221932	chr11
ENSG00000221933	chr7
ENSG00000221944	chr2
ENSG00000221946	chr19
ENSG00000221947	chr8
ENSG00000221949	chr12
ENSG00000221953	chr1
ENSG00000221955	chr3
ENSG00000221963	chr22
ENSG00000221968	chr11
ENSG00000221970	chr7
ENSG00000221978	chr1
ENSG00000221983	chr19
ENSG00000221986	chr1
ENSG00000221988	chr6
ENSG00000221990	chr5
ENSG00000221994	chrX
ENSG00000222000	chr2
ENSG00000222001	chr2
ENSG00000222005	chr2
ENSG00000222009	chr1
ENSG00000222011	chr7
ENSG00000222012	chr7
ENSG00000222014	chr2
ENSG00000222017	chr2
ENSG00000222020	chr2
ENSG00000222028	chr14
ENSG00000222030	chr2
ENSG00000222033	chr2
ENSG00000222035	chr2
ENSG00000222036	chr14
ENSG00000222038	chr2
ENSG00000222041	chr2
ENSG00000222042	chr21
ENSG00000222043	chr2
ENSG00000222044	chr22
ENSG00000222046	chr1
ENSG00000222047	chr10
ENSG00000223343	chr3
ENSG00000223356	chr1
ENSG00000223374	chr2
ENSG00000223379	chr9
ENSG00000223382	chr1
ENSG00000223387	chr3
ENSG00000223390	chr1
ENSG00000223393	chr1
ENSG00000223403	chr14
ENSG00000223417	chr11
ENSG00000223432	chr10
ENSG00000223436	chr7
ENSG00000223440	chr9
ENSG00000223442	chr5
ENSG00000223446	chr9
ENSG00000223458	chr13
ENSG00000223461	chr22
ENSG00000223462	chr10
ENSG00000223466	chr2
ENSG00000223475	chr7
ENSG00000223478	chr9
ENSG00000223479	chr1
ENSG00000223482	chr10
ENSG00000223485	chr6
ENSG00000223486	chrX
ENSG00000223487	chrX
ENSG00000223492	chr20
ENSG00000223496	chr16
ENSG00000223501	chr6
ENSG00000223502	chr10
ENSG00000223504	chr6
ENSG00000223510	chr17
ENSG00000223511	chrX
ENSG00000223522	chr2
ENSG00000223525	chr1
ENSG00000223534	chr6
ENSG00000223536	chr2
ENSG00000223537	chr6
ENSG00000223542	chr6
ENSG00000223546	chrX
ENSG00000223547	chr19
ENSG00000223548	chr5
ENSG00000223552	chr3
ENSG00000223561	chr7
ENSG00000223563	chr21
ENSG00000223571	chrX
ENSG00000223572	chr15
ENSG00000223573	chr19
ENSG00000223576	chr13
ENSG00000223586	chr6
ENSG00000223587	chr3
ENSG00000223591	chrX
ENSG00000223597	chr5
ENSG00000223598	chr6
ENSG00000223608	chr21
ENSG00000223609	chr11
ENSG00000223631	chr2
ENSG00000223634	chr2
ENSG00000223635	chr1
ENSG00000223638	chr19
ENSG00000223643	chr1
ENSG00000223646	chr7
ENSG00000223649	chr1
ENSG00000223653	chr1
ENSG00000223658	chr2
ENSG00000223660	chr19
ENSG00000223662	chr21
ENSG00000223665	chr7
ENSG00000223669	chr20
ENSG00000223675	chr1
ENSG00000223685	chr13
ENSG00000223692	chr21
ENSG00000223695	chr22
ENSG00000223697	chr8
ENSG00000223701	chr6
ENSG00000223704	chr22
ENSG00000223711	chr3
ENSG00000223714	chrX
ENSG00000223715	chr3
ENSG00000223716	chr9
ENSG00000223725	chr2
ENSG00000223727	chr3
ENSG00000223732	chr13
ENSG00000223734	chr2
ENSG00000223742	chrX
ENSG00000223745	chr1
ENSG00000223749	chrX
ENSG00000223754	chr2
ENSG00000223764	chr1
ENSG00000223765	chr6
ENSG00000223768	chr21
ENSG00000223770	chr7
ENSG00000223774	chr1
ENSG00000223776	chr1
ENSG00000223783	chr3
ENSG00000223784	chr10
ENSG00000223786	chr6
ENSG00000223791	chr3
ENSG00000223795	chr9
ENSG00000223797	chr3
ENSG00000223799	chr21
ENSG00000223802	chr19
ENSG00000223806	chr21
ENSG00000223811	chr6
ENSG00000223812	chr3
ENSG00000223813	chr7
ENSG00000223823	chr1
ENSG00000223829	chr7
ENSG00000223834	chr10
ENSG00000223837	chr6
ENSG00000223838	chr7
ENSG00000223843	chr22
ENSG00000223855	chr7
ENSG00000223863	chr2
ENSG00000223865	chr6
ENSG00000223882	chr3
ENSG00000223883	chr1
ENSG00000223884	chr2
ENSG00000223891	chr20
ENSG00000223910	chr10
ENSG00000223911	chr2
ENSG00000223914	chr12
ENSG00000223923	chr2
ENSG00000223930	chr3
ENSG00000223935	chr2
ENSG00000223941	chr3
ENSG00000223942	chr6
ENSG00000223944	chr1
ENSG00000223947	chr2
ENSG00000223949	chr1
ENSG00000223953	chr11
ENSG00000223956	chr1
ENSG00000223960	chr2
ENSG00000223969	chr7
ENSG00000223975	chr21
ENSG00000223979	chr17
ENSG00000223985	chr2
ENSG00000223989	chr1
ENSG00000223991	chr2
ENSG00000224008	chr20
ENSG00000224017	chr7
ENSG00000224020	chr9
ENSG00000224023	chr10
ENSG00000224031	chrX
ENSG00000224032	chr5
ENSG00000224043	chr2
ENSG00000224046	chr7
ENSG00000224051	chr1
ENSG00000224057	chr7
ENSG00000224063	chr2
ENSG00000224066	chr1
ENSG00000224074	chr3
ENSG00000224076	chr2
ENSG00000224077	chr11
ENSG00000224078	chr15
ENSG00000224079	chr7
ENSG00000224086	chr22
ENSG00000224090	chr2
ENSG00000224091	chr11
ENSG00000224093	chr1
ENSG00000224095	chr2
ENSG00000224099	chr2
ENSG00000224100	chr21
ENSG00000224107	chrX
ENSG00000224109	chrX
ENSG00000224116	chr7
ENSG00000224122	chr7
ENSG00000224127	chr1
ENSG00000224128	chr2
ENSG00000224132	chr2
ENSG00000224137	chr2
ENSG00000224138	chr7
ENSG00000224141	chr21
ENSG00000224142	chrX
ENSG00000224149	chr1
ENSG00000224152	chr2
ENSG00000224153	chr3
ENSG00000224157	chr6
ENSG00000224164	chr6
ENSG00000224165	chr2
ENSG00000224167	chr1
ENSG00000224173	chr2
ENSG00000224174	chr1
ENSG00000224177	chr2
ENSG00000224184	chr2
ENSG00000224186	chr5
ENSG00000224187	chr3
ENSG00000224189	chr2
ENSG00000224192	chr22
ENSG00000224195	chr10
ENSG00000224204	chrX
ENSG00000224209	chr1
ENSG00000224215	chr10
ENSG00000224216	chrX
ENSG00000224222	chr10
ENSG00000224223	chr7
ENSG00000224228	chr1
ENSG00000224238	chr1
ENSG00000224243	chr13
ENSG00000224251	chr10
ENSG00000224257	chr2
ENSG00000224259	chr1
ENSG00000224265	chr10
ENSG00000224271	chr22
ENSG00000224272	chr2
ENSG00000224281	chrX
ENSG00000224292	chrX
ENSG00000224307	chr9
ENSG00000224308	chr1
ENSG00000224310	chr16
ENSG00000224318	chr3
ENSG00000224322	chr7
ENSG00000224330	chr7
ENSG00000224342	chr2
ENSG00000224347	chr13
ENSG00000224349	chr6
ENSG00000224356	chr13
ENSG00000224358	chr1
ENSG00000224361	chr2
ENSG00000224363	chr1
ENSG00000224371	chr6
ENSG00000224376	chr2
ENSG00000224383	chr17
ENSG00000224387	chr1
ENSG00000224388	chr21
ENSG00000224389	chr6
ENSG00000224391	chr2
ENSG00000224397	chr20
ENSG00000224404	chr22
ENSG00000224406	chr3
ENSG00000224407	chr1
ENSG00000224409	chr1
ENSG00000224413	chr21
ENSG00000224417	chr6
ENSG00000224418	chr13
ENSG00000224420	chr19
ENSG00000224424	chr3
ENSG00000224429	chr13
ENSG00000224445	chr1
ENSG00000224459	chr1
ENSG00000224470	chr16
ENSG00000224478	chr6
ENSG00000224481	chr1
ENSG00000224490	chr2
ENSG00000224500	chr10
ENSG00000224505	chr17
ENSG00000224506	chr6
ENSG00000224509	chr2
ENSG00000224511	chr13
ENSG00000224514	chr3
ENSG00000224521	chr1
ENSG00000224525	chr1
ENSG00000224531	chr6
ENSG00000224533	chrX
ENSG00000224535	chr1
ENSG00000224536	chr1
ENSG00000224541	chr21
ENSG00000224559	chr2
ENSG00000224565	chr20
ENSG00000224568	chr2
ENSG00000224574	chr21
ENSG00000224577	chr2
ENSG00000224578	chr16
ENSG00000224592	chr1
ENSG00000224596	chr10
ENSG00000224609	chr1
ENSG00000224610	chrX
ENSG00000224613	chr1
ENSG00000224614	chr3
ENSG00000224616	chr1
ENSG00000224621	chr1
ENSG00000224635	chr20
ENSG00000224644	chr9
ENSG00000224645	chr1
ENSG00000224655	chr2
ENSG00000224660	chr3
ENSG00000224661	chr2
ENSG00000224666	chr6
ENSG00000224675	chr2
ENSG00000224687	chr1
ENSG00000224699	chr1
ENSG00000224707	chr6
ENSG00000224712	chr16
ENSG00000224713	chr12
ENSG00000224714	chr10
ENSG00000224715	chr22
ENSG00000224717	chr1
ENSG00000224721	chr14
ENSG00000224729	chr7
ENSG00000224738	chr17
ENSG00000224743	chr13
ENSG00000224746	chr7
ENSG00000224750	chr10
ENSG00000224758	chr10
ENSG00000224764	chr9
ENSG00000224765	chrX
ENSG00000224771	chr3
ENSG00000224789	chr2
ENSG00000224790	chr21
ENSG00000224794	chr22
ENSG00000224795	chr11
ENSG00000224799	chrX
ENSG00000224805	chr1
ENSG00000224810	chr1
ENSG00000224812	chr10
ENSG00000224817	chr10
ENSG00000224819	chr2
ENSG00000224822	chr3
ENSG00000224825	chr9
ENSG00000224842	chr9
ENSG00000224843	chr6
ENSG00000224846	chr6
ENSG00000224848	chr9
ENSG00000224851	chr10
ENSG00000224853	chr13
ENSG00000224854	chr9
ENSG00000224855	chr3
ENSG00000224863	chr1
ENSG00000224865	chr7
ENSG00000224870	chr1
ENSG00000224875	chr2
ENSG00000224877	chr17
ENSG00000224884	chr3
ENSG00000224885	chr2
ENSG00000224888	chr16
ENSG00000224893	chr6
ENSG00000224897	chr7
ENSG00000224903	chr7
ENSG00000224905	chr21
ENSG00000224914	chr10
ENSG00000224918	chr3
ENSG00000224924	chr21
ENSG00000224932	chr4
ENSG00000224933	chr13
ENSG00000224934	chr10
ENSG00000224935	chr9
ENSG00000224939	chr1
ENSG00000224940	chr7
ENSG00000224944	chr6
ENSG00000224945	chr9
ENSG00000224950	chr1
ENSG00000224957	chr3
ENSG00000224958	chr9
ENSG00000224961	chr20
ENSG00000224965	chr1
ENSG00000224968	chr1
ENSG00000224969	chr1
ENSG00000224970	chr7
ENSG00000224972	chr9
ENSG00000224975	chrX
ENSG00000224977	chr1
ENSG00000224982	chr12
ENSG00000224984	chr6
