gene_id	gene_name	V12D05-348_C1	V12D05-348_D1	V12D05-350_C1	V12D05-350_D1	V12D07-075_A1	V12D07-075_D1	V12Y31-080_A1	V13M13-362_A1	V13M13-362_D1	nsigsamps	meanrank
ENSG00000148396	SEC16A		1682		1884						2	1783
ENSG00000148400	NOTCH1					239					1	239
ENSG00000148408	CACNA1B		1209		761		1419	906	939		5	1046.8
ENSG00000148411	NACC2		2535								1	2535
ENSG00000148444	COMMD3								334		1	334
ENSG00000148450	MSRB2		2865		1956						2	2410.5
ENSG00000148482	SLC39A12	754									1	754
ENSG00000148484	RSU1									577	1	577
ENSG00000148516	ZEB1			2478							1	2478
ENSG00000148600	CDHR1						79	145			2	112
ENSG00000148604	RGR	1137		2675							2	1906
ENSG00000148606	POLR3A			1941				1569			2	1755
ENSG00000148634	HERC4							2137			1	2137
ENSG00000148655	LRMDA	950					1844				2	1397
ENSG00000148660	CAMK2G				1937						1	1937
ENSG00000148671	ADIRF	661	362	702	403		1441	260			6	638.166666666667
ENSG00000148672	GLUD1	711	2151	1615	2572		394			319	6	1293.66666666667
ENSG00000148680	HTR7									642	1	642
ENSG00000148690	FRA10AC1		1777							535	2	1156
ENSG00000148700	ADD3	1001	1441	894	1296	371		1018			6	1003.5
ENSG00000148704	VAX1					221					1	221
ENSG00000148734	NPFFR1			1908							1	1908
ENSG00000148737	TCF7L2						1036			385	2	710.5
ENSG00000148798	INA	692	1810	649		580	1302	340			6	895.5
ENSG00000148814	LRRC27					514					1	514
ENSG00000148824	MTG1	1777									1	1777
ENSG00000148826	NKX6-2	472		615	1280			1428			4	948.75
ENSG00000148834	GSTO1	1600									1	1600
ENSG00000148842	CNNM2				2417						1	2417
ENSG00000148925	BTBD10						899				1	899
ENSG00000148943	LIN7C			2120	878						2	1499
ENSG00000149016	TUT1		1999								1	1999
ENSG00000149084	HSD17B12		946								1	946
ENSG00000149089	APIP			2968							1	2968
ENSG00000149090	PAMR1	360		304							2	332
ENSG00000149100	EIF3M		1520		2035						2	1777.5
ENSG00000149131	SERPING1	1525		1974							2	1749.5
ENSG00000149136	SSRP1		2150				376	804			3	1110
ENSG00000149177	PTPRJ							1658			1	1658
ENSG00000149182	ARFGAP2		2490								1	2490
ENSG00000149187	CELF1		440	1125	666		1189	706			5	825.2
ENSG00000149196	HIKESHI		1536		1326						2	1431
ENSG00000149201	CCDC81			1492							1	1492
ENSG00000149212	SESN3		1284	646	1203		834	610			5	915.4
ENSG00000149231	CCDC82	1433									1	1433
ENSG00000149243	KLHL35				2533						1	2533
ENSG00000149256	TENM4		2095		1498						2	1796.5
ENSG00000149262	INTS4		2364								1	2364
ENSG00000149269	PAK1						1921				1	1921
ENSG00000149273	RPS3	833	280	1026	183			1182		223	6	621.166666666667
ENSG00000149289	ZC3H12C			2102							1	2102
ENSG00000149294	NCAM1		1497		1895		1278	1324			4	1498.5
ENSG00000149295	DRD2									82	1	82
ENSG00000149308	NPAT								624		1	624
ENSG00000149311	ATM		1093								1	1093
ENSG00000149313	AASDHPPT	1918	2438		789						3	1715
ENSG00000149357	LAMTOR1			1613	1102		1645				3	1453.33333333333
ENSG00000149403	GRIK4						902				1	902
ENSG00000149428	HYOU1		3218								1	3218
ENSG00000149474	KAT14				2221						1	2221
ENSG00000149480	MTA2		3194								1	3194
ENSG00000149485	FADS1							442			1	442
ENSG00000149527	PLCH2				2633						1	2633
ENSG00000149532	CPSF7						1761		798		2	1279.5
ENSG00000149541	B3GAT3	974						1022			2	998
ENSG00000149557	FEZ1	1890		2394							2	2142
ENSG00000149564	ESAM		1340	2421							2	1880.5
ENSG00000149575	SCN2B	1746	2745		1507						3	1999.33333333333
ENSG00000149582	TMEM25		434								1	434
ENSG00000149591	TAGLN		550	398	342	292					4	395.5
ENSG00000149639	SOGA1							2244			1	2244
ENSG00000149657	LSM14B		2868			352					2	1610
ENSG00000149658	YTHDF1		2476						196		2	1336
ENSG00000149679	CABLES2						1713				1	1713
ENSG00000149716	LTO1		1157								1	1157
ENSG00000149806	FAU	694	3250	1960	1051			2030			5	1797
ENSG00000149809	TM7SF2				2308						1	2308
ENSG00000149923	PPP4C				2182	262					2	1222
ENSG00000149925	ALDOA	2111									1	2111
ENSG00000149927	DOC2A	798	3464	711	2570						4	1885.75
ENSG00000149970	CNKSR2				1257						1	1257
ENSG00000149972	CNTN5	1483							884		2	1183.5
ENSG00000150051	MKX	1934	1100	1605				1860			4	1624.75
ENSG00000150054	MPP7		2548				1284				2	1916
ENSG00000150093	ITGB1	1439	254	725	770			331	217		6	622.666666666667
ENSG00000150281	CTF1			2620							1	2620
ENSG00000150316	CWC15	1329			2783						2	2056
ENSG00000150361	KLHL1	2245		1817	1653						3	1905
ENSG00000150394	CDH8		2353	2415	1503		1274	421	640	293	7	1271.28571428571
ENSG00000150403	TMCO3		2321								1	2321
ENSG00000150433	TMEM218	1426									1	1426
ENSG00000150459	SAP18		1935		2292		1853	694			4	1693.5
ENSG00000150540	HNMT	332		484							2	408
ENSG00000150551	LYPD1	1068		736						83	3	629
ENSG00000150556	LYPD6B		282		875		59	182			4	349.5
ENSG00000150593	PDCD4	1993	1167	1504	353		807	575	916		7	1045
ENSG00000150594	ADRA2A	1009	1662	849			1526	1651			5	1339.4
ENSG00000150625	GPM6A	411	620	581	341		258	1014	639		7	552
ENSG00000150627	WDR17			2737	1093			1314			3	1714.66666666667
ENSG00000150656	CNDP1	930	695	281	218		290	150			6	427.333333333333
ENSG00000150687	PRSS23						77	127			2	102
ENSG00000150753	CCT5			2162	1373		501	446			4	1120.5
ENSG00000150760	DOCK1		3164		1487						2	2325.5
ENSG00000150768	DLAT		3342	1484			959				3	1928.33333333333
ENSG00000150773	PIH1D2		2162								1	2162
ENSG00000150776	NKAPD1				2297						1	2297
ENSG00000150779	TIMM8B		2339					1581			2	1960
ENSG00000150787	PTS			2567	884			591			3	1347.33333333333
ENSG00000150867	PIP4K2A			1456	2718			560			3	1578
ENSG00000150873	C2orf50				2668						1	2668
ENSG00000150907	FOXO1		857	2791	1803				257		4	1427
ENSG00000150938	CRIM1		1909		1039					174	3	1040.66666666667
ENSG00000150961	SEC24D	1985	2399		1283						3	1889
ENSG00000150967	ABCB9	1686									1	1686
ENSG00000150977	RILPL2			1623							1	1623
ENSG00000150991	UBC	779		1222		461	613	1088	845		6	834.666666666667
ENSG00000150995	ITPR1	1599	1490	1293			1673	1082			5	1427.4
ENSG00000151012	SLC7A11		624	1693	1515			751			4	1145.75
ENSG00000151023	ENKUR	631		2076							2	1353.5
ENSG00000151025	GPR158	1990									1	1990
ENSG00000151065	DCP1B					182					1	182
ENSG00000151067	CACNA1C								643		1	643
ENSG00000151090	THRB			1053	202		1445	682			4	845.5
ENSG00000151131	C12orf45							1665			1	1665
ENSG00000151135	TMEM263				1642		1206	780			3	1209.33333333333
ENSG00000151136	BTBD11		823		1155					271	3	749.666666666667
ENSG00000151151	IPMK				1310						1	1310
ENSG00000151229	SLC2A13	572	1732	1305		198			593		5	880
ENSG00000151239	TWF1			2097							1	2097
ENSG00000151247	EIF4E	1349			1392						2	1370.5
ENSG00000151276	MAGI1		1253	2480	1044		889				4	1416.5
ENSG00000151287	TEX30		3257				1924				2	2590.5
ENSG00000151320	AKAP6							1271			1	1271
ENSG00000151327	FAM177A1		1411				1194	1331			3	1312
ENSG00000151332	MBIP		2916		1630		491				3	1679
ENSG00000151348	EXT2		1129								1	1129
ENSG00000151353	TMEM18				2824						1	2824
ENSG00000151366	NDUFC2		2228	2541	1279		287	1431			5	1553.2
ENSG00000151376	ME3				1422		553	1754			3	1243
ENSG00000151414	NEK7			2295						265	2	1280
ENSG00000151422	FER			2238							1	2238
ENSG00000151465	CDC123		1285	2836			1383	1454	513		5	1494.2
ENSG00000151468	CCDC3	1737					1594				2	1665.5
ENSG00000151470	C4orf33							2276			1	2276
ENSG00000151490	PTPRO		689								1	689
ENSG00000151491	EPS8				2643						1	2643
ENSG00000151500	THYN1				2534		1849	1442			3	1941.66666666667
ENSG00000151532	VTI1A		3078								1	3078
ENSG00000151552	QDPR	604	487	311			320	532			5	450.8
ENSG00000151575	TEX9	1933		1221							2	1577
ENSG00000151612	ZNF827		1952								1	1952
ENSG00000151632	AKR1C2	663				471				551	3	561.666666666667
ENSG00000151665	PIGF	1974	3378								2	2676
ENSG00000151689	INPP1								912		1	912
ENSG00000151690	MFSD6		713	1488	1103		361	376			5	808.2
ENSG00000151692	RNF144A								429		1	429
ENSG00000151694	ADAM17						1850				1	1850
ENSG00000151726	ACSL1		1315			367					2	841
ENSG00000151729	SLC25A4		980								1	980
ENSG00000151743	AMN1	1825	3177	1917							3	2306.33333333333
ENSG00000151746	BICD1			2472							1	2472
ENSG00000151778	SERP2		3300				1832				2	2566
ENSG00000151849	CENPJ				2684						1	2684
ENSG00000151881	TMEM267			1600							1	1600
ENSG00000151883	PARP8							2141			1	2141
ENSG00000151892	GFRA1		99	1783	111	338		1712		97	6	690
ENSG00000151893	CACUL1			2168							1	2168
ENSG00000151914	DST						1766				1	1766
ENSG00000151917	BEND6				2125		1809				2	1967
ENSG00000151923	TIAL1		3155								1	3155
ENSG00000151929	BAG3	416		637		58				658	4	442.25
ENSG00000151948	GLT1D1			1750							1	1750
ENSG00000152076	CCDC74B	846	1927	1822	1695				189		5	1295.8
ENSG00000152082	MZT2B						1109	557	361		3	675.666666666667
ENSG00000152092	ASTN1		2521						608		2	1564.5
ENSG00000152128	TMEM163	1639	768		831					175	4	853.25
ENSG00000152137	HSPB8	918	1186	902	572			1747			5	1065
ENSG00000152207	CYSLTR2	1240	3421	1567							3	2076
ENSG00000152214	RIT2			2008	1480		1275				3	1587.66666666667
ENSG00000152234	ATP5F1A	1513	1848	1558			1883	690			5	1498.4
ENSG00000152242	C18orf25		3306								1	3306
ENSG00000152284	TCF7L1		3561	2160			1191		288		4	1800
ENSG00000152291	TGOLN2		2318								1	2318
ENSG00000152332	UHMK1		2199	2997							2	2598
ENSG00000152377	SPOCK1		431		234		594	880			4	534.75
ENSG00000152382	TADA1				1707						1	1707
ENSG00000152409	JMY				1792						1	1792
ENSG00000152443	ZNF776								906		1	906
ENSG00000152484	USP12					608					1	608
ENSG00000152492	CCDC50									158	1	158
ENSG00000152503	TRIM36		1482				1283				2	1382.5
ENSG00000152518	ZFP36L2		850	1539		143					3	844
ENSG00000152520	PAN3		3474								1	3474
ENSG00000152527	PLEKHH2			2612							1	2612
ENSG00000152556	PFKM						528				1	528
ENSG00000152558	TMEM123	674		1007	1209		1120				4	1002.5
ENSG00000152578	GRIA4	1217	1948	1726	451			826			5	1233.6
ENSG00000152580	IGSF10		922								1	922
ENSG00000152582	SPEF2	1095	2045	1090	1757						4	1496.75
ENSG00000152583	SPARCL1	100	121	59	90	195	167	94	124		8	118.75
ENSG00000152601	MBNL1		2601								1	2601
ENSG00000152611	CAPSL	93		176							2	134.5
ENSG00000152661	GJA1	131	132	164	167	444	84	63	315		8	187.5
ENSG00000152669	CCNO									113	1	113
ENSG00000152700	SAR1B			1128							1	1128
ENSG00000152760	TCTEX1D1	164	2801	314							3	1093
ENSG00000152763	WDR78	1205		1150							2	1177.5
ENSG00000152778	IFIT5		3292								1	3292
ENSG00000152782	PANK1									716	1	716
ENSG00000152784	PRDM8	960	129	629	193		1860	1246	70	159	8	655.75
ENSG00000152795	HNRNPDL	1065	1081	1369	187		691	1797	674		7	980.571428571429
ENSG00000152822	GRM1		3568								1	3568
ENSG00000152894	PTPRK		1944	2458	2060		1366	1226			5	1810.8
ENSG00000152910	CNTNAP4	2200	153	383	297		1362	357	426		7	739.714285714286
ENSG00000152926	ZNF117	1139									1	1139
ENSG00000152932	RAB3C	520	345	437	518		247	188	102		7	336.714285714286
ENSG00000152942	RAD17		2912								1	2912
ENSG00000152952	PLOD2	2121									1	2121
ENSG00000152954	NRSN1	1862	1249	2080	284			695	562	209	7	991.571428571429
ENSG00000152969	JAKMIP1		2812		824						2	1818
ENSG00000152977	ZIC1		811		1029	502					3	780.666666666667
ENSG00000153012	LGI2	1582									1	1582
ENSG00000153015	CWC27		1805								1	1805
ENSG00000153037	SRP19		3101		1783		442	1132	680	530	6	1278
ENSG00000153048	CARHSP1	847	1393	1264				550		371	5	885
ENSG00000153107	ANAPC1		1785								1	1785
ENSG00000153130	SCOC		2402	767	2256		1432			329	5	1437.2
ENSG00000153132	CLGN					582					1	582
ENSG00000153147	SMARCA5		1921				540				2	1230.5
ENSG00000153179	RASSF3	1321									1	1321
ENSG00000153187	HNRNPU		1930		2087		1026				3	1681
ENSG00000153201	RANBP2		1438	3073		280	1076				4	1466.75
ENSG00000153234	NR4A2		712	908			2013	2287			4	1480
ENSG00000153250	RBMS1						1847				1	1847
ENSG00000153253	SCN3A		728	2855	2021						3	1868
ENSG00000153294	ADGRF4		1022								1	1022
ENSG00000153310	FAM49B		1920								1	1920
ENSG00000153317	ASAP1							1691			1	1691
ENSG00000153347	FAM81B	106		338							2	222
ENSG00000153363	LINC00467	1520	764								2	1142
ENSG00000153395	LPCAT1		2047								1	2047
ENSG00000153406	NMRAL1						1453				1	1453
ENSG00000153560	UBP1		789		1328						2	1058.5
ENSG00000153707	PTPRD				1816		1085				2	1450.5
ENSG00000153714	LURAP1L			3108							1	3108
ENSG00000153721	CNKSR3				2107						1	2107
ENSG00000153774	CFDP1		2296		2061		1448				3	1935
ENSG00000153789	FAM92B	1162	2483	1436	802			1111	561		6	1259.16666666667
ENSG00000153814	JAZF1	1556			1322						2	1439
ENSG00000153815	CMIP		262	2206	1343		619				4	1107.5
ENSG00000153820	SPHKAP							1140		153	2	646.5
ENSG00000153822	KCNJ16			2213			1616		774		3	1534.33333333333
ENSG00000153832	FBXO36			2252				2231			2	2241.5
ENSG00000153885	KCTD15								892		1	892
ENSG00000153902	LGI4				1598						1	1598
ENSG00000153904	DDAH1	322		206	1599		251				4	594.5
ENSG00000153914	SREK1				2373						1	2373
ENSG00000153933	DGKE		2786					1403			2	2094.5
ENSG00000153936	HS2ST1	1373		866							2	1119.5
ENSG00000153944	MSI2	735	1748	1134					838		4	1113.75
ENSG00000153956	CACNA2D1	365	479	2694	864	586					5	997.6
ENSG00000153982	GDPD1		3405								1	3405
ENSG00000153989	NUS1		1986				1355				2	1670.5
ENSG00000153993	SEMA3D	1581	1365								2	1473
ENSG00000154027	AK5			1510							1	1510
ENSG00000154059	IMPACT		1577				461	487			3	841.666666666667
ENSG00000154079	SDHAF4				2777						1	2777
ENSG00000154080	CHST9			1116							1	1116
ENSG00000154096	THY1	116	796	325	290	357	1082	411	911		8	536
ENSG00000154099	DNAAF1	492	3510	424	1909		1581				5	1583.2
ENSG00000154118	JPH3						970				1	970
ENSG00000154122	ANKH		700		2674			1165			3	1513
ENSG00000154124	OTULIN						773				1	773
ENSG00000154144	TBRG1		2827						164		2	1495.5
ENSG00000154146	NRGN	102	112	137	110	18	85	50	162	165	9	104.555555555556
ENSG00000154153	RETREG1							1794			1	1794
ENSG00000154162	CDH12			2114							1	2114
ENSG00000154174	TOMM70	1199									1	1199
ENSG00000154175	ABI3BP	166		155			579				3	300
ENSG00000154188	ANGPT1		1401		744						2	1072.5
ENSG00000154217	PITPNC1			2121							1	2121
ENSG00000154222	CC2D1B			2021							1	2021
ENSG00000154229	PRKCA	1186	2088	1913							3	1729
ENSG00000154240	CEP112		3525	2505							2	3015
ENSG00000154265	ABCA5		490								1	490
ENSG00000154277	UCHL1	45	1481	69	680	61	173	205		7	8	340.125
ENSG00000154305	MIA3		3203								1	3203
ENSG00000154309	DISP1		3021					1623			2	2322
ENSG00000154310	TNIK							1176			1	1176
ENSG00000154328	NEIL2		1881		1742		493	1648			4	1441
ENSG00000154380	ENAH							1374			1	1374
ENSG00000154473	BUB3				848		737			162	3	582.333333333333
ENSG00000154478	GPR26							1979		261	2	1120
ENSG00000154479	CCDC173	328		888	1925		1002				4	1035.75
ENSG00000154518	ATP5MC3			624	1273			856	181		4	733.5
ENSG00000154529	CNTNAP3B							2051			1	2051
ENSG00000154556	SORBS2				1773						1	1773
ENSG00000154582	ELOC		1992	3057			1176				3	2075
ENSG00000154589	LY96		3471	2504	1421						3	2465.33333333333
ENSG00000154639	CXADR	1537									1	1537
ENSG00000154640	BTG3				1361	601					2	981
ENSG00000154642	C21orf91		2609								1	2609
ENSG00000154645	CHODL	834		2243	955		1052				4	1271
ENSG00000154654	NCAM2	1972	996	1258	367						4	1148.25
ENSG00000154655	L3MBTL4				2141			1469			2	1805
ENSG00000154678	PDE1C						1223				1	1223
ENSG00000154719	MRPL39		2013								1	2013
ENSG00000154721	JAM2		884	1841				782			3	1169
ENSG00000154723	ATP5PF	608			913	222	1264	2239			5	1049.2
ENSG00000154734	ADAMTS1		3107								1	3107
ENSG00000154743	TSEN2			2846							1	2846
ENSG00000154767	XPC				1225						1	1225
ENSG00000154781	CCDC174								858		1	858
ENSG00000154813	DPH3									604	1	604
ENSG00000154814	OXNAD1		3084								1	3084
ENSG00000154856	APCDD1	1859	878		1218		270	612		34	6	811.833333333333
ENSG00000154917	RAB6B			1070			1774				2	1422
ENSG00000154928	EPHB1	610		851							2	730.5
ENSG00000154930	ACSS1	1087		2826							2	1956.5
ENSG00000154945	ANKRD40							1885			1	1885
ENSG00000154975	CA10	587		1077	2083			406		549	5	940.4
ENSG00000154978	VOPP1	948						1677			2	1312.5
ENSG00000155008	APOOL							1439			1	1439
ENSG00000155016	CYP2U1			1350			1523		241		3	1038
ENSG00000155052	CNTNAP5				1836						1	1836
ENSG00000155090	KLF10						458	715			2	586.5
ENSG00000155093	PTPRN2	525		575	1922						3	1007.33333333333
ENSG00000155099	PIP4P2	1617	701		1369		1680			295	5	1132.4
ENSG00000155115	GTF3C6	887	650	1245	1791						4	1143.25
ENSG00000155158	TTC39B		2123								1	2123
ENSG00000155189	AGPAT5			2297							1	2297
ENSG00000155252	PI4K2A		1004								1	1004
ENSG00000155256	ZFYVE27						1081				1	1081
ENSG00000155265	GOLGA7B		2615								1	2615
ENSG00000155304	HSPA13		1211		415			890	720	416	5	730.4
ENSG00000155324	GRAMD2B			1493	2645			835			3	1657.66666666667
ENSG00000155363	MOV10		3064		1245						2	2154.5
ENSG00000155366	RHOC	1022	2259	597				898			4	1194
ENSG00000155367	PPM1J	884		1700							2	1292
ENSG00000155368	DBI		74	873	67		1037	742			5	558.6
ENSG00000155463	OXA1L	2199	2806								2	2502.5
ENSG00000155506	LARP1			2958							1	2958
ENSG00000155508	CNOT8		2768								1	2768
ENSG00000155511	GRIA1	231	556	388	357						4	383
ENSG00000155592	ZKSCAN2								915		1	915
ENSG00000155660	PDIA4			1891							1	1891
ENSG00000155729	KCTD18						1396				1	1396
ENSG00000155744	FAM126B	1984									1	1984
ENSG00000155755	TMEM237		2977	1401							2	2189
ENSG00000155761	SPAG17	753		520							2	636.5
ENSG00000155792	DEPTOR			2442							1	2442
ENSG00000155816	FMN2			2971							1	2971
ENSG00000155849	ELMO1		1751		2695		1690	1093			4	1807.25
ENSG00000155858	LSM11									686	1	686
ENSG00000155876	RRAGA	1509		2596							2	2052.5
ENSG00000155886	SLC24A2	1727		2220	2601						3	2182.66666666667
ENSG00000155957	TMBIM4	2260		820	1880						3	1653.33333333333
ENSG00000155959	VBP1		2935	1444	1219						3	1866
ENSG00000155961	RAB39B							1780			1	1780
ENSG00000155966	AFF2		1257		1395	223		1782		93	5	950
ENSG00000155980	KIF5A			2985				590			2	1787.5
ENSG00000156011	PSD3		3356	1252	1258	525	764		775		6	1321.66666666667
ENSG00000156017	CARNMT1		3330								1	3330
ENSG00000156030	ELMSAN1		2450	1250							2	1850
ENSG00000156042	CFAP70	658		301							2	479.5
ENSG00000156052	GNAQ		2174								1	2174
ENSG00000156076	WIF1	8	210	4	194	208	300	299	163		8	173.25
ENSG00000156171	DRAM2		2688								1	2688
ENSG00000156206	CFAP161			1821							1	1821
ENSG00000156239	N6AMT1							644			1	644
ENSG00000156253	RWDD2B		600								1	600
ENSG00000156256	USP16				1710		778				2	1244
ENSG00000156261	CCT8		1537	1193	2690						3	1806.66666666667
ENSG00000156265	MAP3K7CL	1331		602							2	966.5
ENSG00000156273	BACH1			1718							1	1718
ENSG00000156298	TSPAN7	782	465	472	265			2209	849	235	7	753.857142857143
ENSG00000156313	RPGR	1683	1739	2028	1354						4	1701
ENSG00000156345	CDK20		1811					2055			2	1933
ENSG00000156374	PCGF6									137	1	137
ENSG00000156395	SORCS3		877		504		1757				3	1046
ENSG00000156411	ATP5MPL	1450	2227	2730	1611	131		1114	713		7	1425.14285714286
ENSG00000156414	TDRD9	582	117	410	125			1820			5	610.8
ENSG00000156467	UQCRB			672	1419	70	230	1120	807		6	719.666666666667
ENSG00000156471	PTDSS1	1356									1	1356
ENSG00000156482	RPL30	377	311	348	1117	201	1728	849		317	8	656
ENSG00000156486	KCNS2				1092						1	1092
ENSG00000156504	FAM122B		456		363						2	409.5
ENSG00000156508	EEF1A1	208	51	114	44	278	598	122		63	8	184.75
ENSG00000156515	HK1	1673					688				2	1180.5
ENSG00000156564	LRFN2				1781						1	1781
ENSG00000156587	UBE2L6		2939		2263						2	2601
ENSG00000156599	ZDHHC5		1366								1	1366
ENSG00000156603	MED19		3069								1	3069
ENSG00000156639	ZFAND3						1381				1	1381
ENSG00000156642	NPTN	776		2766	1327		1876	588			5	1466.6
ENSG00000156650	KAT6B						1705				1	1705
ENSG00000156687	UNC5D	1467	515	562	409		774	867	206		7	685.714285714286
ENSG00000156709	AIFM1		2959								1	2959
ENSG00000156711	MAPK13			2497							1	2497
ENSG00000156795	WDYHV1		609		484		568				3	553.666666666667
ENSG00000156802	ATAD2		1470		1329					369	3	1056
ENSG00000156804	FBXO32		545		810			1891			3	1082
ENSG00000156860	FBRS							1380			1	1380
ENSG00000156873	PHKG2								896		1	896
ENSG00000156875	MFSD14A				1526						1	1526
ENSG00000156885	COX6A2	1653									1	1653
ENSG00000156959	LHFPL4							1139			1	1139
ENSG00000156976	EIF4A2	395	63	368	100		158	112		119	7	187.857142857143
ENSG00000157005	SST	95	19	135	17	10	41	45	32	8	9	44.6666666666667
ENSG00000157020	SEC13			3040				1191			2	2115.5
ENSG00000157064	NMNAT2		1190	2636	2012			1763			4	1900.25
ENSG00000157103	SLC6A1		3254		1914						2	2584
ENSG00000157106	SMG1						1730				1	1730
ENSG00000157110	RBPMS					615					1	615
ENSG00000157150	TIMP4	1804									1	1804
ENSG00000157152	SYN2	227		2099	1920					354	4	1150
ENSG00000157168	NRG1	1563		2034				355		353	4	1076.25
ENSG00000157184	CPT2						621				1	621
ENSG00000157191	NECAP2			2319							1	2319
ENSG00000157193	LRP8		2196		2360						2	2278
ENSG00000157214	STEAP2			1323							1	1323
ENSG00000157216	SSBP3		522		957			1646		635	4	940
ENSG00000157219	HTR5A			2930							1	2930
ENSG00000157224	CLDN12			2126	2447						2	2286.5
ENSG00000157259	GATAD1		2675					1513			2	2094
ENSG00000157330	C1orf158	420		551							2	485.5
ENSG00000157368	IL34				2704				780		2	1742
ENSG00000157379	DHRS1				2249						1	2249
ENSG00000157404	KIT		3553		1528						2	2540.5
ENSG00000157423	HYDIN	720		668							2	694
ENSG00000157445	CACNA2D3	1785	3539	2335	1550			872		657	6	1789.66666666667
ENSG00000157470	FAM81A	1312	3268	2984							3	2521.33333333333
ENSG00000157500	APPL1			2695	2052						2	2373.5
ENSG00000157502	PWWP3B	2057	78	230	137	166	1828	741		277	8	689.25
ENSG00000157514	TSC22D3		792		1902			1713			3	1469
ENSG00000157542	KCNJ6		2003					1927			2	1965
ENSG00000157557	ETS2		1414		904				924		3	1080.66666666667
ENSG00000157570	TSPAN18			1907							1	1907
ENSG00000157601	MX1	1023	1009	584	1066		175	282			6	689.833333333333
ENSG00000157637	SLC38A10				1734						1	1734
ENSG00000157654	PALM2-AKAP2		1595								1	1595
ENSG00000157764	BRAF		2952								1	2952
ENSG00000157766	ACAN				2020						1	2020
ENSG00000157796	WDR19		1544	1047							2	1295.5
ENSG00000157823	AP3S2		2466								1	2466
ENSG00000157827	FMNL2				1952			1932			2	1942
ENSG00000157837	SPPL3						1614				1	1614
ENSG00000157856	DRC1	474		1002							2	738
ENSG00000157869	RAB28		2210								1	2210
ENSG00000157870	PRXL2B		1830								1	1830
ENSG00000157890	MEGF11	2106							777		2	1441.5
ENSG00000157916	RER1	1220						2255			2	1737.5
ENSG00000157954	WIPI2			2429							1	2429
ENSG00000158019	BABAM2		2734								1	2734
ENSG00000158023	WDR66			799			1676				2	1237.5
ENSG00000158042	MRPL17						498		847		2	672.5
ENSG00000158062	UBXN11	371		1390							2	880.5
ENSG00000158079	PTPDC1		2618					2207			2	2412.5
ENSG00000158089	GALNT14			1397	2212						2	1804.5
ENSG00000158106	RHPN1				2710						1	2710
ENSG00000158109	TPRG1L						408		580		2	494
ENSG00000158161	EYA3		3322				1668				2	2495
ENSG00000158186	MRAS	1476	1421	1058					483		4	1109.5
ENSG00000158195	WASF2	1875									1	1875
ENSG00000158201	ABHD3	1982			2772	364					3	1706
ENSG00000158258	CLSTN2				939				379		2	659
ENSG00000158270	COLEC12	1196		758	825						3	926.333333333333
ENSG00000158286	RNF207								178		1	178
ENSG00000158290	CUL4B		687	1690	2620		1046	1385			5	1485.6
ENSG00000158292	GPR153				1062						1	1062
ENSG00000158301	GPRASP2	1932	1115	2750	1627		1000	1015	866		7	1472.14285714286
ENSG00000158321	AUTS2							2245			1	2245
ENSG00000158406	HIST1H4H				1587						1	1587
ENSG00000158417	EIF5B				2581						1	2581
ENSG00000158423	RIBC1			1311							1	1311
ENSG00000158457	TSPAN33							1936			1	1936
ENSG00000158467	AHCYL2	615		693	1246			2284			4	1209.5
ENSG00000158470	B4GALT5		3017								1	3017
ENSG00000158526	TSR2							1077			1	1077
ENSG00000158528	PPP1R9A	2139			1775						2	1957
ENSG00000158560	DYNC1I1	339		1870				1614			3	1274.33333333333
ENSG00000158604	TMED4		608	3007	2571			2132			4	2079.5
ENSG00000158615	PPP1R15B							2199			1	2199
ENSG00000158669	GPAT4		3229				664	1805			3	1899.33333333333
ENSG00000158710	TAGLN2	238		616	1739						3	864.333333333333
ENSG00000158747	NBL1			1147							1	1147
ENSG00000158769	F11R					509					1	509
ENSG00000158805	ZNF276		3274						874		2	2074
ENSG00000158815	FGF17		1219								1	1219
ENSG00000158828	PINK1		2427	2209				1417			3	2017.66666666667
ENSG00000158850	B4GALT3				2746						1	2746
ENSG00000158856	DMTN				1017						1	1017
ENSG00000158859	ADAMTS4	1160		1226		102					3	829.333333333333
ENSG00000158863	FAM160B2							2314			1	2314
ENSG00000158864	NDUFS2		2557								1	2557
ENSG00000158869	FCER1G					366					1	366
ENSG00000158882	TOMM40L							1301			1	1301
ENSG00000158966	CACHD1	926									1	926
ENSG00000158987	RAPGEF6				2267						1	2267
ENSG00000159023	EPB41	1214									1	1214
ENSG00000159055	MIS18A		1679	3061							2	2370
ENSG00000159069	FBXW5		3123					1788			2	2455.5
ENSG00000159079	CFAP298	1901	1829	2112						448	4	1572.5
ENSG00000159082	SYNJ1		2211					2047			2	2129
ENSG00000159086	PAXBP1				2481						1	2481
ENSG00000159140	SON		1320	1231							2	1275.5
ENSG00000159164	SV2A	1274	2061	1183			1869	1757			5	1628.8
ENSG00000159167	STC1	348		1153							2	750.5
ENSG00000159176	CSRP1	489	139	625	247		441	144			6	347.5
ENSG00000159199	ATP5MC1	1910		2406		150					3	1488.66666666667
ENSG00000159200	RCAN1		3411				1969	1131			3	2170.33333333333
ENSG00000159210	SNF8				1167						1	1167
ENSG00000159214	CCDC24	1212									1	1212
ENSG00000159216	RUNX1			2229							1	2229
ENSG00000159228	CBR1		1584								1	1584
ENSG00000159231	CBR3		2443								1	2443
ENSG00000159248	GJD2		1010		860						2	935
