Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to5,Feature log2 fold change topic 4to5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9to11,Feature log2 fold change topic 9to11,Feature count topic 12,Feature log2 fold change topic 12,Feature count topic 13,Feature log2 fold change topic 13
ENSG00000135473,PAN2,29,0.43611,15,-0.5501,19,-0.2597,7,-1.7152,11,-1.0532,9,-1.2841,5,-2.1599,14,-0.7585,50,1.32056,92,2.46012
ENSG00000170581,STAT2,53,0.11413,86,0.90449,60,0.31779,27,-0.9715,44,-0.1545,43,-0.1848,30,-0.7519,42,-0.2994,50,0.03547,92,1.00867
ENSG00000176422,SPRYD4,16,-0.6824,11,-1.1579,26,0.05549,10,-1.4943,30,0.27241,15,-0.7174,23,-0.1263,14,-0.9755,50,1.11269,92,2.21267
ENSG00000135423,GLS2,3,-3.6685,0,-8.6459,12,-1.6391,17,-1.1634,29,-0.3016,52,0.60142,51,0.55732,47,0.52578,50,0.54224,92,1.56221
ENSG00000076108,BAZ2A,26,-0.5509,41,0.12913,59,0.72134,25,-0.6808,22,-0.7995,27,-0.5021,38,0.01959,27,-0.5502,50,0.46161,92,1.47288
ENSG00000110955,ATP5F1B,257,-1.1318,438,-0.3235,669,0.33729,610,0.20846,943,0.89497,651,0.29353,698,0.40527,668,0.41339,50,-3.5215,92,-2.6451
ENSG00000110958,PTGES3,375,0.13527,439,0.38484,319,-0.1181,309,-0.1820,444,0.40223,455,0.44172,376,0.13632,436,0.45841,50,-2.8667,92,-1.9852
ENSG00000196531,NACA,774,0.66055,527,0.04944,289,-0.8733,443,-0.2399,330,-0.6740,576,0.18886,454,-0.1846,556,0.15894,1049,1.16873,92,-2.5640
ENSG00000025423,HSD17B6,18,-0.6584,23,-0.3095,0,-6.7418,27,-0.0715,7,-2.0402,27,-0.1051,30,0.08623,23,-0.3890,50,0.89550,92,1.96070
ENSG00000166886,NAB2,17,-0.8234,4,-2.9506,21,-0.5297,15,-1.0593,13,-1.2583,20,-0.5921,45,0.66650,30,0.04512,50,0.85630,92,1.91585
ENSG00000123384,LRP1,150,0.12101,75,-0.9394,148,0.09408,152,0.15540,108,-0.3865,153,0.14543,148,0.10085,193,0.64902,50,-1.5362,92,-0.6338
ENSG00000182199,SHMT2,8,-1.6517,24,0.01714,29,0.26565,13,-1.0273,18,-0.4369,14,-0.8220,18,-0.4651,12,-1.1645,50,1.16776,92,2.27758
ENSG00000185633,NDUFA4L2,29,0.19679,19,-0.4233,66,1.53959,12,-1.2005,4,-2.5780,12,-1.1622,8,-1.7744,10,-1.5441,50,1.06449,92,2.15623
ENSG00000179912,R3HDM2,45,-0.0514,28,-0.7462,8,-2.6025,46,-0.0146,46,-0.0007,52,0.18063,68,0.61668,40,-0.2684,50,0.13143,92,1.11218
ENSG00000166986,MARS,24,-1.1940,33,-0.7425,53,-0.0040,24,-1.2599,76,0.56134,50,-0.1069,63,0.26121,68,0.46583,50,-0.0905,92,0.87355
ENSG00000175197,DDIT3,42,-0.2874,60,0.28120,38,-0.4334,33,-0.6620,54,0.12173,57,0.18954,79,0.71720,38,-0.4983,50,0.00049,92,0.97108
ENSG00000166987,MBD6,19,-0.4529,22,-0.2228,28,0.14616,22,-0.2246,6,-1.9770,16,-0.7049,13,-1.0031,12,-1.1843,50,1.11134,92,2.21109
ENSG00000175203,DCTN2,109,-0.5759,140,-0.1990,252,0.74117,135,-0.2748,339,1.23863,153,-0.0596,195,0.32569,154,-0.0523,50,-1.7317,92,-0.8337
ENSG00000155980,KIF5A,40,-2.4211,23,-3.2124,329,0.79112,204,0.02844,459,1.35498,232,0.22718,274,0.49393,234,0.29425,50,-2.0758,92,-1.1843
ENSG00000166908,PIP4K2C,21,-0.7678,32,-0.1264,27,-0.3791,30,-0.2845,29,-0.3012,26,-0.4669,42,0.25519,26,-0.5142,50,0.55465,92,1.57601
ENSG00000178498,DTX3,45,-0.7316,46,-0.6933,28,-1.4221,64,-0.2326,103,0.53583,84,0.21908,114,0.70589,87,0.32751,50,-0.5748,92,0.36110
ENSG00000240771,ARHGEF25,2,-3.7547,3,-3.3029,45,0.70804,19,-0.6831,25,-0.1722,32,0.16550,12,-1.2371,24,-0.3022,50,0.89833,92,1.96395
ENSG00000135454,B4GALNT1,4,-3.9345,0,-7.1037,107,0.85921,45,-0.5398,84,0.45204,42,-0.6200,79,0.36138,89,0.69596,50,-0.3445,92,0.60354
ENSG00000135506,OS9,95,-0.2526,59,-0.9836,232,1.18558,93,-0.3141,144,0.40027,76,-0.5977,111,-0.0183,137,0.38947,50,-1.2157,92,-0.3045
ENSG00000135439,AGAP2,0,-6.2952,5,-2.8803,12,-1.7313,51,0.47913,35,-0.1368,30,-0.3649,31,-0.3319,48,0.41041,50,0.41618,92,1.42279
ENSG00000135452,TSPAN31,49,0.03821,60,0.33553,50,0.06753,24,-1.1099,50,0.05533,40,-0.2714,54,0.16976,44,-0.1629,50,0.06638,92,1.04196
ENSG00000135446,CDK4,36,0.00859,46,0.38840,40,0.18310,20,-0.9284,34,-0.0552,19,-0.9589,20,-0.9045,29,-0.3724,50,0.53612,92,1.55541
ENSG00000139266,MARCH9,0,-6.6228,15,-1.0672,18,-0.8090,17,-0.9582,23,-0.3920,31,0.05205,39,0.40300,30,0.00871,50,0.80768,92,1.86044
ENSG00000123297,TSFM,13,-1.7111,20,-1.0541,46,0.17166,21,-1.0516,39,-0.1028,33,-0.3409,53,0.39190,49,0.33490,50,0.30282,92,1.29847
ENSG00000175215,CTDSP2,67,0.69743,123,1.74886,8,-2.5380,37,-0.2572,17,-1.4251,21,-1.0677,16,-1.4889,31,-0.5917,50,0.23803,92,1.22781
ENSG00000257698,GIHCG,41,0.02314,18,-1.2123,4,-3.2625,22,-0.9755,39,-0.0275,48,0.27426,47,0.23599,46,0.27320,50,0.35088,92,1.35105
ENSG00000198673,TAFA2,1,-4.3834,2,-3.7490,0,-6.9101,18,-0.8931,16,-1.0076,10,-1.7579,35,0.14778,58,1.23690,50,0.70297,92,1.74198
ENSG00000135655,USP15,16,-1.0263,21,-0.6187,32,0.00133,18,-0.8946,34,0.11111,16,-1.0365,16,-1.0791,34,0.11030,50,0.71041,92,1.75036
ENSG00000061987,MON2,49,-0.0104,88,0.91626,29,-0.8344,32,-0.6963,47,-0.0884,23,-1.1843,32,-0.6696,57,0.26431,50,0.01539,92,0.98708
ENSG00000111110,PPM1H,16,-1.4726,54,0.38954,25,-0.8028,38,-0.1696,109,1.55959,39,-0.1151,48,0.18284,14,-1.8747,50,0.26425,92,1.25637
ENSG00000118600,RXYLT1,16,-0.7717,17,-0.6144,31,0.27203,12,-1.2486,10,-1.4197,17,-0.6587,16,-0.7220,22,-0.2850,50,1.04038,92,2.12810
ENSG00000196935,SRGAP1,24,-0.0916,7,-1.8099,24,-0.1263,27,0.11813,15,-0.8063,15,-0.8188,16,-0.7067,12,-1.3108,50,1.07333,92,2.16656
ENSG00000184575,XPOT,51,-0.4698,54,-0.3714,96,0.51858,56,-0.3453,87,0.34911,49,-0.5447,69,-0.0071,80,0.27823,50,-0.4965,92,0.44334
ENSG00000183735,TBK1,17,-1.0300,24,-0.5294,5,-2.8197,27,-0.3446,27,-0.3454,39,0.23032,32,-0.0864,33,-0.0398,50,0.61642,92,1.64489
ENSG00000135677,GNS,33,-1.0619,46,-0.5649,140,1.19978,34,-1.1036,85,0.37638,77,0.21908,68,0.02125,70,0.09193,50,-0.4414,92,0.50129
ENSG00000111490,TBC1D30,0,-8.8130,2,-3.4734,2,-3.1367,17,-0.3854,24,0.16858,3,-2.7718,12,-0.8920,21,-0.0742,50,1.36209,92,2.51041
ENSG00000156076,WIF1,9,-1.3931,3,-2.8460,0,-6.4457,10,-1.3470,50,1.25459,15,-0.6944,29,0.32297,11,-1.2006,50,1.24320,92,2.36724
ENSG00000174106,LEMD3,21,-0.8520,26,-0.4989,31,-0.2680,23,-0.7212,48,0.43041,29,-0.3231,29,-0.3534,34,-0.1431,50,0.50020,92,1.51557
ENSG00000139233,LLPH,50,0.47022,36,-0.0373,20,-0.9031,27,-0.5222,30,-0.3171,28,-0.4209,30,-0.3434,31,-0.3403,50,0.46758,92,1.47949
ENSG00000155957,TMBIM4,111,0.56396,122,0.72296,59,-0.4047,48,-0.7732,52,-0.5935,65,-0.2592,85,0.14858,91,0.30718,50,-0.6620,92,0.26984
ENSG00000111530,CAND1,58,-0.9907,75,-0.6036,62,-0.9029,99,-0.2015,163,0.60171,131,0.25331,177,0.73606,148,0.55525,50,-1.2114,92,-0.3002
ENSG00000127314,RAP1B,118,0.52042,87,0.03548,118,0.52048,80,-0.1156,205,1.43821,71,-0.2717,99,0.22768,36,-1.4663,50,-0.8069,92,0.11870
ENSG00000175782,SLC35E3,26,-0.0475,38,0.53516,13,-1.0804,13,-1.1369,15,-0.9222,15,-0.8943,18,-0.6159,20,-0.5488,50,0.97069,92,2.04725
ENSG00000135679,MDM2,44,-0.0493,95,1.18675,25,-0.8966,38,-0.2854,27,-0.7719,36,-0.3443,32,-0.5373,38,-0.3364,50,0.14908,92,1.13127
ENSG00000135678,CPM,30,0.43945,68,1.82424,17,-0.4038,10,-1.2279,11,-1.0483,4,-2.3602,0,-4.7319,0,-5.1966,50,1.27243,92,2.40222
ENSG00000111605,CPSF6,54,-0.1586,64,0.09592,32,-0.9502,42,-0.6050,57,-0.0880,43,-0.5000,63,0.06344,81,0.58681,50,-0.2788,92,0.67306
ENSG00000127337,YEATS4,5,-2.1170,21,-0.1744,14,-0.8323,16,-0.6162,23,-0.0278,11,-1.1890,18,-0.4498,14,-0.8590,50,1.19042,92,2.30441
ENSG00000166225,FRS2,57,0.84531,43,0.38178,18,-0.9535,27,-0.3503,14,-1.2630,32,-0.0790,10,-1.7493,22,-0.7532,50,0.63563,92,1.66638
ENSG00000166226,CCT2,48,-1.2510,72,-0.6380,60,-0.9106,111,0.02053,214,1.07361,128,0.24250,138,0.35700,134,0.38964,50,-1.1882,92,-0.2762
ENSG00000127328,RAB3IP,47,0.41031,34,-0.0826,16,-1.1975,32,-0.1981,47,0.43667,19,-0.9300,33,-0.1061,21,-0.9187,50,0.52999,92,1.54860
ENSG00000111596,CNOT2,39,0.01296,49,0.35614,24,-0.7125,19,-1.1467,30,-0.4077,34,-0.2127,37,-0.0894,38,-0.0484,50,0.38991,92,1.39389
ENSG00000135643,KCNMB4,76,0.44766,101,0.91639,169,1.81497,37,-0.6915,7,-2.9953,22,-1.3949,22,-1.4527,42,-0.5303,50,-0.1963,92,0.76071
ENSG00000153233,PTPRR,0,-9.1184,0,-5.0846,49,0.94310,11,-1.3866,11,-1.2939,17,-0.7318,10,-1.5177,34,0.43141,50,0.97384,92,2.05089
ENSG00000133858,ZFC3H1,19,-0.6862,32,0.10631,30,-0.0046,16,-0.9719,32,0.06489,31,0.02875,15,-1.0103,20,-0.7528,50,0.79814,92,1.84960
ENSG00000173451,THAP2,17,-0.3970,34,0.68383,3,-2.9799,9,-1.4611,8,-1.5535,14,-0.6417,11,-1.0234,13,-0.8720,50,1.33779,92,2.48095
ENSG00000139291,TMEM19,23,-1.9998,48,-0.9222,48,-0.9152,25,-1.9614,50,-0.8517,14,-2.7394,26,-1.8132,40,-1.3185,665,4.06625,92,0.07929
ENSG00000080371,RAB21,98,-0.2436,160,0.53002,125,0.14464,95,-0.3171,124,0.13031,138,0.29264,117,0.03330,131,0.26196,50,-1.2474,92,-0.3372
ENSG00000121749,TBC1D15,45,0.03723,67,0.66913,25,-0.8392,34,-0.4318,35,-0.3496,21,-1.1189,41,-0.1258,43,-0.0461,50,0.19817,92,1.18449
ENSG00000253719,ATXN7L3B,74,-1.0120,103,-0.5207,89,-0.7333,130,-0.1719,210,0.60150,230,0.74863,147,0.03669,205,0.70731,50,-1.5892,92,-0.6880
ENSG00000166006,KCNC2,0,-6.1800,0,-7.2306,10,-2.7091,54,-0.2776,263,2.45647,90,0.53221,112,0.88404,36,-1.0000,50,-0.3785,92,0.56767
ENSG00000180881,CAPS2,8,-1.3947,6,-1.8070,2,-2.9831,11,-1.0686,11,-0.9562,10,-1.0152,14,-0.5537,18,-0.2151,50,1.42304,92,2.58479
ENSG00000111615,KRR1,20,-1.0412,21,-1.0022,13,-1.6811,42,0.05202,33,-0.3214,24,-0.8003,81,1.10592,37,-0.1743,50,0.32450,92,1.32216
ENSG00000139289,PHLDA1,79,0.62781,37,-0.5251,25,-1.0985,65,0.34507,34,-0.6505,67,0.36525,24,-1.1881,50,-0.1127,50,-0.0810,92,0.88371
ENSG00000187109,NAP1L1,555,1.11903,312,0.17899,229,-0.3031,251,-0.1738,190,-0.5860,246,-0.1918,265,-0.0748,392,0.68319,50,-2.5568,92,-1.6720
ENSG00000179941,BBS10,25,-0.1637,28,0.00549,13,-1.2072,16,-0.9517,11,-1.3398,21,-0.4675,29,0.03953,23,-0.4120,50,0.90462,92,1.97116
ENSG00000091039,OSBPL8,58,0.00562,48,-0.2790,97,0.83713,50,-0.2350,45,-0.3627,42,-0.4762,47,-0.3197,56,-0.0425,50,-0.2120,92,0.74404
ENSG00000186908,ZDHHC17,50,-0.4433,74,0.17047,56,-0.2726,36,-0.9927,96,0.58226,75,0.19944,95,0.57160,68,0.03634,50,-0.4302,92,0.51312
ENSG00000175183,CSRP2,79,0.95424,9,-2.3248,134,1.90038,20,-1.2591,65,0.65037,19,-1.2074,40,-0.1111,11,-2.1558,50,0.23021,92,1.21930
ENSG00000067798,NAV3,27,-0.1463,25,-0.2811,9,-1.7428,25,-0.2890,14,-1.1399,39,0.43473,24,-0.3284,19,-0.7657,50,0.81904,92,1.87337
ENSG00000067715,SYT1,26,-4.2167,25,-4.2419,36,-3.7377,460,0.04609,1751,2.36569,865,1.06590,948,1.22153,370,-0.3489,50,-3.2492,92,-2.3709
ENSG00000058272,PPP1R12A,39,-0.5426,39,-0.5200,26,-1.1449,63,0.23158,53,-0.0754,52,-0.1063,80,0.59136,54,-0.0484,50,-0.1513,92,0.80867
ENSG00000111052,LIN7A,0,-7.9293,0,-7.4110,1,-4.5339,29,0.05083,27,-0.0770,44,0.69823,38,0.45142,19,-0.6833,50,0.92139,92,1.99043
ENSG00000139220,PPFIA2,22,-1.4546,54,-0.1152,42,-0.5120,51,-0.2351,57,-0.0356,49,-0.2838,99,0.83792,65,0.19241,50,-0.2427,92,0.71136
ENSG00000133773,CCDC59,28,0.09050,25,-0.0581,10,-1.3854,18,-0.6378,27,0.06684,5,-2.3111,16,-0.7708,17,-0.7109,50,1.02921,92,2.11510
ENSG00000179104,TMTC2,42,0.14580,149,2.35806,10,-1.9335,25,-0.6881,24,-0.6995,17,-1.2078,8,-2.1846,17,-1.3494,50,0.43780,92,1.44661
ENSG00000072041,SLC6A15,5,-4.0608,45,-0.9603,80,-0.0650,47,-0.9508,193,1.35744,71,-0.2562,129,0.68338,111,0.54625,50,-0.7843,92,0.14223
ENSG00000133636,NTS,1,-5.0563,0,-8.5260,0,-7.5783,9,-2.6386,49,-0.0606,56,0.14138,66,0.40576,111,1.72825,50,-0.0356,92,0.93229
ENSG00000182050,MGAT4C,13,-1.2899,7,-2.2339,8,-2.0274,27,-0.2662,5,-2.6628,34,0.11066,12,-1.4474,46,0.72476,50,0.72326,92,1.76485
ENSG00000133641,C12orf29,30,-0.2721,23,-0.6963,9,-2.0803,27,-0.4756,28,-0.3755,48,0.41644,32,-0.1924,35,-0.0480,50,0.50230,92,1.51790
ENSG00000198707,CEP290,33,0.16454,22,-0.4255,15,-1.0416,24,-0.3243,16,-0.9455,34,0.21204,28,-0.0741,15,-1.1595,50,0.85129,92,1.91013
ENSG00000139324,TMTC3,10,-1.6716,8,-1.9910,57,0.87032,23,-0.5897,41,0.37055,33,0.03364,45,0.48859,14,-1.4053,50,0.67496,92,1.71048
ENSG00000139323,POC1B,33,-1.2412,57,-0.4440,0,-8.1381,20,-2.0809,13,-2.6235,9,-3.0811,13,-2.5886,8,-3.5650,706,4.89189,92,0.30072
ENSG00000070961,ATP2B1,28,-1.8436,14,-2.8405,11,-3.0958,104,0.15840,154,0.76757,102,0.11023,245,1.56562,110,0.28555,50,-0.9725,92,-0.0532
ENSG00000271614,ATP2B1-AS1,1,-4.0205,3,-2.7810,13,-0.8632,12,-1.0651,27,0.26282,17,-0.4454,21,-0.1071,17,-0.5565,50,1.25768,92,2.38455
ENSG00000011465,DCN,84,1.16924,17,-1.3136,80,1.08606,23,-0.9261,3,-3.8732,18,-1.2496,9,-2.2581,44,0.13366,50,0.32984,92,1.32801
ENSG00000133639,BTG1,50,-0.0947,50,-0.0830,67,0.37813,36,-0.6322,51,-0.0663,52,-0.0370,71,0.47165,44,-0.3214,50,-0.0836,92,0.88089
ENSG00000102189,EEA1,47,0.06777,42,-0.0949,25,-0.8692,41,-0.1362,58,0.38817,61,0.48640,44,-0.0437,27,-0.8634,50,0.17225,92,1.15637
ENSG00000173598,NUDT4,39,-0.5922,14,-2.0581,10,-2.5681,56,-0.0487,203,2.16360,39,-0.5874,103,0.93665,27,-1.2537,50,-0.2011,92,0.75558
ENSG00000177889,UBE2N,64,-1.5132,72,-1.3467,119,-0.5830,147,-0.2830,286,0.78878,276,0.73140,266,0.67090,250,0.71415,50,-1.8724,92,-0.9773
ENSG00000198015,MRPL42,37,-0.6670,59,0.05442,48,-0.2841,41,-0.5543,71,0.32889,60,0.06131,62,0.12886,62,0.13728,50,-0.2093,92,0.74687
ENSG00000169372,CRADD,18,-0.3388,16,-0.5119,10,-1.1945,14,-0.7413,12,-0.8591,1,-4.5462,16,-0.4551,15,-0.6692,50,1.31909,92,2.45836
ENSG00000136040,PLXNC1,15,-1.9937,8,-2.9680,156,1.61246,22,-1.5788,23,-1.3879,61,0.04450,35,-0.7887,94,0.95205,50,-0.2477,92,0.70613
ENSG00000057704,TMCC3,59,0.84933,132,2.28947,0,-7.0203,14,-1.4216,12,-1.5773,28,-0.3362,7,-2.3116,14,-1.4708,50,0.57800,92,1.60201
ENSG00000184752,NDUFA12,95,-0.6082,97,-0.5759,103,-0.4989,125,-0.2093,179,0.36959,174,0.32356,185,0.41545,206,0.74582,50,-1.5668,92,-0.6651
ENSG00000120798,NR2C1,24,-0.1580,21,-0.3687,14,-0.9097,12,-1.1936,19,-0.4673,17,-0.6909,13,-0.9991,23,-0.2745,50,1.02293,92,2.10779
ENSG00000028203,VEZT,21,-1.1051,30,-0.5577,25,-0.8477,27,-0.7636,54,0.34430,37,-0.2445,44,0.04782,51,0.33923,50,0.23509,92,1.22462
ENSG00000111142,METAP2,119,0.74310,100,0.46729,30,-1.3447,61,-0.3309,81,0.13202,83,0.16761,72,-0.0625,73,-0.0352,50,-0.6064,92,0.32801
ENSG00000139343,SNRPF,63,-0.4197,68,-0.2911,73,-0.1906,58,-0.5859,75,-0.1538,122,0.62266,94,0.21059,106,0.49559,50,-0.7551,92,0.17260
ENSG00000111144,LTA4H,27,-0.7968,17,-1.4458,34,-0.4487,34,-0.4927,46,0.02700,40,-0.2069,52,0.19500,55,0.37777,50,0.15214,92,1.13459
ENSG00000059758,CDK17,58,-0.3791,112,0.64094,32,-1.2634,47,-0.7369,107,0.57684,53,-0.5102,107,0.56438,88,0.30697,50,-0.6057,92,0.32870
ENSG00000255794,RMST,4,-2.8748,0,-8.7047,0,-6.6731,22,-0.3415,29,0.07614,33,0.28849,55,1.13835,16,-0.9242,50,0.97511,92,2.05237
ENSG00000120802,TMPO,16,-0.8719,35,0.28891,13,-1.2149,19,-0.7136,22,-0.4389,27,-0.1260,21,-0.5199,22,-0.4827,50,0.85069,92,1.90944
ENSG00000075415,SLC25A3,211,-0.6314,241,-0.4305,375,0.25392,324,0.02859,510,0.75231,338,0.09015,478,0.64463,400,0.44224,50,-2.7540,92,-1.8714
ENSG00000185046,ANKS1B,191,0.58444,468,2.16389,33,-2.0758,81,-0.7954,66,-1.0580,74,-0.8835,97,-0.4757,161,0.38590,50,-1.4614,92,-0.5571
ENSG00000111647,UHRF1BP1L,8,-1.7229,21,-0.3982,9,-1.6166,25,-0.1113,24,-0.1588,15,-0.9199,29,0.11130,17,-0.7716,50,0.99220,92,2.07215
ENSG00000075089,ACTR6,29,-0.9095,50,-0.0935,28,-0.9782,31,-0.8672,71,0.47093,63,0.27958,60,0.20127,61,0.26518,50,-0.0830,92,0.88153
ENSG00000136021,SCYL2,33,-0.3004,18,-1.1819,28,-0.5647,26,-0.7384,45,0.16855,39,-0.0690,44,0.14824,41,0.04377,50,0.34043,92,1.33960
ENSG00000151572,ANO4,8,-1.8237,43,0.68572,2,-3.3784,23,-0.2798,4,-2.6473,22,-0.3339,39,0.52666,17,-0.7961,50,0.94679,92,2.01966
ENSG00000120805,ARL1,52,-0.9915,84,-0.2716,104,0.06490,76,-0.4580,140,0.52869,104,0.06765,140,0.53305,127,0.46880,50,-1.0470,92,-0.1304
ENSG00000196091,MYBPC1,87,0.71382,30,-0.9441,5,-3.5283,116,1.37213,19,-1.6325,32,-0.8235,53,-0.0887,41,-0.5383,50,-0.1603,92,0.79906
ENSG00000111666,CHPT1,65,-0.0623,21,-1.7452,85,0.35586,73,0.12589,77,0.21277,53,-0.3745,39,-0.8507,84,0.41403,50,-0.4567,92,0.48522
ENSG00000111670,GNPTAB,33,-0.4073,29,-0.6192,33,-0.4146,41,-0.1223,38,-0.1960,44,0.02083,31,-0.4976,45,0.04818,50,0.21540,92,1.20320
ENSG00000120860,WASHC3,57,-0.4143,78,0.07299,65,-0.2168,51,-0.6377,104,0.51400,70,-0.0943,82,0.14389,91,0.37290,50,-0.6109,92,0.32330
ENSG00000183395,PMCH,10,-6.1749,5,-7.1268,1,-9.3318,4,-7.3829,0,-14.998,0,-13.369,8756,9.26754,0,-11.588,50,-3.8685,92,-2.9939
ENSG00000139352,ASCL1,77,1.89702,10,-1.2664,6,-2.0959,20,-0.3739,2,-3.2655,10,-1.3740,9,-1.4759,8,-1.7762,50,1.13943,92,2.24413
ENSG00000111696,NT5DC3,1,-5.7513,4,-4.1200,83,0.27715,23,-1.7486,31,-1.2375,12,-2.5510,21,-1.8033,189,2.45799,50,-0.5042,92,0.43518
ENSG00000166598,HSP90B1,328,0.04464,370,0.23668,463,0.59611,313,-0.0290,350,0.15014,303,-0.0765,459,0.58049,366,0.26612,50,-2.7525,92,-1.8699
ENSG00000204954,C12orf73,14,-1.5746,40,-0.0570,20,-1.0973,21,-1.1266,67,0.75474,35,-0.2864,40,-0.0824,48,0.25377,50,0.28638,92,1.28051
ENSG00000111727,HCFC2,22,0.08083,29,0.51455,0,-6.3162,7,-1.6045,11,-0.9196,8,-1.4510,11,-0.9220,12,-0.9780,50,1.39944,92,2.55590
ENSG00000120837,NFYB,53,0.18058,70,0.63396,38,-0.3175,38,-0.3432,28,-0.7897,79,0.81835,43,-0.1483,27,-0.9381,50,0.10090,92,1.07919
ENSG00000198431,TXNRD1,25,-1.4767,29,-1.2804,78,0.21971,54,-0.3929,115,0.83426,105,0.68354,91,0.45831,64,-0.1132,50,-0.4690,92,0.47228
ENSG00000171310,CHST11,10,-1.5266,14,-1.1079,28,-0.0637,19,-0.6842,14,-1.0951,26,-0.1837,25,-0.1879,26,-0.1756,50,0.87825,92,1.94094
ENSG00000151131,C12orf45,6,-2.8490,18,-1.2249,24,-0.8316,34,-0.3306,52,0.34431,44,0.07260,51,0.30859,46,0.17240,50,0.28655,92,1.28069
ENSG00000136051,WASHC4,56,0.53235,59,0.62183,40,-0.0132,31,-0.4128,33,-0.3134,24,-0.7507,21,-0.9753,27,-0.6612,50,0.35567,92,1.35631
ENSG00000136044,APPL2,56,0.95606,21,-0.5715,6,-2.2534,25,-0.3526,10,-1.6191,38,0.31307,26,-0.2748,17,-1.0155,50,0.77257,92,1.82060
ENSG00000235162,C12orf75,23,-0.8757,9,-2.2416,55,0.45362,26,-0.7549,17,-1.3286,52,0.37546,14,-1.5883,56,0.63174,50,0.31644,92,1.31335
ENSG00000074590,NUAK1,30,-0.4251,63,0.71414,23,-0.8369,31,-0.4486,32,-0.3309,62,0.68587,31,-0.4174,26,-0.7693,50,0.34522,92,1.34486
ENSG00000136026,CKAP4,35,-0.5779,26,-1.0071,74,0.58949,38,-0.4835,70,0.50174,29,-0.8831,53,0.05621,53,0.07112,50,-0.0335,92,0.93457
ENSG00000111783,RFX4,41,0.34806,10,-1.7982,0,-6.2131,48,0.66028,9,-1.8193,28,-0.2143,11,-1.6104,29,-0.1951,50,0.67681,92,1.71257
ENSG00000111785,RIC8B,9,-1.5664,10,-1.4631,12,-1.1932,20,-0.4501,17,-0.6572,7,-1.9619,20,-0.3651,27,0.09865,50,1.04982,92,2.13910
ENSG00000151135,TMEM263,23,-1.4266,25,-1.3251,80,0.42653,36,-0.8409,66,0.11851,67,0.14366,51,-0.2619,88,0.73403,50,-0.2943,92,0.65670
ENSG00000120832,MTERF2,7,-2.0440,20,-0.5206,28,0.01626,11,-1.4667,24,-0.2196,15,-0.9334,30,0.13311,25,-0.2144,50,0.93434,92,2.00533
ENSG00000008405,CRY1,11,-1.1425,21,-0.1171,8,-1.5436,16,-0.5892,5,-2.1316,10,-1.2116,9,-1.3596,20,-0.2574,50,1.26444,92,2.39264
ENSG00000151136,BTBD11,2,-4.0589,9,-2.3452,22,-0.9800,26,-0.8103,8,-2.3725,18,-1.2905,49,0.21127,85,1.47041,50,0.24374,92,1.23403
ENSG00000136045,PWP1,18,-1.2547,27,-0.6945,16,-1.4467,29,-0.6205,49,0.22456,47,0.13970,33,-0.3854,55,0.47593,50,0.24983,92,1.24066
ENSG00000110851,PRDM4,7,-3.5497,18,-2.2033,29,-1.4616,19,-2.2097,30,-1.4331,17,-2.2198,15,-2.4268,25,-1.8615,689,4.65956,92,0.26266
ENSG00000075035,WSCD2,0,-5.5831,0,-7.1434,0,-6.7011,12,-1.2771,9,-1.6572,9,-1.6395,19,-0.5445,52,1.33780,50,0.94261,92,2.01485
ENSG00000198855,FICD,14,-0.6892,16,-0.5060,28,0.33209,9,-1.4227,15,-0.6215,9,-1.3896,9,-1.2797,13,-0.9096,50,1.31056,92,2.44806
ENSG00000075856,SART3,19,-1.1655,21,-0.9741,26,-0.6849,25,-0.8079,39,-0.0871,38,-0.1161,48,0.23490,50,0.37925,50,0.31892,92,1.31606
ENSG00000136003,ISCU,80,-1.5553,69,-1.7747,351,0.70643,175,-0.4214,360,0.74833,350,0.70403,278,0.33347,316,0.67153,50,-2.2469,92,-1.3581
ENSG00000110876,SELPLG,59,1.26349,9,-1.6315,26,-0.0420,20,-0.5246,1,-4.0975,17,-0.7130,12,-1.2392,15,-0.9786,50,0.98754,92,2.06674
ENSG00000110880,CORO1C,49,-0.0292,40,-0.3383,14,-1.8638,39,-0.4216,48,-0.0546,66,0.44455,77,0.67542,45,-0.1815,50,0.00491,92,0.97582
ENSG00000084112,SSH1,20,-0.7955,3,-3.2931,36,0.11157,21,-0.7688,31,-0.0930,51,0.66976,27,-0.3183,27,-0.3707,50,0.64792,92,1.68014
ENSG00000166111,SVOP,2,-4.8120,3,-4.4491,25,-1.5840,46,-0.7175,95,0.44292,97,0.47676,135,1.00597,114,0.94286,50,-0.5528,92,0.38415
ENSG00000135093,USP30,12,-1.3492,39,0.42546,0,-6.7996,21,-0.5924,22,-0.4773,25,-0.2475,26,-0.1922,26,-0.2182,50,0.82900,92,1.88470
ENSG00000189046,ALKBH2,13,-0.8499,25,0.09608,20,-0.2444,10,-1.3444,17,-0.4469,17,-0.4969,12,-0.9739,12,-1.0880,50,1.23690,92,2.35971
