Reported Trait,Mapped Trait,Tissues,Gene Symbol,Ensembl ID,Gene Type,Method/Software,Effect Size,P-value,Publication
Bipolar Disorder,Bipolar Disorder,Anterior Cingulate Cortex,NDST3,ENSG00000164100.8,protein-coding,-,-,7.41E-07,TWASP000194
Bipolar Disorder,Bipolar Disorder,Whole Blood,FAM72C,ENSG00000263513.5,protein-coding,-,-,7.49E-11,TWASP000194
Bipolar Disorder,Bipolar Disorder,Brain Caudate Basal Ganglia,P4HTM,ENSG00000178467.17,protein-coding,-,-,7.52E-07,TWASP000194
Bipolar Disorder,Bipolar Disorder,Whole Blood,RNPS1,ENSG00000205937.11,protein-coding,-,-,7.66E-15,TWASP000194
Bipolar Disorder,Bipolar Disorder,Brain Cerebellar Hemisphere,FAHD2B,ENSG00000144199.11,protein-coding,-,-,7.67E-11,TWASP000194
Bipolar Disorder,Bipolar Disorder,Brain Hypothalamus,ZNF629,ENSG00000102870.5,protein-coding,-,-,7.70E-07,TWASP000194
Bipolar Disorder,Bipolar Disorder,Whole Blood,DCTPP1,ENSG00000179958.8,protein-coding,-,-,7.79E-08,TWASP000194
Bipolar Disorder,Bipolar Disorder,Liver,MSS51,ENSG00000166343.9,protein-coding,-,-,7.80E-67,TWASP000194
Bipolar Disorder,Bipolar Disorder,Esophagus Mucosa,VPS45,ENSG00000136631.12,protein-coding,-,-,7.94E-16,TWASP000194
Bipolar Disorder,Bipolar Disorder,Brain Nucleus Accumbens,E4F1,ENSG00000167967.15,protein-coding,-,-,7.95E-13,TWASP000194
Bipolar Disorder,Bipolar Disorder,Brain Caudate Basal Ganglia,BCKDK,ENSG00000103507.13,protein-coding,-,-,7.99E-11,TWASP000194
Bipolar Disorder,Bipolar Disorder,Brain Hippocampus,H2AC18,ENSG00000288825,protein-coding,-,-,8.25E-08,TWASP000194
Bipolar Disorder,Bipolar Disorder,Esophagus Mucosa,NFKB2,ENSG00000077150.18,protein-coding,-,-,8.34E-08,TWASP000194
Bipolar Disorder,Bipolar Disorder,Brain Frontal Cortex,LRIT2,ENSG00000204033.9,protein-coding,-,-,8.40E-07,TWASP000194
Bipolar Disorder,Bipolar Disorder,Brain Cortex,H3C13,ENSG00000183598,protein-coding,-,-,8.40E-09,TWASP000194
Bipolar Disorder,Bipolar Disorder,Brain Cerebellum,DCP1A,ENSG00000272886.5,protein-coding,-,-,8.44E-09,TWASP000194
Bipolar Disorder,Bipolar Disorder,Esophagus Gastroesophageal,CCDC71,ENSG00000177352.9,protein-coding,-,-,8.45E-07,TWASP000194
Bipolar Disorder,Bipolar Disorder,Esophagus Muscularis,TARS2,ENSG00000143374.16,protein-coding,-,-,8.57E-07,TWASP000194
Bipolar Disorder,Bipolar Disorder,Brain Hippocampus,FAM72C,ENSG00000263513.5,protein-coding,-,-,8.59E-09,TWASP000194
Bipolar Disorder,Bipolar Disorder,Brain Nucleus Accumbens,ANKRD39,ENSG00000213337.8,protein-coding,-,-,8.70E-07,TWASP000194
Bipolar Disorder,Bipolar Disorder,Colon Sigmoid,CCDC71,ENSG00000177352.9,protein-coding,-,-,8.78E-09,TWASP000194
Bipolar Disorder,Bipolar Disorder,Brain Frontal Cortex,DCTPP1,ENSG00000179958.8,protein-coding,-,-,8.80E-09,TWASP000194
Bipolar Disorder,Bipolar Disorder,Esophagus Muscularis,BCKDK,ENSG00000103507.13,protein-coding,-,-,8.81E-26,TWASP000194
Bipolar Disorder,Bipolar Disorder,Pancreas,ATAD3B,ENSG00000160072.19,protein-coding,-,-,8.82E-32,TWASP000194
Bipolar Disorder,Bipolar Disorder,Esophagus Mucosa,MRPS21,ENSG00000266472.5,protein-coding,-,-,8.89E-07,TWASP000194
Bipolar Disorder,Bipolar Disorder,Brain Frontal Cortex,ANXA7,ENSG00000138279.15,protein-coding,-,-,8.97E-85,TWASP000194
Bipolar Disorder,Bipolar Disorder,Anterior Cingulate Cortex,DCTPP1,ENSG00000179958.8,protein-coding,-,-,8.99E-19,TWASP000194
Bipolar Disorder,Bipolar Disorder,Esophagus Mucosa,CPTP,ENSG00000224051.6,protein-coding,-,-,9.00E-44,TWASP000194
Bipolar Disorder,Bipolar Disorder,Whole Blood,MTRF1L,ENSG00000112031.15,protein-coding,-,-,9.01E-07,TWASP000194
Bipolar Disorder,Bipolar Disorder,Anterior Cingulate Cortex,MRPS21,ENSG00000266472.5,protein-coding,-,-,9.20E-07,TWASP000194
Bipolar Disorder,Bipolar Disorder,Brain Nucleus Accumbens,PCDHA6,ENSG00000081842.17,protein-coding,-,-,9.24E-07,TWASP000194
Bipolar Disorder,Bipolar Disorder,Liver,SRRT,ENSG00000087087.18,protein-coding,-,-,9.24E-08,TWASP000194
Bipolar Disorder,Bipolar Disorder,Esophagus Gastroesophageal,GDPD3,ENSG00000102886.14,protein-coding,-,-,9.32E-07,TWASP000194
Bipolar Disorder,Bipolar Disorder,Brain Cortex,GSTP1,ENSG00000084207.15,protein-coding,-,-,9.34E-08,TWASP000194
Bipolar Disorder,Bipolar Disorder,Brain Hypothalamus,ZNF668,ENSG00000167394.12,protein-coding,-,-,9.45E-10,TWASP000194
Bipolar Disorder,Bipolar Disorder,Esophagus Mucosa,DVL1,ENSG00000107404.19,protein-coding,-,-,9.66E-10,TWASP000194
Bipolar Disorder,Bipolar Disorder,Brain Nucleus Accumbens,ZNF48,ENSG00000180035.12,protein-coding,-,-,9.70E-08,TWASP000194
Bipolar Disorder,Bipolar Disorder,Brain Cortex,CDCP1,ENSG00000163814.7,protein-coding,-,-,9.73E-20,TWASP000194
Bipolar Disorder,Bipolar Disorder,Brain Frontal Cortex,KCNH4,ENSG00000089558.8,protein-coding,-,-,9.84E-15,TWASP000194
Bipolar Disorder,Bipolar Disorder,Brain Hippocampus,THSD7A,ENSG00000005108.15,protein-coding,-,-,9.92E-07,TWASP000194
Bipolar Disorder,Bipolar Disorder,Esophagus Mucosa,ECM1,ENSG00000143369.14,protein-coding,-,-,9.94E-08,TWASP000194
Bipolar Disorder,Bipolar Disorder,Esophagus Mucosa,FAAP20,ENSG00000162585.16,protein-coding,-,-,9.99E-22,TWASP000194
Bipolar Disorder,Bipolar Disorder,Pancreas,SLC35E2A,-,pseudogene,-,-,1.05E-154,TWASP000194
Bipolar Disorder,Bipolar Disorder,Esophagus Muscularis,NDST2,ENSG00000166507.17,protein-coding,-,-,1.63E-150,TWASP000194
Bipolar Disorder,Bipolar Disorder,Brain Cortex,RFX5,ENSG00000143390.17,protein-coding,-,-,1.64E-135,TWASP000194
Bipolar Disorder,Bipolar Disorder,Brain Hypothalamus,TSC2,ENSG00000103197.16,protein-coding,-,-,1.79E-172,TWASP000194
Bipolar Disorder,Bipolar Disorder,Brain Frontal Cortex,PI4KB,ENSG00000143393.16,protein-coding,-,-,2.06E-134,TWASP000194
Bipolar Disorder,Bipolar Disorder,Brain Caudate Basal Ganglia,TNIP2,ENSG00000168884.14,protein-coding,-,-,2.80E-260,TWASP000194
Bipolar Disorder,Bipolar Disorder,Lymphocyte Cell,NAA40,ENSG00000110583.12,protein-coding,-,-,2.95E-102,TWASP000194
Bipolar Disorder,Bipolar Disorder,Esophagus Gastroesophageal,AURKAIP1,ENSG00000175756.13,protein-coding,-,-,4.36E-121,TWASP000194
Bipolar Disorder,Bipolar Disorder,Liver,MMP23B,ENSG00000189409.13,protein-coding,-,-,5.22E-259,TWASP000194
Bipolar Disorder,Bipolar Disorder,Pancreas,PRKCZ,ENSG00000067606.16,protein-coding,-,-,8.17E-124,TWASP000194
