Reported Trait,Mapped Trait,Tissues,Gene Symbol,Ensembl ID,Gene Type,Method/Software,Effect Size,P-value,Publication
Body Mass Index,Body Mass Index,Small Intestine-Terminal Ileum,LTBP3,ENSG00000168056.15,protein-coding,PrediXcan,-6.12E+00,9.54E-10,TWASP000056
Body Mass Index,Body Mass Index,Lung,SHTN1,ENSG00000187164.19,protein-coding,PrediXcan,-6.12E+00,9.54E-10,TWASP000056
Body Mass Index,Body Mass Index,Spleen,SLC35G5,ENSG00000177710.5,protein-coding,PrediXcan,7.75E+00,9.54E-15,TWASP000056
Body Mass Index,Body Mass Index,Whole Blood,MANBA,ENSG00000109323.8,protein-coding,Linear Regression Models,-6.60E-03,9.55E-07,TWASP000012
Body Mass Index,Body Mass Index,Whole Blood,SETMAR,ENSG00000170364.12,protein-coding,Linear Regression Models,-1.20E-02,9.55E-08,TWASP000012
Body Mass Index,Body Mass Index,Brain Cerebellum,SRR,ENSG00000167720.12,protein-coding,PrediXcan,-5.34E+00,9.55E-08,TWASP000056
Body Mass Index,Body Mass Index,Esophagus Mucosa,PEPD,ENSG00000124299.13,protein-coding,PrediXcan,-5.74E+00,9.55E-09,TWASP000056
Body Mass Index,Body Mass Index,Anterior Cingulate Cortex,NPC1,ENSG00000141458.12,protein-coding,FUSION,-4.43E+00,9.56E-06,TWASP000150
Body Mass Index,Body Mass Index,Spleen,MTSS2,ENSG00000132613,protein-coding,PrediXcan,-5.33E+00,9.56E-08,TWASP000056
Body Mass Index,Body Mass Index,Esophagus Gastroesophageal,DHODH,ENSG00000102967.11,protein-coding,PrediXcan,-5.34E+00,9.56E-08,TWASP000056
Body Mass Index,Body Mass Index,Cells Transformed Fibroblast,KNOP1,ENSG00000103550.13,protein-coding,PrediXcan,6.81E+00,9.56E-12,TWASP000056
Body Mass Index,Body Mass Index,Whole Blood,ZBTB17,ENSG00000116809.11,protein-coding,Linear Regression Models,-7.00E-03,9.57E-08,TWASP000012
Body Mass Index,Body Mass Index,Lung,DPYSL4,ENSG00000151640.12,protein-coding,PrediXcan,-5.74E+00,9.57E-09,TWASP000056
Body Mass Index,Body Mass Index,Colon Transverse,CCHCR1,ENSG00000204536.13,protein-coding,PrediXcan,-5.74E+00,9.57E-09,TWASP000056
Body Mass Index,Body Mass Index,Whole Blood,BCAP31,ENSG00000185825.15,protein-coding,Linear Regression Models,-6.70E-03,9.57E-10,TWASP000012
Body Mass Index,Body Mass Index,Artery Coronary,INKA1,ENSG00000185614,protein-coding,PrediXcan,6.47E+00,9.57E-11,TWASP000056
Body Mass Index,Body Mass Index,Whole Blood,HBQ1,ENSG00000086506.2,protein-coding,Linear Regression Models,3.63E-02,9.57E-28,TWASP000012
Body Mass Index,Body Mass Index,Whole Blood,SRSF8,ENSG00000263465.4,protein-coding,Linear Regression Models,6.30E-03,9.58E-07,TWASP000012
Body Mass Index,Body Mass Index,Artery Coronary,KNOP1,ENSG00000103550.13,protein-coding,Summary-PrediXcan(S-PrediXcan),-5.74E+00,9.58E-09,TWASP000054
Body Mass Index,Body Mass Index,Whole Blood,LRP5L,ENSG00000100068.11,protein-coding,Linear Regression Models,-8.20E-03,9.58E-09,TWASP000012
Body Mass Index,Body Mass Index,Esophagus Mucosa,MADD,ENSG00000110514.19,protein-coding,PrediXcan,-6.12E+00,9.58E-10,TWASP000056
Body Mass Index,Body Mass Index,Heart Atrial Appendage,C1QTNF4,ENSG00000172247.3,protein-coding,Summary-PrediXcan(S-PrediXcan),-6.47E+00,9.58E-11,TWASP000054
Body Mass Index,Body Mass Index,Colon Sigmoid,LAT,ENSG00000213658.11,protein-coding,PrediXcan,-6.81E+00,9.58E-12,TWASP000056
Body Mass Index,Body Mass Index,Aortic Artery,HSD17B12,ENSG00000149084.12,protein-coding,PrediXcan,8.84E+00,9.58E-19,TWASP000056
Body Mass Index,Body Mass Index,Whole Blood,PRKAB2,ENSG00000131791.7,protein-coding,Linear Regression Models,-5.10E-03,9.59E-05,TWASP000012
Body Mass Index,Body Mass Index,Whole Blood,ELMOD2,ENSG00000179387.9,protein-coding,Linear Regression Models,-5.70E-03,9.59E-07,TWASP000012
Body Mass Index,Body Mass Index,Brain Cerebellar Hemisphere,POM121C,ENSG00000272391.5,protein-coding,PrediXcan,8.03E+00,9.59E-16,TWASP000056
Body Mass Index,Body Mass Index,Artery Tibia,LMOD1,ENSG00000163431.12,protein-coding,FUSION,-5.74E+00,9.60E-09,TWASP000150
Body Mass Index,Body Mass Index,Adrenal Gland,POC5,ENSG00000152359.14,protein-coding,PrediXcan,6.12E+00,9.60E-10,TWASP000056
Body Mass Index,Body Mass Index,Whole Blood,FOXO4,ENSG00000184481.16,protein-coding,Linear Regression Models,1.80E-02,9.60E-13,TWASP000012
Body Mass Index,Body Mass Index,Brain Hippocampus,UHRF1BP1,ENSG00000065060.16,protein-coding,FUSION,5.33E+00,9.61E-08,TWASP000150
Body Mass Index,Body Mass Index,Colon Sigmoid,EDEM3,ENSG00000116406.18,protein-coding,PrediXcan,5.33E+00,9.61E-08,TWASP000056
Body Mass Index,Body Mass Index,Whole Blood,TSPAN1,ENSG00000117472.9,protein-coding,Linear Regression Models,8.30E-03,9.61E-10,TWASP000012
Body Mass Index,Body Mass Index,Whole Blood,TEX30,ENSG00000151287.16,protein-coding,Linear Regression Models,2.27E-02,9.61E-23,TWASP000012
Body Mass Index,Body Mass Index,Adipose,SPEG,ENSG00000072195.14,protein-coding,MetaXcan,-1.59E+00,9.62E-04,TWASP000122
Body Mass Index,Body Mass Index,Whole Blood,TUBGCP6,ENSG00000128159.11,protein-coding,Linear Regression Models,-6.00E-03,9.62E-05,TWASP000012
Body Mass Index,Body Mass Index,Esophagus Muscularis,RC3H1,ENSG00000135870.11,protein-coding,PrediXcan,5.33E+00,9.63E-08,TWASP000056
Body Mass Index,Body Mass Index,Thyroid,PIDD1,ENSG00000177595.17,protein-coding,PrediXcan,-5.74E+00,9.63E-09,TWASP000056
Body Mass Index,Body Mass Index,Brain Frontal Cortex,FLT3,ENSG00000122025.14,protein-coding,PrediXcan,-5.74E+00,9.63E-09,TWASP000056
Body Mass Index,Body Mass Index,Whole Blood,NETO2,ENSG00000171208.9,protein-coding,Linear Regression Models,-5.50E-03,9.64E-06,TWASP000012
Body Mass Index,Body Mass Index,Lung,VARS1,ENSG00000204394,protein-coding,PrediXcan,-5.33E+00,9.64E-08,TWASP000056
Body Mass Index,Body Mass Index,Whole Blood,COPE,ENSG00000105669.13,protein-coding,PrediXcan,5.33E+00,9.64E-08,TWASP000056
Body Mass Index,Body Mass Index,Whole Blood,DPY30,ENSG00000162961.13,protein-coding,Linear Regression Models,1.08E-02,9.64E-10,TWASP000012
Body Mass Index,Body Mass Index,Whole Blood,PRAME,ENSG00000185686.17,protein-coding,Linear Regression Models,9.30E-03,9.64E-11,TWASP000012
Body Mass Index,Body Mass Index,Whole Blood,MFSD8,ENSG00000164073.9,protein-coding,Linear Regression Models,-4.50E-03,9.65E-06,TWASP000012
Body Mass Index,Body Mass Index,Brain Frontal Cortex,RMC1,ENSG00000141452,protein-coding,FUSION,-4.90E+00,9.65E-07,TWASP000150
Body Mass Index,Body Mass Index,Adrenal Gland,TMEM18,ENSG00000151353.14,protein-coding,PrediXcan,-5.33E+00,9.65E-08,TWASP000056
Body Mass Index,Body Mass Index,Whole Blood,MYLIP,ENSG00000007944.14,protein-coding,Linear Regression Models,-1.31E-02,9.65E-19,TWASP000012
Body Mass Index,Body Mass Index,Whole Blood,MECP2,ENSG00000169057.21,protein-coding,Linear Regression Models,-4.00E-03,9.66E-05,TWASP000012
Body Mass Index,Body Mass Index,Brain Frontal Cortex,UHRF1BP1,ENSG00000065060.16,protein-coding,FUSION,5.33E+00,9.66E-08,TWASP000150
Body Mass Index,Body Mass Index,Pituitary,MADD,ENSG00000110514.19,protein-coding,FUSION,-6.11E+00,9.66E-10,TWASP000003
Body Mass Index,Body Mass Index,Brain Putamen Basal Ganglia,TRIM73,ENSG00000178809.11,protein-coding,PrediXcan,8.31E+00,9.66E-17,TWASP000056
Body Mass Index,Body Mass Index,Whole Blood,MED6,ENSG00000133997.11,protein-coding,Linear Regression Models,-3.80E-03,9.67E-05,TWASP000012
Body Mass Index,Body Mass Index,Artery Tibia,HSD17B12,ENSG00000149084.12,protein-coding,PrediXcan,9.58E+00,9.67E-22,TWASP000056
Body Mass Index,Body Mass Index,Whole Blood,RPS12,ENSG00000112306.7,protein-coding,Linear Regression Models,5.20E-03,9.68E-09,TWASP000012
Body Mass Index,Body Mass Index,Whole Blood,IFNGR1,ENSG00000027697.13,protein-coding,Linear Regression Models,-7.30E-03,9.69E-06,TWASP000012
Body Mass Index,Body Mass Index,Heart Left Ventricle,MFHAS1,ENSG00000147324.10,protein-coding,PrediXcan,-6.47E+00,9.69E-11,TWASP000056
Body Mass Index,Body Mass Index,Thyroid,PYGB,ENSG00000100994.11,protein-coding,PrediXcan,5.33E+00,9.70E-08,TWASP000056
Body Mass Index,Body Mass Index,Cells Transformed Fibroblast,LSM14A,ENSG00000257103.8,protein-coding,PrediXcan,-5.33E+00,9.70E-08,TWASP000056
Body Mass Index,Body Mass Index,Brain Caudate Basal Ganglia,UBE2Z,ENSG00000159202.17,protein-coding,PrediXcan,-5.74E+00,9.70E-09,TWASP000056
Body Mass Index,Body Mass Index,Aortic Artery,ZNF48,ENSG00000180035.12,protein-coding,PrediXcan,-6.47E+00,9.70E-11,TWASP000056
Body Mass Index,Body Mass Index,Muscle Skeletal,PCDH17,ENSG00000118946.11,protein-coding,PrediXcan,-8.58E+00,9.70E-18,TWASP000056
Body Mass Index,Body Mass Index,Brain Cerebellum,EXOSC10,ENSG00000171824.13,protein-coding,PrediXcan,-5.33E+00,9.71E-08,TWASP000056
Body Mass Index,Body Mass Index,Esophagus Mucosa,HMBS,ENSG00000256269.7,protein-coding,PrediXcan,-6.47E+00,9.71E-11,TWASP000056
Body Mass Index,Body Mass Index,Colon Sigmoid,MAPK3,ENSG00000102882.11,protein-coding,PrediXcan,1.21E+01,9.71E-34,TWASP000056
Body Mass Index,Body Mass Index,Whole Blood,CPT1B,ENSG00000205560.12,protein-coding,Linear Regression Models,-6.90E-03,9.72E-06,TWASP000012
Body Mass Index,Body Mass Index,Whole Blood,SKIV2L,ENSG00000204351.11,protein-coding,Linear Regression Models,-5.70E-03,9.72E-06,TWASP000012
Body Mass Index,Body Mass Index,Aortic Artery,SNRPC,ENSG00000124562.9,protein-coding,PrediXcan,5.74E+00,9.72E-09,TWASP000056
Body Mass Index,Body Mass Index,Brain Hippocampus,GSAP,ENSG00000186088.15,protein-coding,PrediXcan,5.74E+00,9.73E-09,TWASP000056
Body Mass Index,Body Mass Index,Whole Blood,RHBDD1,ENSG00000144468.16,protein-coding,Linear Regression Models,5.70E-03,9.73E-09,TWASP000012
Body Mass Index,Body Mass Index,Cells Transformed Fibroblast,ANKDD1B,ENSG00000189045.13,protein-coding,PrediXcan,-1.21E+01,9.73E-34,TWASP000056
Body Mass Index,Body Mass Index,Brain Hypothalamus,BTN3A2,ENSG00000186470.13,protein-coding,PrediXcan,5.33E+00,9.74E-08,TWASP000056
Body Mass Index,Body Mass Index,Thyroid,NFAT5,ENSG00000102908.20,protein-coding,PrediXcan,-9.34E+00,9.74E-21,TWASP000056
Body Mass Index,Body Mass Index,Pituitary,RBM6,ENSG00000004534.14,protein-coding,PrediXcan,1.27E+01,9.74E-37,TWASP000056
Body Mass Index,Body Mass Index,Whole Blood,NR3C1,ENSG00000113580.14,protein-coding,Linear Regression Models,7.00E-03,9.75E-07,TWASP000012
Body Mass Index,Body Mass Index,Anterior Cingulate Cortex,CEP85L,ENSG00000111860.13,protein-coding,PrediXcan,-5.33E+00,9.75E-08,TWASP000056
Body Mass Index,Body Mass Index,Stomach,SULT1A1,ENSG00000196502.11,protein-coding,Summary-PrediXcan(S-PrediXcan),-5.74E+00,9.75E-09,TWASP000054
Body Mass Index,Body Mass Index,Nucleus Accumbens Basal Ganglia,MAP2K5,ENSG00000137764.19,protein-coding,FUSION,6.47E+00,9.75E-11,TWASP000150
Body Mass Index,Body Mass Index,Whole Blood,LSM3,ENSG00000170860.3,protein-coding,Linear Regression Models,1.08E-02,9.76E-07,TWASP000012
Body Mass Index,Body Mass Index,Stomach,TRIM66,ENSG00000166436.15,protein-coding,FUSION,-4.90E+00,9.76E-07,TWASP000003
Body Mass Index,Body Mass Index,Whole Blood,RNF149,ENSG00000163162.8,protein-coding,Linear Regression Models,-8.90E-03,9.76E-09,TWASP000012
Body Mass Index,Body Mass Index,Brain Caudate Basal Ganglia,TSPAN3,ENSG00000140391.14,protein-coding,PrediXcan,-6.11E+00,9.77E-10,TWASP000056
Body Mass Index,Body Mass Index,Whole Blood,TTPAL,ENSG00000124120.10,protein-coding,Linear Regression Models,-4.90E-03,9.78E-07,TWASP000012
Body Mass Index,Body Mass Index,Whole Blood,LGMN,ENSG00000100600.14,protein-coding,Linear Regression Models,-5.40E-03,9.78E-07,TWASP000012
Body Mass Index,Body Mass Index,Whole Blood,PTGR2,ENSG00000140043.11,protein-coding,Linear Regression Models,-8.50E-03,9.78E-07,TWASP000012
Body Mass Index,Body Mass Index,Nerve Tibial,ZBTB9,ENSG00000213588.5,protein-coding,PrediXcan,-5.33E+00,9.78E-08,TWASP000056
Body Mass Index,Body Mass Index,Whole Blood,NINL,ENSG00000101004.14,protein-coding,PrediXcan,-5.33E+00,9.78E-08,TWASP000056
Body Mass Index,Body Mass Index,Whole Blood,SH2D5,ENSG00000189410.11,protein-coding,Linear Regression Models,1.35E-02,9.78E-14,TWASP000012
Body Mass Index,Body Mass Index,Brain Hippocampus,RP11-1348G14.6,ENSG00000270424.1,processed_pseudogene,FUSION,8.84E+00,9.78E-19,TWASP000150
Body Mass Index,Body Mass Index,Whole Blood,MAPK3,ENSG00000102882.11,protein-coding,PrediXcan,1.28E+01,9.78E-38,TWASP000056
Body Mass Index,Body Mass Index,Brain Hypothalamus,DDX42,ENSG00000198231.12,protein-coding,FUSION,4.42E+00,9.79E-06,TWASP000150
Body Mass Index,Body Mass Index,Artery Tibia,CENPC,ENSG00000145241.10,protein-coding,PrediXcan,5.33E+00,9.79E-08,TWASP000056
Body Mass Index,Body Mass Index,Whole Blood,GATA1,ENSG00000102145.13,protein-coding,Linear Regression Models,2.20E-02,9.79E-25,TWASP000012
Body Mass Index,Body Mass Index,Muscle Skeletal,DYNC1I2,ENSG00000077380.15,protein-coding,PrediXcan,-6.11E+00,9.80E-10,TWASP000056
Body Mass Index,Body Mass Index,Testis,MDFIC,ENSG00000135272.10,protein-coding,PrediXcan,-5.33E+00,9.81E-08,TWASP000056
Body Mass Index,Body Mass Index,Whole Blood,COMMD1,ENSG00000173163.10,protein-coding,Linear Regression Models,6.80E-03,9.81E-10,TWASP000012
Body Mass Index,Body Mass Index,Whole Blood,RNF213,ENSG00000173821.19,protein-coding,Linear Regression Models,3.45E-02,9.81E-20,TWASP000012
Body Mass Index,Body Mass Index,Whole Blood,AGO3,ENSG00000126070.19,protein-coding,Linear Regression Models,-4.50E-03,9.82E-06,TWASP000012
Body Mass Index,Body Mass Index,Testis,NPIPB8,ENSG00000255524.7,protein-coding,Summary-PrediXcan(S-PrediXcan),-5.33E+00,9.82E-08,TWASP000054
Body Mass Index,Body Mass Index,Esophagus Muscularis,ATXN2,ENSG00000204842.14,protein-coding,PrediXcan,-5.73E+00,9.82E-09,TWASP000056
Body Mass Index,Body Mass Index,Whole Blood,BCDIN3D,ENSG00000186666.5,protein-coding,Summary-PrediXcan(S-PrediXcan),-6.11E+00,9.82E-10,TWASP000054
Body Mass Index,Body Mass Index,Whole Blood,ZNF668,ENSG00000167394.12,protein-coding,Summary-PrediXcan(S-PrediXcan),-5.33E+00,9.83E-08,TWASP000054
Body Mass Index,Body Mass Index,Brain Cerebellar Hemisphere,CPNE3,ENSG00000085719.12,protein-coding,PrediXcan,5.33E+00,9.83E-08,TWASP000056
Body Mass Index,Body Mass Index,Colon Sigmoid,KAT8,ENSG00000103510.19,protein-coding,Summary-PrediXcan(S-PrediXcan),6.11E+00,9.83E-10,TWASP000054
Body Mass Index,Body Mass Index,Whole Blood,ACSL3,ENSG00000123983.13,protein-coding,Linear Regression Models,-9.30E-03,9.83E-14,TWASP000012
Body Mass Index,Body Mass Index,Heart Atrial Appendage,HSD17B12,ENSG00000149084.12,protein-coding,PrediXcan,9.34E+00,9.83E-21,TWASP000056
Body Mass Index,Body Mass Index,Pancreas,GRK4,ENSG00000125388.19,protein-coding,PrediXcan,-5.33E+00,9.84E-08,TWASP000056
Body Mass Index,Body Mass Index,Whole Blood,C11orf1,ENSG00000137720.7,protein-coding,Linear Regression Models,8.20E-03,9.84E-08,TWASP000012
Body Mass index Standard Deviation Score,Body Mass Index,Whole Blood,BCDIN3D,ENSG00000186666.5,protein-coding,Summary-PrediXcan(S-PrediXcan),-5.73E+00,9.84E-09,TWASP000054
Body Mass Index,Body Mass Index,Pancreas,RHBDF1,ENSG00000007384.15,protein-coding,PrediXcan,6.81E+00,9.84E-12,TWASP000056
Body Mass Index,Body Mass Index,Whole Blood,EPC1,ENSG00000120616.15,protein-coding,Linear Regression Models,-6.80E-03,9.85E-08,TWASP000012
Body Mass Index,Body Mass Index,Whole Blood,RAB40C,ENSG00000197562.9,protein-coding,Linear Regression Models,-9.70E-03,9.85E-15,TWASP000012
Body Mass Index,Body Mass Index,Spleen,SLC5A11,ENSG00000158865.12,protein-coding,PrediXcan,5.73E+00,9.86E-09,TWASP000056
Body Mass Index,Body Mass Index,Whole Blood,VIL1,ENSG00000127831.10,protein-coding,PrediXcan,5.73E+00,9.86E-09,TWASP000056
Body Mass Index,Body Mass Index,Lung,SULT1A1,ENSG00000196502.11,protein-coding,Summary-PrediXcan(S-PrediXcan),-5.73E+00,9.86E-09,TWASP000054
Body Mass Index,Body Mass Index,Brain Cerebellum,FAM167A-AS1,ENSG00000184608.8,antisense,PrediXcan,6.11E+00,9.86E-10,TWASP000056
Body Mass Index,Body Mass Index,Whole Blood,RSRC1,ENSG00000174891.12,protein-coding,Linear Regression Models,8.10E-03,9.86E-11,TWASP000012
Body Mass Index,Body Mass Index,Brain Putamen Basal Ganglia,CASTOR2,ENSG00000274070,protein-coding,PrediXcan,6.47E+00,9.86E-11,TWASP000056
Body Mass Index,Body Mass Index,Whole Blood,STX16,ENSG00000124222.22,protein-coding,Linear Regression Models,-8.90E-03,9.86E-13,TWASP000012
Body Mass Index,Body Mass Index,Pancreas,RBM6,ENSG00000004534.14,protein-coding,PrediXcan,1.37E+01,9.86E-43,TWASP000056
Body Mass Index,Body Mass Index,Aortic Artery,PRMT6,ENSG00000198890.7,protein-coding,PrediXcan,5.33E+00,9.87E-08,TWASP000056
Body Mass Index,Body Mass Index,Whole Blood,MAPK8IP3,ENSG00000138834.12,protein-coding,Linear Regression Models,-7.10E-03,9.87E-08,TWASP000012
Body Mass Index,Body Mass Index,Whole Blood,SPRED1,ENSG00000166068.12,protein-coding,Linear Regression Models,8.90E-03,9.87E-09,TWASP000012
Body Mass Index,Body Mass Index,Spleen,CCS,ENSG00000173992.8,protein-coding,PrediXcan,-5.73E+00,9.87E-09,TWASP000056
Body Mass Index,Body Mass Index,Heart Left Ventricle,NADK,ENSG00000008130.15,protein-coding,PrediXcan,5.73E+00,9.87E-09,TWASP000056
Body Mass Index,Body Mass Index,Cells Transformed Fibroblast,EIF3C,ENSG00000184110.14,protein-coding,Summary-PrediXcan(S-PrediXcan),5.73E+00,9.87E-09,TWASP000054
Body Mass Index,Body Mass Index,Thyroid,POM121C,ENSG00000272391.5,protein-coding,PrediXcan,1.03E+01,9.87E-25,TWASP000056
Body Mass Index,Body Mass Index,Whole Blood,GLCCI1,ENSG00000106415.12,protein-coding,Linear Regression Models,-5.20E-03,9.88E-07,TWASP000012
Body Mass Index,Body Mass Index,Whole Blood,LMNA,ENSG00000160789.19,protein-coding,Linear Regression Models,7.10E-03,9.88E-07,TWASP000012
Body Mass Index,Body Mass Index,Whole Blood,PNKP,ENSG00000039650.11,protein-coding,Linear Regression Models,-7.30E-03,9.88E-10,TWASP000012
Body Mass Index,Body Mass Index,Pituitary,MVP,ENSG00000013364.18,protein-coding,PrediXcan,-1.03E+01,9.88E-25,TWASP000056
Body Mass Index,Body Mass Index,Whole Blood,HMBOX1,ENSG00000147421.17,protein-coding,Linear Regression Models,-5.90E-03,9.89E-08,TWASP000012
Body Mass Index,Body Mass Index,Whole Blood,EPN2,ENSG00000072134.15,protein-coding,Linear Regression Models,-9.20E-03,9.89E-15,TWASP000012
Body Mass Index,Body Mass Index,Pancreas,CTSW,ENSG00000172543.7,protein-coding,PrediXcan,8.03E+00,9.89E-16,TWASP000056
Body Mass Index,Body Mass Index,Whole Blood,THOC7,ENSG00000163634.11,protein-coding,Linear Regression Models,8.90E-03,9.90E-12,TWASP000012
Body Mass Index,Body Mass Index,Whole Blood,VCPKMT,ENSG00000100483.13,protein-coding,Linear Regression Models,-6.80E-03,9.91E-05,TWASP000012
Body Mass Index,Body Mass Index,Whole Blood,CAP1,ENSG00000131236.16,protein-coding,Linear Regression Models,-5.50E-03,9.91E-08,TWASP000012
Body Mass Index,Body Mass Index,Adipose,SNAPC3,ENSG00000164975.15,protein-coding,PrediXcan,5.33E+00,9.91E-08,TWASP000056
Body Mass Index,Body Mass Index,Whole Blood,TM9SF2,ENSG00000125304.8,protein-coding,Linear Regression Models,-6.40E-03,9.92E-05,TWASP000012
Body Mass Index,Body Mass Index,Esophagus Mucosa,MTOR,ENSG00000198793.12,protein-coding,PrediXcan,-5.33E+00,9.92E-08,TWASP000056
Body Mass index Standard Deviation Score,Body Mass Index,Lung,AQP5,ENSG00000161798.6,protein-coding,Summary-PrediXcan(S-PrediXcan),-6.47E+00,9.92E-11,TWASP000054
Body Mass Index,Body Mass Index,Whole Blood,GZMK,ENSG00000113088.5,protein-coding,Linear Regression Models,1.27E-02,9.93E-05,TWASP000012
Body Mass Index,Body Mass Index,Whole Blood,CXCR1,ENSG00000163464.7,protein-coding,Linear Regression Models,-1.09E-02,9.93E-06,TWASP000012
Body Mass Index,Body Mass Index,Whole Blood,PHB,ENSG00000167085.11,protein-coding,Linear Regression Models,-5.10E-03,9.93E-06,TWASP000012
Body Mass Index,Body Mass Index,Whole Blood,HBG1,ENSG00000213934.6,protein-coding,Linear Regression Models,3.91E-02,9.93E-14,TWASP000012
Body Mass Index,Body Mass Index,Brain Hippocampus,SLC35G5,ENSG00000177710.5,protein-coding,PrediXcan,7.74E+00,9.93E-15,TWASP000056
Body Mass Index,Body Mass Index,Pituitary,IP6K2,ENSG00000068745.14,protein-coding,PrediXcan,-6.11E+00,9.94E-10,TWASP000056
Body Mass Index,Body Mass Index,Colon Transverse,EDEM3,ENSG00000116406.18,protein-coding,PrediXcan,6.11E+00,9.94E-10,TWASP000056
Body Mass Index,Body Mass Index,Heart Left Ventricle,YPEL3,ENSG00000090238.11,protein-coding,PrediXcan,-1.07E+01,9.94E-27,TWASP000056
Body Mass Index,Body Mass Index,Breast Mammary Tissue,BID,ENSG00000015475.18,protein-coding,PrediXcan,5.73E+00,9.95E-09,TWASP000056
Body Mass Index,Body Mass Index,Brain Nucleus Accumbens,CLUAP1,ENSG00000103351.12,protein-coding,PrediXcan,-5.33E+00,9.96E-08,TWASP000056
Body Mass Index,Body Mass Index,Esophagus Muscularis,CTSW,ENSG00000172543.7,protein-coding,PrediXcan,7.44E+00,9.96E-14,TWASP000056
Body Mass Index,Body Mass Index,Artery Tibia,BTBD7,ENSG00000011114.14,protein-coding,PrediXcan,-6.11E+00,9.97E-10,TWASP000056
Body Mass Index,Body Mass Index,Brain Cerebellum,VPS37B,ENSG00000139722.6,protein-coding,PrediXcan,-6.11E+00,9.97E-10,TWASP000056
Body Mass Index,Body Mass Index,Whole Blood,KLHL21,ENSG00000162413.16,protein-coding,Linear Regression Models,-1.31E-02,9.97E-18,TWASP000012
Body Mass Index,Body Mass Index,Prostate,HSD17B12,ENSG00000149084.12,protein-coding,PrediXcan,8.84E+00,9.97E-19,TWASP000056
Body Mass Index,Body Mass Index,Whole Blood,POLR1D,ENSG00000186184.16,protein-coding,Linear Regression Models,2.03E-02,9.97E-30,TWASP000012
Body Mass Index,Body Mass Index,Whole Blood,ENKD1,ENSG00000124074.11,protein-coding,Linear Regression Models,-5.50E-03,9.98E-07,TWASP000012
Body Mass Index,Body Mass Index,Skin Sun Exposed,RBM6,ENSG00000004534.14,protein-coding,PrediXcan,1.40E+01,9.98E-45,TWASP000056
Body Mass Index,Body Mass Index,Thyroid,RBM6,ENSG00000004534.14,protein-coding,PrediXcan,1.39E+01,9.99E-44,TWASP000056
Body Mass Index,Body Mass Index,Adipose,PI15,ENSG00000137558.7,protein-coding,FOCUS,4.65E+00,-,TWASP000100
Body Mass Index,Body Mass Index,Whole Blood,PI15,ENSG00000137558.7,protein-coding,FOCUS,4.65E+00,-,TWASP000100
Body Mass Index,Body Mass Index,Whole Blood,ANKDD1B,ENSG00000189045.13,protein-coding,FOCUS,6.41E+00,-,TWASP000100
Body Mass Index,Body Mass Index,Adipose,ANKDD1B,ENSG00000189045.13,protein-coding,FOCUS,6.41E+00,-,TWASP000100
Body Mass Index,Body Mass Index,Adipose,APOC2,ENSG00000234906.9,protein-coding,FOCUS,6.71E+00,-,TWASP000100
Body Mass Index,Body Mass Index,Adipose,WASF3,ENSG00000132970.12,protein-coding,FOCUS,-4.27E+00,-,TWASP000100
Body Mass Index,Body Mass Index,Adipose,SPN,ENSG00000197471.11,protein-coding,FOCUS,-9.16E+00,-,TWASP000100
Body Mass Index,Body Mass Index,Adipose,RP11-70F11.2,ENSG00000242041.1,processed_pseudogene,FOCUS,6.25E+00,-,TWASP000100
Body Mass Index,Body Mass Index,Whole Blood,ATP13A1,ENSG00000105726.16,protein-coding,FOCUS,-5.10E+00,-,TWASP000100
Body Mass Index,Body Mass Index,Adipose,UPK3BP1,ENSG00000242435.1,transcribed_unprocessed_pseudogene,FOCUS,5.90E+00,-,TWASP000100
Body Mass Index,Body Mass Index,Whole Blood,RP11-587D21.1,ENSG00000240036.4,processed_pseudogene,FOCUS,-3.80E+00,-,TWASP000100
Body Mass Index,Body Mass Index,Whole Blood,FBXL15,ENSG00000107872.12,protein-coding,FOCUS,-5.23E+00,-,TWASP000100
Body Mass Index,Body Mass Index,Adipose,CALM3,ENSG00000160014.16,protein-coding,FOCUS,-4.59E+00,-,TWASP000100
Body Mass Index,Body Mass Index,Adipose,SEC11C,ENSG00000166562.8,protein-coding,FOCUS,-1.05E+01,-,TWASP000100
Body Mass Index,Body Mass Index,Whole Blood,SLC27A1,ENSG00000130304.16,protein-coding,FOCUS,5.26E+00,-,TWASP000100
Body Mass Index,Body Mass Index,Adipose,NDUFS3,ENSG00000213619.9,protein-coding,FOCUS,7.48E+00,-,TWASP000100
Body Mass Index,Body Mass Index,Adipose,CIB4,ENSG00000157884.10,protein-coding,FOCUS,4.35E+00,-,TWASP000100
Body Mass Index,Body Mass Index,Adipose,SLC27A1,ENSG00000130304.16,protein-coding,FOCUS,5.26E+00,-,TWASP000100
Body Mass Index,Body Mass Index,Adipose,LMX1B,ENSG00000136944.17,protein-coding,FOCUS,-4.24E+00,-,TWASP000100
Body Mass Index,Body Mass Index,Whole Blood,SEC11C,ENSG00000166562.8,protein-coding,FOCUS,-1.05E+01,-,TWASP000100
Body Mass Index,Body Mass Index,Whole Blood,LMOD1,ENSG00000163431.12,protein-coding,FOCUS,-5.42E+00,-,TWASP000100
Body Mass Index,Body Mass Index,Whole Blood,MRPL33,ENSG00000243147.7,protein-coding,FOCUS,-4.48E+00,-,TWASP000100
