Reported Trait,Mapped Trait,Tissues,Gene Symbol,Ensembl ID,Gene Type,Method/Software,Effect Size,P-value,Publication
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Skin Sun Exposed,MRPS30,ENSG00000112996.10,protein-coding,Probabilistic Transcriptome-Wide Association(PTWAS),-,2.22E-05,TWASP000141
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain Hippocampus,CYHR1,ENSG00000187954.12,protein-coding,-,-,2.22E-16,TWASP000194
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain Putamen Basal Ganglia,SEC61A1,ENSG00000058262.9,protein-coding,-,-,2.25E-06,TWASP000194
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Heart Atrial Appendage,PRPF40B,ENSG00000110844.13,protein-coding,Probabilistic Transcriptome-Wide Association(PTWAS),-,2.27E-05,TWASP000141
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain Hippocampus,ARID5B,ENSG00000150347.14,protein-coding,-,-,2.27E-06,TWASP000194
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Liver,ARID5B,ENSG00000150347.14,protein-coding,-,-,2.27E-06,TWASP000194
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Small Intestine,CCAR1,ENSG00000060339.13,protein-coding,-,-,2.27E-08,TWASP000194
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Skin Not Sun Exposed,IP6K1,ENSG00000176095.11,protein-coding,Probabilistic Transcriptome-Wide Association(PTWAS),-,2.28E-05,TWASP000141
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Small Intestine-Terminal Ileum,ELOVL1,ENSG00000066322.14,protein-coding,Probabilistic Transcriptome-Wide Association(PTWAS),-,2.33E-07,TWASP000141
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Anterior Cingulate Cortex,SLC22A9,ENSG00000149742.9,protein-coding,-,-,2.36E-12,TWASP000194
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Lung,CD40,ENSG00000101017.13,protein-coding,Probabilistic Transcriptome-Wide Association(PTWAS),-,2.41E-05,TWASP000141
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Skin Sun Exposed,ROPN1B,ENSG00000114547.9,protein-coding,Probabilistic Transcriptome-Wide Association(PTWAS),-,2.41E-06,TWASP000141
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Adipose,FOXP2,ENSG00000128573.24,protein-coding,Probabilistic Transcriptome-Wide Association(PTWAS),-,2.41E-07,TWASP000141
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Ovary,ARTN,ENSG00000117407.16,protein-coding,Probabilistic Transcriptome-Wide Association(PTWAS),-,2.43E-05,TWASP000141
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain Cortex,MANBA,ENSG00000109323.8,protein-coding,Probabilistic Transcriptome-Wide Association(PTWAS),-,2.45E-07,TWASP000141
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Anterior Cingulate Cortex,ELOVL1,ENSG00000066322.14,protein-coding,-,-,2.45E-10,TWASP000194
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Esophagus Mucosa,PUSL1,ENSG00000169972.11,protein-coding,-,-,2.49E-06,TWASP000194
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Liver,PRPF3,ENSG00000117360.12,protein-coding,-,-,2.52E-06,TWASP000194
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Adipose,TFAP2B,ENSG00000008196.12,protein-coding,Probabilistic Transcriptome-Wide Association(PTWAS),-,2.55E-05,TWASP000141
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Nucleus Accumbens Basal Ganglia,RUNX1T1,ENSG00000079102.16,protein-coding,Probabilistic Transcriptome-Wide Association(PTWAS),-,2.55E-05,TWASP000141
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain Hypothalamus,ARID5B,ENSG00000150347.14,protein-coding,-,-,2.58E-06,TWASP000194
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Esophagus Gastroesophageal,SH3D21,ENSG00000214193.10,protein-coding,-,-,2.59E-07,TWASP000194
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Heart Left Ventricle,MCRS1,ENSG00000187778.13,protein-coding,Probabilistic Transcriptome-Wide Association(PTWAS),-,2.60E-05,TWASP000141
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Lymphocyte Cell,EPHA1,ENSG00000146904.8,protein-coding,-,-,2.62E-09,TWASP000194
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Pancreas,AC025171.1,ENSG00000215068.7,antisense,Probabilistic Transcriptome-Wide Association(PTWAS),-,2.64E-06,TWASP000141
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Prostate,RP11-666A20.4,ENSG00000248787.1,lincRNA,Probabilistic Transcriptome-Wide Association(PTWAS),-,2.66E-05,TWASP000141
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Esophagus Mucosa,VWA1,ENSG00000179403.11,protein-coding,-,-,2.69E-27,TWASP000194
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Whole Blood,SFR1,ENSG00000156384.14,protein-coding,-,-,2.74E-06,TWASP000194
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain Cerebellar Hemisphere,NUP210L,ENSG00000143552.9,protein-coding,-,-,2.75E-17,TWASP000194
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Colon Transverse,TARS2,ENSG00000143374.16,protein-coding,-,-,2.77E-06,TWASP000194
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Anterior Cingulate Cortex,AP006621.6,ENSG00000255142.1,lincRNA,Probabilistic Transcriptome-Wide Association(PTWAS),-,2.79E-05,TWASP000141
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Colon Transverse,CDC42SE1,ENSG00000197622.12,protein-coding,-,-,2.80E-06,TWASP000194
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain Cerebellum,CTC-498M16.4,ENSG00000271904.1,lincRNA,Probabilistic Transcriptome-Wide Association(PTWAS),-,2.82E-05,TWASP000141
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain,ZNF763,ENSG00000197054.11,protein-coding,FUSION,-,2.85E-04,TWASP000072
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Pancreas,PINLYP,ENSG00000234465.10,protein-coding,-,-,2.85E-09,TWASP000194
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Artery Tibia,ST3GAL3,ENSG00000126091.19,protein-coding,Probabilistic Transcriptome-Wide Association(PTWAS),-,2.85E-11,TWASP000141
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Testis,RP11-552E10.1,ENSG00000259588.1,antisense,Probabilistic Transcriptome-Wide Association(PTWAS),-,2.86E-05,TWASP000141
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Fibroblasts,SEMA6D,ENSG00000137872.16,protein-coding,Probabilistic Transcriptome-Wide Association(PTWAS),-,2.86E-08,TWASP000141
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain Cerebellum,ADCK5,ENSG00000173137.11,protein-coding,-,-,2.89E-06,TWASP000194
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain Cerebellar Hemisphere,FBXL6,ENSG00000182325.10,protein-coding,-,-,2.90E-06,TWASP000194
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Esophagus Muscularis,IRGQ,ENSG00000167378.8,protein-coding,-,-,2.90E-06,TWASP000194
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Esophagus Gastroesophageal,NUP210L,ENSG00000143552.9,protein-coding,-,-,2.91E-17,TWASP000194
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain Hippocampus,NUP210L,ENSG00000143552.9,protein-coding,-,-,2.92E-11,TWASP000194
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Colon Transverse,CACNA2D2,ENSG00000007402.11,protein-coding,-,-,2.96E-06,TWASP000194
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Esophagus Muscularis,RPL8,ENSG00000161016.17,protein-coding,-,-,2.96E-08,TWASP000194
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain,TATDN3,ENSG00000203705.10,protein-coding,FUSION,-,2.97E-03,TWASP000072
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain,CARF,ENSG00000138380.17,protein-coding,FUSION,-,2.98E-03,TWASP000072
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain Cortex,ST3GAL3,ENSG00000126091.19,protein-coding,-,-,2.98E-16,TWASP000194
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Small Intestine,ANTXR2,ENSG00000163297.16,protein-coding,-,-,3.01E-07,TWASP000194
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Adipose,MPL,ENSG00000117400.16,protein-coding,Probabilistic Transcriptome-Wide Association(PTWAS),-,3.03E-08,TWASP000141
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Pancreas,HNRNPK,ENSG00000165119.20,protein-coding,Probabilistic Transcriptome-Wide Association(PTWAS),-,3.04E-05,TWASP000141
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Anterior Cingulate Cortex,SPINDOC,ENSG00000168005,protein-coding,-,-,3.05E-66,TWASP000194
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain Cerebellum,RPS6KB2,ENSG00000175634.14,protein-coding,-,-,3.07E-56,TWASP000194
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Pancreas,IRGQ,ENSG00000167378.8,protein-coding,-,-,3.12E-07,TWASP000194
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Small Intestine,TMEM125,ENSG00000179178.10,protein-coding,-,-,3.21E-08,TWASP000194
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Testis,RP11-6N13.1,ENSG00000251574.6,lincRNA,Probabilistic Transcriptome-Wide Association(PTWAS),-,3.25E-06,TWASP000141
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain,ST3GAL3,ENSG00000126091.19,protein-coding,FUSION,-,3.27E-03,TWASP000072
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Muscle Skeletal,RP11-575L7.4,ENSG00000231616.8,antisense,Probabilistic Transcriptome-Wide Association(PTWAS),-,3.28E-05,TWASP000141
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Esophagus Muscularis,ANTXR2,ENSG00000163297.16,protein-coding,-,-,3.29E-07,TWASP000194
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Whole Blood,RP1-92O14.6,ENSG00000229431.1,antisense,Probabilistic Transcriptome-Wide Association(PTWAS),-,3.30E-08,TWASP000141
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain,ELAVL4,ENSG00000162374.16,protein-coding,FUSION,-,3.31E-03,TWASP000072
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain,BLOC1S2,ENSG00000196072.11,protein-coding,FUSION,-,3.33E-03,TWASP000072
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Colon Sigmoid,ANTXR2,ENSG00000163297.16,protein-coding,-,-,3.40E-08,TWASP000194
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain Frontal Cortex,MRPS16,ENSG00000182180.13,protein-coding,-,-,3.47E-23,TWASP000194
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain,NBEAL1,ENSG00000144426.18,protein-coding,FUSION,-,3.48E-03,TWASP000072
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Skin Sun Exposed,LSG1,ENSG00000041802.10,protein-coding,Probabilistic Transcriptome-Wide Association(PTWAS),-,3.53E-05,TWASP000141
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Ovary,RMI1,ENSG00000178966.16,protein-coding,Probabilistic Transcriptome-Wide Association(PTWAS),-,3.57E-05,TWASP000141
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Small Intestine,TACR2,ENSG00000075073.14,protein-coding,-,-,3.57E-08,TWASP000194
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Esophagus Gastroesophageal,MEF2C-AS1,ENSG00000248309.7,antisense,Probabilistic Transcriptome-Wide Association(PTWAS),-,3.59E-05,TWASP000141
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Anterior Cingulate Cortex,MRPS16,ENSG00000182180.13,protein-coding,-,-,3.61E-07,TWASP000194
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Heart Left Ventricle,UMAD1,ENSG00000219545.11,protein-coding,Probabilistic Transcriptome-Wide Association(PTWAS),-,3.64E-05,TWASP000141
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Peripheral Blood,BLOC1S2,ENSG00000196072.11,protein-coding,FUSION,-,3.69E-04,TWASP000072
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain,FMNL3,ENSG00000161791.13,protein-coding,FUSION,-,3.70E-03,TWASP000072
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Adipose,C3orf62,ENSG00000188315.7,protein-coding,Probabilistic Transcriptome-Wide Association(PTWAS),-,3.70E-05,TWASP000141
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Liver,MSS51,ENSG00000166343.9,protein-coding,-,-,3.74E-33,TWASP000194
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain,FGFR3,ENSG00000068078.17,protein-coding,FUSION,-,3.76E-03,TWASP000072
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Transverse Colon,CTD-2330K9.3,ENSG00000228008.1,antisense,Probabilistic Transcriptome-Wide Association(PTWAS),-,3.82E-05,TWASP000141
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Esophagus Muscularis,HYI-AS1,ENSG00000229348.1,3prime_overlapping_ncRNA,Probabilistic Transcriptome-Wide Association(PTWAS),-,3.83E-08,TWASP000141
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain,ACAD11,ENSG00000240303.7,protein-coding,FUSION,-,3.90E-03,TWASP000072
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain,CNPY2,ENSG00000257727.5,protein-coding,FUSION,-,3.91E-03,TWASP000072
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Testis,CTD-3229J4.1,ENSG00000261555.1,lincRNA,Probabilistic Transcriptome-Wide Association(PTWAS),-,3.94E-05,TWASP000141
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Esophagus Mucosa,MXRA8,ENSG00000162576.16,protein-coding,-,-,3.94E-10,TWASP000194
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Esophagus Gastroesophageal,ANTXR2,ENSG00000163297.16,protein-coding,-,-,3.95E-08,TWASP000194
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Whole Blood,RPL8,ENSG00000161016.17,protein-coding,-,-,3.99E-07,TWASP000194
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain,KIAA0319L,ENSG00000142687.17,protein-coding,FUSION,-,4.05E-04,TWASP000072
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain Frontal Cortex,ST3GAL3,ENSG00000126091.19,protein-coding,-,-,4.05E-17,TWASP000194
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Skin Sun Exposed,RP11-1109F11.5,ENSG00000271259.1,lincRNA,Probabilistic Transcriptome-Wide Association(PTWAS),-,4.12E-11,TWASP000141
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Anterior Cingulate Cortex,CCDC88B,ENSG00000168071.21,protein-coding,-,-,4.14E-11,TWASP000194
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Prostate,LINC02060,ENSG00000250156.3,lincRNA,Probabilistic Transcriptome-Wide Association(PTWAS),-,4.15E-05,TWASP000141
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain Nucleus Accumbens,CCAR1,ENSG00000060339.13,protein-coding,-,-,4.36E-09,TWASP000194
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain Cerebellar Hemisphere,P4HA1,ENSG00000122884.12,protein-coding,-,-,4.37E-35,TWASP000194
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Adipose,DAGLA,ENSG00000134780.9,protein-coding,Probabilistic Transcriptome-Wide Association(PTWAS),-,4.41E-05,TWASP000141
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Adipose,RP11-10L12.4,ENSG00000246560.2,antisense,Probabilistic Transcriptome-Wide Association(PTWAS),-,4.41E-05,TWASP000141
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Colon Transverse,DGCR6L,ENSG00000128185.9,protein-coding,-,-,4.42E-07,TWASP000194
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Vagina,C2orf72,ENSG00000204128.5,protein-coding,Probabilistic Transcriptome-Wide Association(PTWAS),-,4.46E-05,TWASP000141
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain,PACC1,ENSG00000065600,protein-coding,FUSION,-,4.47E-03,TWASP000072
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Esophagus Muscularis,NUP210L,ENSG00000143552.9,protein-coding,-,-,4.49E-14,TWASP000194
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Anterior Cingulate Cortex,NSF,ENSG00000073969.18,protein-coding,-,-,4.53E-08,TWASP000194
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Esophagus Muscularis,PPP1R16A,ENSG00000160972.9,protein-coding,-,-,4.57E-07,TWASP000194
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Nerve Tibial,SIRPD,ENSG00000125900.12,protein-coding,Probabilistic Transcriptome-Wide Association(PTWAS),-,4.59E-05,TWASP000141
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Adrenal Gland,KDM4A,ENSG00000066135.12,protein-coding,Probabilistic Transcriptome-Wide Association(PTWAS),-,4.65E-08,TWASP000141
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Esophagus Mucosa,RP11-3B7.1,ENSG00000225399.4,lincRNA,Probabilistic Transcriptome-Wide Association(PTWAS),-,4.74E-05,TWASP000141
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Peripheral Blood,BST1,ENSG00000109743.10,protein-coding,FUSION,-,4.76E-03,TWASP000072
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Esophagus Mucosa,PRPF3,ENSG00000117360.12,protein-coding,-,-,4.77E-08,TWASP000194
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Amygdala,AP006621.5,ENSG00000255284.1,lincRNA,Probabilistic Transcriptome-Wide Association(PTWAS),-,4.83E-05,TWASP000141
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Testis,C1orf210,ENSG00000253313.5,protein-coding,Probabilistic Transcriptome-Wide Association(PTWAS),-,4.87E-06,TWASP000141
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain,RASSF4,ENSG00000107551.20,protein-coding,FUSION,-,4.88E-03,TWASP000072
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Colon Sigmoid,C4orf48,ENSG00000243449.6,protein-coding,-,-,4.89E-13,TWASP000194
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Whole Blood,SLC6A12,ENSG00000111181.12,protein-coding,FUSION,-,4.95E-03,TWASP000072
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain Putamen Basal Ganglia,TACR2,ENSG00000075073.14,protein-coding,-,-,4.95E-08,TWASP000194
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain Cerebellar Hemisphere,LRRC37A,ENSG00000176681.14,protein-coding,-,-,4.96E-15,TWASP000194
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Nerve Tibial,PABPC1P7,ENSG00000250651.1,processed_pseudogene,Probabilistic Transcriptome-Wide Association(PTWAS),-,4.97E-05,TWASP000141
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Testis,AC092687.4,ENSG00000232056.1,lincRNA,Probabilistic Transcriptome-Wide Association(PTWAS),-,4.99E-05,TWASP000141
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain Putamen Basal Ganglia,TARS2,ENSG00000143374.16,protein-coding,-,-,5.03E-07,TWASP000194
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Skin Sun Exposed,LINC00442,ENSG00000232685.4,antisense,Probabilistic Transcriptome-Wide Association(PTWAS),-,5.14E-05,TWASP000141
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain Cerebellar Hemisphere,MED8,ENSG00000159479.16,protein-coding,Probabilistic Transcriptome-Wide Association(PTWAS),-,5.18E-08,TWASP000141
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain Cerebellum,NUP210L,ENSG00000143552.9,protein-coding,-,-,5.21E-15,TWASP000194
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Kidney Cortex,SLC25A22,ENSG00000177542.10,protein-coding,Probabilistic Transcriptome-Wide Association(PTWAS),-,5.30E-06,TWASP000141
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Adipose,CDC20,ENSG00000117399.13,protein-coding,Probabilistic Transcriptome-Wide Association(PTWAS),-,5.30E-08,TWASP000141
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain Nucleus Accumbens,KDM4A,ENSG00000066135.12,protein-coding,-,-,5.33E-08,TWASP000194
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Liver,RP11-823E8.3,ENSG00000274021.1,lincRNA,Probabilistic Transcriptome-Wide Association(PTWAS),-,5.40E-09,TWASP000141
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,EBV-Transformed Lymphocyte,RP11-10L12.1,ENSG00000224207.3,processed_pseudogene,Probabilistic Transcriptome-Wide Association(PTWAS),-,5.44E-07,TWASP000141
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Nerve Tibial,CTD-2201E18.3,ENSG00000177738.3,sense_overlapping,Probabilistic Transcriptome-Wide Association(PTWAS),-,5.48E-06,TWASP000141
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Whole Blood,MVP,ENSG00000013364.18,protein-coding,FUSION,-,5.55E-03,TWASP000072
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Liver,CD9,ENSG00000010278.12,protein-coding,-,-,5.59E-44,TWASP000194
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Heart Atrial Appendage,IHO1,ENSG00000173421,protein-coding,Probabilistic Transcriptome-Wide Association(PTWAS),-,5.67E-05,TWASP000141
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Anterior Cingulate Cortex,RPL8,ENSG00000161016.17,protein-coding,-,-,5.77E-08,TWASP000194
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Whole Blood,RPS20,ENSG00000008988.9,protein-coding,FUSION,-,5.79E-03,TWASP000072
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Prostate,RP11-379B18.5,ENSG00000241288.7,processed_transcript,Probabilistic Transcriptome-Wide Association(PTWAS),-,5.84E-06,TWASP000141
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Liver,CMB9-55F22.1,ENSG00000279672.1,TEC,Probabilistic Transcriptome-Wide Association(PTWAS),-,5.91E-05,TWASP000141
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Aortic Artery,RP11-575L7.8,ENSG00000235298.1,antisense,Probabilistic Transcriptome-Wide Association(PTWAS),-,5.93E-06,TWASP000141
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Pancreas,ST3GAL3,ENSG00000126091.19,protein-coding,-,-,6.01E-15,TWASP000194
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Colon Transverse,ZFYVE28,ENSG00000159733.13,protein-coding,-,-,6.10E-07,TWASP000194
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Artery Tibia,RP1-92O14.3,ENSG00000234694.1,antisense,Probabilistic Transcriptome-Wide Association(PTWAS),-,6.10E-08,TWASP000141
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Testis,SZT2,ENSG00000198198.15,protein-coding,Probabilistic Transcriptome-Wide Association(PTWAS),-,6.11E-07,TWASP000141
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Colon Transverse,MS4A7,ENSG00000166927.12,protein-coding,-,-,6.17E-49,TWASP000194
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Adipose,HYAL3,ENSG00000186792.16,protein-coding,Probabilistic Transcriptome-Wide Association(PTWAS),-,6.28E-05,TWASP000141
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Testis,LINC01360,ENSG00000233973.6,lincRNA,Probabilistic Transcriptome-Wide Association(PTWAS),-,6.34E-05,TWASP000141
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain Cerebellum,CCDC71,ENSG00000177352.9,protein-coding,Probabilistic Transcriptome-Wide Association(PTWAS),-,6.36E-05,TWASP000141
