gene_id	gene_name	V12D05-348_C1	V12D05-348_D1	V12D05-350_C1	V12D05-350_D1	V12D07-075_A1	V12D07-075_B1	V12D07-075_D1	V12Y31-080_A1	meanrank
ENSG00000131981	LGALS3	3381	1373	3688	922	1831	NA	NA	NA	2239
ENSG00000132002	DNAJB1	3871	5108	2320	6148	26	NA	4598	NA	3678.5
ENSG00000132024	CC2D1A	NA	NA	4437	4775	NA	NA	NA	NA	4606
ENSG00000132128	LRRC41	3072	4459	4347	5117	NA	NA	4317	2690	4000.33333333333
ENSG00000132153	DHX30	2285	3169	3227	2989	2914	NA	2671	2823	2868.28571428571
ENSG00000132155	RAF1	NA	NA	4106	5729	NA	NA	NA	NA	4917.5
ENSG00000132164	SLC6A11	624	2780	392	2563	930	1028	1022	2950	1536.125
ENSG00000132254	ARFIP2	4047	4408	4535	NA	NA	NA	4339	NA	4332.25
ENSG00000132286	TIMM10B	4045	3074	6014	4402	NA	NA	3360	3193	4014.66666666667
ENSG00000132294	EFR3A	3025	1349	2625	1864	1852	NA	3106	866	2098.14285714286
ENSG00000132300	PTCD3	3228	5511	4461	5718	NA	NA	3842	3337	4349.5
ENSG00000132305	IMMT	2184	3367	3602	3078	3012	NA	2511	NA	2959
ENSG00000132313	MRPL35	NA	NA	6134	5957	NA	NA	NA	NA	6045.5
ENSG00000132321	IQCA1	4025	4717	4061	5671	3128	NA	NA	NA	4320.4
ENSG00000132323	ILKAP	5191	4444	6218	5388	NA	NA	4366	2925	4755.33333333333
ENSG00000132329	RAMP1	2959	1909	2663	2129	3086	NA	3030	2874	2664.28571428571
ENSG00000132341	RAN	573	377	483	474	442	251	243	251	386.75
ENSG00000132356	PRKAA1	NA	NA	6085	NA	NA	NA	NA	NA	6085
ENSG00000132359	RAP1GAP2	NA	3348	2415	2543	1685	NA	2468	2568	2504.5
ENSG00000132361	CLUH	4115	5011	5550	6147	NA	NA	NA	3495	4863.6
ENSG00000132376	INPP5K	NA	NA	6500	NA	NA	NA	NA	NA	6500
ENSG00000132382	MYBBP1A	NA	NA	NA	5960	NA	NA	NA	NA	5960
ENSG00000132383	RPA1	4119	5619	4836	4336	3277	NA	4608	2142	4133.85714285714
ENSG00000132388	UBE2G1	4994	NA	NA	NA	NA	NA	NA	NA	4994
ENSG00000132405	TBC1D14	3904	4856	3969	4826	NA	NA	4928	NA	4496.6
ENSG00000132406	TMEM128	4924	3060	5250	4538	3451	NA	4441	3824	4212.57142857143
ENSG00000132424	PNISR	4583	3973	3137	3353	NA	NA	3887	NA	3786.6
ENSG00000132432	SEC61G	479	520	853	867	1479	NA	310	230	676.857142857143
ENSG00000132434	LANCL2	4219	3213	5209	4062	3472	NA	3567	NA	3957
ENSG00000132463	GRSF1	4325	3596	5475	3430	NA	NA	3009	NA	3967
ENSG00000132466	ANKRD17	4462	5157	3532	3544	NA	923	3271	NA	3481.5
ENSG00000132470	ITGB4	2458	NA	3574	NA	NA	NA	NA	NA	3016
ENSG00000132471	WBP2	2699	3465	2649	2991	2105	NA	2700	NA	2768.16666666667
ENSG00000132475	H3F3B	1690	714	1371	780	1533	NA	2356	1093	1362.42857142857
ENSG00000132481	TRIM47	5654	NA	6604	NA	NA	NA	NA	NA	6129
ENSG00000132485	ZRANB2	5242	3534	4326	3796	NA	NA	4915	NA	4362.6
ENSG00000132507	EIF5A	4159	4540	3756	5850	1864	NA	4510	3264	3991.85714285714
ENSG00000132522	GPS2	5675	NA	6235	NA	NA	NA	NA	NA	5955
ENSG00000132535	DLG4	NA	4527	2748	3134	1270	NA	2705	1981	2727.5
ENSG00000132541	RIDA	2400	2910	2938	3998	2059	NA	4127	NA	3072
ENSG00000132561	MATN2	1546	609	1704	624	NA	NA	NA	NA	1120.75
ENSG00000132563	REEP2	578	1099	741	711	1299	364	469	684	743.125
ENSG00000132581	SDF2	3123	3305	2995	2365	NA	NA	3365	2834	2997.83333333333
ENSG00000132589	FLOT2	2620	3641	2542	2934	1580	NA	2218	1075	2372.85714285714
ENSG00000132591	ERAL1	4839	4601	5357	NA	NA	NA	NA	NA	4932.33333333333
ENSG00000132600	PRMT7	NA	NA	NA	5250	NA	NA	NA	NA	5250
ENSG00000132604	TERF2	4911	5458	4422	NA	NA	NA	3749	3277	4363.4
ENSG00000132612	VPS4A	4287	3519	4663	4779	NA	NA	4156	3631	4172.5
ENSG00000132613	MTSS2	3694	NA	4105	NA	2121	NA	4775	NA	3673.75
ENSG00000132635	PCED1A	NA	4960	5355	6179	NA	NA	NA	2979	4868.25
ENSG00000132639	SNAP25	31	56	31	50	52	163	64	439	110.75
ENSG00000132640	BTBD3	3339	1502	4000	1322	2198	910	1925	832	2003.5
ENSG00000132646	PCNA	NA	5150	NA	5709	NA	NA	NA	NA	5429.5
ENSG00000132664	POLR3F	NA	NA	NA	5789	NA	NA	NA	NA	5789
ENSG00000132669	RIN2	3110	NA	3513	1061	NA	NA	NA	NA	2561.33333333333
ENSG00000132670	PTPRA	1682	2371	1308	2143	3081	867	2078	3761	2161.375
ENSG00000132676	DAP3	3407	3034	3242	3677	3059	NA	3216	1937	3081.71428571429
ENSG00000132680	KHDC4	NA	NA	5492	4432	NA	NA	NA	NA	4962
ENSG00000132688	NES	1616	NA	2354	NA	NA	NA	NA	NA	1985
ENSG00000132692	BCAN	3079	966	4146	907	2990	NA	2456	NA	2424
ENSG00000132702	HAPLN2	471	NA	750	NA	130	NA	303	NA	413.5
ENSG00000132716	DCAF8	NA	4490	5149	NA	NA	NA	4960	NA	4866.33333333333
ENSG00000132718	SYT11	2518	1096	1711	1332	1444	NA	1656	2551	1758.28571428571
ENSG00000132780	NASP	NA	NA	6907	NA	NA	NA	NA	NA	6907
ENSG00000132821	VSTM2L	546	557	560	436	487	470	793	242	511.375
ENSG00000132823	OSER1	NA	NA	6590	NA	NA	NA	NA	NA	6590
ENSG00000132824	SERINC3	2780	1835	1768	2374	1772	1017	1631	1108	1785.625
ENSG00000132842	AP3B1	NA	NA	6570	NA	NA	NA	NA	NA	6570
ENSG00000132872	SYT4	106	167	100	175	221	243	123	207	167.75
ENSG00000132879	FBXO44	2981	2100	3015	1652	1918	NA	1622	1744	2147.42857142857
ENSG00000132912	DCTN4	5114	5657	4360	3687	3556	NA	4308	NA	4447
ENSG00000132932	ATP8A2	1033	1697	872	1918	1114	NA	1945	1549	1446.85714285714
ENSG00000132963	POMP	3295	2324	3468	3770	3183	759	3078	2211	2761
ENSG00000132965	ALOX5AP	NA	NA	6569	NA	NA	NA	NA	NA	6569
ENSG00000132970	WASF3	3410	1776	2713	2013	NA	NA	3205	NA	2623.4
ENSG00000133026	MYH10	1940	2321	1969	2502	1760	NA	1344	2498	2047.71428571429
ENSG00000133027	PEMT	5021	3748	5246	4156	NA	NA	2920	3093	4030.66666666667
ENSG00000133028	SCO1	5189	4696	4927	5339	NA	NA	3651	2755	4426.16666666667
ENSG00000133030	MPRIP	4067	5159	2510	5309	NA	NA	3856	NA	4180.2
ENSG00000133048	CHI3L1	NA	NA	NA	NA	682	282	NA	NA	482
ENSG00000133059	DSTYK	4035	NA	3872	6069	NA	NA	3639	2744	4071.8
ENSG00000133065	SLC41A1	NA	NA	4683	NA	NA	NA	NA	NA	4683
ENSG00000133067	LGR6	278	NA	103	173	NA	NA	NA	NA	184.666666666667
ENSG00000133069	TMCC2	NA	NA	5732	5567	NA	NA	NA	NA	5649.5
ENSG00000133083	DCLK1	1433	1354	1472	1371	406	NA	1280	2674	1427.14285714286
ENSG00000133103	COG6	NA	NA	6238	5795	NA	NA	NA	NA	6016.5
ENSG00000133104	SPART	3346	2808	3562	2491	2930	NA	4029	1184	2907.14285714286
ENSG00000133112	TPT1	339	129	394	171	403	NA	122	444	286
ENSG00000133114	GPALPP1	NA	4844	5717	5336	NA	NA	4481	NA	5094.5
ENSG00000133134	BEX2	131	202	98	211	185	125	147	163	157.75
ENSG00000133135	RNF128	NA	2917	NA	3622	NA	NA	NA	NA	3269.5
ENSG00000133142	TCEAL4	3068	2087	3119	4092	NA	NA	2598	1883	2807.83333333333
ENSG00000133169	BEX1	17	84	10	58	80	75	37	64	53.125
ENSG00000133226	SRRM1	NA	NA	5799	5041	NA	NA	4375	NA	5071.66666666667
ENSG00000133243	BTBD2	2612	4453	1934	3865	2850	NA	2393	2100	2886.71428571429
ENSG00000133265	HSPBP1	2838	3816	4064	5380	NA	NA	4908	3780	4131
ENSG00000133275	CSNK1G2	4702	4198	3237	5228	NA	NA	4435	3451	4208.5
ENSG00000133302	SLF1	NA	NA	NA	3322	NA	NA	NA	NA	3322
ENSG00000133313	CNDP2	4980	5286	5934	4548	NA	NA	NA	3753	4900.2
ENSG00000133315	MACROD1	NA	NA	NA	6050	NA	NA	NA	NA	6050
ENSG00000133318	RTN3	396	247	425	226	342	386	511	826	419.875
ENSG00000133321	PLAAT4	3203	NA	4239	NA	NA	NA	NA	NA	3721
ENSG00000133392	MYH11	625	NA	1310	1180	NA	NA	NA	NA	1038.33333333333
ENSG00000133393	FOPNL	5434	5451	NA	4800	NA	NA	4336	NA	5005.25
ENSG00000133398	MED10	2621	1890	3054	3090	2714	NA	1750	828	2278.14285714286
ENSG00000133401	PDZD2	NA	NA	6885	NA	NA	NA	NA	NA	6885
ENSG00000133424	LARGE1	NA	3046	3985	2754	NA	NA	NA	NA	3261.66666666667
ENSG00000133433	GSTT2B	4255	2970	3506	2797	NA	NA	NA	NA	3382
ENSG00000133460	SLC2A11	3301	4614	5544	3909	NA	NA	3151	NA	4103.8
ENSG00000133597	ADCK2	NA	5615	6635	4411	NA	NA	NA	NA	5553.66666666667
ENSG00000133606	MKRN1	1589	1811	2272	2274	2155	NA	1568	1992	1951.57142857143
ENSG00000133612	AGAP3	1005	1426	1005	1184	1173	NA	927	1436	1165.14285714286
ENSG00000133627	ACTR3B	1858	1557	1984	2232	1432	NA	1517	1477	1722.42857142857
ENSG00000133636	NTS	571	62	1082	29	1795	115	232	81	495.875
ENSG00000133639	BTG1	1597	1089	943	1642	1898	NA	1667	670	1358
ENSG00000133640	LRRIQ1	1462	NA	949	NA	NA	NA	NA	NA	1205.5
ENSG00000133641	C12orf29	NA	5236	6812	NA	NA	NA	NA	NA	6024
ENSG00000133665	DYDC2	408	NA	423	NA	NA	NA	NA	NA	415.5
ENSG00000133687	TMTC1	1267	1224	972	927	775	NA	841	594	942.857142857143
ENSG00000133703	KRAS	2912	3847	4008	5685	2605	NA	3270	NA	3721.16666666667
ENSG00000133704	IPO8	NA	NA	5329	NA	NA	NA	NA	NA	5329
ENSG00000133706	LARS	5685	4113	5098	4479	NA	NA	4831	NA	4841.2
ENSG00000133731	IMPA1	5451	3537	6261	3992	3575	NA	3587	NA	4400.5
ENSG00000133739	LRRCC1	NA	NA	6730	NA	NA	NA	3044	NA	4887
ENSG00000133773	CCDC59	NA	5547	NA	NA	2836	NA	4912	NA	4431.66666666667
ENSG00000133812	SBF2	NA	NA	6104	NA	NA	NA	NA	NA	6104
ENSG00000133835	HSD17B4	5375	4734	5794	5963	NA	NA	4670	2662	4866.33333333333
ENSG00000133872	SARAF	222	261	176	243	138	198	176	459	234.125
ENSG00000133874	RNF122	NA	NA	NA	NA	1105	NA	NA	NA	1105
ENSG00000133878	DUSP26	1218	1644	1387	1515	1706	NA	1337	718	1360.71428571429
ENSG00000133884	DPF2	NA	NA	6880	NA	NA	NA	NA	NA	6880
ENSG00000133935	ERG28	2291	4946	2865	5181	2915	NA	4015	3623	3690.85714285714
ENSG00000133943	DGLUCY	4140	5396	4278	NA	NA	NA	NA	NA	4604.66666666667
ENSG00000133958	UNC79	NA	NA	NA	3624	NA	NA	NA	NA	3624
ENSG00000133983	COX16	1303	1865	1780	1788	3008	NA	991	607	1620.28571428571
ENSG00000133985	TTC9	2322	NA	3732	3673	1966	NA	1664	1838	2532.5
ENSG00000133997	MED6	NA	4974	6268	5386	NA	NA	3046	NA	4918.5
ENSG00000134001	EIF2S1	4585	3531	6725	5501	NA	NA	3967	3796	4684.16666666667
ENSG00000134014	ELP3	5454	5198	5305	NA	NA	NA	4403	NA	5090
ENSG00000134020	PEBP4	4944	NA	5051	NA	NA	NA	NA	NA	4997.5
ENSG00000134030	CTIF	2116	2373	2011	1948	3466	NA	2136	2560	2372.85714285714
ENSG00000134042	MRO	3686	NA	3998	NA	2486	NA	NA	NA	3390
ENSG00000134049	IER3IP1	3337	1203	1906	1218	2607	863	1754	1551	1804.875
ENSG00000134056	MRPS36	3213	4841	3597	NA	NA	NA	NA	NA	3883.66666666667
ENSG00000134058	CDK7	NA	NA	5068	NA	NA	NA	NA	NA	5068
ENSG00000134072	CAMK1	1737	2662	2170	2619	NA	NA	2137	3455	2463.33333333333
ENSG00000134077	THUMPD3	5378	NA	NA	NA	NA	NA	NA	3348	4363
ENSG00000134107	BHLHE40	2220	NA	3972	NA	2339	NA	3895	NA	3106.5
ENSG00000134108	ARL8B	2681	2841	2057	2550	2272	NA	2629	NA	2505
ENSG00000134121	CHL1	685	1430	1042	889	829	448	507	2346	1022
ENSG00000134153	EMC7	1762	1309	1514	1472	2789	NA	1148	485	1497
ENSG00000134186	PRPF38B	NA	3800	6879	NA	NA	NA	NA	NA	5339.5
ENSG00000134202	GSTM3	1490	1870	1487	2429	1161	NA	1901	3419	1965.28571428571
ENSG00000134207	SYT6	NA	1059	NA	1044	507	NA	NA	658	817
ENSG00000134243	SORT1	2302	2167	4213	1565	468	NA	561	2861	2019.57142857143
ENSG00000134248	LAMTOR5	1253	1482	2303	2235	1830	511	1391	527	1441.5
ENSG00000134250	NOTCH2	1709	503	1496	317	NA	NA	NA	NA	1006.25
ENSG00000134255	CEPT1	NA	5172	6554	5332	NA	NA	NA	NA	5686
ENSG00000134265	NAPG	3661	2271	3405	1987	2715	NA	4580	NA	3103.16666666667
ENSG00000134278	SPIRE1	5240	5361	6600	NA	NA	NA	NA	3831	5258
ENSG00000134283	PPHLN1	3585	4581	5130	3522	NA	NA	3483	2223	3754
ENSG00000134285	FKBP11	1515	1102	1491	1471	NA	190	1141	627	1076.71428571429
ENSG00000134287	ARF3	734	1223	810	1034	444	579	703	311	729.75
ENSG00000134291	TMEM106C	1321	4873	1271	4067	NA	NA	1501	1894	2487.83333333333
ENSG00000134294	SLC38A2	3940	4757	NA	4353	1523	NA	3410	2157	3356.66666666667
ENSG00000134308	YWHAQ	1539	701	1284	739	865	624	1090	1013	981.875
ENSG00000134313	KIDINS220	3045	1957	1977	2864	NA	NA	2580	2620	2507.16666666667
ENSG00000134318	ROCK2	NA	4810	5915	5917	NA	NA	4151	NA	5198.25
ENSG00000134324	LPIN1	5295	3440	3804	4325	NA	NA	4240	NA	4220.8
ENSG00000134330	IAH1	4217	3749	3575	4137	NA	NA	2610	2500	3464.66666666667
ENSG00000134333	LDHA	283	471	402	544	672	409	253	654	461
ENSG00000134352	IL6ST	1774	1227	1835	1206	1899	NA	3564	1694	1885.57142857143
ENSG00000134369	NAV1	5195	NA	5672	5222	3538	NA	NA	NA	4906.75
ENSG00000134371	CDC73	NA	NA	NA	6150	NA	NA	NA	NA	6150
ENSG00000134375	TIMM17A	2256	3598	2329	2122	1666	NA	3511	3587	2724.14285714286
ENSG00000134419	RPS15A	890	479	1200	728	1609	NA	959	838	957.571428571429
ENSG00000134438	RAX	164	NA	127	98	NA	NA	NA	NA	129.666666666667
ENSG00000134440	NARS	2942	3630	2464	3500	3101	NA	4044	2410	3155.85714285714
ENSG00000134443	GRP	NA	323	NA	631	NA	NA	NA	464	472.666666666667
ENSG00000134444	RELCH	4640	2982	3304	2311	NA	NA	2299	2673	3034.83333333333
ENSG00000134452	FBH1	NA	NA	4756	6024	NA	NA	4679	NA	5153
ENSG00000134453	RBM17	5571	4956	NA	5940	NA	NA	3885	2912	4652.8
ENSG00000134480	CCNH	5385	NA	5414	4502	2529	NA	4110	NA	4388
ENSG00000134504	KCTD1	NA	NA	5151	NA	NA	NA	NA	NA	5151
ENSG00000134508	CABLES1	2738	NA	2459	NA	NA	605	NA	2080	1970.5
ENSG00000134531	EMP1	2196	NA	1667	NA	531	NA	NA	NA	1464.66666666667
ENSG00000134532	SOX5	NA	NA	4845	NA	NA	NA	NA	NA	4845
ENSG00000134533	RERG	NA	NA	2650	4080	NA	NA	NA	NA	3365
ENSG00000134548	SPX	1142	NA	1455	NA	966	NA	1283	1618	1292.8
ENSG00000134569	LRP4	4540	NA	3986	NA	2716	NA	NA	NA	3747.33333333333
ENSG00000134575	ACP2	2697	2948	2007	2667	3477	NA	2235	2111	2591.71428571429
ENSG00000134590	RTL8C	627	888	411	993	659	292	510	972	669
ENSG00000134644	PUM1	1000	1455	893	1057	1228	626	729	999	998.375
ENSG00000134684	YARS	1949	1982	2487	2001	1781	NA	3124	3680	2429.14285714286
ENSG00000134686	PHC2	4345	4399	5052	5728	2975	NA	NA	3051	4258.33333333333
ENSG00000134717	BTF3L4	2773	1584	3058	2305	NA	NA	2145	1712	2262.83333333333
ENSG00000134744	TUT4	4957	5225	5460	2826	3366	NA	3694	3115	4091.85714285714
ENSG00000134748	PRPF38A	NA	NA	6835	NA	NA	NA	NA	NA	6835
ENSG00000134759	ELP2	3289	4551	3090	3581	2704	NA	3400	1458	3153.28571428571
ENSG00000134769	DTNA	1182	904	1779	1636	210	NA	184	791	955.142857142857
ENSG00000134775	FHOD3	NA	NA	4622	3896	NA	NA	NA	NA	4259
ENSG00000134779	TPGS2	2502	1905	2880	1955	2402	NA	3368	3476	2641.14285714286
ENSG00000134809	TIMM10	4251	4602	4962	5933	NA	NA	3907	3137	4465.33333333333
ENSG00000134817	APLNR	144	147	218	219	55	178	135	237	166.625
ENSG00000134824	FADS2	3134	2295	1975	2199	2873	NA	3409	3309	2742
ENSG00000134825	TMEM258	2232	1786	3261	2731	3485	NA	1653	563	2244.42857142857
ENSG00000134851	TMEM165	NA	3681	6776	3448	2824	NA	3627	3489	3974.16666666667
ENSG00000134852	CLOCK	NA	4901	6515	3612	3288	NA	4316	NA	4526.4
ENSG00000134853	PDGFRA	5236	3566	5816	2362	NA	NA	4456	NA	4287.2
ENSG00000134873	CLDN10	2267	1600	2598	1303	NA	NA	NA	NA	1942
ENSG00000134874	DZIP1	1626	2531	1803	3759	1338	NA	1675	3206	2276.85714285714
ENSG00000134882	UBAC2	4829	NA	5787	NA	NA	NA	NA	NA	5308
ENSG00000134884	ARGLU1	3979	2774	4009	3416	NA	NA	NA	3183	3472.2
ENSG00000134905	CARS2	NA	NA	6518	5719	NA	NA	NA	NA	6118.5
ENSG00000134910	STT3A	3199	3284	3297	4634	NA	NA	2783	3086	3380.5
ENSG00000134970	TMED7	3676	3024	3940	2410	3225	1105	3489	1144	2751.625
ENSG00000134982	APC	NA	5331	3914	NA	3290	NA	4253	NA	4197
ENSG00000134986	NREP	NA	4907	NA	2341	NA	NA	NA	3366	3538
ENSG00000135002	RFK	680	743	770	777	662	NA	906	1096	804.857142857143
ENSG00000135018	UBQLN1	3147	2431	2442	2042	2275	NA	2020	2697	2436.28571428571
ENSG00000135040	NAA35	NA	NA	6637	NA	NA	NA	NA	NA	6637
ENSG00000135046	ANXA1	137	74	167	33	NA	NA	NA	NA	102.75
ENSG00000135047	CTSL	4368	2053	2635	1696	2223	NA	2444	996	2345
ENSG00000135049	AGTPBP1	NA	NA	6397	5326	NA	NA	NA	NA	5861.5
ENSG00000135052	GOLM1	1228	1145	1177	968	703	737	1288	1372	1077.25
ENSG00000135063	FAM189A2	NA	NA	5281	NA	NA	NA	NA	NA	5281
ENSG00000135069	PSAT1	3225	1046	3507	1209	1805	NA	3561	1462	2259.28571428571
ENSG00000135070	ISCA1	1828	1324	2095	1982	2867	NA	1428	1004	1789.71428571429
ENSG00000135090	TAOK3	3706	2064	3790	3079	2234	NA	4125	NA	3166.33333333333
ENSG00000135093	USP30	NA	4561	6440	5626	NA	NA	NA	NA	5542.33333333333
ENSG00000135094	SDS	3211	NA	2456	NA	480	NA	NA	NA	2049
ENSG00000135108	FBXO21	1429	2626	1040	2090	1734	1005	1038	1585	1568.375
ENSG00000135111	TBX3	173	114	129	70	NA	65	62	37	92.8571428571429
ENSG00000135119	RNFT2	NA	NA	4999	4554	NA	NA	NA	NA	4776.5
ENSG00000135127	BICDL1	NA	3087	NA	2683	NA	NA	NA	NA	2885
ENSG00000135144	DTX1	1870	4745	2842	5746	NA	NA	2655	NA	3571.6
ENSG00000135164	DMTF1	4537	3963	5847	4912	NA	NA	NA	3475	4546.8
ENSG00000135205	CCDC146	2221	NA	1936	NA	NA	NA	NA	NA	2078.5
ENSG00000135211	TMEM60	3284	5175	6485	4788	NA	NA	4758	3187	4612.83333333333
ENSG00000135241	PNPLA8	4448	4010	4966	5562	3482	NA	4266	3294	4289.71428571429
ENSG00000135250	SRPK2	2701	1209	2280	1516	3033	NA	1988	NA	2121.16666666667
ENSG00000135298	ADGRB3	1274	828	1172	939	1178	NA	832	3237	1351.42857142857
ENSG00000135299	ANKRD6	1922	5244	2235	2920	2408	NA	1607	3540	2839.42857142857
ENSG00000135316	SYNCRIP	NA	NA	5815	NA	3159	NA	NA	NA	4487
ENSG00000135317	SNX14	2491	2222	2497	2411	NA	NA	2096	2444	2360.16666666667
ENSG00000135318	NT5E	NA	NA	1525	NA	NA	NA	NA	NA	1525
ENSG00000135324	MRAP2	1901	1732	2655	1172	NA	NA	3196	1711	2061.16666666667
ENSG00000135334	AKIRIN2	1568	2339	2860	4021	NA	NA	1326	1790	2317.33333333333
ENSG00000135336	ORC3	3241	NA	3634	6004	NA	NA	NA	3471	4087.5
ENSG00000135341	MAP3K7	NA	5190	NA	5659	NA	NA	4550	NA	5133
ENSG00000135363	LMO2	2743	2349	2367	3514	1674	NA	1927	698	2181.71428571429
ENSG00000135387	CAPRIN1	4349	NA	2397	4708	2940	NA	2967	3658	3503.16666666667
ENSG00000135390	ATP5MC2	2477	1156	2815	1906	2330	981	1235	681	1697.625
ENSG00000135404	CD63	742	359	1140	552	1527	NA	1376	2305	1143
ENSG00000135423	GLS2	NA	2643	2473	2547	NA	1099	NA	2539	2260.2
ENSG00000135424	ITGA7	NA	NA	6766	NA	NA	NA	NA	NA	6766
ENSG00000135439	AGAP2	NA	NA	NA	NA	NA	NA	NA	2442	2442
ENSG00000135441	BLOC1S1	2110	2779	4765	3106	1688	NA	4495	2372	3045
ENSG00000135446	CDK4	3157	2693	3528	3333	NA	NA	4309	1416	3072.66666666667
ENSG00000135447	PPP1R1A	5463	2282	4711	2842	2419	NA	1047	941	2815
ENSG00000135452	TSPAN31	5252	5352	4616	4361	NA	NA	4719	3757	4676.16666666667
ENSG00000135454	B4GALNT1	1614	1651	2128	1598	NA	NA	1879	3468	2056.33333333333
ENSG00000135457	TFCP2	5682	NA	NA	NA	NA	NA	NA	NA	5682
ENSG00000135472	FAIM2	435	626	276	628	460	539	492	680	517
ENSG00000135486	HNRNPA1	2258	1084	1757	1541	1845	NA	1383	1339	1601
ENSG00000135503	ACVR1B	NA	3837	4445	4254	NA	NA	3883	NA	4104.75
ENSG00000135506	OS9	2370	2942	2440	2838	2525	1111	1989	1975	2273.75
ENSG00000135525	MAP7	1900	5293	2849	NA	1021	NA	1513	NA	2515.2
ENSG00000135535	CD164	2598	896	1935	960	2414	NA	1479	279	1508.71428571429
ENSG00000135541	AHI1	1230	913	954	1021	870	609	575	1127	912.375
ENSG00000135549	PKIB	1496	1249	1923	1844	1642	NA	NA	NA	1630.8
ENSG00000135597	REPS1	5591	5423	6623	NA	NA	NA	2971	NA	5152
ENSG00000135622	SEMA4F	NA	4207	NA	2992	NA	NA	NA	NA	3599.5
ENSG00000135624	CCT7	1485	1601	1452	2018	2280	661	1826	1485	1601
ENSG00000135631	RAB11FIP5	NA	NA	NA	3923	NA	NA	4022	NA	3972.5
ENSG00000135643	KCNMB4	4193	2718	5198	2442	1551	597	1816	2344	2607.375
ENSG00000135655	USP15	NA	NA	6351	3445	NA	NA	NA	NA	4898
ENSG00000135677	GNS	3948	4176	3622	3663	NA	NA	2549	1878	3306
ENSG00000135679	MDM2	NA	NA	NA	NA	NA	NA	4910	NA	4910
ENSG00000135686	KLHL36	NA	NA	NA	5706	NA	NA	NA	NA	5706
ENSG00000135698	MPHOSPH6	2090	2822	3315	3479	NA	NA	2839	1673	2703
ENSG00000135709	KIAA0513	1176	2103	1109	2197	1449	NA	1543	NA	1596.16666666667
ENSG00000135720	DYNC1LI2	2306	2429	4308	3646	755	NA	1025	3280	2535.57142857143
ENSG00000135744	AGT	607	539	1388	664	1224	941	1307	593	907.875
ENSG00000135750	KCNK1	NA	NA	6080	NA	NA	NA	NA	NA	6080
ENSG00000135766	EGLN1	4958	4681	4409	5446	NA	NA	3043	NA	4507.4
ENSG00000135778	NTPCR	3250	2739	3625	4437	3421	NA	3787	2792	3435.85714285714
ENSG00000135821	GLUL	954	1127	502	706	110	103	349	223	509.25
ENSG00000135823	STX6	NA	NA	NA	6117	NA	NA	NA	NA	6117
ENSG00000135829	DHX9	3889	4315	3279	5146	NA	1080	4248	NA	3659.5
ENSG00000135900	MRPL44	3387	5031	5924	4599	NA	NA	3359	3000	4216.66666666667
ENSG00000135916	ITM2C	731	807	365	772	190	82	271	995	526.625
ENSG00000135919	SERPINE2	858	1284	604	1717	814	195	609	1762	980.375
ENSG00000135924	DNAJB2	NA	4472	5656	4491	2618	NA	3199	3328	3960.66666666667
ENSG00000135926	TMBIM1	3654	1717	6742	1701	457	NA	2133	NA	2734
ENSG00000135929	CYP27A1	4687	NA	NA	NA	NA	NA	NA	NA	4687
ENSG00000135930	EIF4E2	5534	5233	6571	5607	NA	NA	4642	3441	5171.33333333333
ENSG00000135932	CAB39	4432	3769	4058	3317	2672	NA	3927	NA	3695.83333333333
ENSG00000135940	COX5B	1401	1709	1095	2207	808	900	922	1466	1313.5
ENSG00000135945	REV1	NA	5126	5873	5982	NA	NA	3976	NA	5239.25
ENSG00000135956	TMEM127	4026	5673	5531	4841	NA	NA	NA	NA	5017.75
ENSG00000135968	GCC2	NA	5599	4113	3301	2781	NA	4677	NA	4094.2
ENSG00000135972	MRPS9	4624	4778	4749	5805	NA	NA	NA	NA	4989
ENSG00000136002	ARHGEF4	2496	2376	1699	2354	2089	NA	3245	NA	2376.5
ENSG00000136003	ISCU	225	445	240	518	574	379	185	145	338.875
ENSG00000136021	SCYL2	5260	3274	4885	4055	3613	NA	4436	NA	4253.83333333333
ENSG00000136026	CKAP4	4463	5587	5194	5229	3269	NA	3192	NA	4489
ENSG00000136040	PLXNC1	1112	1761	1752	1424	983	441	1092	1977	1317.75
ENSG00000136044	APPL2	NA	NA	5509	NA	NA	NA	NA	NA	5509
ENSG00000136045	PWP1	3703	4941	4830	4374	NA	NA	2961	3797	4101
ENSG00000136051	WASHC4	NA	NA	6648	NA	NA	NA	NA	NA	6648
ENSG00000136059	VILL	NA	NA	2107	NA	NA	NA	NA	NA	2107
ENSG00000136068	FLNB	NA	NA	5582	NA	NA	NA	NA	NA	5582
ENSG00000136099	PCDH8	829	940	940	774	1095	354	323	573	728.5
ENSG00000136100	VPS36	NA	NA	NA	5875	NA	NA	NA	NA	5875
ENSG00000136104	RNASEH2B	4032	NA	5476	NA	NA	NA	NA	3327	4278.33333333333
ENSG00000136143	SUCLA2	2337	1839	2499	2189	3323	NA	2579	3492	2608.28571428571
ENSG00000136144	RCBTB1	NA	5527	6301	5406	NA	NA	NA	NA	5744.66666666667
ENSG00000136146	MED4	5154	3375	4285	4340	NA	NA	4327	NA	4296.2
ENSG00000136147	PHF11	NA	NA	6814	NA	NA	NA	NA	NA	6814
ENSG00000136156	ITM2B	1054	197	903	197	1040	301	541	214	555.875
ENSG00000136158	SPRY2	5512	1317	4521	942	1126	NA	NA	NA	2683.6
