gene_id	gene_name	V12D07-075_D1	V13M13-362_A1	V12D07-075_A1	V12Y31-080_A1	V12D05-348_D1	V12D05-350_D1	V12D05-348_C1	V12D05-350_C1	V13Y24-346_C1	nsigsamps	meanrank
ENSG00000156564	LRFN2						2233				1	2233
ENSG00000156587	UBE2L6					3418	2073			308	3	1933
ENSG00000156599	ZDHHC5					3314			3005		2	3159.5
ENSG00000156639	ZFAND3									1076	1	1076
ENSG00000156642	NPTN	1536			1535	1709	2200	1450	1341		6	1628.5
ENSG00000156650	KAT6B	1763									1	1763
ENSG00000156671	SAMD8	1905									1	1905
ENSG00000156675	RAB11FIP1								3081		1	3081
ENSG00000156687	UNC5D	509	178		838	371	398	1943	437		7	667.714285714286
ENSG00000156709	AIFM1	1822									1	1822
ENSG00000156711	MAPK13								3089		1	3089
ENSG00000156795	WDYHV1	866				512	457				3	611.666666666667
ENSG00000156802	ATAD2					2268	1945				2	2106.5
ENSG00000156804	FBXO32				1673	469	562			1349	4	1013.25
ENSG00000156860	FBRS				1665						1	1665
ENSG00000156875	MFSD14A						737				1	737
ENSG00000156885	COX6A2							1785			1	1785
ENSG00000156928	MALSU1									1146	1	1146
ENSG00000156959	LHFPL4				1323						1	1323
ENSG00000156968	MPV17L						1848				1	1848
ENSG00000156976	EIF4A2	142	535	496	116	49	91	359	257	376	9	269
ENSG00000156990	RPUSD3					2861					1	2861
ENSG00000157005	SST	55	36	11	58	20	20	105	136	69	9	56.6666666666667
ENSG00000157014	TATDN2									1516	1	1516
ENSG00000157020	SEC13				1989	1794	2629		1472		4	1971
ENSG00000157064	NMNAT2				692	574	2173		2235	1050	5	1344.8
ENSG00000157087	ATP2B2									1284	1	1284
ENSG00000157103	SLC6A1				1912						1	1912
ENSG00000157110	RBPMS			152							1	152
ENSG00000157152	SYN2				2183		3069	284	2394	1088	5	1803.6
ENSG00000157168	NRG1				550	1484			1710		3	1248
ENSG00000157181	ODR4			531							1	531
ENSG00000157184	CPT2	623				3747					2	2185
ENSG00000157193	LRP8						1811				1	1811
ENSG00000157214	STEAP2						1898		899		2	1398.5
ENSG00000157216	SSBP3				1669	1020	731				3	1140
ENSG00000157219	HTR5A						2625		1756		2	2190.5
ENSG00000157224	CLDN12					1268	2115		1223		3	1535.33333333333
ENSG00000157259	GATAD1				2516	1437					2	1976.5
ENSG00000157330	C1orf158							923	820		2	871.5
ENSG00000157368	IL34	1727	728				2797		3131		4	2095.75
ENSG00000157379	DHRS1						1871				1	1871
ENSG00000157404	KIT				2137		1865				2	2001
ENSG00000157423	HYDIN							837	511		2	674
ENSG00000157445	CACNA2D3				511	2089	2763	1602	2942		5	1981.4
ENSG00000157470	FAM81A					3637		1411			2	2524
ENSG00000157500	APPL1				1957						1	1957
ENSG00000157502	PWWP3B			389	813	62	114		321	142	6	306.833333333333
ENSG00000157514	TSC22D3				1394	1595	2776				3	1921.66666666667
ENSG00000157540	DYRK1A					2583					1	2583
ENSG00000157542	KCNJ6	1165			2598	2126	2101				4	1997.5
ENSG00000157557	ETS2					416	1019				2	717.5
ENSG00000157570	TSPAN18								1036		1	1036
ENSG00000157601	MX1	199			292	1390	1074	801	754	257	7	681
ENSG00000157637	SLC38A10				2004		1438				2	1721
ENSG00000157654	PALM2-AKAP2				2510	3793					2	3151.5
ENSG00000157741	UBN2	1679				2238					2	1958.5
ENSG00000157796	WDR19					3264			856		2	2060
ENSG00000157823	AP3S2					1527	1839				2	1683
ENSG00000157827	FMNL2				1380	2984	2960			1249	4	2143.25
ENSG00000157833	GAREM2						2543				1	2543
ENSG00000157837	SPPL3	1707				2088					2	1897.5
ENSG00000157856	DRC1							580	525		2	552.5
ENSG00000157869	RAB28					3210					1	3210
ENSG00000157870	PRXL2B					1718					1	1718
ENSG00000157881	PANK4					3220	2671				2	2945.5
ENSG00000157890	MEGF11							1782			1	1782
ENSG00000157916	RER1		381		1370			1133			3	961.333333333333
ENSG00000157954	WIPI2									1015	1	1015
ENSG00000158019	BABAM2					3672					1	3672
ENSG00000158023	WDR66	1855				3489			1221		3	2188.33333333333
ENSG00000158042	MRPL17	1095	287				1389				3	923.666666666667
ENSG00000158062	UBXN11							440	1448		2	944
ENSG00000158079	PTPDC1					3887					1	3887
ENSG00000158089	GALNT14	476				2467			1696		3	1546.33333333333
ENSG00000158106	RHPN1		891								1	891
ENSG00000158109	TPRG1L	464			1761					951	3	1058.66666666667
ENSG00000158161	EYA3	1596									1	1596
ENSG00000158169	FANCC								1937		1	1937
ENSG00000158186	MRAS		633		1293	3191		1428	864		5	1481.8
ENSG00000158195	WASF2							974			1	974
ENSG00000158201	ABHD3						2207				1	2207
ENSG00000158258	CLSTN2		538			3661	873		3188		4	2065
ENSG00000158270	COLEC12					3703	557	1051	844		4	1538.75
ENSG00000158286	RNF207		334								1	334
ENSG00000158290	CUL4B	1631			507	820		1657	1588		5	1240.6
ENSG00000158292	GPR153						1042				1	1042
ENSG00000158301	GPRASP2	1061	894		1051	399	1133	1524	3022		7	1297.71428571429
ENSG00000158321	AUTS2					3819					1	3819
ENSG00000158406	HIST1H4H						2590				1	2590
ENSG00000158423	RIBC1							950	943		2	946.5
ENSG00000158457	TSPAN33				1968						1	1968
ENSG00000158467	AHCYL2						1099	1103	526		3	909.333333333333
ENSG00000158480	SPATA2				2538						1	2538
ENSG00000158483	FAM86C1					3716			2086		2	2901
ENSG00000158526	TSR2	1881			1879						2	1880
ENSG00000158528	PPP1R9A						1484	2052			2	1768
ENSG00000158545	ZC3H18					3849					1	3849
ENSG00000158555	GDPD5					1950					1	1950
ENSG00000158560	DYNC1I1				2131			294	1674		3	1366.33333333333
ENSG00000158604	TMED4				2099	461	1146			1333	4	1259.75
ENSG00000158669	GPAT4	1034	260		2505	2582					4	1595.25
ENSG00000158710	TAGLN2		782		1178	2273	2497	244	540	931	7	1206.42857142857
ENSG00000158716	DUSP23								2940		1	2940
ENSG00000158747	NBL1								1561		1	1561
ENSG00000158828	PINK1				1698				2833	1405	3	1978.66666666667
ENSG00000158850	B4GALT3						2583				1	2583
ENSG00000158856	DMTN	1447				3844	960	1928			4	2044.75
ENSG00000158859	ADAMTS4							696	1902		2	1299
ENSG00000158863	FAM160B2				2493						1	2493
ENSG00000158864	NDUFS2				2520	1265	2530				3	2105
ENSG00000158869	FCER1G			446							1	446
ENSG00000158882	TOMM40L				2191						1	2191
ENSG00000158966	CACHD1			327				1931			2	1129
ENSG00000158985	CDC42SE2				2462						1	2462
ENSG00000159023	EPB41			511		2433					2	1472
ENSG00000159055	MIS18A				2521	3889			2921		3	3110.33333333333
ENSG00000159079	CFAP298					2366			2026		2	2196
ENSG00000159082	SYNJ1	1408			1610	1562		2063			4	1660.75
ENSG00000159086	PAXBP1						1924				1	1924
ENSG00000159140	SON					2305			788		2	1546.5
ENSG00000159164	SV2A				1155	2744		1273	852		4	1506
ENSG00000159167	STC1							334	1665		2	999.5
ENSG00000159176	CSRP1	707			144	108	207	672	816	334	7	426.857142857143
ENSG00000159199	ATP5MC1	1502							1974	1256	3	1577.33333333333
ENSG00000159200	RCAN1	791	417		1217	3649				1359	5	1486.6
ENSG00000159202	UBE2Z	1948									1	1948
ENSG00000159210	SNF8						1637				1	1637
ENSG00000159214	CCDC24							927			1	927
ENSG00000159216	RUNX1							2150	2024		2	2087
ENSG00000159228	CBR1					2060					1	2060
ENSG00000159248	GJD2					1227	1004				2	1115.5
ENSG00000159251	ACTC1	1323				783	1026				3	1044
ENSG00000159256	MORC3		852								1	852
ENSG00000159267	HLCS		436								1	436
ENSG00000159322	ADPGK	1231			1116					1057	3	1134.66666666667
ENSG00000159335	PTMS				2012		2296	607	2145		4	1765
ENSG00000159346	ADIPOR1	2032									1	2032
ENSG00000159348	CYB5R1				1664						1	1664
ENSG00000159352	PSMD4				2070						1	2070
ENSG00000159363	ATP13A2	2145				1461			2734		3	2113.33333333333
ENSG00000159377	PSMB4					3136			1859		2	2497.5
ENSG00000159388	BTG2		520					705	933	72	4	557.5
ENSG00000159409	CELF3	1124			906	515	488			1468	5	900.2
ENSG00000159423	ALDH4A1					3187			2523		2	2855
ENSG00000159459	UBR1					1578					1	1578
ENSG00000159461	AMFR	1649							1858		2	1753.5
ENSG00000159479	MED8				1492						1	1492
ENSG00000159593	NAE1					3462					1	3462
ENSG00000159625	DRC7								1788		1	1788
ENSG00000159658	EFCAB14									1167	1	1167
ENSG00000159674	SPON2								2427		1	2427
ENSG00000159685	CHCHD6		862								1	862
ENSG00000159692	CTBP1		590		2259	1451			1376	522	5	1239.6
ENSG00000159713	TPPP3	602	140		1068	1590	981	176	203		7	680
ENSG00000159720	ATP6V0D1	369			773	209	186	1792	512		6	640.166666666667
ENSG00000159723	AGRP	496		226	103	26	24	4	9	14	8	112.75
ENSG00000159753	CARMIL2	665									1	665
ENSG00000159761	C16orf86		137				1502				2	819.5
ENSG00000159784	FAM131B								3030		1	3030
ENSG00000159788	RGS12						2061				1	2061
ENSG00000159792	PSKH1		450						2759		2	1604.5
ENSG00000159842	ABR							2182	2431		2	2306.5
ENSG00000159884	CCDC107								2449		1	2449
ENSG00000159899	NPR2				2596	1173		1867			3	1878.66666666667
ENSG00000160014	CALM3	1512			382	1662	1126	1123	700	664	7	1024.14285714286
ENSG00000160050	CCDC28B				2409						1	2409
ENSG00000160058	BSDC1					2768	2921		2917		3	2868.66666666667
ENSG00000160072	ATAD3B		942								1	942
ENSG00000160075	SSU72				2354						1	2354
ENSG00000160087	UBE2J2					3502					1	3502
ENSG00000160094	ZNF362						2770				1	2770
ENSG00000160113	NR2F6				1738						1	1738
ENSG00000160124	CCDC58		850								1	850
ENSG00000160131	VMA21	2056		262	2525				2979		4	1955.5
ENSG00000160188	RSPH1		959				1140	104	90		4	573.25
ENSG00000160190	SLC37A1				2104						1	2104
ENSG00000160194	NDUFV3					1453					1	1453
ENSG00000160209	PDXK				2168		2475		1802		3	2148.33333333333
ENSG00000160213	CSTB	983				3560	1164	421	2137	574	6	1473.16666666667
ENSG00000160224	AIRE	2071									1	2071
ENSG00000160255	ITGB2		369			888					2	628.5
ENSG00000160271	RALGDS				1078	3325	1908				3	2103.66666666667
ENSG00000160285	LSS					2852					1	2852
ENSG00000160293	VAV2				2204						1	2204
ENSG00000160298	C21orf58					998		1379	835		3	1070.66666666667
ENSG00000160299	PCNT					2169	1043				2	1606
ENSG00000160307	S100B	645			60	160	110	34	70	63	7	163.142857142857
ENSG00000160318	CLDND2			317							1	317
ENSG00000160321	ZNF208				2385	3169			3141		3	2898.33333333333
ENSG00000160325	CACFD1	1564								1207	2	1385.5
ENSG00000160326	SLC2A6							1342		1144	2	1243
ENSG00000160345	C9orf116							170	264		2	217
ENSG00000160392	C19orf47	1556									1	1556
ENSG00000160401	CFAP157							80	60		2	70
ENSG00000160404	TOR2A		923				2059		2451		3	1811
ENSG00000160445	ZER1				1653	2912	2617				3	2394
ENSG00000160460	SPTBN4					2859			2032		2	2445.5
ENSG00000160551	TAOK1					1854					1	1854
ENSG00000160584	SIK3					2425			3061		2	2743
ENSG00000160613	PCSK7			347		3921					2	2134
ENSG00000160633	SAFB						2327			1525	2	1926
ENSG00000160678	S100A1	545			735	3160		814	697		5	1190.2
ENSG00000160679	CHTOP	570				1306			2615		3	1497
ENSG00000160688	FLAD1					3897					1	3897
ENSG00000160691	SHC1				986	876	2162				3	1341.33333333333
ENSG00000160695	VPS11									1078	1	1078
ENSG00000160703	NLRX1						2952				1	2952
ENSG00000160710	ADAR				697	1019	1227	1691	1253	1383	6	1211.66666666667
ENSG00000160714	UBE2Q1	1243	664			2210			2468		4	1646.25
ENSG00000160752	FDPS					3143				1206	2	2174.5
ENSG00000160781	PAQR6	606			221	203	1659	481	551		6	620.166666666667
ENSG00000160785	SLC25A44					3806					1	3806
ENSG00000160789	LMNA									1111	1	1111
ENSG00000160796	NBEAL2				1972						1	1972
ENSG00000160801	PTH1R					1350					1	1350
ENSG00000160803	UBQLN4					3546					1	3546
ENSG00000160813	PPP1R35									1121	1	1121
ENSG00000160888	IER2			42					464	236	3	247.333333333333
ENSG00000160908	ZNF394								1855		1	1855
ENSG00000160932	LY6E	2108			2436						2	2272
ENSG00000160948	VPS28					1842		2231			2	2036.5
ENSG00000160951	PTGER1				858	1139	626		1436		4	1014.75
ENSG00000160953	PWWP3A			242	1609						2	925.5
ENSG00000160972	PPP1R16A			563					2202		2	1382.5
ENSG00000160991	ORAI2				1048	2424					2	1736
ENSG00000160999	SH2B2								3092		1	3092
ENSG00000161011	SQSTM1					1570				254	2	912
ENSG00000161016	RPL8	878					874		2735	1135	4	1405.5
ENSG00000161055	SCGB3A1				1362	1770					2	1566
ENSG00000161057	PSMC2					2403					1	2403
ENSG00000161082	CELF5	1432			2401	1064	483	2035	692		6	1351.16666666667
ENSG00000161203	AP2M1	242	134		330	1128	2105	588	1084		7	801.571428571429
ENSG00000161204	ABCF3			318		2315		1169			3	1267.33333333333
ENSG00000161243	FBXO27							2143			1	2143
ENSG00000161249	DMKN								1777		1	1777
ENSG00000161265	U2AF1L4				2432						1	2432
ENSG00000161281	COX7A1	126			146	328	475	141	240	59	7	216.428571428571
ENSG00000161381	PLXDC1									757	1	757
ENSG00000161509	GRIN2C						1512				1	1512
ENSG00000161544	CYGB					2233			1649		2	1941
ENSG00000161547	SRSF2	1453			691	612			1535		4	1072.75
ENSG00000161551	ZNF577								1736		1	1736
ENSG00000161610	HCRT	16	20	1	38	19	13	43	7	152	9	34.3333333333333
ENSG00000161647	MPP3							1340			1	1340
ENSG00000161671	EMC10					1996	1276	970	2102		4	1586
ENSG00000161677	JOSD2						1746	1970			2	1858
ENSG00000161682	FAM171A2						1473				1	1473
ENSG00000161714	PLCD3				1043	1092			1398		3	1177.66666666667
ENSG00000161920	MED11					2000					1	2000
ENSG00000161960	EIF4A1	1829		560	490	1009	2255	1564	2932	428	8	1383.375
ENSG00000161970	RPL26	547	824	206	628	2393			390	1242	7	890
ENSG00000161996	WDR90								2138		1	2138
ENSG00000161999	JMJD8								2196		1	2196
ENSG00000162004	CCDC78						805	317	222		3	448
ENSG00000162032	SPSB3	1559									1	1559
ENSG00000162076	FLYWCH2				1778						1	1778
ENSG00000162105	SHANK2					1583	2988		3133		3	2568
ENSG00000162144	CYB561A3					3410					1	3410
ENSG00000162148	PPP1R32							238	168		2	203
ENSG00000162188	GNG3	1708			2366	2927	1552	987	482		6	1670.33333333333
ENSG00000162191	UBXN1	1680				2769					2	2224.5
ENSG00000162231	NXF1		885			2778					2	1831.5
ENSG00000162244	RPL29							627	1145	529	3	767
ENSG00000162368	CMPK1	1939									1	1939
ENSG00000162374	ELAVL4		202			695	1986	1031	687		5	920.2
ENSG00000162377	COA7		576								1	576
ENSG00000162378	ZYG11B		787			3343					2	2065
ENSG00000162385	MAGOH	1608	182			1349					3	1046.33333333333
ENSG00000162402	USP24					3832			2386		2	3109
ENSG00000162407	PLPP3	1972			308		705	1190	1064	247	6	914.333333333333
ENSG00000162413	KLHL21									348	1	348
ENSG00000162434	JAK1	668			2326	856	445		1300	807	6	1067
ENSG00000162437	RAVER2						1401				1	1401
ENSG00000162444	RBP7							2113			1	2113
ENSG00000162493	PDPN			74							1	74
ENSG00000162496	DHRS3				2338				824		2	1581
ENSG00000162512	SDC3							2116	1312		2	1714
ENSG00000162521	RBBP4		384		1028	433	975		1385		5	841
ENSG00000162522	KIAA1522							2022			1	2022
ENSG00000162545	CAMK2N1		318			555	385	275	590		5	424.6
ENSG00000162552	WNT4				2571				2035		2	2303
ENSG00000162576	MXRA8							1949			1	1949
ENSG00000162585	FAAP20	1446			1706	2905	1543				4	1900
ENSG00000162595	DIRAS3	90	66	48	85	147	44	127	57	188	9	94.6666666666667
ENSG00000162598	C1orf87							268	419		2	343.5
ENSG00000162599	NFIA					1110	1248				2	1179
ENSG00000162601	MYSM1					2903					1	2903
ENSG00000162604	TM2D1					525		2212		1584	3	1440.33333333333
ENSG00000162613	FUBP1	1266				2003	1103		2056		4	1607
ENSG00000162616	DNAJB4			509							1	509
ENSG00000162623	TYW3				1127						1	1127
ENSG00000162627	SNX7						1371				1	1371
ENSG00000162630	B3GALT2					2037			3207		2	2622
ENSG00000162631	NTNG1	564	387		2202	1174	1613				5	1188
ENSG00000162636	FAM102B							1013			1	1013
ENSG00000162639	HENMT1	1613									1	1613
ENSG00000162642	C1orf52	1252									1	1252
ENSG00000162645	GBP2					3521					1	3521
ENSG00000162654	GBP4			165							1	165
ENSG00000162664	ZNF326								1657		1	1657
ENSG00000162670	BRINP3	860							1817		2	1338.5
ENSG00000162687	KCNT2	1442				2181	1761				3	1794.66666666667
ENSG00000162695	SLC30A7						1477			754	2	1115.5
ENSG00000162704	ARPC5	1304			1223	891	1677		2302		5	1479.4
ENSG00000162706	CADM3	1694	345			2200					3	1413
ENSG00000162728	KCNJ9					2241		1714			2	1977.5
ENSG00000162729	IGSF8				1616	2263					2	1939.5
ENSG00000162733	DDR2	1980				1935		1505	2900		4	2080
ENSG00000162734	PEA15	587	275		1839		1379	2222			5	1260.4
ENSG00000162735	PEX19				2066	2954			1922		3	2314
ENSG00000162736	NCSTN	1309				3420	1969				3	2232.66666666667
ENSG00000162738	VANGL2				1635						1	1635
ENSG00000162755	KLHDC9								3187		1	3187
ENSG00000162772	ATF3			94		892	130			70	4	296.5
ENSG00000162783	IER5					3445				1542	2	2493.5
ENSG00000162804	SNED1							764	679		2	721.5
ENSG00000162813	BPNT1						2557				1	2557
ENSG00000162814	SPATA17								568		1	568
ENSG00000162819	BROX				2196				2706		2	2451
ENSG00000162849	KIF26B						2369		2810		2	2589.5
ENSG00000162852	CNST				1548		2875				2	2211.5
ENSG00000162873	KLHDC8A				2109						1	2109
ENSG00000162885	B3GALNT2						2938				1	2938
ENSG00000162910	MRPL55	1213									1	1213
ENSG00000162923	WDR26					3165					1	3165
ENSG00000162927	PUS10					3722					1	3722
ENSG00000162929	KIAA1841						2697				1	2697
ENSG00000162951	LRRTM1	832				3473					2	2152.5
ENSG00000162959	MEMO1				2236						1	2236
ENSG00000162961	DPY30		804			3748	1733			1562	4	1961.75
ENSG00000162971	TYW5							1540	1252		2	1396
ENSG00000162976	SLC66A3							1862			1	1862
ENSG00000162980	ARL5A					1735	2665				2	2200
ENSG00000162981	LRATD1	193	179		514	449	703	1156	686		7	554.285714285714
ENSG00000162989	KCNJ3	1017			2508	1459	2658		1848		5	1898
ENSG00000162994	CLHC1								2974		1	2974
ENSG00000162998	FRZB						86	32	26	46	4	47.5
ENSG00000163001	CFAP36	805				1665	1974	1144	2855		5	1688.6
ENSG00000163013	FBXO41					3303			3066		2	3184.5
ENSG00000163029	SMC6					3158	3065				2	3111.5
ENSG00000163032	VSNL1	1841	64	119	140	77	127	70	86	226	9	305.555555555556
ENSG00000163040	CCDC74A					492		804			2	648
ENSG00000163041	H3F3A					2509	904	591	311		4	1078.75
ENSG00000163053	SLC16A14						1763				1	1763
ENSG00000163060	TEKT4								977		1	977
ENSG00000163069	SGCB	1414				578	1631				3	1207.66666666667
ENSG00000163071	SPATA18							534	621		2	577.5
ENSG00000163075	CFAP221							2074	1547		2	1810.5
ENSG00000163082	SGPP2	657				3060	2148				3	1955
ENSG00000163093	BBS5								1071		1	1071
ENSG00000163104	SMARCAD1					2311	1478			681	3	1490
ENSG00000163110	PDLIM5				747	3123		404	465	193	5	986.4
ENSG00000163125	RPRD2					2216					1	2216
ENSG00000163132	MSX1				1337		2515	243	210	1475	5	1156
ENSG00000163138	PACRGL									1440	1	1440
ENSG00000163155	LYSMD1		486								1	486
ENSG00000163161	ERCC3					2998			2872	1478	3	2449.33333333333
ENSG00000163162	RNF149	689				2697					2	1693
ENSG00000163170	BOLA3					1551		2201			2	1876
ENSG00000163191	S100A11			251			2040			643	3	978
ENSG00000163214	DHX57					3545					1	3545
ENSG00000163251	FZD5							184	164		2	174
ENSG00000163257	DCAF16	1250									1	1250
ENSG00000163273	NPPC				557	90	109	1335	1970	1579	6	940
ENSG00000163285	GABRG1	85	80	142	1018	1353	146	191	139	181	9	370.555555555556
ENSG00000163291	PAQR3	1579									1	1579
ENSG00000163312	HELQ						2426				1	2426
ENSG00000163319	MRPS18C		552		1720						2	1136
ENSG00000163328	GPR155					2361	2961		2954		3	2758.66666666667
ENSG00000163331	DAPL1					2611	2623				2	2617
ENSG00000163346	PBXIP1		197			3721	1669	885	584		5	1411.2
ENSG00000163349	HIPK1						1159	430	742		3	777
ENSG00000163374	YY1AP1				2295						1	2295
ENSG00000163377	TAFA4				1613	2590					2	2101.5
ENSG00000163378	EOGT	2012					2242				2	2127
ENSG00000163389	POGLUT1	1387									1	1387
ENSG00000163399	ATP1A1	253			250	556	617	366	415	221	7	382.571428571429
ENSG00000163412	EIF4E3									1013	1	1013
ENSG00000163430	FSTL1				1033		1360		1344		3	1245.66666666667
ENSG00000163431	LMOD1							1288			1	1288
ENSG00000163453	IGFBP7	343			499	683	290	33	34	49	7	275.857142857143
ENSG00000163463	KRTCAP2				2584		2611				2	2597.5
ENSG00000163466	ARPC2	2127				1261	2169				3	1852.33333333333
ENSG00000163468	CCT3	728			626	794	820		973		5	788.2
ENSG00000163479	SSR2					1089					1	1089
ENSG00000163481	RNF25	1519									1	1519
ENSG00000163482	STK36						2275				1	2275
ENSG00000163510	CWC22			456							1	456
ENSG00000163512	AZI2				2280	749					2	1514.5
ENSG00000163513	TGFBR2	251			2120				1099	493	4	990.75
ENSG00000163520	FBLN2					3685					1	3685
ENSG00000163521	GLB1L			200							1	200
ENSG00000163527	STT3B					1948	2601		823		3	1790.66666666667
ENSG00000163528	CHCHD4					2544					1	2544
ENSG00000163531	NFASC	1329					1035				2	1182
ENSG00000163536	SERPINI1	345			278	1975	694	630		360	6	713.666666666667
ENSG00000163539	CLASP2					684	2643		2420	992	4	1684.75
ENSG00000163541	SUCLG1	1476									1	1476
ENSG00000163558	PRKCI			363		2323					2	1343
ENSG00000163565	IFI16			526	1646	3870					3	2014
ENSG00000163576	EFHB								1716		1	1716
ENSG00000163584	RPL22L1					2038	2293			401	3	1577.33333333333
ENSG00000163596	ICA1L								2840		1	2840
ENSG00000163597	SNHG16					1790					1	1790
ENSG00000163602	RYBP	1115						1978	3163		3	2085.33333333333
ENSG00000163605	PPP4R2				1961						1	1961
ENSG00000163608	NEPRO				2261	3717					2	2989
ENSG00000163617	CCDC191					2935	2880		1504		3	2439.66666666667
ENSG00000163618	CADPS	1153			465	2828		812	842		5	1220
ENSG00000163624	CDS1						2562	1212			2	1887
ENSG00000163625	WDFY3								2200		1	2200
ENSG00000163626	COX18						3039				1	3039
ENSG00000163629	PTPN13								1151		1	1151
ENSG00000163630	SYNPR	1720				1780	826	1135	2124	764	6	1391.5
ENSG00000163634	THOC7				2038	3547					2	2792.5
ENSG00000163635	ATXN7								3179		1	3179
ENSG00000163644	PPM1K								2090		1	2090
ENSG00000163659	TIPARP					3609				1419	2	2514
ENSG00000163660	CCNL1								3274		1	3274
ENSG00000163661	PTX3	387				607	329			77	4	350
ENSG00000163682	RPL9	1738			1765	272	268	1633	581	1494	7	1107.28571428571
ENSG00000163683	SMIM14						1537	1889	1396	1435	4	1564.25
ENSG00000163702	IL17RC							1365			1	1365
ENSG00000163703	CRELD1				1091	924	2082				3	1365.66666666667
ENSG00000163710	PCOLCE2				1404	103	155	1402	208	227	6	583.166666666667
ENSG00000163714	U2SURP				1330				1319		2	1324.5
ENSG00000163728	TTC14					1209			1090		2	1149.5
ENSG00000163735	CXCL5								3240		1	3240
ENSG00000163738	MTHFD2L								3013	1322	2	2167.5
ENSG00000163754	GYG1								1471	288	2	879.5
ENSG00000163788	SNRK							1018			1	1018
ENSG00000163795	ZNF513		599								1	599
ENSG00000163798	SLC4A1AP				2220						1	2220
ENSG00000163815	CLEC3B								1969		1	1969
ENSG00000163817	SLC6A20					1229					1	1229
ENSG00000163818	LZTFL1	2090					896	1669	982		4	1409.25
ENSG00000163832	ELP6		524								1	524
ENSG00000163840	DTX3L	1580				2603				464	3	1549
ENSG00000163866	SMIM12	1211			2382	2841	2109		2616	1231	6	2065
ENSG00000163867	ZMYM6					3290					1	3290
ENSG00000163872	YEATS2							1834			1	1834
ENSG00000163873	GRIK3						1812	924	1282		3	1339.33333333333
ENSG00000163875	MEAF6		164		717	463	704				4	512
ENSG00000163879	DNALI1			538	1308	1438		353	333	580	6	758.333333333333
ENSG00000163885	CFAP100							536	280		2	408
ENSG00000163888	CAMK2N2					1998		719	649	1431	4	1199.25
ENSG00000163902	RPN1	1451				1470					2	1460.5
ENSG00000163909	HEYL	1352						1547	1359		3	1419.33333333333
ENSG00000163913	IFT122								2002		1	2002
ENSG00000163938	GNL3	1406		254		3724					3	1794.66666666667
ENSG00000163946	TASOR								1850		1	1850
ENSG00000163947	ARHGEF3					991					1	991
ENSG00000163950	SLBP	887	635			1762	2096		2309		5	1537.8
ENSG00000163956	LRPAP1	281			419	1190	1467		762		5	823.8
ENSG00000163958	ZDHHC19						3036				1	3036
ENSG00000163964	PIGX					3057	2645	1824			3	2508.66666666667
ENSG00000163995	ABLIM2	1070									1	1070
ENSG00000164008	C1orf50		749								1	749
ENSG00000164022	AIMP1					2877			2307		2	2592
ENSG00000164023	SGMS2							678	510	861	3	683
ENSG00000164024	METAP1						2861				1	2861
ENSG00000164032	H2AFZ	352			193	275	181		749	909	6	443.166666666667
ENSG00000164039	BDH2				1619	2672					2	2145.5
ENSG00000164040	PGRMC2	1809				483	1291			1365	4	1237
ENSG00000164050	PLXNB1		279			1522	1334		848		4	995.75
ENSG00000164054	SHISA5	775			646	1333		616	1865	621	6	976
ENSG00000164056	SPRY1					1530				1010	2	1270
ENSG00000164061	BSN	1665							2321		2	1993
ENSG00000164062	APEH				662	2655	1571				3	1629.33333333333
ENSG00000164066	INTU								2897		1	2897
ENSG00000164070	HSPA4L				821	2135			1422		3	1459.33333333333
ENSG00000164073	MFSD8					3836					1	3836
ENSG00000164076	CAMKV					3382	957	1038	2176		4	1888.25
ENSG00000164077	MON1A									1278	1	1278
ENSG00000164086	DUSP7					3077					1	3077
ENSG00000164088	PPM1M								3122		1	3122
ENSG00000164089	ETNPPL	264		416	210	781	667	777	648	687	8	556.25
ENSG00000164091	WDR82				809				2584		2	1696.5
ENSG00000164096	C4orf3				1668	1539	2087		567		4	1465.25
ENSG00000164100	NDST3	516									1	516
ENSG00000164104	HMGB2					962	2147			234	3	1114.33333333333
ENSG00000164106	SCRG1	76		544	106	347	414	63	135	24	8	213.625
ENSG00000164111	ANXA5						2375		1140		2	1757.5
ENSG00000164112	TMEM155	364	119		774	535	965	1284	2001		7	863.142857142857
ENSG00000164114	MAP9				1079	2488					2	1783.5
ENSG00000164120	HPGD	1562									1	1562
ENSG00000164124	TMEM144	1137	214		196	3693	402	676	858	631	8	975.875
ENSG00000164125	GASK1B						1330	1457	1196		3	1327.66666666667
ENSG00000164128	NPY1R	725			2185	126	124		504		5	732.8
ENSG00000164144	ARFIP1					984					1	984
ENSG00000164151	ICE1								2837		1	2837
ENSG00000164161	HHIP				1315				1104		2	1209.5
ENSG00000164164	OTUD4					2671					1	2671
ENSG00000164167	LSM6					2626	1258				2	1942
ENSG00000164172	MOCS2	2085				3035					2	2560
ENSG00000164176	EDIL3	204		274	425	410	354	573	295	1324	8	482.375
ENSG00000164180	TMEM161B						2873				1	2873
ENSG00000164182	NDUFAF2				1340	3346		1083			3	1923
ENSG00000164190	NIPBL						1866				1	1866
ENSG00000164199	ADGRV1	786		158	1471		1453	179	172	331	7	650
ENSG00000164209	SLC25A46					2232					1	2232
ENSG00000164221	CCDC112					1898					1	1898
ENSG00000164237	CMBL				1809						1	1809
ENSG00000164241	C5orf63		361		411	1886			3041		4	1424.75
ENSG00000164258	NDUFS4	837				2291					2	1564
