gene_id	gene_name	V12D05-348_C1	V12D05-348_D1	V12D05-350_C1	V12D05-350_D1	V12D07-075_A1	V12D07-075_D1	V12Y31-080_A1	V13M13-362_A1	V13M13-362_D1	meanrank	samples_signif
ENSG00000136158	SPRY2		1454	4825	1056	1310					2161.25	4
ENSG00000136160	EDNRB	386	79	237	63	497	1176	645	229	657	441	9
ENSG00000136161	RCBTB2	4514		4822							4668	2
ENSG00000136193	SCRN1	2495	1786	1922	1555	1769	2246	2154	848	1831	1845.111111	9
ENSG00000136205	TNS3	4555	5748	3354	4957		4635		2379	2127	3965	7
ENSG00000136237	RAPGEF5	1025		1041		318	173		1960	250	794.5	6
ENSG00000136238	RAC1	3442	2137	4510	4229	1680	2609	3113	1071	2007	2755.333333	9
ENSG00000136240	KDELR2	2491	2084	1596	1830	2029	905	1078	1050	4071	1903.777778	9
ENSG00000136243	NUP42				5464						5464	1
ENSG00000136244	IL6					1154					1154	1
ENSG00000136247	ZDHHC4	3897	4896	4153	4922		3918	3681		3465	4133.142857	7
ENSG00000136267	DGKB	2529	2968	3479	2686	2734	1580	1868	608	2374	2314	9
ENSG00000136270	TBRG4		5292	5506							5399	2
ENSG00000136271	DDX56	5597		5570							5583.5	2
ENSG00000136274	NACAD	5328	2130	4315	2806	1727	1805	1429	1983	3317	2760	9
ENSG00000136279	DBNL	3729	5183	4078	4371	3365	3184		2422	2879	3651.375	8
ENSG00000136280	CCM2	2889	3202	4469	4146	3641	2281	3017		3364	3376.125	8
ENSG00000136295	TTYH3			3068	5246					4540	4284.666667	3
ENSG00000136319	TTC5		4579	4734	5980						5097.666667	3
ENSG00000136352	NKX2-1	429	841	196	352			677		325	470	6
ENSG00000136371	MTHFS	4045	4391	4679	4736			1112			3792.6	5
ENSG00000136379	ABHD17C			5304							5304	1
ENSG00000136381	IREB2		5590	4664	5525		4562				5085.25	4
ENSG00000136436	CALCOCO2			5360		2542					3951	2
ENSG00000136448	NMT1	4256	3151	5389	6091	3749	4453	2487		2442	4002.25	8
ENSG00000136450	SRSF1	4278	3798	3656	5481	3134	3349	3089		4545	3916.25	8
ENSG00000136451	VEZF1	5505		4696	4227						4809.333333	3
ENSG00000136478	TEX2		4442	6473	5087	3300	3872			4450	4604	6
ENSG00000136485	DCAF7		4745	6259		3905		3626			4633.75	4
ENSG00000136490	LIMD2			4374							4374	1
ENSG00000136504	KAT7		5467	6063	5460		3834	3674		3688	4697.666667	6
ENSG00000136521	NDUFB5	1166	1514	1823	2232	2387	2399	1750	2945	2107	2035.888889	9
ENSG00000136522	MRPL47	4073	4906	4169	4809	3558	4085	1977		4293	3983.75	8
ENSG00000136527	TRA2B	2901	3632	3176	4130	1509	4412		3257	3858	3359.375	8
ENSG00000136531	SCN2A	388	564	502	531	394	476	778	1198	295	569.5555556	9
ENSG00000136536	7-Mar	3863	4888	4295	6007		4203				4651.2	5
ENSG00000136541	ERMN	306	830	248	270	27	54	173	1133	46	343	9
ENSG00000136546	SCN7A		1976		1775						1875.5	2
ENSG00000136560	TANK	4476	4761	5701	3035		4545	3171			4281.5	6
ENSG00000136603	SKIL			5835	5635	3117	4427				4753.5	4
ENSG00000136628	EPRS	3383	2597	5002	3095		4235	2578			3481.666667	6
ENSG00000136631	VPS45	4118	4747	3253			2796	2502	2707	3286	3344.142857	7
ENSG00000136636	KCTD3			6434		1959					4196.5	2
ENSG00000136643	RPS6KC1			6908	5587						6247.5	2
ENSG00000136682	CBWD2			4904							4904	1
ENSG00000136698	CFC1		1382		1030						1206	2
ENSG00000136699	SMPD4	4898	1469	3406	1374		1930	1335	2473	4850	2716.875	8
ENSG00000136709	WDR33	3944	3908	4000	4913					4748	4302.6	5
ENSG00000136710	CCDC115	3665	3878	5311	4660		3757			4502	4295.5	6
ENSG00000136717	BIN1	4784	5120	3869	3711	2828	4194	2713		952	3521.375	8
ENSG00000136718	IMP4	4437		6783						4754	5324.666667	3
ENSG00000136720	HS6ST1	5542	4667	5067				2225		4622	4424.6	5
ENSG00000136732	GYPC	2632		1901							2266.5	2
ENSG00000136738	STAM	5264	5463	4722							5149.666667	3
ENSG00000136750	GAD2	334	67	305	77	104	186	48	82	192	155	9
ENSG00000136754	ABI1	4196	4316	5023		3601	4815		3027	2803	3968.714286	7
ENSG00000136758	YME1L1	1508	1982	2366	2721	2277	2194	1734	1933	2066	2086.777778	9
ENSG00000136770	DNAJC1			5854							5854	1
ENSG00000136783	NIPSNAP3A	5677	5572	5884		3633	4207	3252			4704.166667	6
ENSG00000136802	LRRC8A	3750	3946	3328	3672	3325			2273	3579	3410.428571	7
ENSG00000136807	CDK9	3731	4891	2885	4852		4475				4166.8	5
ENSG00000136810	TXN	1131	949	1311	1805	1192	975	714	1640	757	1163.777778	9
ENSG00000136813	ECPAS	2915	4605	4737	4924	3623	4089			3754	4092.428571	7
ENSG00000136819	C9orf78	2680	3337	3203	5876	3690	2018	2119	1605	2987	3057.222222	9
ENSG00000136827	TOR1A	3149	3720	3746	3687		2086			4220	3434.666667	6
ENSG00000136828	RALGPS1		5915	6868	3132					3409	4831	4
ENSG00000136830	NIBAN2			6084							6084	1
ENSG00000136842	TMOD1	491	215	539	471	702	309	96	267		386.25	8
ENSG00000136848	DAB2IP	1957	5441	1881	4444	2774	2465	1955		3313	3028.75	8
ENSG00000136854	STXBP1	146	201	150	167	301	493	1683	550	149	426.6666667	9
ENSG00000136867	SLC31A2									905	905	1
ENSG00000136869	TLR4			6617							6617	1
ENSG00000136878	USP20	3520	3402	4465	5078		3602	2464		3311	3691.714286	7
ENSG00000136888	ATP6V1G1	807	719	904	1071	1359	624	186	874	1068	845.7777778	9
ENSG00000136895	GARNL3				2708						2708	1
ENSG00000136897	MRPL50	5547		4976			4257				4926.666667	3
ENSG00000136908	DPM2	5481	5071	6082				3343			4994.25	4
ENSG00000136928	GABBR2	489	1216	426	1029	801	1238	2324	727	726	997.3333333	9
ENSG00000136930	PSMB7	1778	2659	2261	2328	1962	2730	2359		2838	2364.375	8
ENSG00000136933	RABEPK			5949							5949	1
ENSG00000136936	XPA			6549							6549	1
ENSG00000136938	ANP32B	2181	2240	3184	2304	344	227	1681	3078	1078	1813	9
ENSG00000136942	RPL35	1052	1197	1337	1902	1333	1051	729	1216	1041	1206.444444	9
ENSG00000136950	ARPC5L	1750	2271	1675	1957	1762	2386	3350		1919	2133.75	8
ENSG00000136960	ENPP2	620	1921	526	877	68	117	551	1242	92	668.2222222	9
ENSG00000136986	DERL1	5237	2436	5149	3748		3397	1615		4519	3728.714286	7
ENSG00000137033	IL33			5200							5200	1
ENSG00000137038	DMAC1	2954	3862	3008	4710	2011	1740	1948	2529	2984	2860.666667	9
ENSG00000137040	RANBP6	2708	3106	3956	3123		3401		1526	3304	3017.714286	7
ENSG00000137073	UBAP2			5638							5638	1
ENSG00000137075	RNF38		5539	4038	4791	3898	3692			2936	4149	6
ENSG00000137076	TLN1	4576		5374						4213	4721	3
ENSG00000137098	SPAG8	754		435							594.5	2
ENSG00000137100	DCTN3	1050	1107	1026	1421	1436	763	1752	2147	1321	1335.888889	9
ENSG00000137103	TMEM8B	2670	3728	2219	3099		2339	2864		2779	2814	7
ENSG00000137106	GRHPR	4368	2537	4481	2963		3759	3768	2575	2963	3426.75	8
ENSG00000137133	HINT2	3672	3970	5042	3892		4308	2782		5004	4095.714286	7
ENSG00000137154	RPS6	1555	359	806	448	729	403	1562	1140	592	843.7777778	9
ENSG00000137161	CNPY3						3671				3671	1
ENSG00000137168	PPIL1	3546	4471	3801	3834		1625	1553		3244	3153.428571	7
ENSG00000137177	KIF13A			6949							6949	1
ENSG00000137198	GMPR	4021		4798							4409.5	2
ENSG00000137200	CMTR1	2766	3500	3458	4161			2161		2856	3150.333333	6
ENSG00000137207	YIPF3	2229	3971	2250	4022	3540	1751	2761	2596	3489	2956.555556	9
ENSG00000137210	TMEM14B	1935	2411	1964	2354	3163	3228	2339	2286	4159	2648.777778	9
ENSG00000137216	TMEM63B	3420		4215	5269		3599			4474	4195.4	5
ENSG00000137218	FRS3				4655						4655	1
ENSG00000137261	KIAA0319				4774					2235	3504.5	2
ENSG00000137267	TUBB2A	18	55	31	58	56	51	197	105	12	64.77777778	9
ENSG00000137274	BPHL	3254	4927	4935	5004			3007			4225.4	5
ENSG00000137285	TUBB2B	361	866	290	1184	552	601	615	257	142	540.8888889	9
ENSG00000137288	UQCC2	1340	1506	2065	1776	1798	1355	2758	2393	1600	1843.444444	9
ENSG00000137309	HMGA1		4350	3753	3881	2480	4348			3222	3672.333333	6
ENSG00000137312	FLOT1	2246	2132	2187	2634	1547	1720	2065	1993	2085	2067.666667	9
ENSG00000137343	ATAT1	4433	3580	6034	4634		4220			2943	4307.333333	6
ENSG00000137364	TPMT	4128		6752							5440	2
ENSG00000137409	MTCH1	236	208	238	210	227	207	308	261	168	229.2222222	9
ENSG00000137414	FAM8A1	3421	3166	3886	5247	2320	4597			2825	3637.428571	7
ENSG00000137449	CPEB2		3389	6176			4769	2699		3987	4204	5
ENSG00000137478	FCHSD2			4955	5114						5034.5	2
ENSG00000137486	ARRB1	1816	4646	1966	3714	1791	2658		2435	2860	2735.75	8
ENSG00000137491	SLCO2B1			5706							5706	1
ENSG00000137492	THAP12		5070	6408	5705	4020					5300.75	4
ENSG00000137494	ANKRD42	4211		4289				3439			3979.666667	3
ENSG00000137497	NUMA1	3377	4673	4196	4335	3764	4260	3174		3920	3962.375	8
ENSG00000137500	CCDC90B	3807	2078	4154	3448		2751	951	2046	4370	2950.625	8
ENSG00000137501	SYTL2									2013	2013	1
ENSG00000137502	RAB30	5573	4626	6206	4619		4585			4376	4997.5	6
ENSG00000137504	CREBZF				5266						5266	1
ENSG00000137509	PRCP	1748	1598	2759	1529	3531	2772		1465	2968	2296.25	8
ENSG00000137547	MRPL15	2367	4498	2712	3653		3271		2649	4182	3333.142857	7
ENSG00000137563	GGH	3960	1916	3783	2390	2218		2310		1243	2545.714286	7
ENSG00000137573	SULF1									1993	1993	1
ENSG00000137575	SDCBP	3095	4123	4520	3161	2659	2990		2456	1943	3118.375	8
ENSG00000137601	NEK1			6509							6509	1
ENSG00000137642	SORL1	3780	1953	4581	1548	3896	1533	2922	1395	2211	2646.555556	9
ENSG00000137691	CFAP300			984							984	1
ENSG00000137692	DCUN1D5	5329	4736	6502	4046		4839				5090.4	5
ENSG00000137693	YAP1	2310		1938	464						1570.666667	3
ENSG00000137710	RDX	2405	3248	4684	5157	1306	1249			1582	2804.428571	7
ENSG00000137714	FDX1	5305	4903	5140		3847	4042	3390		4542	4452.714286	7
ENSG00000137720	C11orf1	2427	5659	3655	5352		4354				4289.4	5
ENSG00000137726	FXYD6	495	320	890	240	368	607	348	72	172	390.2222222	9
ENSG00000137727	ARHGAP20				1345						1345	1
ENSG00000137766	UNC13C					1335					1335	1
ENSG00000137776	SLTM				5537		4833		3167	3947	4371	4
ENSG00000137806	NDUFAF1	4025	5464	4817	5667		4331			4799	4850.5	6
ENSG00000137815	RTF1	4103	3732	4008	3705	2358	2484	3229	2817	2684	3235.555556	9
ENSG00000137817	PARP6		5629	5218	4252			3388			4621.75	4
ENSG00000137818	RPLP1	633	230	602	183	587	293	1339	1503	293	629.2222222	9
ENSG00000137821	LRRC49	2207	3896	3595	3301		3222			3011	3205.333333	6
ENSG00000137824	RMDN3	4872		6396			4056			4390	4928.5	4
ENSG00000137845	ADAM10		5860		4688		4855			4341	4936	4
ENSG00000137871	ZNF280D	5066	4798	5560	4598						5005.5	4
ENSG00000137872	SEMA6D	3523	4283	2997	2950		4150			4566	3744.833333	6
ENSG00000137876	RSL24D1	3899	2002	4260	4241	3381	1858	2142	1742	3314	2982.111111	9
ENSG00000137880	GCHFR		5389	4475	4952						4938.666667	3
ENSG00000137936	BCAR3			5778							5778	1
ENSG00000137941	TTLL7	3630	5225	5768	5623	1231	4468			1065	3858.571429	7
ENSG00000137942	FNBP1L		4076	6013	3696		3912	2555			4050.4	5
ENSG00000137944	KYAT3	4684	5788	5913	5188						5393.25	4
ENSG00000137947	GTF2B	4642	4856	5952	6017		3919				5077.2	5
ENSG00000137955	RABGGTB	3357	3237	5254	4689					4687	4244.8	5
ENSG00000137959	IFI44L	3565		3997		2520	2557				3159.75	4
ENSG00000137965	IFI44							735			735	1
ENSG00000137992	DBT		5587	6970							6278.5	2
ENSG00000137996	RTCA	3167	3954	5016	3539	3715	2797			3819	3715.285714	7
ENSG00000138002	IFT172			3916							3916	1
ENSG00000138018	SELENOI	4295	3423	5618	3212	2531	3508	3277		3141	3625.625	8
ENSG00000138028	CGREF1	2025	3146	2172	3715		2697		3163	2278	2742.285714	7
ENSG00000138029	HADHB	3745	2285	5891	2013	2416	4705	1625	1556	3759	3110.555556	9
ENSG00000138031	ADCY3	2868	3201	3472	3304	2555	2627	2299	2285	3595	2911.777778	9
ENSG00000138032	PPM1B	4717	5321	3708	3887				2634		4053.4	5
ENSG00000138036	DYNC2LI1	3379	4377	2895	5214		2516			4424	3800.833333	6
ENSG00000138061	CYP1B1			893	1162	208					754.3333333	3
ENSG00000138069	RAB1A	721	966	977	1177	1107	833	1728	1058	626	1021.444444	9
ENSG00000138071	ACTR2	3589	2728	4689	3531	2513	2023	1677		1607	2794.625	8
ENSG00000138073	PREB	4347	4216	4898	3323		3445	2484		4769	3926	7
ENSG00000138078	PREPL	133	124	132	171	115	200	447	270	134	191.7777778	9
ENSG00000138080	EMILIN1			1100							1100	1
ENSG00000138081	FBXO11	2320	3078	2025	2754	3185	2053	3712	2940	2539	2734	9
ENSG00000138083	SIX3	670	731	489	758	2109	1019	652	916	1121	940.5555556	9
ENSG00000138085	ATRAID	2004	1561	1997	1624		2527	1227		4596	2219.428571	7
ENSG00000138095	LRPPRC	1941	1762	1806	3111	2275	2141	3522	2391	2073	2335.777778	9
ENSG00000138101	DTNB				4281						4281	1
ENSG00000138107	ACTR1A	2525	2610	2792	2382	2325	1837	2930	1627	1876	2322.666667	9
ENSG00000138119	MYOF		1414								1414	1
ENSG00000138135	CH25H					226					226	1
ENSG00000138138	ATAD1	2454	2318	2605	2519	3702	2057	1219	2270	2350	2388.222222	9
ENSG00000138162	TACC2	2989	3218	3112	2607					2670	2919.2	5
ENSG00000138175	ARL3	1469	2463	1761	3870	1430	1791	1818	1676	1080	1928.666667	9
ENSG00000138207	RBP4	193	408	252	481	645	315	487	693	286	417.7777778	9
ENSG00000138279	ANXA7	2151	2166	2646	3795	2553	1879	1984	1576	2696	2382.888889	9
ENSG00000138303	ASCC1			6027							6027	1
ENSG00000138311	ZNF365	4782	4530	5437	3382						4532.75	4
ENSG00000138326	RPS24	1320	1019	1568	1300	330	308	1787	884	655	1019	9
ENSG00000138363	ATIC	4277	5363	4858	5227		4555	2032		3160	4210.285714	7
ENSG00000138378	STAT4		851		734					2323	1302.666667	3
ENSG00000138381	ASNSD1	3816	2692	3888	4482		3897	3209	2847	3468	3537.375	8
ENSG00000138382	METTL5	2049	2598	2689	2716	3562	1915	1848	1816	2877	2452.222222	9
ENSG00000138385	SSB	2485	2122	2339	3508	1722	2650	2331	2730	2185	2452.444444	9
ENSG00000138386	NAB1	3963		2568	862						2464.333333	3
ENSG00000138398	PPIG	5150	4669	6226	5374		3115		2467	4439	4491.428571	7
ENSG00000138400	MDH1B			2731							2731	1
ENSG00000138430	OLA1	1067	1193	1230	1650	1407	1811	1198	1323	1179	1339.777778	9
ENSG00000138433	CIR1		5377	5928		3102	4022			4281	4542	5
ENSG00000138434	ITPRID2	4417	1997	5338	1888	2138	2344	3891		4246	3282.375	8
ENSG00000138439	FAM117B		3537	4994	3141						3890.666667	3
ENSG00000138442	WDR12		5581		5361						5471	2
ENSG00000138443	ABI2	2057	2773	2442	2926	1470	2337	2089	826	942	1984.666667	9
ENSG00000138448	ITGAV	3224	358	4629	195	2809	3343	3180	2153	3137	2558.666667	9
ENSG00000138449	SLC40A1	3884		3600							3742	2
ENSG00000138459	SLC35A5	5609					4142			5008	4919.666667	3
ENSG00000138495	COX17	607	406	1025	739	1350	277	75	490	1416	709.4444444	9
ENSG00000138587	MNS1			2476							2476	1
ENSG00000138592	USP8		5122	6042					2684		4616	3
ENSG00000138593	SECISBP2L	3005	5267	4869	5942	771	948	3705		600	3138.375	8
ENSG00000138594	TMOD3			6132							6132	1
ENSG00000138600	SPPL2A	4567		4850		3399					4272	3
ENSG00000138604	GLCE				3473					3775	3624	2
ENSG00000138606	SHF		3361		5014						4187.5	2
ENSG00000138613	APH1B	4822		3885							4353.5	2
ENSG00000138629	UBL7		4143	5662						3140	4315	3
ENSG00000138640	FAM13A			4415							4415	1
ENSG00000138641	HERC3			6077	5612					3791	5160	3
ENSG00000138650	PCDH10	1812	945	1205	852	2019	3254	2780	1497	1620	1776	9
ENSG00000138660	AP1AR		4543	5391	5949	3249	4884	3231			4541.166667	6
ENSG00000138663	COPS4	1570	1374	1369	1517	2113	649	1188	1575	1079	1381.555556	9
ENSG00000138668	HNRNPD	2814	1839	1677	2262	2838	3225	1698	1589	3768	2412.222222	9
ENSG00000138670	RASGEF1B			2789							2789	1
ENSG00000138674	SEC31A	3721	2866	4308	3383	3545	3889	3055	2377	4058	3466.888889	9
ENSG00000138685	FGF2	4138		3892	5540	2140		3369	1372	3731	3454.571429	7
ENSG00000138686	BBS7	3892	3368	4799	6029		3281	3853			4203.666667	6
ENSG00000138688	KIAA1109	3968	4065	3373	4239	3578	3257	3663	2863		3625.75	8
ENSG00000138696	BMPR1B	5213		3282							4247.5	2
ENSG00000138698	RAP1GDS1	2435	1820	3048	1491	3888	4343		1951	2841	2727.125	8
ENSG00000138735	PDE5A		1024		901						962.5	2
ENSG00000138744	NAAA		3230		2865			2567			2887.333333	3
ENSG00000138756	BMP2K	3548		5826							4687	2
ENSG00000138757	G3BP2	464	357	467	543	256	488	831	416	208	447.7777778	9
ENSG00000138758	SEPTIN11	5531	5833	5664	5800	1675	3510			3620	4519	7
ENSG00000138760	SCARB2		5858	6490	3091	2199	2370	3788	1377	1746	3364.875	8
ENSG00000138767	CNOT6L			6893							6893	1
ENSG00000138768	USO1	3864	4147	4099	3996	3166	4450		2756	4157	3829.375	8
ENSG00000138772	ANXA3									1840	1840	1
ENSG00000138777	PPA2	2804	3527	2811	3816	1821	2412		2560	3201	2869	8
ENSG00000138796	HADH	3232	4926	3440	3985		3857	1636			3512.666667	6
ENSG00000138801	PAPSS1	5381	4904	6816		2103	4005		2031	2074	3902	7
ENSG00000138802	SEC24B		4505	6497	4790						5264	3
ENSG00000138814	PPP3CA	656	577	753	708	710	438	574	43	779	582	9
ENSG00000138834	MAPK8IP3	2334	2377	1862	1443	2507	2774	1890	1817	1025	2003.222222	9
ENSG00000138835	RGS3		3295	4827	2707		1973				3200.5	4
ENSG00000138942	RNF185			6181							6181	1
ENSG00000138944	SHISAL1		3195	2351	2036	1804		1578		1728	2115.333333	6
ENSG00000139112	GABARAPL1	352	458	383	634	399	409	612	1081	369	521.8888889	9
ENSG00000139116	KIF21A	1546	1128	1173	929	1269	1642	1345	1516	512	1228.888889	9
ENSG00000139154	AEBP2		4214	5648	5776	2295	4760	3585			4379.666667	6
ENSG00000139163	ETNK1	1909	1277	1836	1334	1355	2212	1303	723	947	1432.888889	9
ENSG00000139168	ZCRB1	2972	3343	5397	3803	1079	908	3893	3083	3369	3094.111111	9
ENSG00000139180	NDUFA9	3278	3362	3384	5140	3694	3746	3028		2934	3570.75	8
ENSG00000139182	CLSTN3	232	382	352	387	533	379	401	397	296	373.2222222	9
ENSG00000139190	VAMP1	2865	1549	1765	1783	1899	4017	2183	500	1815	2041.777778	9
ENSG00000139197	PEX5	4937	4305	5823			4287	3144			4499.2	5
ENSG00000139200	PIANP	455	648	481	673	701	606	1028	1031	383	667.3333333	9
ENSG00000139211	AMIGO2	1211	1312	1199	1200	2386	1127	549	603	1651	1248.666667	9
ENSG00000139218	SCAF11		5563			2641	3425		2928		3639.25	4
ENSG00000139220	PPFIA2	987	1217	1331	944	2382	2601	3841		3169	2059	8
ENSG00000139266	9-Mar			6020							6020	1
ENSG00000139289	PHLDA1	5399	3740	6698	3262		4857	1869	2635		4065.714286	7
ENSG00000139291	TMEM19	5496	5822		6107						5808.333333	3
ENSG00000139324	TMTC3	4110	5729	6105	5599		3505	3859			4817.833333	6
ENSG00000139329	LUM	408		368				177			317.6666667	3
ENSG00000139343	SNRPF	971	1588	1656	1834	2415	1338	1035	2256	3093	1798.444444	9
ENSG00000139352	ASCL1	2615		3140							2877.5	2
ENSG00000139364	TMEM132B	1234	2286	1058	2583		2232	1703	1428		1789.142857	7
ENSG00000139405	RITA1	4063	5299	3627	6044					3840	4574.6	5
ENSG00000139428	MMAB		4863	5804	5128	3452				4616	4772.6	5
ENSG00000139433	GLTP	1771		2034			517			559	1220.25	4
ENSG00000139438	FAM222A									1769	1769	1
ENSG00000139496	NUP58	4302	4465	3036	3051		3204	2480		4334	3553.142857	7
ENSG00000139505	MTMR6	3912	2064	2870	2742	3386	2186	2122		2537	2727.375	8
ENSG00000139514	SLC7A1	4533	5944	5668	4190	3257	3295	3270		4263	4302.5	8
ENSG00000139537	CCDC65			1574							1574	1
ENSG00000139579	NABP2	3650	4181	3877	5571		3803			4125	4201.166667	6
ENSG00000139597	N4BP2L1	2984	3285	3624	2226	4013	2461	3573	2318	3393	3097.444444	9
ENSG00000139613	SMARCC2	4248	5332	4756	5741						5019.25	4
ENSG00000139624	CERS5		3545	5459	2724		3117	3884			3745.8	5
ENSG00000139625	MAP3K12		4600	5312	3552						4488	3
ENSG00000139637	C12orf10	1464	2004	1681	2118	1961	1838	3887	1653	1476	2009.111111	9
ENSG00000139641	ESYT1	2980		2651	4727		2407	2366	864	1745	2534.285714	7
ENSG00000139644	TMBIM6	2580	1108	2317	1245	952	1726	2209	599	1152	1543.111111	9
ENSG00000139684	ESD	3253	2000	4944	3999	2418	1935	2400	1879	4777	3067.222222	9
ENSG00000139687	RB1		5089	5250	4701						5013.333333	3
ENSG00000139697	SBNO1	5604		6614							6109	2
ENSG00000139719	VPS33A		5251	6086	4424						5253.666667	3
ENSG00000139725	RHOF				5263						5263	1
ENSG00000139726	DENR	3411	2740	3850	2677	3175	3072	2711	2513	1660	2867.666667	9
ENSG00000139737	SLAIN1	1453	4013	1569	2420	225	387	1602	2146	263	1564.222222	9
ENSG00000139746	RBM26		4239	4694	3596	2636	2854		3120		3523.166667	6
ENSG00000139767	SRRM4		4085		2667						3376	2
ENSG00000139793	MBNL2	5079	2693	6918	5129	1602	1612	3156	2450	1377	3335.111111	9
ENSG00000139842	CUL4A	5050	4561	6121	5153		2886		2961	4642	4482	7
ENSG00000139874	SSTR1	748	339	576	363		310	137	501	266	405	8
ENSG00000139910	NOVA1	1871	1163	1812	1119	1139	1382	834	365	1437	1235.777778	9
ENSG00000139921	TMX1	5511		5184	4051						4915.333333	3
ENSG00000139970	RTN1	80	62	99	73	81	79	141	142	59	90.66666667	9
ENSG00000139973	SYT16	1772	2596	2111	1748	1276	2369	2951	2155	1661	2071	9
ENSG00000139977	NAA30	4147	4942	4946	4144	2835	4202	3642		2690	3943.5	8
ENSG00000139990	DCAF5	5116		6297	5895						5769.333333	3
ENSG00000139998	RAB15		3154	3038	3542					3066	3200	4
ENSG00000140022	STON2	2718		2866	3093		3243	3578			3099.6	5
ENSG00000140043	PTGR2			5895							5895	1
ENSG00000140057	AK7			1657							1657	1
ENSG00000140105	WARS	1995	4436	1832	3658	734	1647	3636		1111	2381.125	8
ENSG00000140157	NIPA2	2594	4487	3710	3937		4553			2533	3635.666667	6
ENSG00000140199	SLC12A6		5554		5718						5636	2
ENSG00000140259	MFAP1	5077	5480	5694							5417	3
ENSG00000140262	TCF12	4855	2633	5309	2126					3852	3755	5
ENSG00000140264	SERF2	873	491	1336	554	972	1058	675	976	1444	931	9
ENSG00000140280	LYSMD2	946	1802	1118	1939	1737	1122	1360		903	1365.875	8
ENSG00000140287	HDC				763			47		17	275.6666667	3
ENSG00000140299	BNIP2	3642	2965	5308	4423			2858			3839.2	5
ENSG00000140307	GTF2A2	2662	2979	3427	3712	3017	2389	984	2132	4375	2853	9
ENSG00000140319	SRP14	643	711	1075	1017	438	431	219	511	781	647.3333333	9
ENSG00000140323	DISP2	2231	1955	1887	2515	1838	1986		2018	1830	2032.5	8
ENSG00000140332	TLE3			6482							6482	1
ENSG00000140350	ANP32A	4730		5923		1767	4053			2276	3749.8	5
ENSG00000140365	COMMD4			5248							5248	1
ENSG00000140367	UBE2Q2		5932								5932	1
ENSG00000140374	ETFA	4500	4437	4502		3596	4611		3116	3071	3976.142857	7
ENSG00000140382	HMG20A	5268	3137	4427	5524	2991	3594		2795		3962.285714	7
ENSG00000140386	SCAPER	5473	5220	5420	4916	3188	3709	3490		4655	4508.875	8
ENSG00000140391	TSPAN3	1846	2257	1607	4555	1287	1350	2057	327	854	1793.333333	9
ENSG00000140395	WDR61	3060	3531	3469	3734	3886	3054	1151	2148	3951	3109.333333	9
ENSG00000140396	NCOA2	4853	3376	3674	2878		2765	1618	2665		3118.428571	7
ENSG00000140400	MAN2C1	4492	4431	4718	4083						4431	4
ENSG00000140403	DNAJA4	977	860	902	647	187	718	1258	833	760	793.5555556	9
ENSG00000140416	TPM1	1784	4162	2960	2337	1977	2622	1207	2870	2794	2523.666667	9
ENSG00000140443	IGF1R	3887		6134							5010.5	2
ENSG00000140450	ARRDC4			1567			802				1184.5	2
ENSG00000140463	BBS4			3471						4744	4107.5	2
ENSG00000140474	ULK3		5219		4308					4612	4713	3
ENSG00000140479	PCSK6									271	271	1
ENSG00000140488	CELF6	753	1048	819	872	1457	773	582	420	865	843.2222222	9
ENSG00000140497	SCAMP2	4618		5072	4259						4649.666667	3
ENSG00000140526	ABHD2	2018	2381	1209	2102	3200	2587	3474	2400	3147	2502	9
ENSG00000140538	NTRK3	3025	3498	2961	2145	1803	2089	1648	3139	963	2363.444444	9
ENSG00000140545	MFGE8	1688	1944	1424	1883		3855	1016		3943	2250.428571	7
ENSG00000140575	IQGAP1	3704		1786							2745	2
ENSG00000140600	SH3GL3	4895	2090	4697	1729	3238	4014		3037	1983	3210.375	8
ENSG00000140612	SEC11A	3572	1326	3154	1381	3692	2837	1478	2385	4953	2753.111111	9
ENSG00000140632	GLYR1	4250	3802	3941	4899	2524	2416	3498	2884	2102	3368.444444	9
ENSG00000140688	C16orf58	2673	3134	2667	4009	3440	2694	3536	1741	1776	2852.222222	9
ENSG00000140694	PARN	5229	4919	6767			2732	3311		4441	4566.5	6
ENSG00000140718	FTO	2356	2653	1393	2497	1452	2176	1312	1280	1447	1840.666667	9
ENSG00000140740	UQCRC2	1550	2018	2244	1525	2817	1887	2319	1845	2285	2054.444444	9
ENSG00000140743	CDR2							2187			2187	1
ENSG00000140836	ZFHX3	5201	1479	4671	1328	1145	1255	922	399	1725	2013.888889	9
ENSG00000140848	CPNE2	1854	1194	1518	1227	975	1309	316	1165	1329	1209.666667	9
ENSG00000140854	KATNB1	3021	3503	3925	5985						4108.5	4
ENSG00000140859	KIFC3	3384	4426	4797	6142						4687.25	4
ENSG00000140905	GCSH	4401	4439	5477	4760	3513	4293			3848	4390.142857	7
ENSG00000140937	CDH11	4916		4097							4506.5	2
ENSG00000140939	NOL3	3191		6712	5072		2794			3004	4154.6	5
ENSG00000140941	MAP1LC3B	2881	2041	3521	2952	1119	2271	1486	1538	1074	2098.111111	9
ENSG00000140943	MBTPS1	1843	1538	1494	1436	2911	1674	1095	1644	2577	1801.333333	9
ENSG00000140945	CDH13	115	216	189	160	156	118	117	259	776	234	9
ENSG00000140948	ZCCHC14		5669	6673	5551						5964.333333	3
ENSG00000140983	RHOT2	4231	5326	5109	4548					4629	4768.6	5
