gene_id	gene_name	V12D05-348_C1	V12D05-348_D1	V12D05-350_C1	V12D05-350_D1	V12D07-075_A1	V12D07-075_B1	V12D07-075_D1	V12Y31-080_A1	meanrank
ENSG00000152102	FAM168B	4555	5693	3639	4685	2534	NA	3931	2494	3933
ENSG00000152127	MGAT5	5740	NA	4868	5635	NA	2996	3699	3035	4328.83333333333
ENSG00000152128	TMEM163	936	456	1297	485	783	NA	1540	331	832.571428571429
ENSG00000152133	GPATCH11	NA	4774	NA	NA	NA	NA	NA	NA	4774
ENSG00000152137	HSPB8	409	272	554	662	1503	641	646	3005	961.5
ENSG00000152154	TMEM178A	2740	NA	4507	5164	NA	1022	2892	NA	3265
ENSG00000152214	RIT2	848	1800	1103	1474	NA	1418	1187	2300	1447.14285714286
ENSG00000152234	ATP5F1A	320	769	233	842	454	992	415	929	619.25
ENSG00000152291	TGOLN2	3308	3718	3005	3245	1906	1730	2689	3576	2897.125
ENSG00000152332	UHMK1	1363	1704	1410	1507	840	1578	1548	3207	1644.625
ENSG00000152377	SPOCK1	2689	1147	2872	1106	1836	2699	3750	2218	2289.625
ENSG00000152402	GUCY1A2	NA	544	2476	597	1635	2207	4295	NA	1959
ENSG00000152413	HOMER1	NA	NA	NA	NA	NA	1769	NA	NA	1769
ENSG00000152484	USP12	NA	4703	6488	NA	NA	NA	4225	NA	5138.66666666667
ENSG00000152492	CCDC50	NA	NA	NA	5249	NA	NA	NA	NA	5249
ENSG00000152495	CAMK4	NA	NA	5928	NA	NA	747	NA	NA	3337.5
ENSG00000152503	TRIM36	3516	2136	4054	2832	3261	1882	2764	3716	3020.125
ENSG00000152518	ZFP36L2	2912	1143	2316	1032	743	1758	2272	3523	1962.375
ENSG00000152556	PFKM	855	2437	778	1952	1332	3035	1095	1658	1642.75
ENSG00000152558	TMEM123	3073	477	3913	407	NA	NA	3466	NA	2267.2
ENSG00000152578	GRIA4	1100	982	1522	1322	773	3349	1868	1053	1496.125
ENSG00000152582	SPEF2	NA	NA	1901	3857	NA	NA	NA	NA	2879
ENSG00000152583	SPARCL1	270	48	246	65	513	94	274	69	197.375
ENSG00000152595	MEPE	NA	NA	NA	NA	NA	59	NA	NA	59
ENSG00000152601	MBNL1	4710	3070	6616	5007	3418	2611	NA	3792	4174.85714285714
ENSG00000152611	CAPSL	291	NA	409	NA	NA	NA	NA	NA	350
ENSG00000152620	NADK2	4702	4705	5550	6085	NA	NA	4678	NA	5144
ENSG00000152642	GPD1L	NA	NA	5954	6044	NA	NA	NA	NA	5999
ENSG00000152661	GJA1	504	109	680	138	965	128	874	132	441.25
ENSG00000152684	PELO	NA	NA	6212	5327	NA	NA	NA	NA	5769.5
ENSG00000152700	SAR1B	NA	3674	6619	4504	3361	NA	NA	2665	4164.6
ENSG00000152760	TCTEX1D1	785	NA	550	1763	NA	NA	NA	NA	1032.66666666667
ENSG00000152763	WDR78	2346	NA	1463	NA	NA	NA	NA	NA	1904.5
ENSG00000152767	FARP1	4192	4949	2905	4028	3369	3866	3078	3423	3726.25
ENSG00000152778	IFIT5	5264	NA	6903	NA	NA	NA	NA	NA	6083.5
ENSG00000152784	PRDM8	NA	961	NA	1344	NA	517	NA	NA	940.666666666667
ENSG00000152795	HNRNPDL	2849	1865	2637	1599	2561	1209	1997	3400	2264.625
ENSG00000152818	UTRN	NA	4741	6516	NA	3609	NA	NA	2783	4412.25
ENSG00000152894	PTPRK	2683	1573	1977	2836	NA	1221	2897	640	1975.28571428571
ENSG00000152904	GGPS1	5599	NA	6708	5781	NA	3817	4492	NA	5279.4
ENSG00000152910	CNTNAP4	1538	939	2286	1245	755	3592	1865	1128	1668.5
ENSG00000152932	RAB3C	141	147	140	180	163	601	130	225	215.875
ENSG00000152942	RAD17	5744	2670	4206	4958	NA	3286	3897	2170	3847.28571428571
ENSG00000152944	MED21	4002	4173	4419	3614	NA	NA	4109	2156	3745.5
ENSG00000152952	PLOD2	NA	NA	6095	NA	NA	NA	NA	NA	6095
ENSG00000152954	NRSN1	617	1082	594	713	976	1670	692	888	904
ENSG00000152969	JAKMIP1	2811	3623	2812	2632	NA	3814	1854	2417	2851.85714285714
ENSG00000152977	ZIC1	NA	208	3198	273	1192	196	NA	NA	1013.4
ENSG00000152990	ADGRA3	3334	NA	3673	NA	NA	NA	NA	NA	3503.5
ENSG00000153006	SREK1IP1	NA	4764	6834	5663	NA	NA	4730	NA	5497.75
ENSG00000153015	CWC27	5180	NA	6407	NA	NA	3882	NA	NA	5156.33333333333
ENSG00000153037	SRP19	1866	1564	2623	1919	2713	1260	1254	995	1774.25
ENSG00000153048	CARHSP1	4285	2329	5413	2388	NA	NA	2537	945	2982.83333333333
ENSG00000153113	CAST	5209	3616	NA	5259	2053	3654	NA	NA	3958.2
ENSG00000153130	SCOC	879	669	898	578	1011	739	668	1133	821.875
ENSG00000153132	CLGN	NA	NA	NA	4285	NA	NA	NA	NA	4285
ENSG00000153140	CETN3	5162	NA	5740	5356	NA	NA	3969	NA	5056.75
ENSG00000153147	SMARCA5	5728	4217	3981	5368	2802	2355	4494	NA	4135
ENSG00000153187	HNRNPU	2938	4731	2262	4345	2382	1974	2613	NA	3035
ENSG00000153201	RANBP2	3729	3478	4172	5852	NA	NA	3844	NA	4215
ENSG00000153207	AHCTF1	4758	5455	6089	6107	NA	NA	3752	NA	5232.2
ENSG00000153233	PTPRR	NA	NA	NA	3021	NA	NA	NA	NA	3021
ENSG00000153250	RBMS1	NA	NA	2009	NA	NA	NA	NA	NA	2009
ENSG00000153253	SCN3A	983	905	929	947	1534	1534	902	1723	1182.125
ENSG00000153310	FAM49B	4526	1962	6234	2908	3046	2083	4268	3560	3573.375
ENSG00000153317	ASAP1	4230	4465	4707	5054	3392	NA	4736	2340	4132
ENSG00000153339	TRAPPC8	NA	NA	6751	NA	NA	NA	NA	NA	6751
ENSG00000153347	FAM81B	414	NA	849	NA	NA	NA	NA	NA	631.5
ENSG00000153391	INO80C	NA	NA	3753	4934	NA	NA	3622	NA	4103
ENSG00000153395	LPCAT1	2529	4865	2666	2999	NA	2565	3057	3450	3161.57142857143
ENSG00000153406	NMRAL1	5726	NA	6671	NA	NA	NA	4244	3778	5104.75
ENSG00000153558	FBXL2	1319	2905	1860	2040	3048	2131	1305	2992	2200
ENSG00000153560	UBP1	2841	4165	4231	5810	NA	3483	3814	NA	4057.33333333333
ENSG00000153561	RMND5A	NA	NA	NA	4660	NA	NA	NA	NA	4660
ENSG00000153707	PTPRD	4955	2046	5445	2942	2051	NA	4661	2447	3506.71428571429
ENSG00000153774	CFDP1	2823	2985	3056	2182	2899	1664	2903	NA	2644.57142857143
ENSG00000153786	ZDHHC7	NA	NA	5679	4989	NA	NA	NA	NA	5334
ENSG00000153814	JAZF1	2995	2011	1767	2131	1959	2492	1304	2038	2087.125
ENSG00000153815	CMIP	856	539	559	751	649	1152	558	815	734.875
ENSG00000153820	SPHKAP	665	1424	996	1481	1779	314	693	2763	1264.375
ENSG00000153822	KCNJ16	2484	NA	1941	NA	NA	NA	2702	NA	2375.66666666667
ENSG00000153823	PID1	2560	3782	4325	3503	2998	2317	4360	NA	3406.42857142857
ENSG00000153827	TRIP12	5526	5176	4341	5147	NA	NA	3758	NA	4789.6
ENSG00000153879	CEBPG	NA	NA	6150	NA	2919	NA	NA	NA	4534.5
ENSG00000153902	LGI4	5115	NA	5695	2099	NA	NA	NA	NA	4303
ENSG00000153904	DDAH1	821	1531	786	1285	712	1324	1155	1767	1172.625
ENSG00000153914	SREK1	4500	5760	5449	5298	NA	NA	NA	NA	5251.75
ENSG00000153933	DGKE	NA	2245	3405	2660	NA	NA	2109	2160	2515.8
ENSG00000153936	HS2ST1	2383	4198	2103	3939	2398	3564	2933	3443	3120.125
ENSG00000153944	MSI2	2903	804	1677	705	1951	3430	4750	1796	2252
ENSG00000153956	CACNA2D1	302	231	519	267	240	392	258	139	293.5
ENSG00000153982	GDPD1	2212	3712	4233	2626	1987	3661	4127	2632	3148.75
ENSG00000153989	NUS1	3215	3307	4536	3282	NA	2087	3406	NA	3305.5
ENSG00000153993	SEMA3D	NA	1179	NA	1167	NA	NA	NA	NA	1173
ENSG00000154001	PPP2R5E	4554	3963	4997	3974	3486	2342	4200	NA	3930.85714285714
ENSG00000154027	AK5	3362	2777	3846	1899	2000	479	4182	2688	2654.125
ENSG00000154059	IMPACT	2534	2177	2353	3110	2271	1378	1173	1308	2038
ENSG00000154079	SDHAF4	4112	3041	3898	4003	NA	NA	4188	2896	3689.66666666667
ENSG00000154080	CHST9	2630	NA	2215	NA	NA	NA	NA	NA	2422.5
ENSG00000154096	THY1	70	143	73	118	88	232	143	194	132.625
ENSG00000154099	DNAAF1	1432	NA	709	NA	NA	NA	NA	NA	1070.5
ENSG00000154118	JPH3	978	1383	827	1222	1461	3518	1314	1718	1552.625
ENSG00000154122	ANKH	3948	2338	5435	2307	2718	2435	4210	1798	3148.625
ENSG00000154144	TBRG1	NA	NA	6486	5974	NA	NA	NA	NA	6230
ENSG00000154146	NRGN	10	11	8	10	11	65	17	3	16.875
ENSG00000154153	RETREG1	5049	4502	6219	4724	2782	NA	4864	NA	4690
ENSG00000154174	TOMM70	1902	2618	3251	2149	1260	1079	2034	NA	2041.85714285714
ENSG00000154175	ABI3BP	2464	NA	2037	NA	NA	NA	NA	NA	2250.5
ENSG00000154217	PITPNC1	5165	4301	3794	5112	2199	3002	4613	2234	3802.5
ENSG00000154229	PRKCA	2919	3973	3081	4299	2803	NA	3409	NA	3414
ENSG00000154265	ABCA5	2107	2087	2261	3297	NA	3324	1801	NA	2479.5
ENSG00000154277	UCHL1	11	33	13	26	36	85	41	142	48.375
ENSG00000154305	MIA3	4201	3614	2735	4065	2653	1674	3753	3615	3288.75
ENSG00000154310	TNIK	2575	4820	1818	4888	3389	3530	3589	NA	3515.57142857143
ENSG00000154319	FAM167A	NA	NA	6322	NA	NA	NA	NA	NA	6322
ENSG00000154328	NEIL2	3374	4362	3132	4417	3068	3253	1433	1777	3102
ENSG00000154380	ENAH	4876	5369	5073	4047	1665	1747	1895	3211	3485.375
ENSG00000154429	CCSAP	5558	5099	6444	NA	NA	3261	NA	NA	5090.5
ENSG00000154473	BUB3	2972	829	4140	685	NA	883	1749	1080	1762.57142857143
ENSG00000154479	CCDC173	4062	NA	2074	NA	NA	2284	2376	NA	2699
ENSG00000154511	DIPK1A	NA	NA	6857	5331	NA	NA	NA	NA	6094
ENSG00000154518	ATP5MC3	523	935	400	869	728	712	628	548	667.875
ENSG00000154553	PDLIM3	5492	NA	5156	NA	NA	NA	NA	NA	5324
ENSG00000154556	SORBS2	2090	3057	1248	2231	NA	743	NA	NA	1873.8
ENSG00000154582	ELOC	2147	1598	1802	2582	2597	3482	1837	1039	2135.5
ENSG00000154639	CXADR	NA	3496	6598	3730	NA	NA	NA	NA	4608
ENSG00000154640	BTG3	2821	2131	2818	1459	2610	NA	4877	3196	2844.57142857143
ENSG00000154645	CHODL	NA	919	NA	532	NA	804	NA	1114	842.25
ENSG00000154654	NCAM2	843	716	713	641	1007	912	1271	719	852.75
ENSG00000154710	RABGEF1	5174	5164	6485	5121	NA	2953	NA	NA	4979.4
ENSG00000154721	JAM2	5745	1050	4171	1211	NA	NA	NA	NA	3044.25
ENSG00000154723	ATP5PF	729	2037	1008	2352	891	1496	1237	688	1304.75
ENSG00000154734	ADAMTS1	NA	NA	NA	NA	1596	NA	NA	NA	1596
ENSG00000154767	XPC	3195	4137	3207	3587	NA	NA	4164	1949	3373.16666666667
ENSG00000154813	DPH3	NA	5036	6493	NA	NA	NA	NA	NA	5764.5
ENSG00000154856	APCDD1	5175	3401	5208	NA	NA	NA	4545	1741	4014
ENSG00000154889	MPPE1	4826	4706	6434	5295	NA	NA	NA	NA	5315.25
ENSG00000154917	RAB6B	275	521	278	475	360	797	442	1382	566.25
ENSG00000154928	EPHB1	2203	NA	2320	4083	NA	NA	NA	NA	2868.66666666667
ENSG00000154930	ACSS1	4709	NA	4805	NA	NA	NA	NA	NA	4757
ENSG00000154945	ANKRD40	3416	3812	5183	2877	1198	1996	1457	NA	2848.42857142857
ENSG00000154975	CA10	622	566	595	537	550	576	943	228	577.125
ENSG00000154978	VOPP1	5652	3227	NA	2711	NA	2009	NA	2556	3231
ENSG00000155016	CYP2U1	NA	NA	3115	NA	NA	NA	NA	NA	3115
ENSG00000155034	FBXL18	NA	NA	NA	NA	1731	NA	NA	NA	1731
ENSG00000155093	PTPRN2	389	925	380	748	761	444	486	1513	705.75
ENSG00000155096	AZIN1	4080	3655	5067	5525	2788	NA	4536	3581	4176
ENSG00000155097	ATP6V1C1	1561	1712	1502	1664	1189	1790	1471	2370	1657.375
ENSG00000155099	PIP4P2	4297	3048	3264	3206	NA	2661	3568	1615	3094.14285714286
ENSG00000155115	GTF3C6	2338	3330	3318	3506	NA	3765	4414	3559	3461.42857142857
ENSG00000155158	TTC39B	NA	4406	NA	NA	NA	2967	2991	NA	3454.66666666667
ENSG00000155189	AGPAT5	NA	4567	5375	4796	NA	NA	NA	NA	4912.66666666667
ENSG00000155229	MMS19	NA	NA	5779	NA	NA	NA	NA	NA	5779
ENSG00000155252	PI4K2A	3884	4568	4091	6092	NA	3316	3336	NA	4214.5
ENSG00000155256	ZFYVE27	3106	3792	3911	3860	NA	NA	2062	NA	3346.2
ENSG00000155265	GOLGA7B	NA	3577	3177	3919	NA	NA	4562	NA	3808.75
ENSG00000155287	SLC25A28	4696	5665	5323	5607	NA	NA	4301	3509	4850.16666666667
ENSG00000155304	HSPA13	1219	1020	1215	1003	1675	1354	807	909	1150.25
ENSG00000155324	GRAMD2B	2373	NA	4370	NA	NA	NA	NA	NA	3371.5
ENSG00000155329	ZCCHC10	NA	NA	6855	NA	NA	NA	NA	NA	6855
ENSG00000155363	MOV10	NA	NA	NA	3397	NA	NA	NA	NA	3397
ENSG00000155366	RHOC	1016	1154	1033	1109	2684	2678	2661	2539	1859.25
ENSG00000155368	DBI	604	337	769	482	795	1164	1348	2470	996.125
ENSG00000155380	SLC16A1	NA	NA	4142	NA	NA	NA	NA	NA	4142
ENSG00000155438	NIFK	NA	NA	6369	NA	NA	NA	NA	NA	6369
ENSG00000155463	OXA1L	5098	5382	5900	5856	NA	3841	NA	NA	5215.4
ENSG00000155506	LARP1	2644	1853	1823	2481	2043	2130	1439	2204	2077.125
ENSG00000155508	CNOT8	5437	NA	NA	NA	NA	NA	NA	NA	5437
ENSG00000155511	GRIA1	436	1067	355	756	468	1150	570	811	701.625
ENSG00000155660	PDIA4	3577	3751	2803	2336	NA	3182	2938	NA	3097.83333333333
ENSG00000155744	FAM126B	3373	4257	3158	3533	2329	NA	3635	NA	3380.83333333333
ENSG00000155755	TMEM237	5117	5447	3078	3853	NA	3468	2975	1261	3599.85714285714
ENSG00000155816	FMN2	5407	5669	2967	5776	1996	3625	NA	NA	4240
ENSG00000155849	ELMO1	NA	2489	NA	2332	NA	2333	2727	2256	2427.4
ENSG00000155868	MED7	NA	NA	6346	NA	NA	NA	NA	NA	6346
ENSG00000155876	RRAGA	1232	1794	1428	1787	2328	2265	997	964	1599.375
ENSG00000155886	SLC24A2	NA	3688	4738	3239	1766	1352	3503	2463	2964.14285714286
ENSG00000155906	RMND1	NA	4279	NA	4733	NA	NA	NA	NA	4506
ENSG00000155957	TMBIM4	2785	1990	2833	1803	3274	2304	3207	2375	2571.375
ENSG00000155959	VBP1	2997	1981	3184	1921	3129	1799	3045	1704	2470
ENSG00000155961	RAB39B	NA	3768	5985	4030	NA	NA	NA	3652	4358.75
ENSG00000155966	AFF2	NA	2791	NA	2176	NA	1733	NA	NA	2233.33333333333
ENSG00000155970	MICU3	2539	2977	4851	2743	2026	NA	3795	3011	3134.57142857143
ENSG00000155980	KIF5A	379	806	411	742	611	1549	463	1150	763.875
ENSG00000156011	PSD3	929	951	1401	1056	792	351	1337	1006	977.875
ENSG00000156030	ELMSAN1	2908	4679	3077	4113	1305	NA	NA	NA	3216.4
ENSG00000156042	CFAP70	NA	NA	1457	NA	NA	NA	NA	NA	1457
ENSG00000156050	FAM161B	NA	NA	6284	NA	NA	NA	NA	NA	6284
ENSG00000156052	GNAQ	3448	3058	3475	2991	1654	2603	2421	2159	2726.125
ENSG00000156076	WIF1	6	3	5	3	249	503	225	137	141.375
ENSG00000156103	MMP16	NA	NA	5276	NA	NA	NA	NA	NA	5276
ENSG00000156110	ADK	4010	NA	5427	NA	NA	NA	NA	NA	4718.5
ENSG00000156113	KCNMA1	4605	3486	4083	6057	2219	NA	4335	2402	3883.85714285714
ENSG00000156136	DCK	NA	4351	6413	4918	NA	2465	NA	NA	4536.75
ENSG00000156162	DPY19L4	5595	NA	6726	NA	NA	NA	NA	NA	6160.5
ENSG00000156170	NDUFAF6	NA	5311	6762	NA	NA	NA	NA	NA	6036.5
ENSG00000156253	RWDD2B	NA	NA	4282	NA	NA	NA	NA	NA	4282
ENSG00000156256	USP16	4636	5682	6647	5681	NA	NA	NA	NA	5661.5
ENSG00000156261	CCT8	975	1274	953	1254	903	1877	1122	1259	1202.125
ENSG00000156298	TSPAN7	103	304	104	244	150	132	105	476	202.25
ENSG00000156299	TIAM1	5382	NA	6168	2823	2158	1360	2687	3296	3410.57142857143
ENSG00000156313	RPGR	NA	2165	2647	NA	NA	NA	NA	NA	2406
ENSG00000156381	ANKRD9	5568	NA	4074	5095	NA	3455	NA	NA	4548
ENSG00000156395	SORCS3	NA	1200	2619	1456	1818	NA	1969	1487	1758.16666666667
ENSG00000156411	ATP5MPL	400	417	359	583	670	1423	642	307	600.125
ENSG00000156414	TDRD9	696	203	545	291	NA	NA	NA	NA	433.75
ENSG00000156467	UQCRB	1394	1219	1967	1751	1205	1002	1286	515	1292.375
ENSG00000156471	PTDSS1	2323	2344	2489	2605	1833	2349	2890	NA	2404.71428571429
ENSG00000156475	PPP2R2B	3159	3912	3030	2700	3206	3847	3709	3336	3362.375
ENSG00000156482	RPL30	839	449	1259	325	542	367	367	1015	645.375
ENSG00000156504	FAM122B	3094	1511	3987	1831	1571	2968	3545	2797	2663
ENSG00000156508	EEF1A1	195	55	243	46	296	76	142	453	188.25
ENSG00000156515	HK1	507	1355	626	1511	862	930	966	1833	1073.75
ENSG00000156531	PHF6	NA	NA	NA	NA	NA	NA	NA	3395	3395
ENSG00000156587	UBE2L6	4298	4044	4019	4753	3630	NA	3816	2103	3809
ENSG00000156603	MED19	NA	4766	6354	NA	NA	NA	NA	NA	5560
ENSG00000156639	ZFAND3	5071	3978	6416	5616	3566	NA	3835	NA	4747
ENSG00000156642	NPTN	248	400	225	441	256	469	259	583	360.125
ENSG00000156650	KAT6B	NA	NA	5741	4783	NA	NA	4862	NA	5128.66666666667
ENSG00000156671	SAMD8	NA	NA	6532	5335	NA	NA	4939	NA	5602
ENSG00000156687	UNC5D	940	1453	760	1079	2455	1185	1385	762	1252.375
ENSG00000156735	BAG4	2722	3213	2609	2039	1995	1711	2270	2869	2428.5
ENSG00000156795	WDYHV1	3407	1316	3384	1288	NA	NA	1674	2535	2267.33333333333
ENSG00000156860	FBRS	NA	NA	4863	NA	NA	NA	NA	NA	4863
ENSG00000156873	PHKG2	NA	5692	5573	NA	NA	NA	NA	NA	5632.5
ENSG00000156875	MFSD14A	5432	4817	5304	2881	NA	2937	3433	2499	3900.42857142857
ENSG00000156928	MALSU1	5051	4328	3975	5067	NA	2464	2796	3506	3883.85714285714
ENSG00000156931	VPS8	NA	5736	NA	5696	NA	3783	NA	NA	5071.66666666667
ENSG00000156959	LHFPL4	NA	3007	3131	2472	NA	3089	2005	2562	2711
ENSG00000156976	EIF4A2	115	138	131	162	139	287	113	118	150.375
ENSG00000156990	RPUSD3	3661	4271	5678	4631	NA	NA	NA	NA	4560.25
ENSG00000157005	SST	79	41	87	77	70	23	34	27	54.75
ENSG00000157014	TATDN2	NA	NA	5875	NA	NA	NA	NA	NA	5875
ENSG00000157020	SEC13	4330	2101	4806	5746	NA	3506	2865	2289	3663.28571428571
ENSG00000157045	NTAN1	5694	NA	5516	NA	NA	NA	NA	NA	5605
ENSG00000157064	NMNAT2	1253	1207	1063	1339	1017	2277	1663	2573	1549
ENSG00000157077	ZFYVE9	NA	NA	NA	NA	NA	3605	NA	NA	3605
ENSG00000157087	ATP2B2	1678	1933	1978	1446	1594	591	1483	3311	1751.75
ENSG00000157103	SLC6A1	1984	705	1362	610	1579	1229	1831	375	1209.375
ENSG00000157106	SMG1	5346	NA	6112	NA	NA	NA	4652	NA	5370
ENSG00000157152	SYN2	221	430	247	329	312	252	660	817	408.5
ENSG00000157168	NRG1	758	915	733	1066	838	919	684	534	805.875
ENSG00000157181	ODR4	NA	3593	NA	NA	NA	NA	NA	NA	3593
ENSG00000157191	NECAP2	NA	NA	6724	NA	NA	NA	NA	NA	6724
ENSG00000157193	LRP8	3299	2279	3796	2082	NA	NA	2869	NA	2865
ENSG00000157214	STEAP2	4442	NA	5119	5714	NA	NA	4635	NA	4977.5
ENSG00000157216	SSBP3	3132	1774	3438	2000	1354	1035	2098	2058	2111.125
ENSG00000157219	HTR5A	3126	NA	NA	3433	NA	2514	NA	NA	3024.33333333333
ENSG00000157224	CLDN12	2729	2923	2302	4070	NA	NA	2252	2900	2862.66666666667
ENSG00000157259	GATAD1	4991	3686	5163	NA	NA	3000	NA	NA	4210
ENSG00000157368	IL34	NA	NA	NA	2676	NA	NA	NA	NA	2676
ENSG00000157423	HYDIN	NA	NA	939	NA	NA	NA	NA	NA	939
ENSG00000157445	CACNA2D3	NA	2045	NA	2490	NA	991	1622	989	1627.4
ENSG00000157450	RNF111	3663	4612	NA	4889	NA	NA	3899	NA	4265.75
ENSG00000157470	FAM81A	NA	5155	4176	3656	1691	NA	4925	NA	3920.6
ENSG00000157500	APPL1	NA	NA	6661	NA	NA	3290	NA	NA	4975.5
ENSG00000157502	PWWP3B	1308	176	850	322	696	NA	892	721	709.285714285714
ENSG00000157514	TSC22D3	1544	2927	1451	3067	2433	1599	2532	2129	2210.25
ENSG00000157540	DYRK1A	3493	5280	4756	3481	NA	NA	2908	NA	3983.6
ENSG00000157542	KCNJ6	NA	NA	NA	NA	1896	NA	3678	NA	2787
ENSG00000157557	ETS2	1720	1501	2329	1451	2021	2324	2481	1804	1953.875
ENSG00000157593	SLC35B2	NA	NA	6891	NA	NA	NA	NA	NA	6891
ENSG00000157601	MX1	1482	1264	1755	2522	1879	NA	446	268	1373.71428571429
ENSG00000157637	SLC38A10	2104	2423	2128	2419	NA	3228	2589	NA	2481.83333333333
ENSG00000157654	PALM2-AKAP2	3782	NA	4227	4325	NA	3834	4782	NA	4190
ENSG00000157693	TMEM268	NA	NA	NA	4414	NA	NA	NA	NA	4414
ENSG00000157764	BRAF	NA	NA	4131	4276	NA	NA	NA	NA	4203.5
ENSG00000157778	PSMG3	NA	NA	5431	4354	NA	NA	NA	NA	4892.5
ENSG00000157796	WDR19	2429	NA	2707	4634	NA	NA	NA	NA	3256.66666666667
ENSG00000157823	AP3S2	3806	3338	3531	3620	NA	NA	3254	2668	3369.5
ENSG00000157827	FMNL2	966	3563	2521	2273	505	2729	1020	1618	1899.375
ENSG00000157833	GAREM2	NA	NA	5753	5540	NA	NA	NA	NA	5646.5
ENSG00000157837	SPPL3	3218	4532	2452	5241	3634	NA	2427	3664	3595.42857142857
ENSG00000157851	DPYSL5	2091	5118	4397	4389	1929	NA	2416	3568	3415.42857142857
ENSG00000157869	RAB28	3923	2584	3672	2736	NA	NA	3495	NA	3282
ENSG00000157870	PRXL2B	4703	3492	2868	3725	1970	2520	4143	3697	3389.75
ENSG00000157895	C12orf43	NA	NA	6384	5661	NA	NA	NA	NA	6022.5
ENSG00000157911	PEX10	5706	NA	6681	NA	NA	NA	NA	NA	6193.5
ENSG00000157916	RER1	4477	4020	5411	4641	NA	3570	3839	2865	4117.57142857143
ENSG00000157954	WIPI2	3035	4394	2690	3745	NA	3830	4211	2937	3548.85714285714
ENSG00000157985	AGAP1	4568	2500	3375	3160	NA	2252	4812	3299	3423.71428571429
ENSG00000158019	BABAM2	1362	4721	2224	6011	NA	NA	3178	NA	3499.2
ENSG00000158042	MRPL17	1680	2653	2203	3582	NA	2396	1432	1766	2244.57142857143
ENSG00000158062	UBXN11	1127	4093	1637	3573	NA	NA	NA	NA	2607.5
ENSG00000158092	NCK1	NA	NA	5570	NA	NA	NA	NA	NA	5570
ENSG00000158106	RHPN1	3396	4737	6277	NA	NA	NA	NA	NA	4803.33333333333
ENSG00000158109	TPRG1L	907	1399	1037	1667	820	1744	804	1512	1236.25
ENSG00000158186	MRAS	3596	4009	2899	3016	1290	2287	3033	NA	2875.71428571429
ENSG00000158195	WASF2	4141	3596	5899	2548	1372	NA	NA	NA	3511.2
ENSG00000158234	FAIM	NA	NA	6420	NA	NA	NA	NA	NA	6420
ENSG00000158258	CLSTN2	1710	1378	1920	1273	851	986	1765	897	1347.5
ENSG00000158270	COLEC12	2976	1525	2634	1686	2535	2376	NA	NA	2288.66666666667
ENSG00000158290	CUL4B	4340	2622	3193	1838	3260	2874	1596	1070	2599.125
ENSG00000158301	GPRASP2	396	536	437	526	576	480	500	779	528.75
ENSG00000158321	AUTS2	3358	2281	2761	3029	NA	3646	3448	2960	3069
ENSG00000158417	EIF5B	1864	4689	4757	5879	875	2338	1061	NA	3066.14285714286
ENSG00000158445	KCNB1	4996	NA	4513	NA	NA	NA	NA	NA	4754.5
ENSG00000158457	TSPAN33	5570	4444	5909	4945	NA	1812	NA	3037	4286.16666666667
ENSG00000158467	AHCYL2	1706	1816	1315	1349	NA	NA	NA	2686	1774.4
ENSG00000158470	B4GALT5	3377	5448	4425	3742	2018	2824	2482	2409	3340.625
ENSG00000158526	TSR2	1897	2533	2426	3453	NA	2533	2752	2102	2528
ENSG00000158528	PPP1R9A	3317	4129	3338	2471	2203	2007	3262	3789	3064.5
ENSG00000158560	DYNC1I1	962	966	1205	1000	1259	2341	1272	1971	1372
ENSG00000158604	TMED4	2663	1258	1946	2407	2056	3169	2406	804	2088.625
ENSG00000158669	GPAT4	4200	3622	4078	3651	NA	NA	2358	1469	3229.66666666667
ENSG00000158710	TAGLN2	628	1167	896	635	1144	425	1004	767	833.25
ENSG00000158747	NBL1	1650	2429	1384	1498	1320	2292	1300	2130	1750.375
ENSG00000158793	NIT1	3727	NA	4816	4903	NA	3770	4388	NA	4320.8
ENSG00000158806	NPM2	1962	3716	2972	3136	NA	NA	3035	3177	2999.66666666667
ENSG00000158828	PINK1	1260	2004	900	1636	1582	3366	2526	1961	1904.375
ENSG00000158850	B4GALT3	5161	NA	4750	3691	NA	NA	NA	NA	4534
ENSG00000158856	DMTN	435	1132	447	691	700	2097	617	1327	930.75
ENSG00000158859	ADAMTS4	NA	NA	NA	NA	382	NA	NA	NA	382
ENSG00000158864	NDUFS2	1814	1570	1757	2387	3130	2067	2709	3422	2357
ENSG00000158869	FCER1G	4604	NA	4290	NA	952	NA	NA	NA	3282
ENSG00000158941	CCAR2	5414	5658	4889	4465	NA	NA	3251	NA	4735.4
ENSG00000158966	CACHD1	3192	2916	3385	3955	NA	NA	NA	NA	3362
ENSG00000158985	CDC42SE2	NA	3901	6222	5285	NA	NA	4578	2580	4513.2
ENSG00000158987	RAPGEF6	NA	5078	NA	3080	NA	NA	NA	NA	4079
ENSG00000159069	FBXW5	5232	5199	3720	4220	NA	NA	NA	NA	4592.75
ENSG00000159079	CFAP298	2380	5130	2057	4927	NA	3170	4180	NA	3640.66666666667
ENSG00000159082	SYNJ1	1352	1217	1043	1488	1087	1884	1279	3420	1596.25
ENSG00000159111	MRPL10	5271	NA	5638	5711	3056	3355	NA	NA	4606.2
ENSG00000159128	IFNGR2	4171	3541	4640	4074	2808	NA	2519	NA	3625.5
