hgnc_symbol	ensembl_gene_id
NUP37	ENSG00000075188
NUP58	ENSG00000139496
NUSAP1	ENSG00000137804
NUTM1	ENSG00000184507
NXF1	ENSG00000162231
NXPE1	ENSG00000095110
NXPE2	ENSG00000204361
NXPH4	ENSG00000182379
NYNRIN	ENSG00000205978
OAF	ENSG00000184232
OAS1	ENSG00000089127
OAS2	ENSG00000111335
OAS3	ENSG00000111331
OAZ2	ENSG00000180304
OBI1	ENSG00000152193
OBI1-AS1	ENSG00000234377
OCA2	ENSG00000104044
OGFOD2	ENSG00000111325
OIP5	ENSG00000104147
OIP5-AS1	ENSG00000247556
OLFM4	ENSG00000102837
ONECUT1	ENSG00000169856
OOSP1	ENSG00000284873
OOSP3	ENSG00000285231
OPCML	ENSG00000183715
OPCML-IT1	ENSG00000254896
OPCML-IT2	ENSG00000255371
OR10G3	ENSG00000169208
OR11G2	ENSG00000196832
OR2AT4	ENSG00000171561
OR4D9	ENSG00000172742
OR4N2	ENSG00000176294
OR5AS1	ENSG00000181785
OR6J1	ENSG00000255804
OR8A1	ENSG00000196119
OR8D4	ENSG00000181518
OR9Q1	ENSG00000186509
ORAI1	ENSG00000276045
ORMDL2	ENSG00000123353
OS9	ENSG00000135506
OSBP	ENSG00000110048
OSBPL8	ENSG00000091039
OSGEP	ENSG00000092094
OTOGL	ENSG00000165899
OTUB1	ENSG00000167770
OTUB2	ENSG00000089723
OTUD7A	ENSG00000169918
OTX2	ENSG00000165588
OTX2-AS1	ENSG00000248550
OVCH1	ENSG00000187950
OVCH1-AS1	ENSG00000257599
OVOL1	ENSG00000172818
OXA1L	ENSG00000155463
P2RX4	ENSG00000135124
P2RX7	ENSG00000089041
P2RY6	ENSG00000171631
P3H3	ENSG00000110811
P4HA3	ENSG00000149380
PA2G4	ENSG00000170515
PAAF1	ENSG00000175575
PABPC3	ENSG00000151846
PABPN1	ENSG00000100836
PACS1	ENSG00000175115
PACS2	ENSG00000179364
PACSIN3	ENSG00000165912
PAFAH1B2	ENSG00000168092
PAH	ENSG00000171759
PAK1	ENSG00000149269
PAK6	ENSG00000137843
PAMR1	ENSG00000149090
PAN2	ENSG00000135473
PAN3	ENSG00000152520
PAN3-AS1	ENSG00000261485
PANX1	ENSG00000110218
PAPLN	ENSG00000100767
PAPOLA	ENSG00000090060
PAQR5	ENSG00000137819
PARP11	ENSG00000111224
PARP16	ENSG00000138617
PARP2	ENSG00000129484
PARP4	ENSG00000102699
PARP6	ENSG00000137817
PARPBP	ENSG00000185480
PATE2	ENSG00000196844
PATL1	ENSG00000166889
PATL2	ENSG00000229474
PAWR	ENSG00000177425
PC	ENSG00000173599
PCBP2	ENSG00000197111
PCBP2-OT1	ENSG00000282977
PCCA	ENSG00000175198
PCCA-DT	ENSG00000274605
PCDH17	ENSG00000118946
PCDH20	ENSG00000280165
PCDH8	ENSG00000136099
PCDH9	ENSG00000184226
PCDH9-AS1	ENSG00000234527
PCDH9-AS2	ENSG00000228842
PCED1B	ENSG00000179715
PCED1B-AS1	ENSG00000247774
PCF11	ENSG00000165494
PCF11-AS1	ENSG00000269939
PCID2	ENSG00000126226
PCK2	ENSG00000100889
PCLAF	ENSG00000166803
PCNX1	ENSG00000100731
PCNX3	ENSG00000197136
PCNX4	ENSG00000126773
PCOTH	ENSG00000205861
PCSK7	ENSG00000160613
PDCD7	ENSG00000090470
PDE1B	ENSG00000123360
PDE2A	ENSG00000186642
PDE3A	ENSG00000172572
PDE8A	ENSG00000073417
PDGFD	ENSG00000170962
PDHX	ENSG00000110435
PDIA3	ENSG00000167004
PDS5B	ENSG00000083642
PDZRN4	ENSG00000165966
PEAK1	ENSG00000173517
PEBP1	ENSG00000089220
PELI2	ENSG00000139946
PELI3	ENSG00000174516
PEX11A	ENSG00000166821
PEX16	ENSG00000121680
PEX5	ENSG00000139197
PFDN5	ENSG00000123349
PFKM	ENSG00000152556
PGA3	ENSG00000229859
PGAM5	ENSG00000247077
PGBD4	ENSG00000182405
PGF	ENSG00000119630
PGM2L1	ENSG00000165434
PGR	ENSG00000082175
PGR-AS1	ENSG00000282728
PHB2	ENSG00000215021
PHC1	ENSG00000111752
PHETA1	ENSG00000198324
PHF11	ENSG00000136147
PHF21A	ENSG00000135365
PHLDA1	ENSG00000139289
PHLDB1	ENSG00000019144
PIANP	ENSG00000139200
PIAS1	ENSG00000033800
PIBF1	ENSG00000083535
PICALM	ENSG00000073921
PIF1	ENSG00000140451
PIGB	ENSG00000069943
PIGBOS1	ENSG00000225973
PIGH	ENSG00000100564
PIH1D2	ENSG00000150773
PIK3C2G	ENSG00000139144
PIP4K2C	ENSG00000166908
PIP4P1	ENSG00000165782
PITPNM1	ENSG00000110697
PITPNM2	ENSG00000090975
PIWIL1	ENSG00000125207
PIWIL4	ENSG00000134627
PKM	ENSG00000067225
PKNOX2	ENSG00000165495
PKNOX2-AS1	ENSG00000254932
PKP2	ENSG00000057294
PLA2G4B	ENSG00000243708
PLA2G4D	ENSG00000159337
PLA2G4E	ENSG00000188089
PLA2G4E-AS1	ENSG00000246740
PLAAT2	ENSG00000133328
PLAAT3	ENSG00000176485
PLAAT4	ENSG00000133321
PLAAT5	ENSG00000168004
PLBD1	ENSG00000121316
PLBD1-AS1	ENSG00000256751
PLBD2	ENSG00000151176
PLCB2	ENSG00000137841
PLCB3	ENSG00000149782
PLCZ1	ENSG00000139151
PLD4	ENSG00000166428
PLEKHA5	ENSG00000052126
PLEKHB1	ENSG00000021300
PLEKHD1	ENSG00000175985
PLEKHG3	ENSG00000126822
PLEKHG6	ENSG00000008323
PLEKHH1	ENSG00000054690
PLEKHO2	ENSG00000241839
PLET1	ENSG00000188771
PLIN1	ENSG00000166819
PLXNC1	ENSG00000136040
PMEL	ENSG00000185664
PML	ENSG00000140464
PNMA1	ENSG00000176903
PNN	ENSG00000100941
PNP	ENSG00000198805
POC1B	ENSG00000139323
POC1B-AS1	ENSG00000270344
POGLUT2	ENSG00000134901
POGLUT3	ENSG00000178202
POLA2	ENSG00000014138
POLD3	ENSG00000077514
POLD4	ENSG00000175482
POLE	ENSG00000177084
POLE2	ENSG00000100479
POLG	ENSG00000140521
POLR1D	ENSG00000186184
POLR2G	ENSG00000168002
POLR2M	ENSG00000255529
POLR3B	ENSG00000013503
POMP	ENSG00000132963
POMT2	ENSG00000009830
POP5	ENSG00000167272
POSTN	ENSG00000133110
POTEM	ENSG00000222036
POU2AF1	ENSG00000110777
POU2F3	ENSG00000137709
POU6F1	ENSG00000184271
PPCDC	ENSG00000138621
PPFIA1	ENSG00000131626
PPFIA2	ENSG00000139220
PPFIA2-AS1	ENSG00000257467
PPFIBP1	ENSG00000110841
PPHLN1	ENSG00000134283
PPIB	ENSG00000166794
PPIP5K1	ENSG00000168781
PPM1A	ENSG00000100614
PPM1H	ENSG00000111110
PPME1	ENSG00000214517
PPP1CA	ENSG00000172531
PPP1CC	ENSG00000186298
PPP1R12A	ENSG00000058272
PPP1R12A-AS1	ENSG00000257557
PPP1R13B	ENSG00000088808
PPP1R14B	ENSG00000173457
PPP1R1A	ENSG00000135447
PPP1R36	ENSG00000165807
PPP1R3E	ENSG00000235194
PPP2R1B	ENSG00000137713
PPP2R3C	ENSG00000092020
PPP2R5B	ENSG00000068971
PPP2R5C	ENSG00000078304
PPP2R5E	ENSG00000154001
PPP4R3A	ENSG00000100796
PPP4R4	ENSG00000119698
PPP6R3	ENSG00000110075
PPTC7	ENSG00000196850
PRB1	ENSG00000251655
PRB2	ENSG00000121335
PRC1	ENSG00000198901
PRC1-AS1	ENSG00000258725
PRCP	ENSG00000137509
PRDM10	ENSG00000170325
PRDM11	ENSG00000019485
PRDM4	ENSG00000110851
PRDX5	ENSG00000126432
PRH1	ENSG00000231887
PRICKLE1	ENSG00000139174
PRIM1	ENSG00000198056
PRIMA1	ENSG00000175785
PRKAB1	ENSG00000111725
PRKAG1	ENSG00000181929
PRKCH	ENSG00000027075
PRKD1	ENSG00000184304
PRMT5	ENSG00000100462
PRMT5-AS1	ENSG00000237054
PRMT8	ENSG00000111218
PRORP	ENSG00000100890
PROSER1	ENSG00000120685
PRPF19	ENSG00000110107
PRPF39	ENSG00000185246
PRPF40B	ENSG00000110844
PRR13	ENSG00000205352
PRR4	ENSG00000111215
PRR5L	ENSG00000135362
PRSS23	ENSG00000150687
PRTG	ENSG00000166450
PSEN1	ENSG00000080815
PSMA3	ENSG00000100567
PSMA3-AS1	ENSG00000257621
PSMA4	ENSG00000041357
PSMA6	ENSG00000100902
PSMB5	ENSG00000100804
PSMC1	ENSG00000100764
PSMC3	ENSG00000165916
PSMC6	ENSG00000100519
PSMD9	ENSG00000110801
PSME1	ENSG00000092010
PSME2	ENSG00000100911
PSPC1	ENSG00000121390
PSPC1-AS2	ENSG00000226352
PSTPIP1	ENSG00000140368
PTCSC3	ENSG00000259104
PTGDR	ENSG00000168229
PTGDR2	ENSG00000183134
PTGER2	ENSG00000125384
PTGES3	ENSG00000110958
PTGR2	ENSG00000140043
PTHLH	ENSG00000087494
PTMS	ENSG00000159335
PTPMT1	ENSG00000110536
PTPN11	ENSG00000179295
PTPN21	ENSG00000070778
PTPN6	ENSG00000111679
PTPN9	ENSG00000169410
PTPRB	ENSG00000127329
PTPRJ	ENSG00000149177
PTPRO	ENSG00000151490
PTPRQ	ENSG00000139304
PTPRR	ENSG00000153233
PTS	ENSG00000150787
PUS1	ENSG00000177192
PUS3	ENSG00000110060
PUS7L	ENSG00000129317
PWP1	ENSG00000136045
PWRN1	ENSG00000259905
PWRN4	ENSG00000260232
PXMP2	ENSG00000176894
PXN	ENSG00000089159
PXN-AS1	ENSG00000255857
PYGL	ENSG00000100504
PYGM	ENSG00000068976
PYGO1	ENSG00000171016
PYM1	ENSG00000170473
PYROXD1	ENSG00000121350
PZP	ENSG00000126838
R3HDM2	ENSG00000179912
RAB11A	ENSG00000103769
RAB15	ENSG00000139998
RAB1B	ENSG00000174903
RAB20	ENSG00000139832
RAB21	ENSG00000080371
RAB27A	ENSG00000069974
RAB2B	ENSG00000129472
RAB30	ENSG00000137502
RAB30-DT	ENSG00000246067
RAB35	ENSG00000111737
RAB38	ENSG00000123892
RAB39A	ENSG00000179331
RAB3IL1	ENSG00000167994
RAB3IP	ENSG00000127328
RAB5B	ENSG00000111540
RAB6A	ENSG00000175582
RAB8B	ENSG00000166128
RABGGTA	ENSG00000100949
RACGAP1	ENSG00000161800
RAD51	ENSG00000051180
RAD51-AS1	ENSG00000245849
RAD51AP1	ENSG00000111247
RAD51B	ENSG00000182185
RAD52	ENSG00000002016
RAD9A	ENSG00000172613
RAD9B	ENSG00000151164
RAG1	ENSG00000166349
RALGAPA1	ENSG00000174373
RAMAC	ENSG00000169612
RAN	ENSG00000132341
RAP1B	ENSG00000127314
RAP2A	ENSG00000125249
RAPGEF3	ENSG00000079337
RAPSN	ENSG00000165917
RARG	ENSG00000172819
RASA3	ENSG00000185989
RASAL1	ENSG00000111344
RASGRF1	ENSG00000058335
RASGRP1	ENSG00000172575
RASGRP2	ENSG00000068831
RASL11A	ENSG00000122035
RASL12	ENSG00000103710
RASSF3	ENSG00000153179
RASSF8	ENSG00000123094
RASSF8-AS1	ENSG00000246695
RASSF9	ENSG00000198774
RB1	ENSG00000139687
RB1-DT	ENSG00000231473
RBM14	ENSG00000239306
RBM19	ENSG00000122965
RBM23	ENSG00000100461
RBM25	ENSG00000119707
RBM26	ENSG00000139746
RBM26-AS1	ENSG00000227354
RBM4	ENSG00000173933
RBM4B	ENSG00000173914
RBM7	ENSG00000076053
RBMS2	ENSG00000076067
RBP5	ENSG00000139194
RBPMS2	ENSG00000166831
RCBTB1	ENSG00000136144
RCBTB2	ENSG00000136161
RCCD1	ENSG00000166965
RCE1	ENSG00000173653
RCN2	ENSG00000117906
RCOR1	ENSG00000089902
RCOR2	ENSG00000167771
RDH11	ENSG00000072042
RDH12	ENSG00000139988
RDH16	ENSG00000139547
RDH5	ENSG00000135437
RDX	ENSG00000137710
REC8	ENSG00000100918
RECQL	ENSG00000004700
RELA	ENSG00000173039
RELA-DT	ENSG00000285533
RELT	ENSG00000054967
REM2	ENSG00000139890
REP15	ENSG00000174236
RERG	ENSG00000134533
RERGL	ENSG00000111404
RESF1	ENSG00000174718
REXO2	ENSG00000076043
RFC3	ENSG00000133119
RFC5	ENSG00000111445
RFLNA	ENSG00000178882
RFX4	ENSG00000111783
RFX7	ENSG00000181827
RFXAP	ENSG00000133111
RGCC	ENSG00000102760
RGS6	ENSG00000182732
RHCG	ENSG00000140519
RHEBL1	ENSG00000167550
RHNO1	ENSG00000171792
RHOD	ENSG00000173156
RHOF	ENSG00000139725
RHOJ	ENSG00000126785
RHOV	ENSG00000104140
RIC8B	ENSG00000111785
RILPL1	ENSG00000188026
RILPL2	ENSG00000150977
RIMBP2	ENSG00000060709
RIMKLB	ENSG00000166532
RIN1	ENSG00000174791
RIN3	ENSG00000100599
RIOX1	ENSG00000170468
RITA1	ENSG00000139405
RLBP1	ENSG00000140522
RMDN3	ENSG00000137824
RMST	ENSG00000255794
RNASE1	ENSG00000129538
RNASE3	ENSG00000169397
RNASEH2B	ENSG00000136104
RNASEH2B-AS1	ENSG00000233672
RNASEH2C	ENSG00000172922
RND1	ENSG00000172602
RNF10	ENSG00000022840
RNF111	ENSG00000157450
RNF121	ENSG00000137522
RNF169	ENSG00000166439
RNF17	ENSG00000132972
RNF212B	ENSG00000215277
RNF214	ENSG00000167257
RNF26	ENSG00000173456
RNF31	ENSG00000092098
RNF34	ENSG00000170633
RNF41	ENSG00000181852
RNF6	ENSG00000127870
RNFT2	ENSG00000135119
ROBO3	ENSG00000154134
ROBO4	ENSG00000154133
ROM1	ENSG00000149489
RORA	ENSG00000069667
RORA-AS1	ENSG00000245534
RPAP1	ENSG00000103932
RPAP3	ENSG00000005175
RPGRIP1	ENSG00000092200
RPH3A	ENSG00000089169
RPL21	ENSG00000122026
RPL36AL	ENSG00000165502
RPL4	ENSG00000174444
RPL41	ENSG00000229117
RPL6	ENSG00000089009
RPLP0	ENSG00000089157
RPLP1	ENSG00000137818
RPP25	ENSG00000178718
RPS17	ENSG00000182774
RPS25	ENSG00000118181
RPS26	ENSG00000197728
RPS27L	ENSG00000185088
RPS29	ENSG00000213741
RPS3	ENSG00000149273
RPS6KA4	ENSG00000162302
RPS6KA5	ENSG00000100784
RPS6KB2	ENSG00000175634
RPS6KL1	ENSG00000198208
RPUSD2	ENSG00000166133
RPUSD4	ENSG00000165526
RSF1	ENSG00000048649
RSF1-IT1	ENSG00000255409
RSF1-IT2	ENSG00000254985
RSL24D1	ENSG00000137876
RSRC2	ENSG00000111011
RTF1	ENSG00000137815
RTL1	ENSG00000254656
RTN1	ENSG00000139970
RTN3	ENSG00000133318
RTN4RL2	ENSG00000186907
RTRAF	ENSG00000087302
RUBCNL	ENSG00000102445
RXFP2	ENSG00000133105
RXYLT1	ENSG00000118600
RXYLT1-AS1	ENSG00000255850
RYR3	ENSG00000198838
SAC3D1	ENSG00000168061
SACS	ENSG00000151835
SALL2	ENSG00000165821
SAMD15	ENSG00000100583
SAMD4A	ENSG00000020577
SAP18	ENSG00000150459
SARNP	ENSG00000205323
SART1	ENSG00000175467
SART3	ENSG00000075856
SAV1	ENSG00000151748
SAXO2	ENSG00000188659
SBNO1	ENSG00000139697
SBNO1-AS1	ENSG00000256092
SC5D	ENSG00000109929
SCAF11	ENSG00000139218
SCAMP2	ENSG00000140497
SCAMP5	ENSG00000198794
SCAPER	ENSG00000140386
SCARB1	ENSG00000073060
SCARNA9	ENSG00000254911
SCAT2	ENSG00000257596
SCEL	ENSG00000136155
SCFD1	ENSG00000092108
SCG3	ENSG00000104112
SCG5	ENSG00000166922
SCGB1A1	ENSG00000149021
SCN2B	ENSG00000149575
SCN3B	ENSG00000166257
SCN4B	ENSG00000177098
SCN8A	ENSG00000196876
SCNN1A	ENSG00000111319
SCYL1	ENSG00000142186
SCYL2	ENSG00000136021
SDHAF2	ENSG00000167985
SDHD	ENSG00000204370
SDR39U1	ENSG00000100445
SDR9C7	ENSG00000170426
SDS	ENSG00000135094
SDSL	ENSG00000139410
SEC11A	ENSG00000140612
SEC23A	ENSG00000100934
SEC23A-AS1	ENSG00000258651
SECISBP2L	ENSG00000138593
SEL1L	ENSG00000071537
SELENOH	ENSG00000211450
SELPLG	ENSG00000110876
SEMA4B	ENSG00000185033
SEMA6D	ENSG00000137872
SEMA7A	ENSG00000138623
SENP1	ENSG00000079387
SENP8	ENSG00000166192
SERF2	ENSG00000140264
SERP2	ENSG00000151778
SERPINA1	ENSG00000197249
SERPINA3	ENSG00000196136
SERPINE3	ENSG00000253309
SERPING1	ENSG00000149131
SERPINH1	ENSG00000149257
SERTM1	ENSG00000180440
SESN3	ENSG00000149212
SETD1B	ENSG00000139718
SETD3	ENSG00000183576
SETDB2	ENSG00000136169
SF1	ENSG00000168066
SF3B2	ENSG00000087365
SFSWAP	ENSG00000061936
SFTA3	ENSG00000229415
SGCG	ENSG00000102683
SGPP1	ENSG00000126821
SH2B3	ENSG00000111252
SH2D7	ENSG00000183476
SH3GL3	ENSG00000140600
SHANK2	ENSG00000162105
SHANK2-AS1	ENSG00000226627
SHC4	ENSG00000185634
SHF	ENSG00000138606
SHISA2	ENSG00000180730
SHMT2	ENSG00000182199
SIAE	ENSG00000110013
SIAH3	ENSG00000215475
SIDT2	ENSG00000149577
SIK2	ENSG00000170145
SIK3	ENSG00000160584
SIN3A	ENSG00000169375
SINHCAF	ENSG00000139146
SIPA1L1	ENSG00000197555
SIRT4	ENSG00000089163
SIVA1	ENSG00000184990
SIX4	ENSG00000100625
SKA3	ENSG00000165480
SKOR1	ENSG00000188779
SLAIN1	ENSG00000139737
SLC10A1	ENSG00000100652
SLC11A2	ENSG00000110911
SLC12A1	ENSG00000074803
SLC12A6	ENSG00000140199
SLC15A1	ENSG00000088386
SLC15A4	ENSG00000139370
SLC15A5	ENSG00000188991
SLC16A7	ENSG00000118596
SLC17A8	ENSG00000179520
SLC1A2	ENSG00000110436
SLC22A10	ENSG00000184999
SLC22A11	ENSG00000168065
SLC22A17	ENSG00000092096
SLC22A25	ENSG00000196600
SLC22A6	ENSG00000197901
SLC22A9	ENSG00000149742
SLC24A1	ENSG00000074621
SLC24A4	ENSG00000140090
SLC25A15	ENSG00000102743
SLC25A21	ENSG00000183032
SLC25A21-AS1	ENSG00000258708
SLC25A29	ENSG00000197119
SLC25A3	ENSG00000075415
SLC25A30	ENSG00000174032
SLC25A30-AS1	ENSG00000251015
SLC25A45	ENSG00000162241
SLC27A2	ENSG00000140284
SLC28A1	ENSG00000156222
SLC28A2	ENSG00000137860
SLC29A2	ENSG00000174669
SLC2A13	ENSG00000151229
SLC2A14	ENSG00000173262
SLC2A3	ENSG00000059804
SLC30A4	ENSG00000104154
SLC35C1	ENSG00000181830
SLC35E3	ENSG00000175782
SLC35F2	ENSG00000110660
SLC35F4	ENSG00000151812
SLC36A4	ENSG00000180773
SLC37A2	ENSG00000134955
SLC37A4	ENSG00000137700
SLC38A1	ENSG00000111371
SLC38A2	ENSG00000134294
SLC38A4	ENSG00000139209
SLC38A6	ENSG00000139974
SLC39A13	ENSG00000165915
SLC39A5	ENSG00000139540
SLC39A9	ENSG00000029364
SLC3A2	ENSG00000168003
SLC41A2	ENSG00000136052
SLC43A1	ENSG00000149150
SLC43A3	ENSG00000134802
SLC46A3	ENSG00000139508
SLC48A1	ENSG00000211584
SLC4A8	ENSG00000050438
SLC5A8	ENSG00000256870
SLC6A12	ENSG00000111181
SLC6A13	ENSG00000010379
SLC6A15	ENSG00000072041
SLC7A1	ENSG00000139514
SLC7A7	ENSG00000155465
SLC7A8	ENSG00000092068
SLC8A3	ENSG00000100678
SLC8B1	ENSG00000089060
SLCO1A2	ENSG00000084453
SLCO1B3	ENSG00000111700
SLCO1C1	ENSG00000139155
SLCO2B1	ENSG00000137491
SLIRP	ENSG00000119705
SLITRK1	ENSG00000178235
SLITRK5	ENSG00000165300
SLITRK6	ENSG00000184564
SLN	ENSG00000170290
SLTM	ENSG00000137776
SMAD3	ENSG00000166949
SMAD6	ENSG00000137834
SMAD9	ENSG00000120693
SMAD9-IT1	ENSG00000236711
SMAGP	ENSG00000170545
SMARCC2	ENSG00000139613
SMARCD1	ENSG00000066117
SMCO2	ENSG00000165935
SMCO4	ENSG00000166002
SMIM10L1	ENSG00000256537
SMIM2-AS1	ENSG00000227258
SMIM35	ENSG00000255274
SMIM38	ENSG00000284713
SMOC1	ENSG00000198732
SMTNL1	ENSG00000214872
SMUG1	ENSG00000123415
SNAP23	ENSG00000092531
SNAPC1	ENSG00000023608
SNAPC5	ENSG00000174446
SNHG1	ENSG00000255717
SNHG10	ENSG00000247092
SNHG14	ENSG00000224078
SNHG21	ENSG00000250988
SNRNP35	ENSG00000184209
SNRPF	ENSG00000139343
SNRPN	ENSG00000128739
SNUPN	ENSG00000169371
SNURF	ENSG00000273173
SNW1	ENSG00000100603
SNX1	ENSG00000028528
SNX15	ENSG00000110025
SNX19	ENSG00000120451
SNX22	ENSG00000157734
SNX32	ENSG00000172803
SNX33	ENSG00000173548
SNX6	ENSG00000129515
SOAT2	ENSG00000167780
SOCS2	ENSG00000120833
SOCS2-AS1	ENSG00000246985
SOCS4	ENSG00000180008
SOHLH2	ENSG00000120669
SORD	ENSG00000140263
SORL1	ENSG00000137642
SOS2	ENSG00000100485
SOX1	ENSG00000182968
SOX1-OT	ENSG00000224243
SOX21	ENSG00000125285
SOX21-AS1	ENSG00000227640
SOX5	ENSG00000134532
SP1	ENSG00000185591
SP7	ENSG00000170374
SPA17	ENSG00000064199
SPART	ENSG00000133104
SPART-AS1	ENSG00000120664
SPATA13	ENSG00000182957
SPATA7	ENSG00000042317
SPATS2	ENSG00000123352
SPCS2	ENSG00000118363
SPESP1	ENSG00000258484
SPG11	ENSG00000104133
SPG21	ENSG00000090487
SPI1	ENSG00000066336
SPIC	ENSG00000166211
SPINDOC	ENSG00000168005
SPINT1	ENSG00000166145
SPINT1-AS1	ENSG00000261183
SPPL2A	ENSG00000138600
SPPL3	ENSG00000157837
SPRED1	ENSG00000166068
SPRY2	ENSG00000136158
SPRYD3	ENSG00000167778
SPRYD4	ENSG00000176422
SPRYD7	ENSG00000123178
SPSB2	ENSG00000111671
SPTB	ENSG00000070182
SPTBN2	ENSG00000173898
SPTBN5	ENSG00000137877
SPTLC2	ENSG00000100596
SPTSSA	ENSG00000165389
SPX	ENSG00000134548
SQOR	ENSG00000137767
SRGAP1	ENSG00000196935
SRP14	ENSG00000140319
SRP54	ENSG00000100883
SRPRA	ENSG00000182934
SRRM4	ENSG00000139767
SRSF5	ENSG00000100650
SRSF8	ENSG00000263465
SRSF9	ENSG00000111786
SSH1	ENSG00000084112
SSH3	ENSG00000172830
SSPN	ENSG00000123096
SSRP1	ENSG00000149136
SSTR1	ENSG00000139874
ST14	ENSG00000149418
ST20-AS1	ENSG00000259642
ST3GAL4	ENSG00000110080
ST8SIA1	ENSG00000111728
STAB2	ENSG00000136011
STAC3	ENSG00000185482
STARD10	ENSG00000214530
STARD13	ENSG00000133121
STARD13-AS	ENSG00000236581
STARD13-IT1	ENSG00000230300
STARD5	ENSG00000172345
STARD9	ENSG00000159433
STAT2	ENSG00000170581
STAT6	ENSG00000166888
STIP1	ENSG00000168439
STK24	ENSG00000102572
STK24-AS1	ENSG00000224418
STK38L	ENSG00000211455
STOML1	ENSG00000067221
STOML3	ENSG00000133115
STON2	ENSG00000140022
STRA6	ENSG00000137868
STRAP	ENSG00000023734
STRC	ENSG00000242866
STRN3	ENSG00000196792
STT3A	ENSG00000134910
STX2	ENSG00000111450
STX3	ENSG00000166900
STX5	ENSG00000162236
STXBP6	ENSG00000168952
STYK1	ENSG00000060140
STYX	ENSG00000198252
SUCLA2	ENSG00000136143
SUCLA2-AS1	ENSG00000227848
SUDS3	ENSG00000111707
SUGT1	ENSG00000165416
SUOX	ENSG00000139531
SUPT16H	ENSG00000092201
SUPT20H	ENSG00000102710
SUSD6	ENSG00000100647
SV2B	ENSG00000185518
SVOP	ENSG00000166111
SYCP3	ENSG00000139351
SYNDIG1L	ENSG00000183379
SYNE2	ENSG00000054654
SYNE3	ENSG00000176438
SYNJ2BP	ENSG00000213463
SYT1	ENSG00000067715
SYT10	ENSG00000110975
SYT12	ENSG00000173227
SYT13	ENSG00000019505
SYT16	ENSG00000139973
SYT7	ENSG00000011347
SYTL2	ENSG00000137501
SYVN1	ENSG00000162298
TAC3	ENSG00000166863
TAF1D	ENSG00000166012
TAF6L	ENSG00000162227
TAFA2	ENSG00000198673
TAGLN	ENSG00000149591
TAOK3	ENSG00000135090
TAPBPL	ENSG00000139192
TARBP2	ENSG00000139546
TAS2R10	ENSG00000121318
TAS2R13	ENSG00000212128
TAS2R14	ENSG00000212127
TAS2R19	ENSG00000212124
TAS2R20	ENSG00000255837
TAS2R30	ENSG00000256188
TAS2R31	ENSG00000256436
TAS2R43	ENSG00000255374
TAS2R46	ENSG00000226761
TAS2R50	ENSG00000212126
TAS2R8	ENSG00000121314
TAS2R9	ENSG00000121381
TBC1D10C	ENSG00000175463
TBC1D15	ENSG00000121749
TBC1D2B	ENSG00000167202
TBC1D30	ENSG00000111490
TBC1D4	ENSG00000136111
TBCEL	ENSG00000154114
TBK1	ENSG00000183735
TBPL2	ENSG00000182521
TBRG1	ENSG00000154144
TBX10	ENSG00000167800
TBX5	ENSG00000089225
TC2N	ENSG00000165929
TCF12	ENSG00000140262
TCHP	ENSG00000139437
TCIRG1	ENSG00000110719
TCP11L2	ENSG00000166046
TCTN1	ENSG00000204852
TCTN2	ENSG00000168778
TDG	ENSG00000139372
TDP1	ENSG00000042088
TDRD3	ENSG00000083544
TDRD9	ENSG00000156414
TEAD4	ENSG00000197905
TECPR2	ENSG00000196663
TECTA	ENSG00000109927
TEDC1	ENSG00000185347
TENM4	ENSG00000149256
TEP1	ENSG00000129566
TESC	ENSG00000088992
TESC-AS1	ENSG00000258285
TESMIN	ENSG00000132749
TESPA1	ENSG00000135426
TEX12	ENSG00000150783
TEX22	ENSG00000226174
TEX26	ENSG00000175664
TEX26-AS1	ENSG00000224743
TEX29	ENSG00000153495
TEX30	ENSG00000151287
TEX9	ENSG00000151575
TFCP2	ENSG00000135457
TFDP1	ENSG00000198176
TGDS	ENSG00000088451
TGFB3	ENSG00000119699
TGM1	ENSG00000092295
THAP10	ENSG00000129028
THAP12	ENSG00000137492
THAP2	ENSG00000173451
THBS1	ENSG00000137801
THRSP	ENSG00000151365
THSD1	ENSG00000136114
THSD4	ENSG00000187720
THSD4-AS1	ENSG00000259964
THY1	ENSG00000154096
THYN1	ENSG00000151500
TICRR	ENSG00000140534
TIGAR	ENSG00000078237
TIGD3	ENSG00000173825
TIMELESS	ENSG00000111602
TIMM10	ENSG00000134809
TIMM8B	ENSG00000150779
TIMM9	ENSG00000100575
TINF2	ENSG00000092330
TIPIN	ENSG00000075131
TIRAP	ENSG00000150455
TJP1	ENSG00000104067
TKFC	ENSG00000149476
TLCD5	ENSG00000181264
TLE3	ENSG00000140332
TLN2	ENSG00000171914
TLNRD1	ENSG00000140406
TM6SF1	ENSG00000136404
TM7SF2	ENSG00000149809
TM7SF3	ENSG00000064115
TM9SF1	ENSG00000100926
TM9SF2	ENSG00000125304
TMBIM4	ENSG00000155957
TMBIM6	ENSG00000139644
TMC3	ENSG00000188869
TMC3-AS1	ENSG00000259343
TMCC3	ENSG00000057704
TMCO3	ENSG00000150403
TMED10	ENSG00000170348
TMED2	ENSG00000086598
TMED2-DT	ENSG00000247373
TMED3	ENSG00000166557
TMED8	ENSG00000100580
TMEM106C	ENSG00000134291
TMEM109	ENSG00000110108
TMEM116	ENSG00000198270
