gene_id	gene_name	V12D05-348_C1	V12D05-348_D1	V12D05-350_C1	V12D05-350_D1	V12D07-075_A1	V12D07-075_B1	V12D07-075_D1	V12Y31-080_A1	meanrank	n_naSamps
ENSG00000188021	UBQLN2	NA	272	NA	NA	NA	NA	NA	NA	272	7
ENSG00000188229	TUBB4B	39	NA	NA	NA	NA	NA	NA	NA	39	7
ENSG00000188243	COMMD6	NA	280	NA	NA	NA	NA	NA	NA	280	7
ENSG00000188290	HES4	NA	267	NA	NA	NA	NA	NA	NA	267	7
ENSG00000188536	HBA2	125	46	19	NA	35	NA	NA	18	48.6	3
ENSG00000188674	C2orf80	NA	NA	NA	NA	NA	NA	NA	133	133	7
ENSG00000189043	NDUFA4	NA	NA	NA	68	195	NA	NA	100	121	5
ENSG00000189058	APOD	NA	NA	NA	172	NA	NA	NA	NA	172	7
ENSG00000189060	H1F0	NA	NA	NA	335	NA	NA	NA	NA	335	7
ENSG00000189127	ANKRD34B	24	152	28	101	NA	NA	NA	NA	76.25	4
ENSG00000189129	PLAC9	NA	141	NA	NA	NA	NA	NA	NA	141	7
ENSG00000189241	TSPYL1	170	NA	NA	NA	291	NA	NA	NA	230.5	6
ENSG00000196104	SPOCK3	NA	NA	NA	278	NA	NA	NA	NA	278	7
ENSG00000196136	SERPINA3	NA	NA	NA	NA	171	NA	NA	NA	171	7
ENSG00000196230	TUBB	NA	NA	NA	NA	NA	NA	25	NA	25	7
ENSG00000196262	PPIA	NA	NA	NA	152	NA	NA	NA	NA	152	7
ENSG00000196338	NLGN3	NA	NA	NA	264	NA	NA	NA	NA	264	7
ENSG00000196353	CPNE4	NA	189	NA	NA	NA	NA	NA	NA	189	7
ENSG00000196368	NUDT11	98	NA	NA	NA	NA	NA	NA	NA	98	7
ENSG00000196683	TOMM7	NA	94	NA	55	NA	NA	NA	NA	74.5	6
ENSG00000196730	DAPK1	NA	NA	NA	201	NA	NA	NA	NA	201	7
ENSG00000196843	ARID5A	NA	NA	NA	NA	75	NA	NA	NA	75	7
ENSG00000196924	FLNA	NA	78	NA	NA	NA	NA	NA	NA	78	7
ENSG00000196950	SLC39A10	NA	278	NA	NA	NA	NA	NA	NA	278	7
ENSG00000197045	GMFB	92	224	NA	NA	NA	NA	NA	NA	158	6
ENSG00000197728	RPS26	NA	NA	NA	262	NA	NA	NA	NA	262	7
ENSG00000197746	PSAP	NA	NA	58	NA	NA	NA	NA	NA	58	7
ENSG00000197756	RPL37A	173	49	NA	36	83	NA	NA	58	79.8	3
ENSG00000197956	S100A6	NA	151	NA	206	80	NA	NA	NA	145.666666666667	5
ENSG00000197958	RPL12	NA	197	NA	NA	NA	NA	NA	NA	197	7
ENSG00000197971	MBP	9	3	10	6	39	10	14	7	12.25	0
ENSG00000198034	RPS4X	NA	NA	NA	NA	NA	NA	NA	43	43	7
ENSG00000198053	SIRPA	NA	NA	NA	330	NA	NA	NA	NA	330	7
ENSG00000198168	SVIP	NA	205	NA	NA	NA	NA	NA	NA	205	7
ENSG00000198258	UBL5	84	276	NA	NA	NA	NA	NA	NA	180	6
ENSG00000198300	PEG3	NA	NA	NA	185	217	NA	NA	NA	201	6
ENSG00000198626	RYR2	NA	NA	NA	173	NA	NA	NA	NA	173	7
ENSG00000198668	CALM1	NA	51	NA	193	102	NA	NA	47	98.25	4
ENSG00000198695	MT-ND6	NA	NA	NA	NA	177	NA	NA	NA	177	7
ENSG00000198712	MT-CO2	8	16	2	19	17	NA	3	12	11	1
ENSG00000198727	MT-CYB	32	13	14	35	14	NA	10	10	18.2857142857143	1
ENSG00000198755	RPL10A	137	268	NA	105	NA	NA	NA	NA	170	5
ENSG00000198763	MT-ND2	4	10	6	33	7	NA	8	15	11.8571428571429	1
ENSG00000198780	FAM169A	NA	182	NA	NA	NA	NA	79	NA	130.5	6
ENSG00000198785	GRIN3A	NA	75	NA	181	NA	NA	NA	NA	128	6
ENSG00000198786	MT-ND5	NA	41	NA	247	5	NA	20	26	67.8	3
ENSG00000198794	SCAMP5	148	NA	NA	NA	NA	NA	NA	NA	148	7
ENSG00000198804	MT-CO1	29	4	11	23	4	NA	2	4	11	1
ENSG00000198825	INPP5F	NA	NA	NA	125	136	NA	NA	55	105.333333333333	5
ENSG00000198832	SELENOM	NA	91	NA	NA	NA	NA	NA	NA	91	7
ENSG00000198840	MT-ND3	23	32	17	24	33	NA	4	19	21.7142857142857	1
ENSG00000198886	MT-ND4	27	14	13	15	9	NA	9	8	13.5714285714286	1
ENSG00000198888	MT-ND1	19	25	9	41	13	NA	7	9	17.5714285714286	1
ENSG00000198898	CAPZA2	NA	256	NA	NA	NA	NA	NA	NA	256	7
ENSG00000198899	MT-ATP6	13	2	8	10	12	NA	6	13	9.14285714285714	1
ENSG00000198938	MT-CO3	18	9	7	14	26	NA	5	11	12.8571428571429	1
ENSG00000198961	PJA2	NA	NA	NA	167	NA	NA	NA	NA	167	7
ENSG00000203879	GDI1	62	NA	NA	NA	NA	NA	NA	NA	62	7
ENSG00000203930	LINC00632	NA	NA	NA	NA	186	NA	NA	NA	186	7
ENSG00000204314	PRRT1	NA	NA	NA	311	NA	NA	NA	NA	311	7
ENSG00000204387	SNHG32	NA	213	NA	NA	NA	NA	NA	NA	213	7
ENSG00000204388	HSPA1B	NA	NA	NA	NA	29	NA	NA	NA	29	7
ENSG00000204389	HSPA1A	NA	NA	NA	NA	18	NA	NA	NA	18	7
ENSG00000204525	HLA-C	NA	NA	NA	294	NA	NA	26	NA	160	6
ENSG00000204592	HLA-E	NA	262	NA	NA	237	NA	NA	NA	249.5	6
ENSG00000204677	FAM153CP	NA	NA	NA	NA	181	NA	NA	NA	181	7
ENSG00000205362	MT1A	NA	NA	NA	NA	154	NA	NA	NA	154	7
ENSG00000205364	MT1M	NA	NA	NA	NA	110	NA	NA	NA	110	7
ENSG00000205542	TMSB4X	NA	36	NA	139	289	NA	46	NA	127.5	4
ENSG00000206172	HBA1	NA	132	24	267	64	NA	NA	63	110	3
ENSG00000206503	HLA-A	NA	NA	NA	NA	NA	NA	17	NA	17	7
ENSG00000211450	SELENOH	NA	120	NA	NA	NA	NA	NA	NA	120	7
ENSG00000212907	MT-ND4L	NA	NA	NA	NA	16	NA	NA	103	59.5	6
ENSG00000213088	ACKR1	NA	NA	NA	NA	218	NA	NA	NA	218	7
ENSG00000213145	CRIP1	NA	117	NA	NA	NA	NA	NA	NA	117	7
ENSG00000213626	LBH	NA	279	NA	NA	NA	NA	NA	NA	279	7
ENSG00000213741	RPS29	NA	150	NA	77	NA	NA	NA	NA	113.5	6
ENSG00000213983	AP1G2	161	NA	NA	NA	NA	NA	NA	NA	161	7
ENSG00000214253	FIS1	NA	NA	NA	327	NA	NA	NA	NA	327	7
ENSG00000214548	MEG3	59	NA	NA	289	125	NA	NA	84	139.25	4
ENSG00000214575	CPEB1	NA	NA	NA	NA	NA	NA	61	NA	61	7
ENSG00000215252	GOLGA8B	NA	NA	NA	166	NA	NA	NA	NA	166	7
ENSG00000215440	NPEPL1	139	NA	NA	NA	NA	NA	NA	NA	139	7
ENSG00000219200	RNASEK	NA	NA	NA	97	NA	NA	NA	NA	97	7
ENSG00000220161	LINC02076	NA	NA	NA	NA	159	NA	NA	NA	159	7
ENSG00000220205	VAMP2	NA	NA	NA	180	NA	NA	NA	NA	180	7
ENSG00000221946	FXYD7	36	NA	NA	NA	NA	NA	NA	NA	36	7
ENSG00000222041	CYTOR	NA	NA	NA	NA	10	NA	NA	NA	10	7
ENSG00000224078	SNHG14	129	175	NA	296	76	NA	NA	NA	169	4
ENSG00000228253	MT-ATP8	97	18	NA	NA	8	NA	27	68	43.6	3
ENSG00000228594	FNDC10	NA	NA	NA	280	NA	NA	NA	NA	280	7
ENSG00000229117	RPL41	NA	17	NA	9	113	NA	63	54	51.2	3
ENSG00000229807	XIST	NA	NA	NA	137	NA	NA	NA	NA	137	7
ENSG00000229833	PET100	NA	NA	NA	NA	NA	NA	81	NA	81	7
ENSG00000231312	MAP4K3-DT	NA	NA	NA	NA	240	NA	NA	NA	240	7
ENSG00000231500	RPS18	NA	83	NA	210	132	NA	NA	NA	141.666666666667	5
ENSG00000232112	TMA7	NA	NA	NA	NA	NA	NA	83	NA	83	7
ENSG00000233927	RPS28	NA	96	NA	32	NA	NA	NA	48	58.6666666666667	5
ENSG00000234745	HLA-B	NA	NA	NA	233	144	NA	15	NA	130.666666666667	5
ENSG00000235750	KIAA0040	NA	NA	NA	NA	270	NA	NA	NA	270	7
ENSG00000236279	CLEC2L	145	NA	NA	NA	NA	NA	NA	NA	145	7
ENSG00000237949	LINC00844	NA	NA	52	NA	NA	NA	NA	NA	52	7
ENSG00000240583	AQP1	NA	270	NA	288	251	NA	NA	NA	269.666666666667	5
ENSG00000240694	PNMA2	54	NA	NA	225	140	NA	NA	NA	139.666666666667	5
ENSG00000240972	MIF	NA	101	NA	42	88	NA	67	32	66	3
ENSG00000241343	RPL36A	NA	NA	NA	133	NA	NA	NA	NA	133	7
ENSG00000242173	ARHGDIG	NA	209	NA	NA	NA	NA	NA	NA	209	7
ENSG00000242265	PEG10	109	63	64	49	40	NA	NA	6	55.1666666666667	2
ENSG00000243147	MRPL33	NA	NA	NA	NA	NA	NA	NA	137	137	7
ENSG00000243819	RN7SL832P	NA	NA	NA	NA	246	NA	NA	NA	246	7
ENSG00000243955	GSTA1	NA	NA	NA	NA	119	NA	NA	29	74	6
ENSG00000244734	HBB	40	20	20	27	38	NA	44	20	29.8571428571429	1
ENSG00000245532	NEAT1	NA	NA	NA	NA	202	NA	NA	NA	202	7
ENSG00000245910	SNHG6	NA	172	NA	NA	295	NA	NA	NA	233.5	6
ENSG00000249992	TMEM158	31	NA	NA	NA	NA	NA	NA	NA	31	7
ENSG00000251562	MALAT1	NA	231	NA	79	54	NA	NA	141	126.25	4
ENSG00000254585	MAGEL2	NA	223	NA	NA	NA	NA	NA	NA	223	7
ENSG00000255302	EID1	NA	291	NA	NA	NA	NA	NA	NA	291	7
ENSG00000255823	MTRNR2L8	NA	98	NA	NA	11	NA	28	52	47.25	4
ENSG00000256618	MTRNR2L1	NA	NA	NA	NA	173	NA	NA	NA	173	7
ENSG00000257698	GIHCG	NA	NA	NA	NA	296	NA	NA	NA	296	7
ENSG00000258947	TUBB3	147	NA	NA	NA	NA	NA	NA	136	141.5	6
ENSG00000260032	NORAD	NA	NA	NA	NA	NA	NA	69	NA	69	7
ENSG00000265681	RPL17	NA	NA	NA	203	NA	NA	NA	NA	203	7
ENSG00000268089	GABRQ	NA	7	NA	16	81	NA	NA	16	30	4
ENSG00000269028	MTRNR2L12	47	30	34	NA	15	NA	11	21	26.3333333333333	2
ENSG00000272398	CD24	7	269	18	75	56	NA	NA	25	75	2
ENSG00000272573	MUSTN1	NA	112	NA	NA	NA	NA	NA	NA	112	7
ENSG00000273820	USP27X	NA	NA	NA	NA	128	NA	NA	NA	128	7
ENSG00000274588	DGKK	NA	NA	63	NA	NA	NA	NA	NA	63	7
ENSG00000277443	MARCKS	NA	NA	NA	NA	NA	NA	80	NA	80	7
ENSG00000277586	NEFL	NA	106	NA	272	NA	NA	NA	NA	189	6
ENSG00000282885	AL627171.2	NA	NA	NA	204	122	NA	NA	113	146.333333333333	5
ENSG00000285410	GABPB1-IT1	NA	NA	NA	NA	273	NA	NA	NA	273	7
