ensg	symbol	chr	start	end	strand	type	entrezID	HUGO	pLI	ncRVIS	posMapSNPs	posMapMaxCADD	eqtlMapSNPs	eqtlMapminP	eqtlMapminQ	eqtlMapts	eqtlDirection	ciMap	ciMapts	minGwasP	IndSigSNPs	GenomicLocus
ENSG00000089063	TMEM230	20	5080486	5093749	-1	protein_coding	29058	TMEM230	0.0138196085002164	-0.318554125	1	0.379	0	NA	NA	NA	NA	Yes	Adult_Cortex	NA	rs540086061	56
ENSG00000132646	PCNA	20	5095599	5107272	-1	protein_coding	5111	PCNA	0.937503505123045	-0.064678049	1	0.379	0	NA	NA	NA	NA	No	NA	NA	rs540086061	56
ENSG00000101290	CDS2	20	5107432	5178533	1	protein_coding	8760	CDS2	6.78080961217838e-05	-0.414004061	1	2.233	0	NA	NA	NA	NA	No	NA	NA	rs540086061	56
ENSG00000101292	PROKR2	20	5282317	5297378	-1	protein_coding	128674	PROKR2	0.000669053120174497	0.520637041	2	2.947	0	NA	NA	NA	NA	No	NA	NA	rs540086061	56
ENSG00000125772	GPCPD1	20	5525085	5591672	-1	protein_coding	56261	GPCPD1	0.125571598748616	0.728681343	1	6.216	0	NA	NA	NA	NA	No	NA	NA	rs540086061	56
ENSG00000101146	RAE1	20	55926066	55954267	1	protein_coding	8480	RAE1	0.991169300003019	-0.080621216	0	0	1	0.0409349	NA	GTEx/v8/Brain_Hypothalamus	+	No	NA	8.49743e-05	rs79943546	57
ENSG00000124225	PMEPA1	20	56223448	56286592	-1	protein_coding	56937	PMEPA1	0.416594874357437	2.5791145	0	0	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops	1.70679e-05	rs79943546	57
ENSG00000124224	PPP4R1L	20	56806188	56884495	-1	protein_coding	NA	PPP4R1L	NA	NA	0	0	1	0.0249174	NA	GTEx/v8/Brain_Hypothalamus	-	No	NA	8.49743e-05	rs79943546	57
ENSG00000268941	MGC4294	20	57209828	57210772	1	protein_coding	NA	NA	NA	NA	0	0	1	0.013178	NA	GTEx/v8/Brain_Hypothalamus	-	No	NA	8.49743e-05	rs79943546	57
ENSG00000124222	STX16	20	57226328	57254582	1	protein_coding	8675	STX16	0.235503144787157	0.477580064	0	0	2	0.00310039	NA	GTEx/v8/Brain_Hypothalamus	-	No	NA	2.45975e-05	rs79943546	57
ENSG00000183421	RIPK4	21	43159529	43187266	-1	protein_coding	54101	RIPK4	0.00120659621680067	0.565538492	0	0	2	0.0469736	NA	GTEx/v8/Brain_Hypothalamus	+	No	NA	6.57055e-05	rs2849696	58
ENSG00000250349	TM4SF2	23	37208583	38546928	1	protein_coding	NA	NA	0.90134494428007	NA	7	8.234	0	NA	NA	NA	NA	No	NA	1.09114e-06	rs188481088	59
ENSG00000187516	CXorf27	23	37850070	37850569	1	protein_coding	25763	CXorf27	0.152953477046134	0.022202794	2	8.234	0	NA	NA	NA	NA	No	NA	0.0105548	rs188481088	59
ENSG00000147041	SYTL5	23	37865835	37988072	1	protein_coding	94122	SYTL5	0.0644886545028385	-0.5545067	0	0	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops	0.0134843	rs188481088	59
ENSG00000101955	SRPX	23	38008589	38080696	-1	protein_coding	8406	SRPX	0.00848262097838311	NA	2	5.809	0	NA	NA	NA	NA	No	NA	0.000106663	rs188481088	59
ENSG00000156313	RPGR	23	38128416	38186817	-1	protein_coding	6103	RPGR	0.997857546203891	-0.177321174	1	1.342	0	NA	NA	NA	NA	No	NA	7.16308e-05	rs188481088	59
